"","2000","2011","2012","2013","2014","2015","2016","2017","2018","2019 (*)"
"Edegem","17","20","32","32","24","15","24","34","13","5"
"Hove","1","4","5","7","4","1","2","2","2","1"
"Kontich","45","42","45","33","42","30","35","27","17","5"
"Lint","5","4","4","3","1","1","4","3","2","0"
"MINOS","247","273","289","291","305","231","177","120","131","12"
"Boechout","5","16","18","8","7","7","12","12","14","0"
"Borsbeek","33","19","21","22","32","18","17","11","12","2"
"Mortsel","63","88","99","103","109","106","64","51","61","2"
"Wijnegem","136","128","125","134","141","86","72","39","35","8"
"Wommelgem","10","22","26","24","16","14","12","7","9","0"
"POLITIE REGIO TURNHOUT","206","137","129","147","198","151","85","64","54","11"
"Baarle-Hertog","1","6","2","0","6","0","0","1","0","0"
"Beerse","2","5","4","5","9","4","0","2","4","0"
"Kasterlee","2","15","19","15","13","12","8","9","6","0"
"Lille","3","12","17","9","9","16","4","5","3","2"
"Oud-Turnhout","7","7","4","6","11","6","1","1","2","0"
"Turnhout","190","87","79","108","149","110","71","46","38","9"
"Vosselaar","1","5","4","4","1","3","1","0","1","0"
"POLITIE ZARA","2","19","24","23","12","8","13","13","8","1"
"Ranst","1","13","15","14","7","3","9","7","5","1"
"Zandhoven","1","6","9","9","5","5","4","6","3","0"
"POLITIEZONE HEIST","14","56","46","37","51","51","33","66","45","15"
"Heist-op-den-Berg","14","56","46","37","51","51","33","66","45","15"
"POLITIEZONE KEMPEN N-O","6","20","14","19","14","6","7","7","8","1"
"Arendonk","3","9","4","7","7","5","2","4","4","0"
"Ravels","3","3","4","4","1","0","2","2","1","0"
"Retie","0","8","6","8","6","1","3","1","3","1"
"POLITIEZONE NOORD","35","49","41","43","42","51","44","22","18","5"
"Kapellen","31","35","30","25","30","39","35","16","11","5"
"Stabroek","4","14","11","18","12","12","9","6","7","0"
"POLITIEZONE NOORDERKEMPEN","14","42","44","40","29","29","17","10","19","5"
"Hoogstraten","12","26","31","27","18","23","13","4","9","2"
"Merksplas","1","7","4","5","1","5","2","2","2","0"
"Rijkevorsel","1","9","9","8","10","1","2","4","8","3"
"POLITIEZONE RUPEL","57","91","194","276","323","335","296","503","474","6"
"Boom","24","55","152","222","293","286","252","458","451","0"
"Hemiksem","2","7","6","11","7","11","5","6","3","4"
"Niel","6","4","3","8","4","6","2","2","1","0"
"Rumst","19","22","14","20","11","13","21","18","11","0"
"Schelle","6","3","19","15","8","19","16","19","8","2"
"PZ BRASSCHAAT","27","49","69","37","36","35","18","23","11","2"
"Brasschaat","27","49","69","37","36","35","18","23","11","2"
"PZ GEEL/LAAKDAL/MEERHOUT","45","95","115","114","80","77","84","58","53","10"
"Geel","41","76","90","87","68","66","51","36","48","9"
"Laakdal","2","6","8","0","1","1","7","3","3","0"
"Meerhout","2","13","17","27","11","10","26","19","2","1"
"PZ KLEIN-BRABANT","12","19","21","22","19","9","12","14","11","2"
"Bornem","4","12","13","9","13","7","8","12","10","0"
"Puurs-Sint-Amands","8","7","8","13","6","2","4","2","1","2"
"PZ LIER","71","118","128","152","91","80","49","38","41","12"
"Lier","71","118","128","152","91","80","49","38","41","12"
"PZ MEWI","424","297","346","329","314","239","231","172","162","46"
"Mechelen","406","240","292","280","263","206","191","141","139","41"
"Willebroek","18","57","54","49","51","33","40","31","23","5"
"PZ SCHOTEN","46","47","51","62","60","45","26","26","30","4"
"Schoten","46","47","51","62","60","45","26","26","30","4"
"PZ ZWIJNDRECHT","27","20","29","27","26","19","10","4","9","2"
"Zwijndrecht","27","20","29","27","26","19","10","4","9","2"
"VOORKEMPEN","30","54","41","52","53","37","33","20","24","6"
"Brecht","1","7","8","6","9","11","7","7","9","3"
"Malle","4","12","8","22","19","11","11","6","8","2"
"Schilde","17","28","21","15","16","11","8","4","2","0"
"Zoersel","8","7","4","9","9","4","7","3","5","1"
"ZONE NETELAND","64","109","111","120","90","84","85","85","64","10"
"Grobbendonk","0","4","3","4","4","6","1","3","4","0"
"Herentals","57","90","91","88","70","55","58","56","40","6"
"Herenthout","1","6","3","6","5","4","2","1","2","0"
"Olen","3","6","11","18","10","18","19","24","16","4"
"Vorselaar","3","3","3","4","1","1","5","1","2","0"
"ZUIDERKEMPEN","33","62","49","43","45","37","21","26","16","7"
"Herselt","6","11","17","20","10","6","2","5","3","3"
"Hulshout","10","3","1","4","3","1","0","3","2","0"
"Westerlo","17","48","31","19","32","30","19","18","11","4"
"Limburg","1.087","1.240","1.900","1.506","1.118","880","915","712","647","153"
"Limburg","1.087","1.240","1.900","1.506","1.118","880","915","712","647","153"
"KEMPENLAND","18","22","27","27","22","6","16","7","6","2"
"Hechtel-Eksel","4","3","3","8","3","1","2","1","3","0"
"Leopoldsburg","9","14","20","12","14","2","12","3","0","2"
"Peer","5","5","4","7","5","3","2","3","3","0"
"LIMBURG REGIO HOOFDSTAD","527","534","1.070","757","406","360","442","329","274","64"
"Diepenbeek","6","11","14","12","13","14","7","6","9","1"
"Halen","0","2","7","3","1","1","4","2","1","0"
"Hasselt","507","498","1.028","723","375","325","417","310","258","60"
"Herk-de-Stad","2","9","1","2","1","6","0","3","2","1"
"Lummen","5","4","7","8","6","8","2","2","3","1"
"Zonhoven","7","10","13","9","10","6","12","6","1","1"
"POLITIEZONE MAASLAND","11","27","26","23","20","15","13","16","10","1"
"Dilsen-Stokkem","2","4","7","9","6","5","6","5","5","0"
"Maaseik","9","23","19","14","14","10","7","11","5","1"
"PZ BERINGEN/HAM/TESSENDERLO","33","37","42","48","50","34","29","11","14","1"
"Beringen","18","16","20","21","19","18","13","5","10","1"
"Ham","0","4","4","1","5","1","2","1","1","0"
"Tessenderlo","15","17","18","26","26","15","14","5","3","0"
"PZ BILZEN/HOESELT/RIEMST","17","19","21","22","18","15","11","11","11","1"
"Bilzen","9","14","15","12","13","12","7","7","5","0"
"Hoeselt","4","2","2","7","2","2","2","2","2","1"
"Riemst","4","3","4","3","3","1","2","2","4","0"
"PZ CARMA","155","185","283","251","188","128","169","88","134","40"
"As","0","2","3","3","1","2","3","1","0","0"
"Bocholt","2","4","1","3","2","3","1","0","0","1"
"Bree","9","16","16","14","13","6","5","6","11","4"
"Genk","137","155","235","209","140","84","108","66","94","31"
"Houthalen-Helchteren","2","2","21","18","21","23","48","10","25","4"
"Kinrooi","2","2","0","1","0","1","0","0","2","0"
"Oudsbergen","2","4","7","1","11","7","1","4","2","0"
"Zutendaal","1","0","0","2","0","2","3","1","0","0"
"PZ GINGELOM/NIEUWERKERKEN/SINT-TRUIDEN","195","143","180","150","141","117","81","66","56","13"
"Gingelom","4","0","1","1","4","2","0","1","1","1"
"Nieuwerkerken","0","0","0","2","0","1","1","1","0","1"
"Sint-Truiden","191","143","179","147","137","114","80","64","55","11"
"PZ HAMONT-ACHEL/PELT","10","21","6","13","22","13","9","8","13","1"
"Hamont-Achel","2","1","0","3","6","6","1","2","2","0"
"Pelt","8","20","6","10","16","7","8","6","11","1"
"PZ HEUSDEN-ZOLDER","8","9","17","21","34","22","25","11","15","5"
"Heusden-Zolder","8","9","17","21","34","22","25","11","15","5"
"PZ KANTON BORGLOON","8","16","14","21","24","11","12","7","9","2"
"Alken","1","4","2","2","1","1","3","1","4","0"
"Borgloon","3","5","3","7","14","3","3","2","2","1"
"Heers","1","0","3","3","1","0","0","1","2","1"
"Kortessem","1","4","5","5","5","3","4","2","0","0"
"Wellen","2","3","1","4","3","4","2","1","1","0"
"PZ LANAKEN/MAASMECHELEN","14","54","74","50","46","52","39","32","34","7"
"Lanaken","2","13","27","19","14","22","11","8","11","3"
"Maasmechelen","12","41","47","31","32","30","28","24","23","4"
"PZ LOMMEL","32","40","30","29","78","42","45","77","23","7"
"Lommel","32","40","30","29","78","42","45","77","23","7"
"PZ VOEREN","0","0","0","0","1","2","1","1","0","0"
"Voeren","0","0","0","0","1","2","1","1","0","0"
"TONGEREN - HERSTAPPE","59","133","110","94","68","63","23","48","48","9"
"Herstappe","0","0","0","0","0","0","0","0","0","0"
"Tongeren","59","133","110","94","68","63","23","48","48","9"
"Oost-Vlaanderen","1.594","3.076","3.265","3.062","2.773","2.249","1.644","1.417","1.376","373"
"Oost-Vlaanderen","1.594","3.076","3.265","3.062","2.773","2.249","1.644","1.417","1.376","373"
"BRAKEL","7","10","11","8","10","6","5","11","5","2"
"Brakel","2","5","6","4","5","5","3","6","2","2"
"Horebeke","0","0","2","0","0","0","0","0","0","0"
"Maarkedal","0","2","1","1","3","0","0","0","1","0"
"Zwalm","5","3","2","3","2","1","2","5","2","0"
"BUGGENHOUT - LEBBEKE","2","19","21","8","15","13","9","3","8","2"
"Buggenhout","0","2","5","3","6","6","1","0","3","1"
"Lebbeke","2","17","16","5","9","7","8","3","5","1"
"GERAARDSBERGEN - LIERDE","13","28","29","29","30","28","19","9","14","3"
"Geraardsbergen","13","27","28","29","29","27","19","9","14","3"
"Lierde","0","1","1","0","1","1","0","0","0","0"
"LOKEREN","69","47","37","47","30","24","48","42","28","2"
"Lokeren","69","47","37","47","30","24","48","42","28","2"
"MEETJESLAND CENTRUM","77","43","37","29","36","20","14","11","13","1"
"Eeklo","77","40","37","28","35","18","13","10","12","1"
"Kaprijke","0","0","0","0","0","1","0","0","0","0"
"Sint-Laureins","0","3","0","1","1","1","1","1","1","0"
"POLITIE SINT-NIKLAAS","246","258","301","223","228","129","111","80","74","13"
"Sint-Niklaas","246","258","301","223","228","129","111","80","74","13"
"POLITIEZONE SCHELDE - LEIE","26","20","27","30","14","15","10","5","12","1"
"De Pinte","5","4","4","7","2","1","2","0","4","1"
"Gavere","3","2","4","3","2","2","0","1","1","0"
"Nazareth","16","12","17","16","9","9","6","3","7","0"
"Sint-Martens-Latem","2","2","2","4","1","3","2","1","0","0"
"PZ AALST","212","191","208","241","196","178","141","99","79","38"
"Aalst","212","191","208","241","196","178","141","99","79","38"
"PZ AALTER","2","21","11","22","9","21","7","3","7","0"
"Aalter","2","21","11","22","9","21","7","3","7","0"
"PZ ASSENEDE/EVERGEM","5","22","22","19","19","16","11","7","3","0"
"Assenede","1","1","3","0","1","2","2","1","1","0"
"Evergem","4","21","19","19","18","14","9","6","2","0"
"PZ BERLARE/ZELE","7","23","12","30","13","18","10","12","6","2"
"Berlare","1","2","4","1","4","2","3","2","2","0"
"Zele","6","21","8","29","9","16","7","10","4","2"
"PZ DEINZE/ZULTE/LIEVEGEM","38","49","67","53","42","37","35","26","32","6"
"Deinze","20","34","46","36","23","26","19","18","27","5"
"Lievegem","14","11","16","13","13","11","15","8","3","0"
"Zulte","4","4","5","4","6","0","1","0","2","1"
"PZ DENDERLEEUW/HAALTERT","11","16","3","17","11","13","7","14","10","1"
"Denderleeuw","7","11","2","14","9","12","4","12","6","0"
"Haaltert","4","5","1","3","2","1","3","2","4","1"
"PZ DENDERMONDE","60","90","96","74","55","56","37","31","28","3"
"Dendermonde","60","90","96","74","55","56","37","31","28","3"
"PZ ERPE-MERE/LEDE","11","14","23","23","12","11","5","2","7","0"
"Erpe-Mere","7","3","7","8","4","2","1","0","2","0"
"Lede","4","11","16","15","8","9","4","2","5","0"
"PZ GENT","507","1.860","1.962","1.778","1.700","1.397","934","832","855","265"
"Gent","507","1.860","1.962","1.778","1.700","1.397","934","832","855","265"
"PZ HAMME/WAASMUNSTER","6","16","26","25","20","19","11","8","17","1"
"Hamme","5","13","20","22","19","16","10","5","15","0"
"Waasmunster","1","3","6","3","1","3","1","3","2","1"
"PZ KRUIBEKE/TEMSE","14","32","31","24","16","18","15","19","6","2"
"Kruibeke","4","9","13","10","4","8","5","3","3","2"
"Temse","10","23","18","14","12","10","10","16","3","0"
"PZ MALDEGEM","19","11","12","24","9","3","4","3","6","0"
"Maldegem","19","11","12","24","9","3","4","3","6","0"
"PZ NINOVE","83","77","82","78","56","50","33","38","32","4"
"Ninove","83","77","82","78","56","50","33","38","32","4"
"PZ RONSE","39","18","22","30","25","22","38","35","19","5"
"Ronse","39","18","22","30","25","22","38","35","19","5"
"PZ WAASLAND-NOORD","20","26","31","36","28","25","22","21","14","0"
"Beveren","5","10","9","13","8","18","13","9","9","0"
"Sint-Gillis-Waas","9","6","10","8","12","3","5","3","1","0"
"Stekene","6","10","12","15","8","4","4","9","4","0"
"PZ WETTEREN LAARNE WICHELEN","23","30","33","37","32","29","25","24","23","8"
"Laarne","3","2","3","2","2","0","3","1","7","1"
"Wetteren","18","28","29","35","30","27","22","22","15","7"
"Wichelen","2","0","1","0","0","2","0","1","1","0"
"REGIO PUYENBROECK","31","46","47","38","38","23","29","26","22","1"
"Lochristi","12","20","12","14","23","10","14","16","12","0"
"Moerbeke","1","3","0","0","0","3","2","0","1","0"
"Wachtebeke","1","3","10","7","2","5","5","8","4","0"
"Zelzate","17","20","25","17","13","5","8","2","5","1"
"REGIO RHODE & SCHELDE","30","43","34","43","48","29","21","30","24","4"
"Destelbergen","16","15","11","10","16","6","8","7","5","1"
"Melle","7","15","12","14","8","10","8","7","5","2"
"Merelbeke","6","11","10","14","20","8","5","13","13","1"
"Oosterzele","1","2","1","5","4","5","0","3","1","0"
"VLAAMSE ARDENNEN","20","48","50","46","39","22","24","15","15","6"
"Kluisbergen","1","0","2","1","1","0","0","1","1","0"
"Kruisem","0","1","1","4","3","2","2","1","2","0"
"Oudenaarde","19","47","45","41","35","20","22","12","11","6"
"Wortegem-Petegem","0","0","2","0","0","0","0","1","1","0"
"ZOTTEGEM HERZELE StLHOUTEM","16","18","30","50","42","27","19","11","17","3"
"Herzele","2","1","3","5","6","3","4","2","0","0"
"Sint-Lievens-Houtem","3","2","4","6","3","3","5","0","1","0"
"Zottegem","11","15","23","39","33","21","10","9","16","3"
"Vlaams Brabant","1.431","2.050","2.742","3.424","2.482","1.770","1.526","1.365","1.249","322"
"Brussel (Halle-Vilvoorde)","776","812","800","885","813","664","486","472","495","121"
"Geen PZ toegekend - Brussels Airport","147","125","183","179","155","130","82","86","95","21"
"Brussels Airport","147","125","183","179","155","130","82","86","95","21"
"KASTZE","30","43","28","38","25","25","25","21","23","6"
"Kampenhout","18","21","12","15","9","7","7","12","9","2"
"Steenokkerzeel","0","5","5","6","1","4","7","3","6","0"
"Zemst","12","17","11","17","15","14","11","6","8","4"
"PAJOTTENLAND","3","10","7","11","8","1","4","8","3","1"
"Bever","0","0","0","0","0","0","0","0","1","0"
"Galmaarden","1","2","1","1","0","1","0","1","1","0"
"Gooik","0","2","3","2","0","0","2","2","1","0"
"Herne","0","0","1","1","1","0","0","1","0","0"
"Lennik","2","2","1","4","4","0","1","3","0","1"
"Pepingen","0","4","1","3","3","0","1","1","0","0"
"POL AMOW","31","49","45","42","45","57","42","49","41","13"
"Asse","17","23","26","21","18","22","22","27","12","5"
"Merchtem","3","9","5","4","8","13","6","4","4","3"
"Opwijk","4","3","3","4","5","13","5","4","9","1"
"Wemmel","7","14","11","13","14","9","9","14","16","4"
"POLITIEZONE K-L-M","16","18","15","32","30","18","15","12","20","2"
"Kapelle-op-den-Bos","1","4","3","4","4","2","5","1","3","0"
"Londerzeel","11","4","8","19","11","8","4","5","9","2"
"Meise","4","10","4","9","15","8","6","6","8","0"
"POLITIEZONE TARL","32","30","21","25","37","30","19","33","18","6"
"Affligem","8","5","2","6","4","6","6","9","3","2"
"Liedekerke","5","12","6","10","16","9","9","6","6","4"
"Roosdaal","7","2","4","2","1","2","0","4","2","0"
"Ternat","12","11","9","7","16","13","4","14","7","0"
"PZ DILBEEK","17","27","27","33","22","34","26","29","26","9"
"Dilbeek","17","27","27","33","22","34","26","29","26","9"
"PZ DRUIVENSTREEK","26","20","35","26","38","16","24","13","21","3"
"Hoeilaart","6","7","3","10","3","2","3","2","8","1"
"Overijse","20","13","32","16","35","14","21","11","13","2"
"PZ GRIMBERGEN","54","43","33","56","44","45","22","17","20","7"
"Grimbergen","54","43","33","56","44","45","22","17","20","7"
"PZ ZAVENTEM","43","65","47","63","58","48","34","39","32","12"
"Zaventem","43","65","47","63","58","48","34","39","32","12"
"PZ ZENNEVALLEI","133","159","149","146","156","119","76","78","75","18"
"Beersel","26","23","18","16","23","11","11","14","12","4"
"Halle","77","111","107","94","91","80","43","47","52","11"
"Sint-Pieters-Leeuw","30","25","24","36","42","28","22","17","11","3"
"VILVOORDE - MACHELEN","172","130","131","173","123","80","75","53","78","12"
"Machelen","43","24","11","17","12","11","8","7","13","5"
"Vilvoorde","129","106","120","156","111","69","67","46","65","7"
"WOKRA","32","38","41","29","24","19","14","14","13","0"
"Kraainem","22","27","29","19","12","15","12","7","7","0"
"Wezembeek-Oppem","10","11","12","10","12","4","2","7","6","0"
"ZONE RODE","40","55","38","32","48","42","28","20","30","11"
"Drogenbos","33","45","27","21","37","30","20","18","20","5"
"Linkebeek","3","5","2","5","2","3","1","0","1","0"
"Sint-Genesius-Rode","4","5","9","6","9","9","7","2","9","6"
"Leuven","655","1.238","1.942","2.539","1.669","1.106","1.040","893","754","201"
"DEMERDAL - DSZ","109","111","112","130","98","70","61","56","41","16"
"Diest","93","82","96","108","81","59","46","50","29","13"
"Scherpenheuvel-Zichem","16","29","16","22","17","11","15","6","12","3"
"HAACHT","18","32","36","29","31","32","29","26","31","4"
"Boortmeerbeek","6","7","12","16","12","14","17","8","15","2"
"Haacht","5","16","16","9","13","6","10","9","11","1"
"Keerbergen","7","9","8","4","6","12","2","9","5","1"
"HERKO","7","20","23","24","32","17","7","15","15","3"
"Herent","5","11","13","10","17","15","3","6","8","2"
"Kortenberg","2","9","10","14","15","2","4","9","7","1"
"POLITIEZONE AARSCHOT","37","68","79","91","74","65","58","59","40","13"
"Aarschot","37","68","79","91","74","65","58","59","40","13"
"POLITIEZONE BRT","17","37","52","91","42","30","58","35","24","0"
"Begijnendijk","3","8","3","3","2","3","1","1","4","0"
"Rotselaar","13","23","45","79","33","22","54","33","20","0"
"Tremelo","1","6","4","9","7","5","3","1","0","0"
"PZ BIERBEEK/BOUTERSEM/HOLSBEEK/LUBBEEK","46","16","20","20","28","16","15","13","11","4"
"Bierbeek","41","7","11","11","21","12","1","9","8","1"
"Boutersem","2","3","2","1","3","0","2","2","0","2"
"Holsbeek","0","1","2","0","2","2","8","2","2","1"
"Lubbeek","3","5","5","8","2","2","4","0","1","0"
"PZ GETEVALLEI","92","103","141","142","98","77","61","41","43","10"
"Hoegaarden","1","2","0","0","1","1","0","0","1","0"
"Landen","6","11","18","20","19","16","9","7","9","0"
"Linter","0","0","1","0","0","0","0","0","0","0"
"Tienen","85","86","115","119","78","59","52","31","31","10"
"Zoutleeuw","0","4","7","3","0","1","0","3","2","0"
"PZ LEUVEN","262","817","1.414","1.940","1.195","721","690","592","512","135"
"Leuven","262","817","1.414","1.940","1.195","721","690","592","512","135"
"PZ VOER EN DIJLE","42","15","30","24","35","29","18","16","17","6"
"Bertem","4","3","1","2","6","2","4","3","1","1"
"Huldenberg","4","2","1","3","5","4","0","0","0","1"
"Oud-Heverlee","1","3","6","2","6","6","3","2","1","1"
"Tervuren","33","7","22","17","18","17","11","11","15","3"
"ZONE HAGELAND","25","19","35","48","36","49","43","40","20","10"
"Bekkevoort","0","2","0","4","0","0","2","2","0","0"
"Geetbets","1","0","1","1","0","0","1","5","0","0"
"Glabbeek","1","0","2","0","0","3","1","0","0","0"
"Kortenaken","3","0","1","0","1","1","1","1","1","0"
"Tielt-Winge","20","17","31","43","35","45","38","32","19","10"
"West-Vlaanderen","1.453","3.152","3.164","2.724","1.984","1.645","1.317","1.197","1.195","266"
"West-Vlaanderen","1.453","3.152","3.164","2.724","1.984","1.645","1.317","1.197","1.195","266"
"GAVERS","15","21","28","37","22","21","16","6","9","5"
"Deerlijk","1","7","4","1","2","2","2","2","2","0"
"Harelbeke","14","14","24","36","20","19","14","4","7","5"
"GRENSLEIE","26","43","34","34","41","23","28","28","15","5"
"Ledegem","3","2","0","0","0","1","1","2","0","0"
"Menen","19","24","16","13","26","12","23","18","13","4"
"Wevelgem","4","17","18","21","15","10","4","8","2","1"
"Geen PZ toegekend - Noordzee","0","0","0","0","0","0","0","0","0","0"
"Noordzee","0","0","0","0","0","0","0","0","0","0"
"MIDOW","3","17","8","14","8","7","3","6","5","0"
"Dentergem","0","0","0","0","1","1","1","0","0","0"
"Ingelmunster","2","9","2","6","5","3","2","1","2","0"
"Meulebeke","1","6","1","4","0","1","0","1","1","0"
"Oostrozebeke","0","2","4","3","1","2","0","4","2","0"
"Wielsbeke","0","0","1","1","1","0","0","0","0","0"
"MIRA","21","43","53","72","53","42","30","23","22","0"
"Anzegem","0","2","6","5","4","2","3","1","3","0"
"Avelgem","2","1","5","6","4","4","4","0","0","0"
"Spiere-Helkijn","1","1","0","0","1","1","0","1","0","0"
"Waregem","18","36","37","60","40","32","20","15","15","0"
"Zwevegem","0","3","5","1","4","3","3","6","4","0"
"POLDER","21","10","15","7","13","3","6","4","1","0"
"Diksmuide","18","6","10","4","9","3","4","1","0","0"
"Houthulst","0","0","1","0","1","0","0","0","0","0"
"Koekelare","0","1","2","1","3","0","2","2","1","0"
"Kortemark","3","3","2","2","0","0","0","1","0","0"
"POLITIEZONE ARRO IEPER","54","47","60","56","52","31","39","31","25","4"
"Heuvelland","1","0","1","3","1","0","9","2","1","0"
"Ieper","39","32","42","29","35","21","19","16","15","2"
"Langemark-Poelkapelle","0","1","0","0","0","1","0","1","1","0"
"Mesen","0","0","0","0","0","0","0","0","0","0"
"Moorslede","4","4","0","6","3","3","0","3","2","1"
"Poperinge","8","2","10","6","6","2","5","4","3","0"
"Staden","0","3","0","3","2","1","1","0","1","0"
"Vleteren","0","1","3","0","0","1","0","0","0","0"
"Wervik","2","3","4","8","3","2","3","5","2","1"
"Zonnebeke","0","1","0","1","2","0","2","0","0","0"
"POLITIEZONE HET HOUTSCHE","7","20","25","12","21","14","13","12","8","5"
"Beernem","0","4","8","5","4","4","2","5","3","0"
"Oostkamp","2","11","9","3","6","3","6","3","5","3"
"Zedelgem","5","5","8","4","11","7","5","4","0","2"
"POLITIEZONE KOUTER","27","29","28","25","15","24","19","12","14","1"
"Gistel","0","5","8","10","1","5","3","2","3","0"
"Ichtegem","0","1","3","1","0","2","1","0","1","0"
"Jabbeke","5","7","5","5","5","3","5","2","2","1"
"Oudenburg","0","0","1","2","0","2","2","1","0","0"
"Torhout","22","16","11","7","9","12","8","7","8","0"
"POLITIEZONE MIDDELKERKE","39","86","65","42","31","26","26","25","13","3"
"Middelkerke","39","86","65","42","31","26","26","25","13","3"
"POLITIEZONE RIHO","74","122","140","145","114","93","74","58","42","14"
"Hooglede","0","0","0","2","1","0","1","0","0","1"
"Izegem","18","19","11","22","24","12","14","9","8","3"
"Roeselare","56","103","129","121","89","81","59","49","34","10"
"POLITIEZONE SPOORKIN","4","18","17","23","10","15","7","7","5","3"
"Alveringem","0","0","1","1","1","0","0","1","0","0"
"Lo-Reninge","0","0","0","0","0","0","0","0","0","0"
"Veurne","4","18","16","22","9","15","7","6","5","3"
"PZ BLANKENBERGE/ZUIENKERKE","94","174","167","154","104","98","79","80","80","10"
"Blankenberge","94","174","165","154","104","98","79","79","80","10"
"Zuienkerke","0","0","2","0","0","0","0","1","0","0"
"PZ BREDENE/DE HAAN","12","86","67","48","29","24","27","30","8","1"
"Bredene","6","38","27","16","12","9","14","12","3","1"
"De Haan","6","48","40","32","17","15","13","18","5","0"
"PZ BRUGGE","410","1.032","1.147","1.025","703","581","427","327","451","112"
"Brugge","410","1.032","1.147","1.025","703","581","427","327","451","112"
"PZ DAMME/KNOKKE-HEIST","63","75","92","92","74","60","64","44","57","10"
"Damme","2","1","5","0","1","3","1","0","2","0"
"Knokke-Heist","61","74","87","92","73","57","63","44","55","10"
"PZ OOSTENDE","369","979","890","631","429","371","305","339","297","67"
"Oostende","369","979","890","631","429","371","305","339","297","67"
"REGIO TIELT","7","18","19","18","13","13","16","8","4","2"
"Ardooie","1","1","0","0","2","0","2","0","1","0"
