"","2000","2011","2012","2013","2014","2015","2016","2017","2018","2019 (*)"
"Limburg","0","5","1","0","0","2","0","1","0","1"
"Limburg","0","5","1","0","0","2","0","1","0","1"
"KEMPENLAND","0","0","0","0","0","0","0","0","0","0"
"Hechtel-Eksel","0","0","0","0","0","0","0","0","0","0"
"Leopoldsburg","0","0","0","0","0","0","0","0","0","0"
"Peer","0","0","0","0","0","0","0","0","0","0"
"LIMBURG REGIO HOOFDSTAD","0","3","0","0","0","1","0","0","0","0"
"Diepenbeek","0","0","0","0","0","0","0","0","0","0"
"Halen","0","0","0","0","0","0","0","0","0","0"
"Hasselt","0","3","0","0","0","1","0","0","0","0"
"Herk-de-Stad","0","0","0","0","0","0","0","0","0","0"
"Lummen","0","0","0","0","0","0","0","0","0","0"
"Zonhoven","0","0","0","0","0","0","0","0","0","0"
"POLITIEZONE MAASLAND","0","0","0","0","0","0","0","1","0","0"
"Dilsen-Stokkem","0","0","0","0","0","0","0","0","0","0"
"Maaseik","0","0","0","0","0","0","0","1","0","0"
"PZ BERINGEN/HAM/TESSENDERLO","0","0","1","0","0","0","0","0","0","0"
"Beringen","0","0","1","0","0","0","0","0","0","0"
"Ham","0","0","0","0","0","0","0","0","0","0"
"Tessenderlo","0","0","0","0","0","0","0","0","0","0"
"PZ BILZEN/HOESELT/RIEMST","0","0","0","0","0","0","0","0","0","0"
"Bilzen","0","0","0","0","0","0","0","0","0","0"
"Hoeselt","0","0","0","0","0","0","0","0","0","0"
"Riemst","0","0","0","0","0","0","0","0","0","0"
"PZ CARMA","0","2","0","0","0","0","0","0","0","0"
"As","0","0","0","0","0","0","0","0","0","0"
"Bocholt","0","0","0","0","0","0","0","0","0","0"
"Bree","0","0","0","0","0","0","0","0","0","0"
"Genk","0","0","0","0","0","0","0","0","0","0"
"Houthalen-Helchteren","0","2","0","0","0","0","0","0","0","0"
"Kinrooi","0","0","0","0","0","0","0","0","0","0"
"Oudsbergen","0","0","0","0","0","0","0","0","0","0"
"Zutendaal","0","0","0","0","0","0","0","0","0","0"
"PZ GINGELOM/NIEUWERKERKEN/SINT-TRUIDEN","0","0","0","0","0","1","0","0","0","0"
"Gingelom","0","0","0","0","0","1","0","0","0","0"
"Nieuwerkerken","0","0","0","0","0","0","0","0","0","0"
"Sint-Truiden","0","0","0","0","0","0","0","0","0","0"
"PZ HAMONT-ACHEL/PELT","0","0","0","0","0","0","0","0","0","0"
"Hamont-Achel","0","0","0","0","0","0","0","0","0","0"
"Pelt","0","0","0","0","0","0","0","0","0","0"
"PZ HEUSDEN-ZOLDER","0","0","0","0","0","0","0","0","0","0"
"Heusden-Zolder","0","0","0","0","0","0","0","0","0","0"
"PZ KANTON BORGLOON","0","0","0","0","0","0","0","0","0","0"
"Alken","0","0","0","0","0","0","0","0","0","0"
"Borgloon","0","0","0","0","0","0","0","0","0","0"
"Heers","0","0","0","0","0","0","0","0","0","0"
"Kortessem","0","0","0","0","0","0","0","0","0","0"
"Wellen","0","0","0","0","0","0","0","0","0","0"
"PZ LANAKEN/MAASMECHELEN","0","0","0","0","0","0","0","0","0","1"
"Lanaken","0","0","0","0","0","0","0","0","0","1"
"Maasmechelen","0","0","0","0","0","0","0","0","0","0"
"PZ LOMMEL","0","0","0","0","0","0","0","0","0","0"
"Lommel","0","0","0","0","0","0","0","0","0","0"
"PZ VOEREN","0","0","0","0","0","0","0","0","0","0"
"Voeren","0","0","0","0","0","0","0","0","0","0"
"TONGEREN - HERSTAPPE","0","0","0","0","0","0","0","0","0","0"
"Herstappe","0","0","0","0","0","0","0","0","0","0"
"Tongeren","0","0","0","0","0","0","0","0","0","0"
"Oost-Vlaanderen","0","6","0","4","0","1","2","1","1","0"
"Oost-Vlaanderen","0","6","0","4","0","1","2","1","1","0"
"BRAKEL","0","0","0","0","0","0","0","0","0","0"
"Brakel","0","0","0","0","0","0","0","0","0","0"
"Horebeke","0","0","0","0","0","0","0","0","0","0"
"Maarkedal","0","0","0","0","0","0","0","0","0","0"
"Zwalm","0","0","0","0","0","0","0","0","0","0"
"BUGGENHOUT - LEBBEKE","0","0","0","0","0","0","0","0","0","0"
"Buggenhout","0","0","0","0","0","0","0","0","0","0"
"Lebbeke","0","0","0","0","0","0","0","0","0","0"
"GERAARDSBERGEN - LIERDE","0","0","0","0","0","0","0","0","0","0"
"Geraardsbergen","0","0","0","0","0","0","0","0","0","0"
"Lierde","0","0","0","0","0","0","0","0","0","0"
"LOKEREN","0","0","0","0","0","0","0","0","0","0"
"Lokeren","0","0","0","0","0","0","0","0","0","0"
"MEETJESLAND CENTRUM","0","0","0","0","0","0","0","0","0","0"
"Eeklo","0","0","0","0","0","0","0","0","0","0"
"Kaprijke","0","0","0","0","0","0","0","0","0","0"
"Sint-Laureins","0","0","0","0","0","0","0","0","0","0"
"POLITIE SINT-NIKLAAS","0","0","0","0","0","0","1","0","0","0"
"Sint-Niklaas","0","0","0","0","0","0","1","0","0","0"
"POLITIEZONE SCHELDE - LEIE","0","0","0","0","0","0","1","0","0","0"
"De Pinte","0","0","0","0","0","0","0","0","0","0"
"Gavere","0","0","0","0","0","0","0","0","0","0"
"Nazareth","0","0","0","0","0","0","1","0","0","0"
"Sint-Martens-Latem","0","0","0","0","0","0","0","0","0","0"
"PZ AALST","0","0","0","0","0","0","0","0","0","0"
"Aalst","0","0","0","0","0","0","0","0","0","0"
"PZ AALTER","0","1","0","0","0","0","0","0","0","0"
"Aalter","0","1","0","0","0","0","0","0","0","0"
"PZ ASSENEDE/EVERGEM","0","0","0","1","0","0","0","0","0","0"
"Assenede","0","0","0","0","0","0","0","0","0","0"
"Evergem","0","0","0","1","0","0","0","0","0","0"
"PZ BERLARE/ZELE","0","0","0","0","0","0","0","1","0","0"
"Berlare","0","0","0","0","0","0","0","1","0","0"
"Zele","0","0","0","0","0","0","0","0","0","0"
"PZ DEINZE/ZULTE/LIEVEGEM","0","0","0","0","0","0","0","0","0","0"
"Deinze","0","0","0","0","0","0","0","0","0","0"
"Lievegem","0","0","0","0","0","0","0","0","0","0"
"Zulte","0","0","0","0","0","0","0","0","0","0"
"PZ DENDERLEEUW/HAALTERT","0","1","0","0","0","0","0","0","0","0"
"Denderleeuw","0","1","0","0","0","0","0","0","0","0"
"Haaltert","0","0","0","0","0","0","0","0","0","0"
"PZ DENDERMONDE","0","0","0","1","0","0","0","0","0","0"
"Dendermonde","0","0","0","1","0","0","0","0","0","0"
"PZ ERPE-MERE/LEDE","0","0","0","0","0","0","0","0","0","0"
"Erpe-Mere","0","0","0","0","0","0","0","0","0","0"
"Lede","0","0","0","0","0","0","0","0","0","0"
"PZ GENT","0","0","0","0","0","1","0","0","1","0"
"Gent","0","0","0","0","0","1","0","0","1","0"
"PZ HAMME/WAASMUNSTER","0","0","0","0","0","0","0","0","0","0"
"Hamme","0","0","0","0","0","0","0","0","0","0"
"Waasmunster","0","0","0","0","0","0","0","0","0","0"
"PZ KRUIBEKE/TEMSE","0","0","0","0","0","0","0","0","0","0"
"Kruibeke","0","0","0","0","0","0","0","0","0","0"
"Temse","0","0","0","0","0","0","0","0","0","0"
"PZ MALDEGEM","0","0","0","0","0","0","0","0","0","0"
"Maldegem","0","0","0","0","0","0","0","0","0","0"
"PZ NINOVE","0","1","0","0","0","0","0","0","0","0"
"Ninove","0","1","0","0","0","0","0","0","0","0"
"PZ RONSE","0","2","0","0","0","0","0","0","0","0"
"Ronse","0","2","0","0","0","0","0","0","0","0"
"PZ WAASLAND-NOORD","0","0","0","0","0","0","0","0","0","0"
"Beveren","0","0","0","0","0","0","0","0","0","0"
"Sint-Gillis-Waas","0","0","0","0","0","0","0","0","0","0"
"Stekene","0","0","0","0","0","0","0","0","0","0"
"PZ WETTEREN LAARNE WICHELEN","0","0","0","2","0","0","0","0","0","0"
"Laarne","0","0","0","0","0","0","0","0","0","0"
"Wetteren","0","0","0","2","0","0","0","0","0","0"
"Wichelen","0","0","0","0","0","0","0","0","0","0"
"REGIO PUYENBROECK","0","0","0","0","0","0","0","0","0","0"
"Lochristi","0","0","0","0","0","0","0","0","0","0"
"Moerbeke","0","0","0","0","0","0","0","0","0","0"
"Wachtebeke","0","0","0","0","0","0","0","0","0","0"
"Zelzate","0","0","0","0","0","0","0","0","0","0"
"REGIO RHODE & SCHELDE","0","0","0","0","0","0","0","0","0","0"
"Destelbergen","0","0","0","0","0","0","0","0","0","0"
"Melle","0","0","0","0","0","0","0","0","0","0"
"Merelbeke","0","0","0","0","0","0","0","0","0","0"
"Oosterzele","0","0","0","0","0","0","0","0","0","0"
"VLAAMSE ARDENNEN","0","1","0","0","0","0","0","0","0","0"
"Kluisbergen","0","0","0","0","0","0","0","0","0","0"
"Kruisem","0","0","0","0","0","0","0","0","0","0"
"Oudenaarde","0","1","0","0","0","0","0","0","0","0"
"Wortegem-Petegem","0","0","0","0","0","0","0","0","0","0"
"ZOTTEGEM HERZELE StLHOUTEM","0","0","0","0","0","0","0","0","0","0"
"Herzele","0","0","0","0","0","0","0","0","0","0"
"Sint-Lievens-Houtem","0","0","0","0","0","0","0","0","0","0"
"Zottegem","0","0","0","0","0","0","0","0","0","0"
"Vlaams Brabant","0","78","53","42","15","7","20","3","6","1"
"Brussel (Halle-Vilvoorde)","0","78","52","42","14","6","20","2","6","1"
"Geen PZ toegekend - Brussels Airport","0","0","0","0","0","0","0","0","0","0"
"Brussels Airport","0","0","0","0","0","0","0","0","0","0"
"KASTZE","0","1","3","1","0","0","0","0","0","0"
"Kampenhout","0","0","0","0","0","0","0","0","0","0"
"Steenokkerzeel","0","1","2","0","0","0","0","0","0","0"
"Zemst","0","0","1","1","0","0","0","0","0","0"
"PAJOTTENLAND","0","1","1","0","0","0","0","0","0","0"
"Bever","0","0","0","0","0","0","0","0","0","0"
"Galmaarden","0","0","0","0","0","0","0","0","0","0"
"Gooik","0","0","0","0","0","0","0","0","0","0"
"Herne","0","0","0","0","0","0","0","0","0","0"
"Lennik","0","1","1","0","0","0","0","0","0","0"
"Pepingen","0","0","0","0","0","0","0","0","0","0"
"POL AMOW","0","4","7","5","1","1","2","0","4","1"
"Asse","0","1","1","0","0","0","0","0","0","0"
"Merchtem","0","0","0","0","0","0","0","0","0","0"
"Opwijk","0","0","0","0","0","0","0","0","0","0"
"Wemmel","0","3","6","5","1","1","2","0","4","1"
"POLITIEZONE K-L-M","0","0","0","0","0","0","0","0","0","0"
"Kapelle-op-den-Bos","0","0","0","0","0","0","0","0","0","0"
"Londerzeel","0","0","0","0","0","0","0","0","0","0"
"Meise","0","0","0","0","0","0","0","0","0","0"
"POLITIEZONE TARL","0","0","1","0","0","0","0","0","0","0"
"Affligem","0","0","0","0","0","0","0","0","0","0"
"Liedekerke","0","0","1","0","0","0","0","0","0","0"
"Roosdaal","0","0","0","0","0","0","0","0","0","0"
"Ternat","0","0","0","0","0","0","0","0","0","0"
"PZ DILBEEK","0","6","5","2","0","2","10","2","1","0"
"Dilbeek","0","6","5","2","0","2","10","2","1","0"
"PZ DRUIVENSTREEK","0","0","1","0","0","0","0","0","1","0"
"Hoeilaart","0","0","0","0","0","0","0","0","1","0"
"Overijse","0","0","1","0","0","0","0","0","0","0"
"PZ GRIMBERGEN","0","3","1","0","1","1","0","0","0","0"
"Grimbergen","0","3","1","0","1","1","0","0","0","0"
"PZ ZAVENTEM","0","0","0","0","0","0","0","0","0","0"
"Zaventem","0","0","0","0","0","0","0","0","0","0"
"PZ ZENNEVALLEI","0","9","7","5","1","0","4","0","0","0"
"Beersel","0","1","1","1","0","0","1","0","0","0"
"Halle","0","1","2","3","0","0","1","0","0","0"
"Sint-Pieters-Leeuw","0","7","4","1","1","0","2","0","0","0"
"VILVOORDE - MACHELEN","0","1","1","0","0","0","0","0","0","0"
"Machelen","0","0","0","0","0","0","0","0","0","0"
"Vilvoorde","0","1","1","0","0","0","0","0","0","0"
"WOKRA","0","0","0","0","0","0","0","0","0","0"
"Kraainem","0","0","0","0","0","0","0","0","0","0"
"Wezembeek-Oppem","0","0","0","0","0","0","0","0","0","0"
"ZONE RODE","0","53","25","29","11","2","4","0","0","0"
"Drogenbos","0","53","23","29","10","2","3","0","0","0"
"Linkebeek","0","0","1","0","0","0","1","0","0","0"
"Sint-Genesius-Rode","0","0","1","0","1","0","0","0","0","0"
"Leuven","0","0","1","0","1","1","0","1","0","0"
"DEMERDAL - DSZ","0","0","0","0","0","0","0","0","0","0"
"Diest","0","0","0","0","0","0","0","0","0","0"
"Scherpenheuvel-Zichem","0","0","0","0","0","0","0","0","0","0"
"HAACHT","0","0","0","0","0","0","0","0","0","0"
"Boortmeerbeek","0","0","0","0","0","0","0","0","0","0"
"Haacht","0","0","0","0","0","0","0","0","0","0"
"Keerbergen","0","0","0","0","0","0","0","0","0","0"
"HERKO","0","0","0","0","0","0","0","0","0","0"
"Herent","0","0","0","0","0","0","0","0","0","0"
"Kortenberg","0","0","0","0","0","0","0","0","0","0"
"POLITIEZONE AARSCHOT","0","0","0","0","0","1","0","0","0","0"
"Aarschot","0","0","0","0","0","1","0","0","0","0"
"POLITIEZONE BRT","0","0","0","0","0","0","0","0","0","0"
"Begijnendijk","0","0","0","0","0","0","0","0","0","0"
"Rotselaar","0","0","0","0","0","0","0","0","0","0"
"Tremelo","0","0","0","0","0","0","0","0","0","0"
"PZ BIERBEEK/BOUTERSEM/HOLSBEEK/LUBBEEK","0","0","0","0","1","0","0","0","0","0"
"Bierbeek","0","0","0","0","0","0","0","0","0","0"
"Boutersem","0","0","0","0","1","0","0","0","0","0"
"Holsbeek","0","0","0","0","0","0","0","0","0","0"
"Lubbeek","0","0","0","0","0","0","0","0","0","0"
"PZ GETEVALLEI","0","0","0","0","0","0","0","1","0","0"
"Hoegaarden","0","0","0","0","0","0","0","0","0","0"
"Landen","0","0","0","0","0","0","0","1","0","0"
"Linter","0","0","0","0","0","0","0","0","0","0"
"Tienen","0","0","0","0","0","0","0","0","0","0"
"Zoutleeuw","0","0","0","0","0","0","0","0","0","0"
"PZ LEUVEN","0","0","0","0","0","0","0","0","0","0"
"Leuven","0","0","0","0","0","0","0","0","0","0"
"PZ VOER EN DIJLE","0","0","1","0","0","0","0","0","0","0"
"Bertem","0","0","0","0","0","0","0","0","0","0"
"Huldenberg","0","0","0","0","0","0","0","0","0","0"
"Oud-Heverlee","0","0","0","0","0","0","0","0","0","0"
"Tervuren","0","0","1","0","0","0","0","0","0","0"
"ZONE HAGELAND","0","0","0","0","0","0","0","0","0","0"
"Bekkevoort","0","0","0","0","0","0","0","0","0","0"
"Geetbets","0","0","0","0","0","0","0","0","0","0"
"Glabbeek","0","0","0","0","0","0","0","0","0","0"
"Kortenaken","0","0","0","0","0","0","0","0","0","0"
"Tielt-Winge","0","0","0","0","0","0","0","0","0","0"
"West-Vlaanderen","0","1","1","2","1","0","0","1","1","0"
"West-Vlaanderen","0","1","1","2","1","0","0","1","1","0"
"GAVERS","0","0","0","0","0","0","0","0","0","0"
"Deerlijk","0","0","0","0","0","0","0","0","0","0"
"Harelbeke","0","0","0","0","0","0","0","0","0","0"
"GRENSLEIE","0","0","0","1","1","0","0","1","0","0"
"Ledegem","0","0","0","0","0","0","0","0","0","0"
"Menen","0","0","0","1","1","0","0","1","0","0"
"Wevelgem","0","0","0","0","0","0","0","0","0","0"
"Geen PZ toegekend - Noordzee","0","0","0","0","0","0","0","0","0","0"
"Noordzee","0","0","0","0","0","0","0","0","0","0"
"MIDOW","0","0","0","0","0","0","0","0","0","0"
"Dentergem","0","0","0","0","0","0","0","0","0","0"
"Ingelmunster","0","0","0","0","0","0","0","0","0","0"
"Meulebeke","0","0","0","0","0","0","0","0","0","0"
"Oostrozebeke","0","0","0","0","0","0","0","0","0","0"
"Wielsbeke","0","0","0","0","0","0","0","0","0","0"
"MIRA","0","0","0","0","0","0","0","0","0","0"
"Anzegem","0","0","0","0","0","0","0","0","0","0"
"Avelgem","0","0","0","0","0","0","0","0","0","0"
"Spiere-Helkijn","0","0","0","0","0","0","0","0","0","0"
"Waregem","0","0","0","0","0","0","0","0","0","0"
"Zwevegem","0","0","0","0","0","0","0","0","0","0"
"POLDER","0","0","0","0","0","0","0","0","0","0"
"Diksmuide","0","0","0","0","0","0","0","0","0","0"
"Houthulst","0","0","0","0","0","0","0","0","0","0"
"Koekelare","0","0","0","0","0","0","0","0","0","0"
"Kortemark","0","0","0","0","0","0","0","0","0","0"
"POLITIEZONE ARRO IEPER","0","0","0","0","0","0","0","0","0","0"
"Heuvelland","0","0","0","0","0","0","0","0","0","0"
"Ieper","0","0","0","0","0","0","0","0","0","0"
"Langemark-Poelkapelle","0","0","0","0","0","0","0","0","0","0"
"Mesen","0","0","0","0","0","0","0","0","0","0"
"Moorslede","0","0","0","0","0","0","0","0","0","0"
"Poperinge","0","0","0","0","0","0","0","0","0","0"
"Staden","0","0","0","0","0","0","0","0","0","0"
"Vleteren","0","0","0","0","0","0","0","0","0","0"
"Wervik","0","0","0","0","0","0","0","0","0","0"
"Zonnebeke","0","0","0","0","0","0","0","0","0","0"
"POLITIEZONE HET HOUTSCHE","0","0","0","0","0","0","0","0","0","0"
"Beernem","0","0","0","0","0","0","0","0","0","0"
"Oostkamp","0","0","0","0","0","0","0","0","0","0"
"Zedelgem","0","0","0","0","0","0","0","0","0","0"
"POLITIEZONE KOUTER","0","0","0","0","0","0","0","0","0","0"
"Gistel","0","0","0","0","0","0","0","0","0","0"
"Ichtegem","0","0","0","0","0","0","0","0","0","0"
"Jabbeke","0","0","0","0","0","0","0","0","0","0"
"Oudenburg","0","0","0","0","0","0","0","0","0","0"
"Torhout","0","0","0","0","0","0","0","0","0","0"
"POLITIEZONE MIDDELKERKE","0","0","0","0","0","0","0","0","0","0"
"Middelkerke","0","0","0","0","0","0","0","0","0","0"
"POLITIEZONE RIHO","0","0","0","1","0","0","0","0","0","0"
"Hooglede","0","0","0","0","0","0","0","0","0","0"
"Izegem","0","0","0","0","0","0","0","0","0","0"
"Roeselare","0","0","0","1","0","0","0","0","0","0"
"POLITIEZONE SPOORKIN","0","0","0","0","0","0","0","0","0","0"
"Alveringem","0","0","0","0","0","0","0","0","0","0"
"Lo-Reninge","0","0","0","0","0","0","0","0","0","0"
"Veurne","0","0","0","0","0","0","0","0","0","0"
"PZ BLANKENBERGE/ZUIENKERKE","0","0","0","0","0","0","0","0","0","0"
"Blankenberge","0","0","0","0","0","0","0","0","0","0"
"Zuienkerke","0","0","0","0","0","0","0","0","0","0"
"PZ BREDENE/DE HAAN","0","0","0","0","0","0","0","0","0","0"
"Bredene","0","0","0","0","0","0","0","0","0","0"
"De Haan","0","0","0","0","0","0","0","0","0","0"
"PZ BRUGGE","0","0","0","0","0","0","0","0","0","0"
"Brugge","0","0","0","0","0","0","0","0","0","0"
"PZ DAMME/KNOKKE-HEIST","0","0","0","0","0","0","0","0","0","0"
"Damme","0","0","0","0","0","0","0","0","0","0"
"Knokke-Heist","0","0","0","0","0","0","0","0","0","0"
"PZ OOSTENDE","0","1","1","0","0","0","0","0","0","0"
"Oostende","0","1","1","0","0","0","0","0","0","0"
"REGIO TIELT","0","0","0","0","0","0","0","0","0","0"
"Ardooie","0","0","0","0","0","0","0","0","0","0"
"Lichtervelde","0","0","0","0","0","0","0","0","0","0"
"Pittem","0","0","0","0","0","0","0","0","0","0"
"Ruiselede","0","0","0","0","0","0","0","0","0","0"
"Tielt","0","0","0","0","0","0","0","0","0","0"
"Wingene","0","0","0","0","0","0","0","0","0","0"
"VLAS","0","0","0","0","0","0","0","0","1","0"
"Kortrijk","0","0","0","0","0","0","0","0","1","0"
"Kuurne","0","0","0","0","0","0","0","0","0","0"
"Lendelede","0","0","0","0","0","0","0","0","0","0"
"WESTKUST","0","0","0","0","0","0","0","0","0","0"
"De Panne","0","0","0","0","0","0","0","0","0","0"
"Koksijde","0","0","0","0","0","0","0","0","0","0"
"Nieuwpoort","0","0","0","0","0","0","0","0","0","0"
"Waals Gewest","0","27","22","25","26","26","11","11","11","6"
"Brabant wallon","0","10","2","1","1","0","0","0","4","1"
