"","2000","2011","2012","2013","2014","2015","2016","2017","2018","2019 (*)"
"Zandhoven","6","12","4","17","10","14","24","17","12","9"
"POLITIEZONE HEIST","42","90","108","88","94","107","103","126","106","31"
"Heist-op-den-Berg","42","90","108","88","94","107","103","126","106","31"
"POLITIEZONE KEMPEN N-O","19","52","28","33","35","42","43","42","36","10"
"Arendonk","7","26","13","17","11","10","13","23","11","5"
"Ravels","6","18","10","9","15","19","19","11","12","3"
"Retie","6","8","5","7","9","13","11","8","13","2"
"POLITIEZONE NOORD","21","66","72","72","65","58","54","70","79","10"
"Kapellen","12","38","42","43","30","35","26","39","37","5"
"Stabroek","9","28","30","29","35","23","28","31","42","5"
"POLITIEZONE NOORDERKEMPEN","27","37","38","43","39","32","71","47","59","8"
"Hoogstraten","10","11","18","23","13","12","28","18","27","2"
"Merksplas","8","11","11","9","13","10","21","14","16","1"
"Rijkevorsel","9","15","9","11","13","10","22","15","16","5"
"POLITIEZONE RUPEL","63","195","171","180","167","190","191","168","201","59"
"Boom","15","74","60","51","75","74","78","57","86","19"
"Hemiksem","11","35","31","39","28","35","40","39","35","15"
"Niel","19","31","26","40","17","33","30","32","31","10"
"Rumst","11","38","33","25","32","33","24","24","33","8"
"Schelle","7","17","21","25","15","15","19","16","16","7"
"PZ BRASSCHAAT","39","78","70","51","60","65","72","73","85","26"
"Brasschaat","39","78","70","51","60","65","72","73","85","26"
"PZ GEEL/LAAKDAL/MEERHOUT","54","110","89","72","75","59","84","78","71","24"
"Geel","28","59","47","36","40","37","53","59","52","15"
"Laakdal","20","27","28","19","19","13","19","10","12","5"
"Meerhout","6","24","14","17","16","9","12","9","7","4"
"PZ KLEIN-BRABANT","40","83","98","71","70","68","72","60","78","14"
"Bornem","20","37","54","38","30","29","39","35","39","10"
"Puurs-Sint-Amands","20","46","44","33","40","39","33","25","39","4"
"PZ LIER","32","84","72","74","69","81","88","55","90","21"
"Lier","32","84","72","74","69","81","88","55","90","21"
"PZ MEWI","179","354","320","313","299","291","217","294","307","72"
"Mechelen","133","273","247","242","225","189","162","203","223","54"
"Willebroek","46","81","73","71","74","102","55","91","84","18"
"PZ SCHOTEN","45","73","71","74","90","101","117","100","115","16"
"Schoten","45","73","71","74","90","101","117","100","115","16"
"PZ ZWIJNDRECHT","22","50","28","46","55","57","56","68","70","13"
"Zwijndrecht","22","50","28","46","55","57","56","68","70","13"
"VOORKEMPEN","45","79","88","97","134","128","133","131","133","22"
"Brecht","17","29","29","39","52","49","51","51","41","12"
"Malle","7","15","27","17","23","28","28","32","23","4"
"Schilde","17","11","20","26","28","27","30","29","37","3"
"Zoersel","4","24","12","15","31","24","24","19","32","3"
"ZONE NETELAND","65","97","116","94","82","96","99","91","83","11"
"Grobbendonk","4","18","19","12","6","15","17","12","16","1"
"Herentals","34","46","60","45","40","43","46","46","35","4"
"Herenthout","9","8","12","9","9","11","17","12","12","0"
"Olen","15","15","23","18","17","21","10","13","12","3"
"Vorselaar","3","10","2","10","10","6","9","8","8","3"
"ZUIDERKEMPEN","56","98","94","77","84","64","93","88","77","17"
"Herselt","18","31","28","23","27","19","27","20","21","5"
"Hulshout","15","25","22","22","18","15","18","25","16","3"
"Westerlo","23","42","44","32","39","30","48","43","40","9"
"Limburg","842","1.510","1.450","1.494","1.546","1.427","1.543","1.643","1.920","411"
"Limburg","842","1.510","1.450","1.494","1.546","1.427","1.543","1.643","1.920","411"
"KEMPENLAND","41","78","73","75","68","58","88","95","83","20"
"Hechtel-Eksel","12","27","17","11","15","13","19","23","17","7"
"Leopoldsburg","21","34","33","41","32","23","46","46","42","9"
"Peer","8","17","23","23","21","22","23","26","24","4"
"LIMBURG REGIO HOOFDSTAD","132","308","297","252","292","230","238","290","371","70"
"Diepenbeek","24","45","34","30","41","25","23","30","43","8"
"Halen","3","15","12","14","23","28","14","18","29","2"
"Hasselt","69","169","162","154","150","117","128","167","200","33"
"Herk-de-Stad","13","16","28","12","27","18","17","15","23","11"
"Lummen","9","14","19","8","21","18","16","22","39","4"
"Zonhoven","14","49","42","34","30","24","40","38","37","12"
"POLITIEZONE MAASLAND","43","54","57","55","48","63","48","56","77","12"
"Dilsen-Stokkem","18","32","29","22","30","29","30","25","32","6"
"Maaseik","25","22","28","33","18","34","18","31","45","6"
"PZ BERINGEN/HAM/TESSENDERLO","87","160","132","144","155","135","190","152","224","49"
"Beringen","50","99","74","77","91","103","129","104","149","30"
"Ham","18","22","24","18","28","10","23","20","25","6"
"Tessenderlo","19","39","34","49","36","22","38","28","50","13"
"PZ BILZEN/HOESELT/RIEMST","44","64","61","91","89","96","83","92","122","23"
"Bilzen","30","47","42","55","64","46","52","60","78","15"
"Hoeselt","7","6","9","13","7","24","11","12","23","1"
"Riemst","7","11","10","23","18","26","20","20","21","7"
"PZ CARMA","188","323","325","357","340","338","349","362","418","88"
"As","9","11","11","16","12","13","12","25","15","4"
"Bocholt","10","14","16","17","18","16","9","24","26","4"
"Bree","8","18","19","31","26","25","23","29","25","3"
"Genk","94","172","190","188","194","178","183","166","193","43"
"Houthalen-Helchteren","45","55","47","47","47","63","64","57","93","16"
"Kinrooi","5","13","7","12","10","8","9","19","16","5"
"Oudsbergen","12","28","23","33","21","20","37","33","33","10"
"Zutendaal","5","12","12","13","12","15","12","9","17","3"
"PZ GINGELOM/NIEUWERKERKEN/SINT-TRUIDEN","69","124","101","120","129","99","138","115","129","30"
"Gingelom","12","15","10","18","14","11","21","13","11","3"
"Nieuwerkerken","5","12","7","9","7","12","10","12","14","3"
"Sint-Truiden","52","97","84","93","108","76","107","90","104","24"
"PZ HAMONT-ACHEL/PELT","32","52","60","49","42","48","43","70","51","18"
"Hamont-Achel","8","17","20","16","11","12","12","29","13","8"
"Pelt","24","35","40","33","31","36","31","41","38","10"
"PZ HEUSDEN-ZOLDER","41","49","44","42","39","42","37","56","56","13"
"Heusden-Zolder","41","49","44","42","39","42","37","56","56","13"
"PZ KANTON BORGLOON","45","75","69","78","83","93","68","64","68","12"
"Alken","5","17","12","13","22","18","16","16","13","2"
"Borgloon","12","15","14","24","15","16","15","17","20","1"
"Heers","8","13","11","11","15","18","13","16","11","4"
"Kortessem","13","20","27","20","8","28","12","12","13","3"
"Wellen","7","10","5","10","23","13","12","3","11","2"
"PZ LANAKEN/MAASMECHELEN","51","100","98","107","106","96","105","133","131","27"
"Lanaken","17","32","34","40","40","45","35","50","52","12"
"Maasmechelen","34","68","64","67","66","51","70","83","79","15"
"PZ LOMMEL","32","43","48","44","59","38","50","45","58","21"
"Lommel","32","43","48","44","59","38","50","45","58","21"
"PZ VOEREN","2","3","4","3","4","1","6","9","9","1"
"Voeren","2","3","4","3","4","1","6","9","9","1"
"TONGEREN - HERSTAPPE","35","77","81","77","92","90","100","104","123","27"
"Herstappe","0","0","0","0","0","0","0","0","0","0"
"Tongeren","35","77","81","77","92","90","100","104","123","27"
"Oost-Vlaanderen","2.423","3.633","3.442","3.332","3.439","3.441","3.534","3.540","3.456","842"
"Oost-Vlaanderen","2.423","3.633","3.442","3.332","3.439","3.441","3.534","3.540","3.456","842"
"BRAKEL","28","38","48","45","35","29","36","36","45","8"
"Brakel","16","14","22","29","19","15","21","18","31","4"
"Horebeke","2","2","1","3","1","1","0","2","0","0"
"Maarkedal","3","13","6","3","6","4","7","4","8","3"
"Zwalm","7","9","19","10","9","9","8","12","6","1"
"BUGGENHOUT - LEBBEKE","46","82","82","62","68","71","66","59","70","17"
"Buggenhout","16","34","34","25","25","31","22","26","19","5"
"Lebbeke","30","48","48","37","43","40","44","33","51","12"
"GERAARDSBERGEN - LIERDE","61","86","80","95","68","136","137","139","124","28"
"Geraardsbergen","58","77","73","85","62","122","124","119","117","27"
"Lierde","3","9","7","10","6","14","13","20","7","1"
"LOKEREN","80","116","86","122","110","100","107","95","116","12"
"Lokeren","80","116","86","122","110","100","107","95","116","12"
"MEETJESLAND CENTRUM","60","111","90","81","94","97","91","111","136","32"
"Eeklo","52","79","77","65","70","79","68","76","95","24"
"Kaprijke","2","13","5","9","9","10","15","25","17","4"
"Sint-Laureins","6","19","8","7","15","8","8","10","24","4"
"POLITIE SINT-NIKLAAS","152","198","197","203","174","199","173","241","235","67"
"Sint-Niklaas","152","198","197","203","174","199","173","241","235","67"
"POLITIEZONE SCHELDE - LEIE","57","56","54","52","57","57","67","60","57","14"
"De Pinte","15","13","8","13","6","6","14","8","8","6"
"Gavere","14","16","26","14","18","20","22","23","24","2"
"Nazareth","14","21","13","12","23","21","23","20","15","2"
"Sint-Martens-Latem","14","6","7","13","10","10","8","9","10","4"
"PZ AALST","192","203","162","150","191","184","197","177","155","48"
"Aalst","192","203","162","150","191","184","197","177","155","48"
"PZ AALTER","20","36","41","37","28","36","33","33","42","9"
"Aalter","20","36","41","37","28","36","33","33","42","9"
"PZ ASSENEDE/EVERGEM","96","95","96","113","113","103","103","99","122","26"
"Assenede","26","40","28","28","39","26","31","26","33","5"
"Evergem","70","55","68","85","74","77","72","73","89","21"
"PZ BERLARE/ZELE","66","99","82","79","86","92","74","82","91","19"
"Berlare","23","42","38","44","37","42","38","25","32","4"
"Zele","43","57","44","35","49","50","36","57","59","15"
"PZ DEINZE/ZULTE/LIEVEGEM","97","171","168","130","127","125","113","128","98","33"
"Deinze","57","92","90","66","77","67","66","61","54","21"
"Lievegem","27","42","37","37","32","26","29","38","25","10"
"Zulte","13","37","41","27","18","32","18","29","19","2"
"PZ DENDERLEEUW/HAALTERT","62","111","84","109","97","83","112","81","85","28"
"Denderleeuw","39","65","47","68","52","46","56","46","48","17"
"Haaltert","23","46","37","41","45","37","56","35","37","11"
"PZ DENDERMONDE","81","145","172","146","132","123","138","123","99","34"
"Dendermonde","81","145","172","146","132","123","138","123","99","34"
"PZ ERPE-MERE/LEDE","52","79","67","81","61","75","67","61","75","17"
"Erpe-Mere","27","36","35","46","28","35","45","28","35","7"
"Lede","25","43","32","35","33","40","22","33","40","10"
"PZ GENT","560","885","773","706","768","746","798","810","731","157"
"Gent","560","885","773","706","768","746","798","810","731","157"
"PZ HAMME/WAASMUNSTER","64","71","69","52","88","85","82","86","75","20"
"Hamme","46","52","47","35","51","54","61","66","57","14"
"Waasmunster","18","19","22","17","37","31","21","20","18","6"
"PZ KRUIBEKE/TEMSE","55","112","130","119","105","109","144","145","157","38"
"Kruibeke","17","32","30","34","34","37","50","56","44","10"
"Temse","38","80","100","85","71","72","94","89","113","28"
"PZ MALDEGEM","49","40","43","48","68","69","45","50","56","20"
"Maldegem","49","40","43","48","68","69","45","50","56","20"
"PZ NINOVE","54","101","81","89","95","77","82","90","87","19"
"Ninove","54","101","81","89","95","77","82","90","87","19"
"PZ RONSE","48","79","65","75","52","54","86","70","66","15"
"Ronse","48","79","65","75","52","54","86","70","66","15"
"PZ WAASLAND-NOORD","118","198","208","183","210","214","201","187","207","56"
"Beveren","67","77","72","70","71","107","109","104","126","42"
"Sint-Gillis-Waas","25","49","58","55","76","44","40","34","41","7"
"Stekene","26","72","78","58","63","63","52","49","40","7"
"PZ WETTEREN LAARNE WICHELEN","68","106","116","110","102","115","86","110","102","23"
"Laarne","22","19","26","21","24","23","19","12","15","5"
"Wetteren","30","60","71","66","56","63","48","61","55","11"
"Wichelen","16","27","19","23","22","29","19","37","32","7"
"REGIO PUYENBROECK","81","108","101","123","159","140","165","146","126","35"
"Lochristi","23","25","37","36","50","32","48","32","39","8"
"Moerbeke","8","14","8","14","17","13","14","21","13","2"
"Wachtebeke","14","19","13","24","17","19","27","25","30","11"
"Zelzate","36","50","43","49","75","76","76","68","44","14"
"REGIO RHODE & SCHELDE","60","85","93","102","113","129","121","108","65","23"
"Destelbergen","13","27","25","30","33","35","23","23","11","9"
"Melle","10","10","20","16","18","25","16","29","14","7"
"Merelbeke","25","33","31","34","38","42","62","33","28","5"
"Oosterzele","12","15","17","22","24","27","20","23","12","2"
"VLAAMSE ARDENNEN","62","88","92","78","98","88","93","91","98","16"
"Kluisbergen","7","11","8","3","10","10","10","5","7","1"
"Kruisem","12","16","22","17","20","15","21","17","13","2"
"Oudenaarde","41","51","55","52","61","58","57","63","76","13"
"Wortegem-Petegem","2","10","7","6","7","5","5","6","2","0"
"ZOTTEGEM HERZELE StLHOUTEM","54","134","162","142","140","105","117","122","136","28"
"Herzele","16","51","51","55","38","26","46","31","28","8"
"Sint-Lievens-Houtem","8","21","23","19","28","21","14","26","29","5"
"Zottegem","30","62","88","68","74","58","57","65","79","15"
"Vlaams Brabant","1.170","1.794","1.735","1.684","1.761","1.778","1.765","1.847","1.834","413"
"Brussel (Halle-Vilvoorde)","716","998","982","987","962","1.000","992","1.040","951","241"
"Geen PZ toegekend - Brussels Airport","3","3","4","3","1","3","3","5","4","0"
"Brussels Airport","3","3","4","3","1","3","3","5","4","0"
"KASTZE","34","51","57","57","60","75","74","90","69","22"
"Kampenhout","9","8","18","11","18","22","9","20","10","6"
"Steenokkerzeel","9","21","18","19","18","24","32","44","42","5"
"Zemst","16","22","21","27","24","29","33","26","17","11"
"PAJOTTENLAND","41","47","47","50","44","47","56","52","37","12"
"Bever","4","5","4","2","2","6","2","7","2","1"
"Galmaarden","14","10","14","18","7","8","9","8","12","4"
"Gooik","5","17","7","9","13","9","18","18","11","4"
"Herne","9","6","13","7","5","12","10","3","7","1"
"Lennik","8","7","9","11","10","8","14","14","4","2"
"Pepingen","1","2","0","3","7","4","3","2","1","0"
"POL AMOW","89","94","114","75","96","92","98","102","95","32"
"Asse","43","45","60","30","33","41","53","48","50","13"
"Merchtem","20","15","12","14","27","13","13","21","9","4"
"Opwijk","12","16","17","9","15","15","15","12","17","7"
"Wemmel","14","18","25","22","21","23","17","21","19","8"
"POLITIEZONE K-L-M","33","65","52","50","54","44","73","57","72","19"
"Kapelle-op-den-Bos","5","11","8","10","12","8","14","14","19","4"
"Londerzeel","16","27","22","20","23","18","24","23","28","7"
"Meise","12","27","22","20","19","18","35","20","25","8"
"POLITIEZONE TARL","75","89","93","112","100","94","86","100","78","27"
"Affligem","15","21","26","26","32","25","21","22","21","6"
"Liedekerke","25","31","26","35","28","26","23","30","23","12"
"Roosdaal","12","21","22","18","19","24","20","15","17","6"
"Ternat","23","16","19","33","21","19","22","33","17","3"
"PZ DILBEEK","56","66","71","68","75","83","80","74","67","16"
"Dilbeek","56","66","71","68","75","83","80","74","67","16"
"PZ DRUIVENSTREEK","30","58","51","51","66","49","60","56","52","9"
"Hoeilaart","11","23","15","16","16","16","13","18","13","4"
"Overijse","19","35","36","35","50","33","47","38","39","5"
"PZ GRIMBERGEN","34","73","74","86","76","70","59","51","52","14"
"Grimbergen","34","73","74","86","76","70","59","51","52","14"
"PZ ZAVENTEM","46","89","64","64","91","71","68","71","71","21"
"Zaventem","46","89","64","64","91","71","68","71","71","21"
"PZ ZENNEVALLEI","135","176","181","181","133","168","127","149","153","34"
"Beersel","44","31","35","38","33","38","24","28","32","8"
"Halle","58","88","84","71","58","66","62","69","66","15"
"Sint-Pieters-Leeuw","33","57","62","72","42","64","41","52","55","11"
"VILVOORDE - MACHELEN","75","111","125","134","103","147","149","180","146","24"
"Machelen","21","24","24","36","26","37","36","40","47","7"
"Vilvoorde","54","87","101","98","77","110","113","140","99","17"
"WOKRA","25","36","20","13","14","24","19","21","27","6"
"Kraainem","10","21","8","5","9","10","7","8","10","1"
"Wezembeek-Oppem","15","15","12","8","5","14","12","13","17","5"
"ZONE RODE","40","40","29","43","49","33","40","32","28","5"
"Drogenbos","16","10","8","10","18","11","13","10","11","1"
"Linkebeek","8","2","2","7","8","4","6","6","4","2"
"Sint-Genesius-Rode","16","28","19","26","23","18","21","16","13","2"
"Leuven","454","796","753","697","799","778","773","807","883","172"
"DEMERDAL - DSZ","53","80","69","68","85","86","81","64","76","17"
"Diest","24","37","38","43","45","49","46","37","55","8"
"Scherpenheuvel-Zichem","29","43","31","25","40","37","35","27","21","9"
"HAACHT","16","46","81","37","44","21","34","35","57","12"
"Boortmeerbeek","6","14","23","14","12","9","6","7","11","5"
"Haacht","2","14","32","12","12","7","19","18","18","5"
"Keerbergen","8","18","26","11","20","5","9","10","28","2"
"HERKO","16","65","34","37","56","45","39","52","36","12"
"Herent","9","28","24","20","32","22","21","22","19","1"
"Kortenberg","7","37","10","17","24","23","18","30","17","11"
"POLITIEZONE AARSCHOT","33","50","34","41","47","35","38","61","73","6"
"Aarschot","33","50","34","41","47","35","38","61","73","6"
"POLITIEZONE BRT","40","29","50","31","48","52","62","76","85","14"
"Begijnendijk","9","5","11","11","19","10","23","19","18","1"
"Rotselaar","20","11","19","9","10","21","22","24","28","7"
"Tremelo","11","13","20","11","19","21","17","33","39","6"
"PZ BIERBEEK/BOUTERSEM/HOLSBEEK/LUBBEEK","22","52","43","22","34","29","37","29","32","4"
"Bierbeek","2","14","17","5","6","8","3","10","10","2"
"Boutersem","3","14","11","5","6","5","8","3","2","0"
"Holsbeek","8","9","2","4","12","5","9","5","12","0"
"Lubbeek","9","15","13","8","10","11","17","11","8","2"
"PZ GETEVALLEI","88","152","118","159","148","185","148","172","175","36"
"Hoegaarden","6","10","16","9","8","9","11","7","15","0"
"Landen","19","35","18","27","36","50","29","28","33","11"
"Linter","2","9","3","9","7","13","12","14","16","7"
"Tienen","52","88","78","103","83","95","81","107","94","16"
"Zoutleeuw","9","10","3","11","14","18","15","16","17","2"
"PZ LEUVEN","119","214","233","212","230","212","218","193","240","50"
"Leuven","119","214","233","212","230","212","218","193","240","50"
"PZ VOER EN DIJLE","35","62","56","57","73","63","77","72","64","13"
"Bertem","5","11","12","6","13","10","19","8","10","2"
"Huldenberg","2","15","7","13","14","17","16","17","13","2"
"Oud-Heverlee","7","9","9","12","14","7","10","13","13","4"
"Tervuren","21","27","28","26","32","29","32","34","28","5"
"ZONE HAGELAND","32","46","35","33","34","50","39","53","45","8"
"Bekkevoort","9","5","7","6","6","11","10","22","8","1"
"Geetbets","6","14","11","3","6","7","14","7","9","1"
"Glabbeek","1","7","4","2","6","11","2","6","9","2"
"Kortenaken","5","8","3","6","7","9","6","3","7","0"
"Tielt-Winge","11","12","10","16","9","12","7","15","12","4"
"West-Vlaanderen","1.391","2.124","2.102","2.063","1.944","2.010","2.281","2.218","2.239","526"
"West-Vlaanderen","1.391","2.124","2.102","2.063","1.944","2.010","2.281","2.218","2.239","526"
"GAVERS","55","105","95","103","75","81","88","76","94","17"
"Deerlijk","14","19","23","27","20","21","26","17","20","8"
"Harelbeke","41","86","72","76","55","60","62","59","74","9"
"GRENSLEIE","79","138","122","126","116","126","146","129","137","30"
"Ledegem","12","9","10","3","15","4","8","6","13","3"
"Menen","44","91","66","82","69","77","96","78","76","14"
"Wevelgem","23","38","46","41","32","45","42","45","48","13"
"Geen PZ toegekend - Noordzee","0","0","0","0","0","0","0","0","0","0"
"Noordzee","0","0","0","0","0","0","0","0","0","0"
"MIDOW","31","79","61","70","67","60","70","57","60","19"
"Dentergem","3","9","5","13","11","7","15","13","8","2"
"Ingelmunster","10","20","19","25","19","16","8","20","20","5"
"Meulebeke","6","15","16","9","17","11","19","8","11","3"
"Oostrozebeke","4","18","9","8","11","11","8","3","10","4"
"Wielsbeke","8","17","12","15","9","15","20","13","11","5"
"MIRA","84","105","124","125","104","108","106","116","126","17"
"Anzegem","11","11","15","7","13","16","12","16","11","1"
"Avelgem","6","13","22","28","16","23","16","16","18","4"
"Spiere-Helkijn","4","6","7","7","6","3","5","7","6","0"
"Waregem","47","58","59","60","44","36","56","50","54","9"
"Zwevegem","16","17","21","23","25","30","17","27","37","3"
"POLDER","54","66","71","59","57","60","79","68","84","20"
"Diksmuide","24","33","32","25","22","16","31","18","35","8"
"Houthulst","11","7","8","14","14","12","21","16","11","5"
"Koekelare","8","12","18","8","9","15","11","18","19","5"
"Kortemark","11","14","13","12","12","17","16","16","19","2"
"POLITIEZONE ARRO IEPER","116","231","213","207","196","189","190","245","226","55"
"Heuvelland","6","27","13","11","12","17","13","11","12","5"
"Ieper","28","69","72","64","59","54","53","72","64","17"
"Langemark-Poelkapelle","11","10","8","14","16","12","14","26","22","6"
"Mesen","2","2","5","2","1","4","1","3","7","1"
"Moorslede","13","17","25","16","19","16","20","23","7","2"
"Poperinge","12","33","29","32","26","15","25","28","45","9"
"Staden","9","22","11","18","14","14","11","19","20","5"
"Vleteren","2","8","3","3","3","3","7","3","3","3"
"Wervik","20","33","32","32","34","39","37","44","34","5"
"Zonnebeke","13","10","15","15","12","15","9","16","12","2"
"POLITIEZONE HET HOUTSCHE","53","87","106","97","86","80","85","84","74","16"
"Beernem","12","13","20","17","19","11","19","17","10","5"
"Oostkamp","17","43","45","46","42","41","28","34","29","6"
"Zedelgem","24","31","41","34","25","28","38","33","35","5"
"POLITIEZONE KOUTER","69","97","85","73","104","83","115","88","86","30"
"Gistel","14","18","16","16","24","23","20","21","19","3"
"Ichtegem","10","18","24","20","22","18","28","21","21","7"
"Jabbeke","12","7","15","10","19","11","16","10","6","2"
"Oudenburg","8","21","7","8","11","11","10","8","12","5"
"Torhout","25","33","23","19","28","20","41","28","28","13"
"POLITIEZONE MIDDELKERKE","29","53","58","53","62","46","49","56","49","18"
"Middelkerke","29","53","58","53","62","46","49","56","49","18"
"POLITIEZONE RIHO","111","184","211","209","202","223","308","270","263","57"
"Hooglede","1","9","20","15","9","12","21","16","16","6"
"Izegem","28","56","61","50","62","76","82","77","72","15"
"Roeselare","82","119","130","144","131","135","205","177","175","36"
"POLITIEZONE SPOORKIN","21","21","34","29","31","33","34","42","27","4"
"Alveringem","4","2","5","7","5","12","6","12","3","2"
"Lo-Reninge","0","3","5","4","5","6","6","8","2","0"
"Veurne","17","16","24","18","21","15","22","22","22","2"
"PZ BLANKENBERGE/ZUIENKERKE","44","60","64","89","89","87","75","98","97","12"
"Blankenberge","42","57","62","86","84","81","74","93","93","12"
"Zuienkerke","2","3","2","3","5","6","1","5","4","0"
"PZ BREDENE/DE HAAN","52","76","72","57","80","94","81","66","81","23"
"Bredene","29","58","42","35","61","59","57","46","51","16"
"De Haan","23","18","30","22","19","35","24","20","30","7"
"PZ BRUGGE","146","223","231","179","174","167","213","221","204","48"
"Brugge","146","223","231","179","174","167","213","221","204","48"
"PZ DAMME/KNOKKE-HEIST","59","86","69","74","73","83","77","70","73","13"
"Damme","8","13","14","18","24","14","12","13","17","3"
"Knokke-Heist","51","73","55","56","49","69","65","57","56","10"
"PZ OOSTENDE","121","138","103","107","97","102","129","120","132","32"
"Oostende","121","138","103","107","97","102","129","120","132","32"
"REGIO TIELT","38","74","81","77","71","77","72","72","70","15"
"Ardooie","4","15","15","10","16","8","11","10","7","0"
"Lichtervelde","10","8","10","13","9","6","4","7","21","3"
"Pittem","4","6","10","9","7","8","12","10","7","0"
"Ruiselede","2","4","11","4","2","8","11","6","4","1"
"Tielt","9","26","25","27","20","27","23","21","22","6"
"Wingene","9","15","10","14","17","20","11","18","9","5"
