"","2000","2011","2012","2013","2014","2015","2016","2017","2018","2019 (*)"
"Laakdal","13","2","2","0","3","4","0","3","1","0"
"Meerhout","2","5","0","2","1","3","0","1","1","1"
"PZ KLEIN-BRABANT","26","11","8","7","8","10","10","7","3","1"
"Bornem","13","9","4","1","3","1","4","2","1","0"
"Puurs-Sint-Amands","13","2","4","6","5","9","6","5","2","1"
"PZ LIER","39","14","14","6","14","17","6","11","12","2"
"Lier","39","14","14","6","14","17","6","11","12","2"
"PZ MEWI","200","30","31","42","33","48","48","81","27","4"
"Mechelen","175","24","27","33","23","40","33","71","23","4"
"Willebroek","25","6","4","9","10","8","15","10","4","0"
"PZ SCHOTEN","20","17","4","7","8","12","10","10","2","0"
"Schoten","20","17","4","7","8","12","10","10","2","0"
"PZ ZWIJNDRECHT","8","13","4","1","6","3","2","2","1","0"
"Zwijndrecht","8","13","4","1","6","3","2","2","1","0"
"VOORKEMPEN","29","15","16","16","8","2","10","11","7","2"
"Brecht","12","2","4","8","7","0","7","5","4","0"
"Malle","3","3","5","2","1","0","1","4","2","0"
"Schilde","10","7","5","4","0","2","0","1","0","1"
"Zoersel","4","3","2","2","0","0","2","1","1","1"
"ZONE NETELAND","55","28","26","11","19","27","12","47","59","6"
"Grobbendonk","4","10","2","0","3","4","1","6","9","1"
"Herentals","34","15","12","5","12","17","7","26","39","5"
"Herenthout","3","1","3","1","1","2","1","1","6","0"
"Olen","7","2","4","1","2","2","1","9","4","0"
"Vorselaar","7","0","5","4","1","2","2","5","1","0"
"ZUIDERKEMPEN","55","8","8","12","6","12","12","3","12","1"
"Herselt","11","4","1","2","1","2","5","1","2","1"
"Hulshout","7","0","1","1","1","1","2","0","2","0"
"Westerlo","37","4","6","9","4","9","5","2","8","0"
"Limburg","700","254","226","204","210","239","182","156","120","29"
"Limburg","700","254","226","204","210","239","182","156","120","29"
"KEMPENLAND","24","5","12","4","4","3","3","7","3","0"
"Hechtel-Eksel","2","0","1","1","0","0","2","3","0","0"
"Leopoldsburg","16","3","11","1","2","3","0","2","3","0"
"Peer","6","2","0","2","2","0","1","2","0","0"
"LIMBURG REGIO HOOFDSTAD","173","49","65","55","46","70","39","44","27","6"
"Diepenbeek","8","0","3","1","4","3","1","2","2","3"
"Halen","0","5","0","0","0","2","0","0","0","0"
"Hasselt","150","35","57","51","32","63","36","35","21","2"
"Herk-de-Stad","4","1","2","0","2","1","1","1","0","1"
"Lummen","4","1","0","0","2","0","1","1","0","0"
"Zonhoven","7","7","3","3","6","1","0","5","4","0"
"POLITIEZONE MAASLAND","21","7","6","4","7","6","10","3","3","0"
"Dilsen-Stokkem","8","2","1","2","4","3","2","1","2","0"
"Maaseik","13","5","5","2","3","3","8","2","1","0"
"PZ BERINGEN/HAM/TESSENDERLO","43","16","9","15","8","14","8","7","7","1"
"Beringen","22","5","6","4","3","9","3","1","4","0"
"Ham","6","3","1","0","1","3","3","3","1","1"
"Tessenderlo","15","8","2","11","4","2","2","3","2","0"
"PZ BILZEN/HOESELT/RIEMST","29","12","12","6","6","12","8","5","5","3"
"Bilzen","17","6","4","3","3","5","8","4","4","3"
"Hoeselt","5","4","2","2","0","3","0","1","1","0"
"Riemst","7","2","6","1","3","4","0","0","0","0"
"PZ CARMA","132","51","33","39","41","56","30","27","15","6"
"As","3","6","3","0","3","5","1","0","0","0"
"Bocholt","5","6","0","3","4","1","0","0","0","2"
"Bree","8","4","2","7","4","10","0","2","0","2"
"Genk","58","26","22","24","24","36","22","15","10","2"
"Houthalen-Helchteren","47","8","1","3","3","2","5","5","4","0"
"Kinrooi","2","0","2","1","1","0","0","2","0","0"
"Oudsbergen","5","1","2","1","2","0","1","1","0","0"
"Zutendaal","4","0","1","0","0","2","1","2","1","0"
"PZ GINGELOM/NIEUWERKERKEN/SINT-TRUIDEN","62","18","22","18","26","17","18","14","18","2"
"Gingelom","1","1","0","0","1","0","0","1","2","0"
"Nieuwerkerken","2","1","0","1","1","0","2","0","0","0"
"Sint-Truiden","59","16","22","17","24","17","16","13","16","2"
"PZ HAMONT-ACHEL/PELT","50","17","6","9","9","11","6","10","1","5"
"Hamont-Achel","4","4","0","1","3","1","1","3","0","0"
"Pelt","46","13","6","8","6","10","5","7","1","5"
"PZ HEUSDEN-ZOLDER","10","4","5","2","5","6","6","6","3","0"
"Heusden-Zolder","10","4","5","2","5","6","6","6","3","0"
"PZ KANTON BORGLOON","8","6","5","8","8","4","1","5","1","0"
"Alken","4","3","0","4","3","2","0","1","0","0"
"Borgloon","3","1","4","0","3","2","0","2","0","0"
"Heers","0","1","1","1","1","0","1","0","0","0"
"Kortessem","0","0","0","2","0","0","0","1","0","0"
"Wellen","1","1","0","1","1","0","0","1","1","0"
"PZ LANAKEN/MAASMECHELEN","51","44","37","27","36","28","39","16","18","4"
"Lanaken","21","26","26","17","13","17","24","12","13","2"
"Maasmechelen","30","18","11","10","23","11","15","4","5","2"
"PZ LOMMEL","68","20","6","12","10","10","9","6","14","1"
"Lommel","68","20","6","12","10","10","9","6","14","1"
"PZ VOEREN","0","0","1","1","0","1","1","0","0","0"
"Voeren","0","0","1","1","0","1","1","0","0","0"
"TONGEREN - HERSTAPPE","29","5","7","4","4","1","4","6","5","1"
"Herstappe","0","0","0","0","0","0","0","0","0","0"
"Tongeren","29","5","7","4","4","1","4","6","5","1"
"Oost-Vlaanderen","1.821","695","541","448","495","482","392","474","294","63"
"Oost-Vlaanderen","1.821","695","541","448","495","482","392","474","294","63"
"BRAKEL","7","2","3","4","1","2","4","2","4","0"
"Brakel","3","1","2","4","0","1","4","2","3","0"
"Horebeke","0","1","0","0","1","0","0","0","0","0"
"Maarkedal","2","0","0","0","0","0","0","0","0","0"
"Zwalm","2","0","1","0","0","1","0","0","1","0"
"BUGGENHOUT - LEBBEKE","31","9","3","4","5","4","2","2","2","2"
"Buggenhout","13","1","2","2","1","1","0","0","0","2"
"Lebbeke","18","8","1","2","4","3","2","2","2","0"
"GERAARDSBERGEN - LIERDE","57","21","22","19","19","8","10","4","6","3"
"Geraardsbergen","57","20","22","19","19","6","10","4","5","3"
"Lierde","0","1","0","0","0","2","0","0","1","0"
"LOKEREN","77","11","9","8","5","16","2","3","1","0"
"Lokeren","77","11","9","8","5","16","2","3","1","0"
"MEETJESLAND CENTRUM","25","18","9","5","16","15","7","7","1","2"
"Eeklo","25","16","8","5","15","9","7","7","1","2"
"Kaprijke","0","1","1","0","1","4","0","0","0","0"
"Sint-Laureins","0","1","0","0","0","2","0","0","0","0"
"POLITIE SINT-NIKLAAS","166","92","58","35","60","62","31","35","27","4"
"Sint-Niklaas","166","92","58","35","60","62","31","35","27","4"
"POLITIEZONE SCHELDE - LEIE","12","7","6","0","2","2","2","2","3","0"
"De Pinte","1","3","0","0","1","0","1","0","0","0"
"Gavere","3","3","2","0","1","0","1","0","1","0"
"Nazareth","4","1","4","0","0","1","0","1","1","0"
"Sint-Martens-Latem","4","0","0","0","0","1","0","1","1","0"
"PZ AALST","133","25","36","40","41","43","28","30","25","4"
"Aalst","133","25","36","40","41","43","28","30","25","4"
"PZ AALTER","9","5","5","3","2","0","2","0","1","2"
"Aalter","9","5","5","3","2","0","2","0","1","2"
"PZ ASSENEDE/EVERGEM","18","13","7","9","12","10","5","13","4","0"
"Assenede","6","9","2","2","6","4","2","5","2","0"
"Evergem","12","4","5","7","6","6","3","8","2","0"
"PZ BERLARE/ZELE","31","16","7","4","5","6","5","7","6","0"
"Berlare","6","3","3","3","5","3","1","6","4","0"
"Zele","25","13","4","1","0","3","4","1","2","0"
"PZ DEINZE/ZULTE/LIEVEGEM","43","12","10","8","12","17","6","2","9","1"
"Deinze","33","5","3","8","5","11","2","0","5","0"
"Lievegem","7","7","4","0","4","3","3","2","2","1"
"Zulte","3","0","3","0","3","3","1","0","2","0"
"PZ DENDERLEEUW/HAALTERT","25","8","5","4","4","13","8","9","3","0"
"Denderleeuw","15","4","3","4","4","10","4","6","2","0"
"Haaltert","10","4","2","0","0","3","4","3","1","0"
"PZ DENDERMONDE","81","30","25","9","5","25","14","10","8","1"
"Dendermonde","81","30","25","9","5","25","14","10","8","1"
"PZ ERPE-MERE/LEDE","26","9","9","6","9","8","11","6","1","1"
"Erpe-Mere","10","2","4","3","3","3","5","0","1","0"
"Lede","16","7","5","3","6","5","6","6","0","1"
"PZ GENT","644","243","210","211","178","150","145","229","105","26"
"Gent","644","243","210","211","178","150","145","229","105","26"
"PZ HAMME/WAASMUNSTER","19","19","6","2","7","0","6","3","5","1"
"Hamme","15","11","4","1","6","0","4","0","4","1"
"Waasmunster","4","8","2","1","1","0","2","3","1","0"
"PZ KRUIBEKE/TEMSE","38","16","8","9","11","18","11","18","7","4"
"Kruibeke","6","3","4","2","5","3","3","2","3","1"
"Temse","32","13","4","7","6","15","8","16","4","3"
"PZ MALDEGEM","10","4","3","3","1","5","6","3","1","0"
"Maldegem","10","4","3","3","1","5","6","3","1","0"
"PZ NINOVE","31","11","6","10","13","12","11","5","2","0"
"Ninove","31","11","6","10","13","12","11","5","2","0"
"PZ RONSE","64","18","9","9","15","9","15","19","8","2"
"Ronse","64","18","9","9","15","9","15","19","8","2"
"PZ WAASLAND-NOORD","45","40","17","5","19","16","14","7","12","2"
"Beveren","31","32","16","5","7","14","12","4","8","0"
"Sint-Gillis-Waas","8","4","1","0","7","1","2","1","3","2"
"Stekene","6","4","0","0","5","1","0","2","1","0"
"PZ WETTEREN LAARNE WICHELEN","62","13","11","11","14","12","22","11","12","3"
"Laarne","7","4","2","0","0","0","3","1","0","0"
"Wetteren","46","7","8","10","13","12","16","6","12","2"
"Wichelen","9","2","1","1","1","0","3","4","0","1"
"REGIO PUYENBROECK","30","12","12","3","10","4","6","14","5","2"
"Lochristi","11","2","2","1","0","0","0","1","0","1"
"Moerbeke","1","0","0","0","0","1","1","0","0","0"
"Wachtebeke","3","2","0","0","4","0","1","2","1","0"
"Zelzate","15","8","10","2","6","3","4","11","4","1"
"REGIO RHODE & SCHELDE","48","8","11","5","9","8","2","9","9","3"
"Destelbergen","6","3","6","2","3","2","0","2","3","1"
"Melle","7","3","0","2","1","1","0","2","3","1"
"Merelbeke","23","1","3","1","3","2","2","2","2","1"
"Oosterzele","12","1","2","0","2","3","0","3","1","0"
"VLAAMSE ARDENNEN","56","23","18","11","11","6","10","12","5","0"
"Kluisbergen","5","1","0","2","2","0","0","0","0","0"
"Kruisem","3","5","3","1","0","1","0","0","0","0"
"Oudenaarde","48","17","15","8","9","5","10","12","5","0"
"Wortegem-Petegem","0","0","0","0","0","0","0","0","0","0"
"ZOTTEGEM HERZELE StLHOUTEM","33","10","16","11","9","11","7","12","22","0"
"Herzele","8","3","5","2","1","2","1","2","2","0"
"Sint-Lievens-Houtem","1","4","1","1","0","1","0","0","2","0"
"Zottegem","24","3","10","8","8","8","6","10","18","0"
"Vlaams Brabant","593","321","259","219","259","215","250","214","174","59"
"Brussel (Halle-Vilvoorde)","271","103","76","55","80","71","90","58","48","16"
"Geen PZ toegekend - Brussels Airport","1","0","0","0","0","1","0","0","0","0"
"Brussels Airport","1","0","0","0","0","1","0","0","0","0"
"KASTZE","17","5","7","3","2","2","2","5","1","0"
"Kampenhout","4","0","2","1","0","1","0","3","0","0"
"Steenokkerzeel","5","2","2","1","0","0","0","0","1","0"
"Zemst","8","3","3","1","2","1","2","2","0","0"
"PAJOTTENLAND","5","5","2","3","4","5","3","0","1","1"
"Bever","1","2","0","0","0","0","0","0","0","0"
"Galmaarden","1","0","1","1","1","1","0","0","1","1"
"Gooik","1","2","0","1","1","1","0","0","0","0"
"Herne","0","0","0","0","1","2","1","0","0","0"
"Lennik","1","0","1","0","1","1","2","0","0","0"
"Pepingen","1","1","0","1","0","0","0","0","0","0"
"POL AMOW","31","14","6","8","9","3","8","4","9","6"
"Asse","12","5","2","0","5","1","5","3","5","6"
"Merchtem","5","3","1","0","0","1","0","0","1","0"
"Opwijk","10","4","2","2","1","1","0","0","1","0"
"Wemmel","4","2","1","6","3","0","3","1","2","0"
"POLITIEZONE K-L-M","30","0","6","3","5","3","7","4","1","1"
"Kapelle-op-den-Bos","9","0","0","1","0","0","0","2","0","0"
"Londerzeel","19","0","4","1","1","1","6","0","1","1"
"Meise","2","0","2","1","4","2","1","2","0","0"
"POLITIEZONE TARL","29","5","7","4","3","7","8","6","6","0"
"Affligem","6","0","1","1","0","1","5","4","1","0"
"Liedekerke","12","3","4","2","2","1","2","1","3","0"
"Roosdaal","6","1","1","0","1","3","0","1","1","0"
"Ternat","5","1","1","1","0","2","1","0","1","0"
"PZ DILBEEK","15","3","1","5","3","2","2","2","3","0"
"Dilbeek","15","3","1","5","3","2","2","2","3","0"
"PZ DRUIVENSTREEK","14","5","2","3","3","4","5","2","1","0"
"Hoeilaart","7","3","0","1","1","1","0","1","0","0"
"Overijse","7","2","2","2","2","3","5","1","1","0"
"PZ GRIMBERGEN","10","3","5","1","4","3","3","3","3","0"
"Grimbergen","10","3","5","1","4","3","3","3","3","0"
"PZ ZAVENTEM","3","2","2","0","2","4","4","5","2","1"
"Zaventem","3","2","2","0","2","4","4","5","2","1"
"PZ ZENNEVALLEI","56","26","19","14","30","20","27","8","14","5"
"Beersel","11","2","4","3","7","6","7","0","3","1"
"Halle","38","16","13","8","13","12","14","5","10","1"
"Sint-Pieters-Leeuw","7","8","2","3","10","2","6","3","1","3"
"VILVOORDE - MACHELEN","43","23","13","5","9","12","14","13","4","2"
"Machelen","13","5","4","0","3","1","1","5","0","0"
"Vilvoorde","30","18","9","5","6","11","13","8","4","2"
"WOKRA","2","3","0","3","3","1","2","0","1","0"
"Kraainem","2","2","0","2","2","1","2","0","1","0"
"Wezembeek-Oppem","0","1","0","1","1","0","0","0","0","0"
"ZONE RODE","15","9","6","3","3","4","5","6","2","0"
"Drogenbos","4","4","0","1","2","1","2","2","0","0"
"Linkebeek","3","1","4","2","0","1","0","2","0","0"
"Sint-Genesius-Rode","8","4","2","0","1","2","3","2","2","0"
"Leuven","322","218","183","164","179","144","160","156","126","43"
"DEMERDAL - DSZ","55","33","17","16","25","7","11","3","9","0"
"Diest","40","27","16","12","18","6","9","1","5","0"
"Scherpenheuvel-Zichem","15","6","1","4","7","1","2","2","4","0"
"HAACHT","18","17","12","8","8","7","2","4","3","2"
"Boortmeerbeek","7","3","0","1","3","0","1","0","1","0"
"Haacht","6","8","10","5","5","4","1","1","1","2"
"Keerbergen","5","6","2","2","0","3","0","3","1","0"
"HERKO","9","12","9","3","3","4","2","2","6","1"
"Herent","8","8","2","2","3","4","1","1","5","1"
"Kortenberg","1","4","7","1","0","0","1","1","1","0"
"POLITIEZONE AARSCHOT","40","19","16","7","10","11","28","8","4","0"
"Aarschot","40","19","16","7","10","11","28","8","4","0"
"POLITIEZONE BRT","11","8","10","5","7","3","6","2","5","0"
"Begijnendijk","3","2","0","0","1","0","4","2","1","0"
"Rotselaar","3","3","6","2","4","3","2","0","2","0"
"Tremelo","5","3","4","3","2","0","0","0","2","0"
"PZ BIERBEEK/BOUTERSEM/HOLSBEEK/LUBBEEK","11","8","1","3","4","2","0","3","4","0"
"Bierbeek","3","0","0","0","0","1","0","1","2","0"
"Boutersem","2","2","0","1","1","0","0","0","1","0"
"Holsbeek","0","4","1","2","0","1","0","1","0","0"
"Lubbeek","6","2","0","0","3","0","0","1","1","0"
"PZ GETEVALLEI","66","16","17","22","28","26","12","11","7","8"
"Hoegaarden","2","0","1","1","1","2","1","0","0","0"
"Landen","25","1","3","3","2","4","0","0","1","0"
"Linter","0","2","0","0","1","1","3","1","0","0"
"Tienen","34","13","13","17","22","17","7","9","5","8"
"Zoutleeuw","5","0","0","1","2","2","1","1","1","0"
"PZ LEUVEN","99","97","94","93","88","80","94","112","79","31"
"Leuven","99","97","94","93","88","80","94","112","79","31"
"PZ VOER EN DIJLE","8","6","5","3","4","3","3","4","6","0"
"Bertem","2","1","1","0","1","0","0","1","2","0"
"Huldenberg","1","2","2","0","1","3","1","1","0","0"
"Oud-Heverlee","2","1","1","2","0","0","0","1","1","0"
"Tervuren","3","2","1","1","2","0","2","1","3","0"
"ZONE HAGELAND","5","2","2","4","2","1","2","7","3","1"
"Bekkevoort","1","0","0","2","0","0","0","2","1","0"
"Geetbets","0","1","1","0","0","0","0","0","0","1"
"Glabbeek","0","1","1","0","0","0","0","0","0","0"
"Kortenaken","0","0","0","1","0","1","0","1","0","0"
"Tielt-Winge","4","0","0","1","2","0","2","4","2","0"
"West-Vlaanderen","2.135","607","601","489","565","459","530","391","305","79"
"West-Vlaanderen","2.135","607","601","489","565","459","530","391","305","79"
"GAVERS","39","10","13","10","7","11","28","16","8","2"
"Deerlijk","4","0","0","3","2","0","1","0","0","1"
"Harelbeke","35","10","13","7","5","11","27","16","8","1"
"GRENSLEIE","156","53","32","44","25","29","28","11","14","7"
"Ledegem","4","1","2","0","1","0","3","0","0","0"
"Menen","114","43","17","33","18","26","19","10","9","5"
"Wevelgem","38","9","13","11","6","3","6","1","5","2"
"Geen PZ toegekend - Noordzee","0","0","0","0","0","0","0","0","0","0"
"Noordzee","0","0","0","0","0","0","0","0","0","0"
"MIDOW","22","8","8","11","4","10","18","14","3","0"
"Dentergem","0","2","0","1","0","0","0","2","0","0"
"Ingelmunster","14","2","2","2","0","3","4","6","0","0"
"Meulebeke","3","2","2","5","1","5","5","0","0","0"
"Oostrozebeke","1","2","2","0","1","2","1","1","0","0"
"Wielsbeke","4","0","2","3","2","0","8","5","3","0"
"MIRA","101","30","24","30","13","23","21","22","14","3"
"Anzegem","10","2","0","4","0","1","0","1","0","0"
"Avelgem","7","1","4","6","1","7","1","2","2","1"
"Spiere-Helkijn","3","2","0","3","2","0","0","0","1","0"
"Waregem","73","22","14","14","5","11","14","18","8","2"
"Zwevegem","8","3","6","3","5","4","6","1","3","0"
"POLDER","20","11","5","7","11","10","4","1","5","0"
"Diksmuide","5","4","2","2","4","4","2","1","2","0"
"Houthulst","7","3","2","4","6","1","1","0","0","0"
"Koekelare","2","3","0","0","0","2","0","0","1","0"
"Kortemark","6","1","1","1","1","3","1","0","2","0"
"POLITIEZONE ARRO IEPER","120","20","14","18","25","16","19","18","17","6"
"Heuvelland","7","1","0","2","0","0","0","0","2","0"
"Ieper","59","8","5","7","10","6","6","8","2","1"
"Langemark-Poelkapelle","1","1","0","0","4","1","1","1","1","0"
"Mesen","1","0","0","0","0","0","0","1","0","0"
"Moorslede","4","0","3","1","3","1","1","2","1","0"
"Poperinge","22","4","3","0","1","1","2","2","1","1"
"Staden","3","1","0","2","1","0","2","1","0","0"
"Vleteren","1","0","0","0","0","0","0","0","0","0"
"Wervik","20","4","2","5","3","6","6","3","10","4"
"Zonnebeke","2","1","1","1","3","1","1","0","0","0"
"POLITIEZONE HET HOUTSCHE","47","7","7","11","6","3","4","3","10","0"
"Beernem","16","0","1","3","2","1","1","1","2","0"
"Oostkamp","11","5","2","1","2","0","2","1","6","0"
"Zedelgem","20","2","4","7","2","2","1","1","2","0"
"POLITIEZONE KOUTER","76","19","11","13","17","4","16","12","11","3"
"Gistel","16","3","1","4","3","4","8","4","2","1"
"Ichtegem","9","1","1","1","7","0","1","0","3","0"
"Jabbeke","4","2","0","2","0","0","1","0","1","0"
"Oudenburg","2","4","1","1","0","0","1","2","2","0"
"Torhout","45","9","8","5","7","0","5","6","3","2"
"POLITIEZONE MIDDELKERKE","39","7","4","5","12","5","6","7","3","2"
"Middelkerke","39","7","4","5","12","5","6","7","3","2"
"POLITIEZONE RIHO","209","56","61","50","59","44","41","40","20","5"
"Hooglede","2","2","3","1","2","1","2","1","1","0"
"Izegem","40","14","8","11","14","10","8","7","3","1"
"Roeselare","167","40","50","38","43","33","31","32","16","4"
"POLITIEZONE SPOORKIN","26","9","4","2","7","13","5","0","3","0"
"Alveringem","2","0","0","0","0","1","1","0","0","0"
"Lo-Reninge","4","0","0","0","0","0","0","0","0","0"
"Veurne","20","9","4","2","7","12","4","0","3","0"
"PZ BLANKENBERGE/ZUIENKERKE","72","17","12","8","9","8","12","8","5","4"
"Blankenberge","72","17","12","8","9","8","12","8","4","4"
"Zuienkerke","0","0","0","0","0","0","0","0","1","0"
"PZ BREDENE/DE HAAN","23","21","10","9","16","18","12","7","2","0"
"Bredene","15","14","8","7","13","13","10","6","2","0"
"De Haan","8","7","2","2","3","5","2","1","0","0"
"PZ BRUGGE","312","91","178","116","144","75","58","60","76","19"
"Brugge","312","91","178","116","144","75","58","60","76","19"
"PZ DAMME/KNOKKE-HEIST","107","15","34","24","27","28","21","25","19","9"
"Damme","8","1","1","0","1","0","0","0","2","0"
"Knokke-Heist","99","14","33","24","26","28","21","25","17","9"
"PZ OOSTENDE","267","113","89","59","89","80","125","83","47","9"
"Oostende","267","113","89","59","89","80","125","83","47","9"
"REGIO TIELT","21","8","7","5","11","6","8","6","3","2"
"Ardooie","3","0","3","2","3","0","1","1","0","0"
"Lichtervelde","6","1","2","0","2","0","1","2","0","0"
"Pittem","4","0","0","1","0","1","2","0","0","0"
"Ruiselede","1","0","0","0","0","0","0","0","0","1"
"Tielt","7","6","2","2","5","5","4","1","3","1"
"Wingene","0","1","0","0","1","0","0","2","0","0"
"VLAS","354","80","67","49","68","61","94","47","32","8"
"Kortrijk","329","77","62","44","64","60","91","37","26","8"
"Kuurne","24","3","5","3","3","1","3","9","5","0"
"Lendelede","1","0","0","2","1","0","0","1","1","0"
"WESTKUST","124","32","21","18","15","15","10","11","13","0"
"De Panne","46","16","8","8","6","7","7","2","7","0"
"Koksijde","60","10","9","6","5","4","3","3","1","0"
"Nieuwpoort","18","6","4","4","4","4","0","6","5","0"
