"","2000","2011","2012","2013","2014","2015","2016","2017","2018","2019 (*)"
"Kortrijk","155","176","137","89","94","153","121","66","96","18"
"Kuurne","15","22","27","20","10","17","19","13","11","3"
"Lendelede","3","4","4","5","1","4","7","3","0","0"
"WESTKUST","147","73","51","63","67","34","44","31","40","11"
"De Panne","52","12","8","21","18","13","13","11","4","5"
"Koksijde","65","35","22","26","25","15","14","6","15","4"
"Nieuwpoort","30","26","21","16","24","6","17","14","21","2"
"Waals Gewest","11.143","7.341","7.150","6.410","6.476","5.967","5.420","4.757","3.995","987"
"Brabant wallon","730","614","541","469","502","393","454","465","476","96"
"Brabant wallon","730","614","541","469","502","393","454","465","476","96"
"ARDENNES BRABANCONNES","24","23","35","30","18","8","17","24","30","3"
"Beauvechain","3","6","5","9","3","2","1","9","6","1"
"Chaumont-Gistoux","9","8","8","9","4","3","8","10","11","2"
"Grez-Doiceau","9","3","13","9","6","1","3","3","12","0"
"Incourt","3","6","9","3","5","2","5","2","1","0"
"LA MAZERINE","64","88","53","34","47","43","27","41","25","12"
"La Hulpe","10","28","11","11","14","10","5","15","5","0"
"Lasne","15","22","19","5","14","13","9","7","5","8"
"Rixensart","39","38","23","18","19","20","13","19","15","4"
"ORNE - THYLE","41","45","35","34","31","14","40","28","53","11"
"Chastre","3","1","1","0","4","2","0","1","0","0"
"Court-Saint-Etienne","13","11","7","7","6","2","12","14","24","3"
"Mont-Saint-Guibert","13","7","6","11","12","3","13","7","22","7"
"Villers-la-Ville","6","22","15","8","6","7","9","4","2","0"
"Walhain","6","4","6","8","3","0","6","2","5","1"
"OTTIGNIES - LOUVAIN-LA-NEUVE","82","55","33","28","30","43","55","39","48","13"
"Ottignies-Louvain-la-Neuve","82","55","33","28","30","43","55","39","48","13"
"POLICE LOCALE DE WATERLOO","86","61","57","46","59","49","48","42","35","3"
"Waterloo","86","61","57","46","59","49","48","42","35","3"
"POLICE LOCALE WAVRE","108","117","68","61","79","53","57","74","49","7"
"Wavre","108","117","68","61","79","53","57","74","49","7"
"ZONE DE BRAINE-L'ALLEUD","49","48","56","47","67","44","44","54","42","5"
"Braine-l'Alleud","49","48","56","47","67","44","44","54","42","5"
"ZONE DE POLICE DE JODOIGNE","61","46","52","51","41","39","36","25","53","7"
"Hélécine","6","3","5","5","3","1","4","4","1","0"
"Jodoigne","32","21","21","15","22","20","13","7","24","4"
"Orp-Jauche","8","5","4","9","4","8","10","0","2","1"
"Perwez","12","13","21","22","9","10","7","8","24","2"
"Ramillies","3","4","1","0","3","0","2","6","2","0"
"ZONE NIVELLES - GENAPPE","113","61","81","48","72","53","77","68","74","10"
"Genappe","17","15","20","11","20","18","21","13","18","5"
"Nivelles","96","46","61","37","52","35","56","55","56","5"
"ZONE OUEST BRABANT WALLON","102","70","71","90","58","47","53","70","67","25"
"Braine-le-Château","24","21","22","30","11","14","12","16","12","5"
"Ittre","12","3","8","5","3","5","2","8","10","5"
"Rebecq","20","17","9","22","13","7","8","10","9","2"
"Tubize","46","29","32","33","31","21","31","36","36","13"
"Hainaut","4.800","2.888","2.744","2.688","2.872","2.413","2.195","1.828","1.471","366"
"Hainaut (Charleroi)","2.476","1.410","1.343","1.464","1.457","1.133","1.022","951","669","184"
"BOTTE DU HAINAUT","95","43","71","73","56","61","43","40","46","11"
"Beaumont","19","14","22","15","10","12","9","9","16","3"
"Chimay","36","17","30","21","26","26","16","14","13","3"
"Froidchapelle","12","2","9","13","7","12","7","6","3","0"
"Momignies","18","5","6","14","10","5","7","4","10","2"
"Sivry-Rance","10","5","4","10","3","6","4","7","4","3"
"GERMINALT","160","119","86","83","72","91","68","77","51","8"
"Gerpinnes","51","26","17","21","25","27","23","18","13","1"
"Ham-sur-Heure-Nalinnes","24","24","12","14","3","9","9","12","8","3"
"Montigny-le-Tilleul","43","21","25","21","23","28","9","27","15","3"
"Thuin","42","48","32","27","21","27","27","20","15","1"
"LERMES","87","61","34","40","28","42","40","41","20","6"
"Erquelinnes","50","24","14","12","15","10","16","18","7","3"
"Estinnes","16","7","8","9","3","10","11","12","1","2"
"Lobbes","14","23","8","15","6","16","10","7","7","1"
"Merbes-le-Château","7","7","4","4","4","6","3","4","5","0"
"POLICE LOCALE MARIEMONT","167","130","154","101","107","99","162","134","60","14"
"Chapelle-lez-Herlaimont","28","16","31","20","14","13","16","26","8","2"
"Manage","68","39","57","40","44","41","68","47","25","2"
"Morlanwelz","41","43","33","20","20","28","47","29","13","6"
"Seneffe","30","32","33","21","29","17","31","32","14","4"
"ZONE DES TRIEUX","153","66","73","67","86","77","68","38","33","11"
"Courcelles","105","59","51","43","56","60","45","28","29","8"
"Fontaine-l'Evêque","48","7","22","24","30","17","23","10","4","3"
"ZP AISEAU-PRESLES/CHATELET/FARCIENNES","160","85","84","85","97","70","80","41","36","8"
"Aiseau-Presles","5","10","9","8","6","5","8","7","3","1"
"Châtelet","138","57","57","56","81","48","62","28","28","7"
"Farciennes","17","18","18","21","10","17","10","6","5","0"
"ZP ANDERLUES/BINCHE","217","91","73","70","55","47","60","72","34","14"
"Anderlues","87","29","18","24","7","8","14","19","11","4"
"Binche","130","62","55","46","48","39","46","53","23","10"
"ZP CHARLEROI","1.351","759","701","863","875","572","463","468","349","95"
"Charleroi","1.351","759","701","863","875","572","463","468","349","95"
"ZP FLEURUS/LES BONS VILLERS/PONT-A-CELLES","86","56","67","82","81","74","38","40","40","17"
"Fleurus","60","42","55","60","48","49","25","31","25","12"
"Les Bons Villers","9","4","4","5","4","7","2","3","2","2"
"Pont-à-Celles","17","10","8","17","29","18","11","6","13","3"
"Hainaut (Mons)","2.324","1.478","1.401","1.224","1.415","1.280","1.173","877","802","182"
"BELOEIL / LEUZE -HT","80","47","45","27","37","46","32","17","15","2"
"Beloeil","43","23","25","18","21","21","18","12","6","0"
"Leuze-en-Hainaut","37","24","20","9","16","25","14","5","9","2"
"POLICE BORAINE","413","116","113","132","140","139","86","75","79","14"
"Boussu","150","23","28","25","27","30","21","20","13","5"
"Colfontaine","49","17","6","10","12","9","13","4","6","3"
"Frameries","59","10","24","22","31","28","19","8","8","4"
"Quaregnon","51","24","12","27","29","19","14","13","14","1"
"Saint-Ghislain","104","42","43","48","41","53","19","30","38","1"
"POLICE DES HAUTS-PAYS","124","50","75","56","57","48","47","20","25","8"
"Dour","66","18","21","24","21","16","17","12","10","2"
"Hensies","18","7","9","8","8","9","3","1","1","0"
"Honnelles","12","7","8","4","4","7","6","3","2","1"
"Quiévrain","28","18","37","20","24","16","21","4","12","5"
"POLICE LOCALE VILLE ATH","57","64","69","55","74","59","54","67","29","8"
"Ath","57","64","69","55","74","59","54","67","29","8"
"ZONE DE POLICE DE MOUSCRON","225","140","114","107","129","108","72","70","65","13"
"Moeskroen","225","140","114","107","129","108","72","70","65","13"
"ZONE DE POLICE DU TOURNAISIS","129","172","171","123","140","161","147","111","88","34"
"Antoing","17","19","11","13","8","9","15","13","9","0"
"Brunehaut","9","2","9","7","5","4","5","2","5","1"
"Rumes","3","8","12","0","5","12","3","2","2","1"
"Tournai","100","143","139","103","122","136","124","94","72","32"
"ZONE DE SYLLE ET DENDRE","73","61","54","42","57","36","38","22","41","3"
"Brugelette","5","8","9","3","2","3","3","2","2","0"
"Chièvres","3","9","1","6","7","5","2","3","4","0"
"Edingen","40","17","23","11","26","15","16","12","25","0"
"Jurbise","14","15","7","9","12","6","4","1","2","3"
"Lens","1","10","5","4","5","4","6","2","6","0"
"Silly","10","2","9","9","5","3","7","2","2","0"
"ZONE DES COLLINES","58","32","50","38","51","37","38","21","35","6"
"Ellezelles","1","2","4","4","3","5","4","1","7","1"
"Frasnes-lez-Anvaing","7","2","4","8","11","11","11","4","2","1"
"Lessines","49","27","36","21","35","20","21","15","20","4"
"Vloesberg","1","1","6","5","2","1","2","1","6","0"
"ZONE DU VAL DE L'ESCAUT","43","48","45","44","36","29","51","18","21","2"
"Celles","9","6","6","4","3","2","8","1","3","0"
"Estaimpuis","20","26","24","24","23","19","32","12","11","2"
"Mont-de-l'Enclus","3","3","2","3","1","2","5","1","0","0"
"Pecq","11","13","13","13","9","6","6","4","7","0"
"ZONE MONS - QUEVY","552","262","297","280","341","316","285","166","156","46"
"Mons","518","252","289","259","323","299","276","158","154","44"
"Quévy","34","10","8","21","18","17","9","8","2","2"
"ZP BERNISSART/PERUWELZ","87","49","46","44","57","52","53","44","45","7"
"Bernissart","24","18","17","14","14","15","23","11","12","1"
"Péruwelz","63","31","29","30","43","37","30","33","33","6"
"ZP COMINES-WARNETON","66","49","44","32","21","36","15","20","20","3"
"Komen-Waasten","66","49","44","32","21","36","15","20","20","3"
"ZP HAUTE SENNE","122","115","89","91","111","78","91","92","68","13"
"Braine-le-Comte","44","32","17","21","23","20","19","19","19","8"
"Ecaussinnes","18","15","7","1","8","9","16","2","5","2"
"Le Roeulx","22","8","11","7","18","8","22","18","12","2"
"Soignies","38","60","54","62","62","41","34","53","32","1"
"ZP LA LOUVIERE","295","273","189","153","164","135","164","134","115","23"
"La Louvière","295","273","189","153","164","135","164","134","115","23"
"Liège","3.853","2.420","2.316","2.128","2.202","2.111","1.930","1.561","1.444","383"
"Eupen","139","85","86","110","64","54","72","62","42","13"
"POLIZEIZONE EIFEL","39","35","34","18","9","14","14","26","14","3"
"Amel","8","3","2","1","2","2","1","4","1","0"
"Burg-Reuland","2","1","1","1","0","5","0","4","0","1"
"Büllingen","3","7","5","0","0","3","5","6","3","0"
"Bütgenbach","11","8","8","3","2","2","1","5","4","1"
"Sankt Vith","15","16","18","13","5","2","7","7","6","1"
"POLIZEIZONE WESER-GÖHL","100","50","52","92","55","40","58","36","28","10"
"Eupen","73","22","30","53","33","19","23","10","13","6"
"Kelmis","11","3","3","14","4","4","21","8","6","1"
"Lontzen","9","13","7","8","5","12","7","10","4","1"
"Raeren","7","12","12","17","13","5","7","8","5","2"
"Liège","3.714","2.335","2.230","2.018","2.138","2.057","1.858","1.499","1.402","370"
"FAGNES","49","66","59","52","48","41","32","24","21","3"
"Jalhay","7","9","8","14","4","5","1","6","5","1"
"Spa","20","34","41","25","24","26","21","12","8","1"
"Theux","22","23","10","13","20","10","10","6","8","1"
"HESBAYE","86","71","62","72","82","71","51","43","40","8"
"Berloz","0","1","2","6","2","1","3","1","1","0"
"Crisnée","7","5","11","5","14","3","5","4","3","0"
"Donceel","6","0","3","4","0","0","3","2","1","1"
"Faimes","3","1","2","0","1","1","1","2","2","0"
"Fexhe-le-Haut-Clocher","8","3","10","1","4","2","8","8","3","1"
"Geer","8","8","4","5","1","1","0","6","2","0"
"Oreye","9","7","2","6","4","2","4","2","1","1"
"Remicourt","6","8","3","4","7","3","3","4","1","0"
"Waremme","39","38","25","41","49","58","24","14","26","5"
"HESBAYE OUEST","60","43","49","38","54","46","47","39","27","10"
"Braives","11","5","6","3","8","3","2","3","3","2"
"Burdinne","3","2","2","4","4","4","3","3","3","0"
"Hannut","43","28","32","23","36","34","38","27","20","6"
"Héron","3","4","2","1","2","2","0","3","0","0"
"Lincent","0","2","6","3","4","3","1","2","1","1"
"Wasseiges","0","2","1","4","0","0","3","1","0","1"
"PAYS DE HERVE","117","83","87","93","77","60","74","52","50","25"
"Aubel","6","10","9","26","14","7","8","4","5","3"
"Baelen","11","5","8","8","5","5","1","2","2","5"
"Herve","41","20","24","28","31","24","29","23","17","5"
"Limbourg","13","16","18","5","5","6","4","6","5","6"
"Olne","2","1","1","3","0","0","2","0","2","2"
"Plombières","5","8","9","4","6","7","9","4","6","1"
"Thimister-Clermont","11","6","1","8","4","4","7","2","9","1"
"Welkenraedt","28","17","17","11","12","7","14","11","4","2"
"POLICE ANS - ST-NICOLAS","152","109","101","127","141","89","94","78","76","13"
"Ans","103","80","71","97","117","62","66","60","59","9"
"Saint-Nicolas","49","29","30","30","24","27","28","18","17","4"
"POLICE DE SERAING - NEUPRE","305","242","187","171","242","310","246","174","172","38"
"Neupré","13","26","17","15","16","17","16","7","8","5"
"Seraing","292","216","170","156","226","293","230","167","164","33"
"POLICE LOCALE DE LIEGE","1.485","644","600","518","571","573","576","518","348","101"
"Liège","1.485","644","600","518","571","573","576","518","348","101"
"SECOVA","106","109","116","103","101","122","77","75","57","19"
"Aywaille","25","24","39","19","31","48","16","13","15","3"
"Chaudfontaine","34","18","34","22","30","30","25","18","12","7"
"Esneux","17","26","9","25","5","16","17","21","5","4"
"Sprimont","17","29","22","28","30","16","14","19","17","2"
"Trooz","13","12","12","9","5","12","5","4","8","3"
"VESDRE","400","203","182","119","100","85","69","56","73","9"
"Dison","43","27","23","16","8","9","10","10","10","1"
"Pepinster","27","16","6","10","5","9","6","4","4","0"
"Verviers","330","160","153","93","87","67","53","42","59","8"
"ZONE BASSE MEUSE","151","164","160","134","131","120","105","77","108","26"
"Bassenge","13","33","17","16","14","14","9","10","5","1"
"Blégny","22","38","18","18","21","13","12","12","16","6"
"Dalhem","9","4","7","6","4","4","1","1","9","1"
"Juprelle","10","10","22","5","11","13","7","5","6","0"
"Oupeye","48","40","43","44","39","58","41","31","42","11"
"Visé","49","39","53","45","42","18","35","18","30","7"
"ZONE MEUSE-HESBAYE","100","104","86","75","78","78","72","59","66","37"
"Amay","34","15","15","13","15","18","11","8","10","0"
"Engis","8","14","12","16","9","6","12","6","16","5"
"Saint-Georges-sur-Meuse","24","21","14","14","14","17","17","18","4","10"
"Verlaine","5","3","3","4","7","5","4","3","1","6"
"Villers-le-Bouillet","11","29","21","14","11","11","7","14","23","11"
"Wanze","18","22","21","14","22","21","21","10","12","5"
"ZONE STAVELOT-MALMEDY","111","70","81","61","53","56","32","34","23","5"
"Lierneux","6","7","5","1","2","3","3","0","2","0"
"Malmedy","42","13","25","24","24","21","13","10","10","2"
"Stavelot","32","12","27","15","18","16","9","10","1","0"
"Stoumont","12","8","1","3","1","2","1","0","3","1"
"Trois-Ponts","11","16","6","7","3","7","1","7","1","2"
"Waimes","8","14","17","11","5","7","5","7","6","0"
"ZP AWANS/GRACE-HOLLOGNE","51","85","100","84","73","79","94","57","52","5"
"Awans","22","28","28","22","27","24","29","11","22","1"
"Grâce-Hollogne","29","57","72","62","46","55","65","46","30","4"
"ZP BEYNE-FLERON-SOUMAGNE","129","82","69","67","60","52","70","43","45","14"
"Beyne-Heusay","27","26","14","10","13","7","9","6","7","6"
"Fléron","61","26","25","30","28","29","43","24","22","6"
"Soumagne","41","30","30","27","19","16","18","13","16","2"
"ZP DU CONDROZ","73","47","70","42","49","51","48","43","46","14"
"Anthisnes","3","0","0","4","1","6","0","5","3","1"
"Clavier","2","1","2","2","3","2","5","2","3","0"
"Comblain-au-Pont","9","10","9","2","10","5","6","12","3","0"
"Ferrières","6","4","16","3","6","2","6","8","4","4"
"Hamoir","12","5","8","1","7","11","5","6","2","5"
"Marchin","8","0","5","1","1","5","9","0","11","0"
"Modave","2","4","3","2","5","2","2","2","2","0"
"Nandrin","23","16","21","21","10","12","11","7","11","2"
"Ouffet","4","4","2","5","4","2","1","0","4","2"
"Tinlot","4","3","4","1","2","4","3","1","3","0"
"ZP FLEMALLE","63","43","38","54","48","32","41","23","29","8"
"Flémalle","63","43","38","54","48","32","41","23","29","8"
"ZP HERSTAL","143","99","89","93","101","106","80","54","103","16"
"Herstal","143","99","89","93","101","106","80","54","103","16"
"ZP HUY","133","71","94","115","129","86","50","50","66","19"
"Huy","133","71","94","115","129","86","50","50","66","19"
"Luxembourg","531","620","704","425","292","321","257","316","197","52"
"Luxembourg","531","620","704","425","292","321","257","316","197","52"
"CENTRE ARDENNE","87","109","190","82","53","43","52","52","35","3"
"Bastogne","41","32","94","34","19","12","20","16","17","1"
"Bertogne","2","1","3","1","0","0","0","1","0","0"
"Fauvillers","1","6","3","2","2","1","2","2","2","0"
"Libramont-Chevigny","16","38","55","27","18","20","14","20","12","1"
"Léglise","1","5","3","1","3","1","2","1","3","0"
"Neufchâteau","20","16","15","11","8","8","8","10","0","1"
"Sainte-Ode","3","5","7","2","0","0","2","1","1","0"
"Vaux-sur-Sûre","3","6","10","4","3","1","4","1","0","0"
"POLICE FAMENNE-ARDENNE","217","212","229","129","102","110","71","90","72","21"
"Durbuy","21","29","42","24","28","26","11","15","8","2"
"Erezée","7","5","12","4","2","3","1","3","1","0"
"Gouvy","3","8","7","7","5","2","1","2","2","2"
"Hotton","20","16","16","8","5","7","8","10","2","2"
"Houffalize","12","30","27","7","3","11","8","6","5","0"
"La Roche-en-Ardenne","6","12","34","2","5","7","3","9","2","0"
"Manhay","3","9","9","12","2","9","8","0","11","1"
"Marche-en-Famenne","67","54","49","37","33","36","16","24","28","5"
"Nassogne","4","7","1","6","5","1","4","0","0","0"
"Rendeux","2","4","3","0","1","1","2","5","0","5"
"Tenneville","2","7","6","5","4","2","1","2","1","0"
"Vielsalm","70","31","23","17","9","5","8","14","12","4"
"POLICE SEMOIS ET LESSE","56","54","76","46","37","53","31","35","17","8"
"Bertrix","9","17","17","7","10","12","5","10","4","1"
"Bouillon","14","13","22","11","10","19","10","8","8","4"
"Daverdisse","0","0","0","1","0","0","0","1","0","0"
"Herbeumont","2","1","2","2","1","2","0","1","1","0"
"Libin","4","5","12","2","2","2","1","1","0","0"
"Paliseul","4","2","3","12","5","4","5","4","2","1"
"Saint-Hubert","13","11","8","5","6","3","5","5","1","1"
"Tellin","5","2","7","3","1","0","2","3","1","1"
"Wellin","5","3","5","3","2","11","3","2","0","0"
"ZONE DE POLICE DE GAUME","56","76","80","59","29","37","32","55","22","5"
"Chiny","6","15","18","11","6","6","0","5","1","0"
"Etalle","7","4","7","7","2","0","6","6","0","1"
"Florenville","11","14","9","6","5","4","8","12","5","2"
"Meix-devant-Virton","0","3","3","3","0","3","3","2","1","0"
"Rouvroy","4","4","1","2","3","2","2","9","0","0"
"Tintigny","3","6","13","2","1","2","3","5","2","0"
"Virton","25","30","29","28","12","20","10","16","13","2"
"ZP ARLON/ATTERT/HABAY/MARTELANGE","77","95","50","58","34","40","42","40","27","10"
"Arlon","60","70","37","43","26","33","35","25","26","7"
"Attert","2","3","1","0","0","0","0","0","0","0"
"Habay","9","18","11","15","7","7","6","13","1","1"
"Martelange","6","4","1","0","1","0","1","2","0","2"
"ZP SUD-LUXEMBOURG","38","74","79","51","37","38","29","44","24","5"
"Aubange","26","37","41","27","18","18","12","24","14","5"
"Messancy","7","26","26","14","19","15","12","18","8","0"
"Musson","1","10","9","4","0","1","2","1","1","0"
"Saint-Léger","4","1","3","6","0","4","3","1","1","0"
"Namur","1.229","799","845","700","608","729","584","587","407","90"
"Namur","1.229","799","845","700","608","729","584","587","407","90"
"CONDROZ-FAMENNE","67","62","56","48","37","60","38","45","25","5"
"Ciney","49","39","41","28","21","34","25","33","15","4"
"Hamois","10","8","3","12","10","8","2","6","1","0"
"Havelange","3","7","6","2","2","15","7","4","4","1"
"Somme-Leuze","5","8","6","6","4","3","4","2","5","0"
"FLOWAL","52","33","23","27","31","36","21","35","16","4"
"Florennes","20","8","10","9","11","11","6","13","6","2"
"Walcourt","32","25","13","18","20","25","15","22","10","2"
"HERMETON ET HEURE","44","20","19","26","19","25","19","9","6","2"
"Cerfontaine","15","3","4","1","9","3","3","3","2","0"
"Doische","8","2","1","5","2","3","3","0","0","2"
"Philippeville","21","15","14","20","8","19","13","6","4","0"
"ORNEAU-MEHAIGNE","96","55","58","67","52","40","71","46","26","14"
"Eghezée","13","14","18","18","17","14","23","16","8","2"
"Gembloux","79","32","37","42","32","24","40","27","16","8"
"La Bruyère","4","9","3","7","3","2","8","3","2","4"
"POLICE ENTRE SAMBRE ET MEUSE","96","44","82","36","43","41","45","34","18","3"
"Floreffe","18","9","24","8","8","5","3","10","5","1"
"Fosses-la-Ville","29","12","17","10","11","17","17","11","4","0"
"Mettet","21","12","32","7","15","12","12","4","6","1"
"Profondeville","28","11","9","11","9","7","13","9","3","1"
"POLICE HOUILLE-SEMOIS","25","31","29","28","24","30","15","32","10","5"
"Beauraing","16","16","21","14","16","18","6","15","3","4"
"Bièvre","1","5","2","3","1","3","4","7","1","0"
"Gedinne","5","7","4","1","3","6","2","5","5","1"
"Vresse-sur-Semois","3","3","2","10","4","3","3","5","1","0"
"POLICE JEMEPPE S/SAMBRE","53","26","29","29","40","20","31","25","13","6"
"Jemeppe-sur-Sambre","53","26","29","29","40","20","31","25","13","6"
"SAMSOM","94","53","45","45","37","38","60","44","32","5"
"Sambreville","77","32","29","34","32","29","43","37","20","5"
"Sombreffe","17","21","16","11","5","9","17","7","12","0"
"ZONE DE POLICE DES 3 VALLEES","37","25","36","41","27","60","48","29","26","6"
"Couvin","30","19","26","32","25","48","45","26","21","6"
"Viroinval","7","6","10","9","2","12","3","3","5","0"
"ZONE DES ARCHES","142","75","73","73","53","60","49","46","39","20"
"Andenne","96","31","39","32","28","37","33","29","20","8"
"Assesse","29","14","7","14","11","4","6","7","5","1"
"Fernelmont","13","9","10","22","8","11","6","7","11","10"
"Gesves","2","15","6","4","2","2","2","2","2","1"
"Ohey","2","6","11","1","4","6","2","1","1","0"
"ZONE HAUTE-MEUSE","85","52","70","64","34","49","47","36","44","4"
"Anhée","14","6","13","3","5","9","3","6","5","0"
"Dinant","40","30","43","34","16","34","28","22","25","1"
"Hastière","13","4","3","5","4","3","6","3","10","0"
"Onhaye","5","2","2","5","1","0","2","0","0","2"
"Yvoir","13","10","9","17","8","3","8","5","4","1"
"ZP LESSE ET LHOMME","54","55","63","26","19","33","12","30","10","4"
"Houyet","6","9","4","3","1","12","4","2","4","1"
"Rochefort","48","46","59","23","18","21","8","28","6","3"
"ZP NAMUR CAPITALE","384","268","262","190","192","237","128","176","142","12"
"Namur","384","268","262","190","192","237","128","176","142","12"
"Onbekend","30","1","0","0","0","0","0","0","0","0"
"Onbekend","30","1","0","0","0","0","0","0","0","0"
"Onbekend","30","1","0","0","0","0","0","0","0","0"
"Onbekend","30","1","0","0","0","0","0","0","0","0"
"Onbekend","30","1","0","0","0","0","0","0","0","0"
