"","2000","2011","2012","2013","2014","2015","2016","2017","2018","2019 (*)"
"Kortrijk","116","165","105","109","96","78","72","68","89","18"
"Kuurne","4","8","4","2","4","4","4","5","7","0"
"Lendelede","2","1","0","0","2","1","0","0","3","0"
"WESTKUST","57","24","31","27","29","34","25","24","22","7"
"De Panne","29","6","9","14","14","11","10","8","12","5"
"Koksijde","20","10","14","6","9","12","11","10","6","1"
"Nieuwpoort","8","8","8","7","6","11","4","6","4","1"
"Waals Gewest","7.003","5.912","5.717","6.112","6.057","5.884","5.558","4.935","4.743","1.131"
"Brabant wallon","372","370","353","351","313","341","342","295","257","68"
"Brabant wallon","372","370","353","351","313","341","342","295","257","68"
"ARDENNES BRABANCONNES","13","10","17","14","7","6","12","10","8","2"
"Beauvechain","2","2","5","2","1","2","2","4","1","0"
"Chaumont-Gistoux","5","3","1","5","3","1","4","1","3","0"
"Grez-Doiceau","5","4","9","4","2","1","4","5","4","2"
"Incourt","1","1","2","3","1","2","2","0","0","0"
"LA MAZERINE","18","17","17","23","23","21","27","14","20","7"
"La Hulpe","6","3","1","5","4","9","3","2","7","2"
"Lasne","2","4","7","6","8","3","10","4","1","0"
"Rixensart","10","10","9","12","11","9","14","8","12","5"
"ORNE - THYLE","18","21","19","20","12","15","11","14","13","4"
"Chastre","1","7","4","1","2","1","2","2","0","1"
"Court-Saint-Etienne","10","6","5","5","7","7","3","7","4","2"
"Mont-Saint-Guibert","3","5","2","5","1","2","1","1","6","0"
"Villers-la-Ville","4","1","5","7","2","2","4","1","2","0"
"Walhain","0","2","3","2","0","3","1","3","1","1"
"OTTIGNIES - LOUVAIN-LA-NEUVE","61","84","85","86","70","62","55","47","33","11"
"Ottignies-Louvain-la-Neuve","61","84","85","86","70","62","55","47","33","11"
"POLICE LOCALE DE WATERLOO","48","49","49","37","34","48","39","33","29","16"
"Waterloo","48","49","49","37","34","48","39","33","29","16"
"POLICE LOCALE WAVRE","64","39","46","53","39","33","46","43","28","7"
"Wavre","64","39","46","53","39","33","46","43","28","7"
"ZONE DE BRAINE-L'ALLEUD","53","31","36","24","39","38","44","29","39","4"
"Braine-l'Alleud","53","31","36","24","39","38","44","29","39","4"
"ZONE DE POLICE DE JODOIGNE","10","17","10","13","15","14","11","13","15","3"
"Hélécine","0","1","2","1","4","0","0","2","0","0"
"Jodoigne","7","10","7","8","8","12","8","7","10","2"
"Orp-Jauche","3","2","0","2","1","0","1","2","0","1"
"Perwez","0","4","1","2","2","2","1","2","3","0"
"Ramillies","0","0","0","0","0","0","1","0","2","0"
"ZONE NIVELLES - GENAPPE","50","48","43","41","40","54","48","47","37","8"
"Genappe","8","5","4","4","3","5","9","3","6","2"
"Nivelles","42","43","39","37","37","49","39","44","31","6"
"ZONE OUEST BRABANT WALLON","37","54","31","40","34","50","49","45","35","6"
"Braine-le-Château","5","6","5","4","4","2","3","4","6","0"
"Ittre","1","3","2","2","0","4","1","6","0","1"
"Rebecq","7","10","2","8","5","3","5","5","4","1"
"Tubize","24","35","22","26","25","41","40","30","25","4"
"Hainaut","3.227","2.465","2.437","2.568","2.616","2.489","2.305","2.166","2.006","435"
"Hainaut (Charleroi)","1.642","1.365","1.357","1.426","1.412","1.392","1.178","1.166","1.103","231"
"BOTTE DU HAINAUT","20","12","17","13","19","16","21","22","23","2"
"Beaumont","3","5","3","5","3","2","4","4","3","1"
"Chimay","8","5","4","4","12","5","11","10","8","0"
"Froidchapelle","3","1","5","1","1","5","0","4","2","0"
"Momignies","3","1","3","3","2","3","2","1","6","0"
"Sivry-Rance","3","0","2","0","1","1","4","3","4","1"
"GERMINALT","76","34","45","42","56","44","33","30","34","3"
"Gerpinnes","12","6","14","12","18","13","15","10","11","1"
"Ham-sur-Heure-Nalinnes","5","6","6","6","7","13","3","2","6","0"
"Montigny-le-Tilleul","48","10","13","18","20","11","12","11","11","1"
"Thuin","11","12","12","6","11","7","3","7","6","1"
"LERMES","18","20","26","20","22","17","20","17","10","4"
"Erquelinnes","13","14","13","14","13","10","14","10","5","1"
"Estinnes","2","3","7","1","3","4","4","4","2","1"
"Lobbes","2","1","2","3","4","2","2","0","2","2"
"Merbes-le-Château","1","2","4","2","2","1","0","3","1","0"
"POLICE LOCALE MARIEMONT","101","58","78","52","59","77","71","63","67","8"
"Chapelle-lez-Herlaimont","18","16","20","14","15","19","16","14","16","5"
"Manage","35","16","34","19","20","34","25","26","21","2"
"Morlanwelz","35","20","21","10","21","18","22","15","16","1"
"Seneffe","13","6","3","9","3","6","8","8","14","0"
"ZONE DES TRIEUX","125","60","78","75","103","91","84","65","53","9"
"Courcelles","67","32","57","50","73","63","58","41","34","5"
"Fontaine-l'Evêque","58","28","21","25","30","28","26","24","19","4"
"ZP AISEAU-PRESLES/CHATELET/FARCIENNES","137","87","112","80","85","96","72","76","73","20"
"Aiseau-Presles","18","5","10","2","5","5","5","5","6","2"
"Châtelet","98","72","87","72","73","78","54","62","63","13"
"Farciennes","21","10","15","6","7","13","13","9","4","5"
"ZP ANDERLUES/BINCHE","139","55","70","62","58","69","60","46","38","13"
"Anderlues","49","12","18","14","13","12","15","9","9","4"
"Binche","90","43","52","48","45","57","45","37","29","9"
"ZP CHARLEROI","974","1.000","888","1.040","963","928","778","807","766","162"
"Charleroi","974","1.000","888","1.040","963","928","778","807","766","162"
"ZP FLEURUS/LES BONS VILLERS/PONT-A-CELLES","52","39","43","42","47","54","39","40","39","10"
"Fleurus","30","19","28","23","30","30","20","21","27","3"
"Les Bons Villers","6","7","3","5","4","5","0","5","3","1"
"Pont-à-Celles","16","13","12","14","13","19","19","14","9","6"
"Hainaut (Mons)","1.585","1.100","1.080","1.142","1.204","1.097","1.127","1.000","903","204"
"BELOEIL / LEUZE -HT","18","14","19","16","15","21","19","16","13","3"
"Beloeil","5","6","8","8","4","5","7","9","5","1"
"Leuze-en-Hainaut","13","8","11","8","11","16","12","7","8","2"
"POLICE BORAINE","332","90","112","110","137","134","135","120","93","15"
"Boussu","87","18","32","21","28","29","25","23","22","1"
"Colfontaine","47","21","21","17","20","31","25","22","17","3"
"Frameries","57","18","19","18","23","19","27","21","17","1"
"Quaregnon","41","14","17","17","36","24","33","28","22","4"
"Saint-Ghislain","100","19","23","37","30","31","25","26","15","6"
"POLICE DES HAUTS-PAYS","101","46","43","39","43","31","46","33","32","2"
"Dour","46","15","22","22","25","22","31","16","16","1"
"Hensies","22","3","7","4","7","0","2","6","8","0"
"Honnelles","5","1","1","4","1","0","2","3","3","0"
"Quiévrain","28","27","13","9","10","9","11","8","5","1"
"POLICE LOCALE VILLE ATH","54","43","29","35","38","25","41","43","31","6"
"Ath","54","43","29","35","38","25","41","43","31","6"
"ZONE DE POLICE DE MOUSCRON","192","102","82","76","95","62","74","72","77","26"
"Moeskroen","192","102","82","76","95","62","74","72","77","26"
"ZONE DE POLICE DU TOURNAISIS","77","180","164","180","181","165","191","126","137","27"
"Antoing","5","10","6","3","4","7","5","3","3","1"
"Brunehaut","4","4","4","2","1","2","5","4","3","3"
"Rumes","1","4","4","6","3","4","4","2","2","0"
"Tournai","67","162","150","169","173","152","177","117","129","23"
"ZONE DE SYLLE ET DENDRE","16","15","17","13","21","24","18","16","24","4"
"Brugelette","0","2","1","1","4","3","3","1","3","1"
"Chièvres","4","3","0","1","5","1","3","2","1","0"
"Edingen","6","7","8","8","7","11","8","7","11","1"
"Jurbise","5","2","6","3","2","6","2","2","4","1"
"Lens","0","1","0","0","0","2","1","1","2","1"
"Silly","1","0","2","0","3","1","1","3","3","0"
"ZONE DES COLLINES","19","22","20","21","23","9","18","14","15","2"
"Ellezelles","0","2","1","3","2","1","2","0","0","0"
"Frasnes-lez-Anvaing","1","2","2","3","3","1","1","4","5","1"
"Lessines","17","18","17","13","18","5","14","10","9","1"
"Vloesberg","1","0","0","2","0","2","1","0","1","0"
"ZONE DU VAL DE L'ESCAUT","6","19","17","12","23","9","18","23","13","4"
"Celles","0","1","1","1","2","1","1","5","2","1"
"Estaimpuis","4","9","8","6","11","5","12","8","4","0"
"Mont-de-l'Enclus","0","2","1","0","0","0","0","0","2","0"
"Pecq","2","7","7","5","10","3","5","10","5","3"
"ZONE MONS - QUEVY","386","272","320","378","371","326","302","302","243","61"
"Mons","380","268","315","369","366","322","297","296","237","59"
"Quévy","6","4","5","9","5","4","5","6","6","2"
"ZP BERNISSART/PERUWELZ","47","43","30","33","29","26","21","24","36","7"
"Bernissart","18","13","3","6","7","7","9","4","8","2"
"Péruwelz","29","30","27","27","22","19","12","20","28","5"
"ZP COMINES-WARNETON","17","19","25","20","27","21","26","12","16","1"
"Komen-Waasten","17","19","25","20","27","21","26","12","16","1"
"ZP HAUTE SENNE","95","71","44","65","55","64","62","61","52","13"
"Braine-le-Comte","45","21","16","29","23","32","20","18","21","9"
"Ecaussinnes","11","12","6","6","5","5","7","8","6","2"
"Le Roeulx","10","6","4","10","6","10","6","7","3","0"
"Soignies","29","32","18","20","21","17","29","28","22","2"
"ZP LA LOUVIERE","225","164","158","144","146","180","156","138","121","33"
"La Louvière","225","164","158","144","146","180","156","138","121","33"
"Liège","2.758","2.456","2.290","2.522","2.476","2.418","2.286","1.950","1.971","505"
"Eupen","42","22","38","29","41","37","44","20","29","10"
"POLIZEIZONE EIFEL","9","4","6","7","14","11","5","4","3","5"
"Amel","2","0","0","1","1","2","1","2","0","1"
"Burg-Reuland","0","1","2","0","1","1","0","1","0","0"
"Büllingen","0","0","0","2","3","1","2","0","0","2"
"Bütgenbach","3","1","0","1","2","1","0","0","1","0"
"Sankt Vith","4","2","4","3","7","6","2","1","2","2"
"POLIZEIZONE WESER-GÖHL","33","18","32","22","27","26","39","16","26","5"
"Eupen","14","10","19","15","15","16","33","7","14","3"
"Kelmis","5","1","10","3","3","4","3","2","7","2"
"Lontzen","9","4","3","1","6","4","2","0","2","0"
"Raeren","5","3","0","3","3","2","1","7","3","0"
"Liège","2.716","2.434","2.252","2.493","2.435","2.381","2.242","1.930","1.942","495"
"FAGNES","23","35","26","23","16","13","23","15","8","3"
"Jalhay","2","3","3","1","0","2","3","2","1","0"
"Spa","14","19","15","18","11","8","14","10","6","2"
"Theux","7","13","8","4","5","3","6","3","1","1"
"HESBAYE","22","19","17","18","22","17","21","32","26","7"
"Berloz","1","0","1","1","1","0","0","1","1","0"
"Crisnée","1","2","0","1","3","1","1","1","1","0"
"Donceel","0","2","0","0","0","0","1","0","0","0"
"Faimes","0","2","0","1","0","1","0","1","0","0"
"Fexhe-le-Haut-Clocher","1","1","1","0","0","0","1","1","1","0"
"Geer","0","1","1","0","0","1","2","1","1","1"
"Oreye","0","0","2","2","0","0","3","1","1","2"
"Remicourt","1","0","2","2","1","1","2","1","0","0"
"Waremme","18","11","10","11","17","13","11","25","21","4"
"HESBAYE OUEST","9","16","17","15","24","18","14","11","13","3"
"Braives","2","1","2","4","2","1","0","2","1","1"
"Burdinne","1","2","1","1","2","4","1","0","0","0"
"Hannut","6","9","12","8","12","12","12","7","11","2"
"Héron","0","3","1","1","3","1","0","0","0","0"
"Lincent","0","1","1","1","4","0","1","2","1","0"
"Wasseiges","0","0","0","0","1","0","0","0","0","0"
"PAYS DE HERVE","30","16","34","22","19","26","28","23","29","5"
"Aubel","2","0","1","4","1","2","3","2","2","1"
"Baelen","2","2","1","1","2","0","1","0","1","1"
"Herve","8","4","8","6","4","9","8","7","14","2"
"Limbourg","2","6","7","1","5","1","2","2","4","0"
"Olne","2","0","2","2","3","2","2","2","0","0"
"Plombières","2","1","3","3","1","1","3","4","2","0"
"Thimister-Clermont","0","1","3","0","0","1","5","1","2","1"
"Welkenraedt","12","2","9","5","3","10","4","5","4","0"
"POLICE ANS - ST-NICOLAS","96","80","63","94","110","95","55","54","59","21"
"Ans","55","50","34","43","63","38","25","25","29","13"
"Saint-Nicolas","41","30","29","51","47","57","30","29","30","8"
"POLICE DE SERAING - NEUPRE","126","142","145","218","199","227","186","158","112","25"
"Neupré","1","4","5","3","2","5","1","3","4","1"
"Seraing","125","138","140","215","197","222","185","155","108","24"
"POLICE LOCALE DE LIEGE","1.866","1.607","1.430","1.591","1.482","1.503","1.470","1.207","1.291","344"
"Liège","1.866","1.607","1.430","1.591","1.482","1.503","1.470","1.207","1.291","344"
"SECOVA","35","54","53","58","71","59","54","37","48","9"
"Aywaille","5","10","11","9","16","14","11","11","8","1"
"Chaudfontaine","12","14","12","18","24","17","15","12","19","3"
"Esneux","8","13","18","20","14","15","17","7","8","4"
"Sprimont","7","15","7","9","12","9","4","3","9","1"
"Trooz","3","2","5","2","5","4","7","4","4","0"
"VESDRE","193","158","169","119","152","114","128","116","85","27"
"Dison","7","13","13","13","17","14","17","9","7","3"
"Pepinster","2","5","7","3","2","5","4","5","2","1"
"Verviers","184","140","149","103","133","95","107","102","76","23"
"ZONE BASSE MEUSE","45","46","38","38","54","43","31","48","42","11"
"Bassenge","1","7","2","4","3","2","4","8","3","1"
"Blégny","5","6","2","5","0","5","1","4","2","0"
"Dalhem","2","0","2","2","2","2","3","0","2","0"
"Juprelle","3","3","2","4","5","3","3","3","2","1"
"Oupeye","20","15","15","11","20","23","11","17","21","3"
"Visé","14","15","15","12","24","8","9","16","12","6"
"ZONE MEUSE-HESBAYE","29","29","24","30","28","30","24","24","29","4"
"Amay","12","9","9","10","10","15","8","5","9","2"
"Engis","3","6","8","0","8","5","6","4","3","0"
"Saint-Georges-sur-Meuse","4","5","1","6","3","1","3","0","5","2"
"Verlaine","1","1","1","0","2","0","2","2","3","0"
"Villers-le-Bouillet","2","1","1","4","2","1","2","1","0","0"
"Wanze","7","7","4","10","3","8","3","12","9","0"
"ZONE STAVELOT-MALMEDY","16","11","18","23","6","10","9","10","14","3"
"Lierneux","1","1","1","3","0","1","0","1","1","0"
"Malmedy","13","5","7","14","2","6","4","4","11","3"
"Stavelot","0","3","7","3","1","0","2","2","2","0"
"Stoumont","0","1","0","0","0","0","0","0","0","0"
"Trois-Ponts","2","1","1","2","1","2","1","3","0","0"
"Waimes","0","0","2","1","2","1","2","0","0","0"
"ZP AWANS/GRACE-HOLLOGNE","25","35","29","36","36","30","22","28","21","2"
"Awans","3","4","4","5","9","2","5","6","6","0"
"Grâce-Hollogne","22","31","25","31","27","28","17","22","15","2"
"ZP BEYNE-FLERON-SOUMAGNE","52","41","40","39","49","54","37","36","40","10"
"Beyne-Heusay","20","11","13","17","16","13","3","3","11","3"
"Fléron","16","21","17","16","21","28","24","22","20","7"
"Soumagne","16","9","10","6","12","13","10","11","9","0"
"ZP DU CONDROZ","13","14","8","12","13","9","7","12","8","5"
"Anthisnes","0","0","0","1","0","0","0","1","0","0"
"Clavier","2","0","0","0","1","0","0","1","0","0"
"Comblain-au-Pont","3","6","1","0","1","1","2","1","2","3"
"Ferrières","2","1","1","1","0","1","1","0","1","1"
"Hamoir","1","1","1","1","2","2","0","2","0","0"
"Marchin","1","0","2","1","0","1","2","0","2","1"
"Modave","1","0","0","0","0","0","1","1","2","0"
"Nandrin","1","4","3","7","5","2","1","3","0","0"
"Ouffet","0","2","0","0","3","2","0","3","0","0"
"Tinlot","2","0","0","1","1","0","0","0","1","0"
"ZP FLEMALLE","27","27","23","39","28","16","27","24","25","2"
"Flémalle","27","27","23","39","28","16","27","24","25","2"
"ZP HERSTAL","67","59","73","70","79","74","72","53","59","8"
"Herstal","67","59","73","70","79","74","72","53","59","8"
"ZP HUY","42","45","45","48","47","43","34","42","33","6"
"Huy","42","45","45","48","47","43","34","42","33","6"
"Luxembourg","88","178","169","182","158","141","114","147","125","34"
"Luxembourg","88","178","169","182","158","141","114","147","125","34"
"CENTRE ARDENNE","13","46","27","28","29","29","15","25","21","8"
"Bastogne","3","30","11","19","16","15","6","11","12","5"
"Bertogne","2","1","0","0","0","1","1","0","0","0"
"Fauvillers","1","0","2","0","0","0","0","0","1","0"
"Libramont-Chevigny","1","8","7","6","6","9","7","7","3","3"
"Léglise","1","0","1","0","0","1","0","3","0","0"
"Neufchâteau","3","4","6","2","6","1","1","3","4","0"
"Sainte-Ode","1","0","0","0","1","0","0","0","0","0"
"Vaux-sur-Sûre","1","3","0","1","0","2","0","1","1","0"
"POLICE FAMENNE-ARDENNE","14","52","43","45","29","19","39","47","32","16"
"Durbuy","1","8","7","7","5","2","4","9","7","2"
"Erezée","0","0","1","1","1","1","2","0","1","0"
"Gouvy","1","5","0","4","2","1","2","2","3","0"
"Hotton","3","5","2","4","2","2","5","4","0","4"
"Houffalize","1","2","0","1","2","1","0","1","2","2"
"La Roche-en-Ardenne","1","4","2","4","0","1","2","2","1","1"
"Manhay","0","1","2","2","0","0","0","1","4","0"
"Marche-en-Famenne","6","21","23","16","11","7","18","22","7","4"
"Nassogne","0","1","1","1","2","1","1","0","3","0"
"Rendeux","0","0","0","0","0","0","0","1","0","0"
"Tenneville","0","0","0","0","2","0","0","2","1","0"
"Vielsalm","1","5","5","5","2","3","5","3","3","3"
"POLICE SEMOIS ET LESSE","9","8","17","19","13","11","10","14","8","2"
"Bertrix","4","1","5","5","3","3","2","2","1","0"
"Bouillon","3","3","5","6","4","1","1","1","3","1"
"Daverdisse","0","0","0","0","0","0","0","0","0","0"
"Herbeumont","0","1","1","0","0","0","2","0","0","0"
"Libin","0","1","1","1","0","2","2","2","0","0"
"Paliseul","0","0","2","6","2","0","1","2","0","0"
"Saint-Hubert","2","2","0","1","2","3","2","4","3","1"
"Tellin","0","0","2","0","0","2","0","0","1","0"
"Wellin","0","0","1","0","2","0","0","3","0","0"
"ZONE DE POLICE DE GAUME","9","12","21","19","8","21","6","13","15","2"
"Chiny","0","1","0","1","1","2","1","0","0","0"
"Etalle","0","0","3","2","0","0","0","2","1","0"
"Florenville","1","1","1","1","2","2","2","1","4","0"
"Meix-devant-Virton","0","2","0","1","0","0","0","2","0","0"
"Rouvroy","0","2","2","3","0","1","0","1","1","0"
"Tintigny","0","1","4","0","0","0","1","0","2","0"
"Virton","8","5","11","11","5","16","2","7","7","2"
"ZP ARLON/ATTERT/HABAY/MARTELANGE","37","30","32","43","42","29","20","34","25","3"
"Arlon","33","29","26","35","37","27","16","31","23","2"
"Attert","1","0","0","2","0","0","0","0","1","0"
"Habay","3","1","6","6","3","1","3","1","1","1"
"Martelange","0","0","0","0","2","1","1","2","0","0"
"ZP SUD-LUXEMBOURG","6","30","29","28","37","32","24","14","24","3"
"Aubange","4","19","20","21","29","22","17","7","16","2"
"Messancy","1","9","6","6","5","5","6","4","4","0"
"Musson","0","2","3","1","2","5","1","3","1","1"
"Saint-Léger","1","0","0","0","1","0","0","0","3","0"
"Namur","558","443","468","489","494","495","511","377","384","89"
"Namur","558","443","468","489","494","495","511","377","384","89"
"CONDROZ-FAMENNE","14","21","10","9","11","13","14","9","12","2"
"Ciney","11","17","9","8","8","11","11","2","9","1"
"Hamois","1","2","1","0","3","1","3","4","2","0"
"Havelange","1","1","0","0","0","0","0","2","1","0"
"Somme-Leuze","1","1","0","1","0","1","0","1","0","1"
"FLOWAL","9","12","14","17","8","10","5","14","8","2"
"Florennes","6","5","8","8","6","7","3","7","5","2"
"Walcourt","3","7","6","9","2","3","2","7","3","0"
"HERMETON ET HEURE","5","10","15","12","11","6","6","11","7","4"
"Cerfontaine","1","1","4","1","3","2","2","3","3","1"
"Doische","1","0","1","4","2","1","0","0","2","0"
"Philippeville","3","9","10","7","6","3","4","8","2","3"
"ORNEAU-MEHAIGNE","32","22","27","19","25","16","20","15","17","7"
"Eghezée","2","2","4","5","4","4","4","2","3","0"
"Gembloux","28","17","17","11","19","12","15","12","10","7"
"La Bruyère","2","3","6","3","2","0","1","1","4","0"
"POLICE ENTRE SAMBRE ET MEUSE","25","11","12","15","21","15","14","9","11","3"
"Floreffe","7","3","3","4","2","3","5","4","3","0"
"Fosses-la-Ville","9","2","3","3","3","4","3","1","5","0"
"Mettet","2","4","2","5","4","3","1","3","2","2"
"Profondeville","7","2","4","3","12","5","5","1","1","1"
"POLICE HOUILLE-SEMOIS","6","3","3","9","5","5","8","8","5","2"
"Beauraing","6","3","2","8","5","0","4","5","3","1"
"Bièvre","0","0","0","1","0","1","1","1","1","0"
"Gedinne","0","0","0","0","0","4","3","1","1","0"
"Vresse-sur-Semois","0","0","1","0","0","0","0","1","0","1"
"POLICE JEMEPPE S/SAMBRE","10","7","13","12","16","16","9","5","6","4"
"Jemeppe-sur-Sambre","10","7","13","12","16","16","9","5","6","4"
"SAMSOM","41","17","24","35","22","25","27","25","24","3"
"Sambreville","38","15","20","33","17","24","27","22","21","3"
"Sombreffe","3","2","4","2","5","1","0","3","3","0"
"ZONE DE POLICE DES 3 VALLEES","11","13","12","11","23","15","15","7","8","3"
"Couvin","7","10","10","11","21","13","13","5","6","3"
"Viroinval","4","3","2","0","2","2","2","2","2","0"
"ZONE DES ARCHES","24","26","36","32","35","21","34","31","24","5"
"Andenne","19","20","28","24","30","16","29","20","20","2"
"Assesse","3","1","3","3","2","1","0","5","2","1"
"Fernelmont","0","3","1","2","0","2","3","2","0","0"
"Gesves","2","2","1","2","0","2","2","4","0","2"
"Ohey","0","0","3","1","3","0","0","0","2","0"
"ZONE HAUTE-MEUSE","29","24","27","27","17","22","25","16","27","4"
"Anhée","1","0","4","5","3","0","2","1","2","0"
"Dinant","24","19","16","15","9","18","14","9","13","2"
"Hastière","1","3","2","3","2","1","3","3","8","2"
"Onhaye","0","0","1","0","1","0","0","2","0","0"
"Yvoir","3","2","4","4","2","3","6","1","4","0"
"ZP LESSE ET LHOMME","6","7","2","8","7","5","3","3","10","1"
"Houyet","0","1","0","1","0","1","0","0","3","1"
"Rochefort","6","6","2","7","7","4","3","3","7","0"
"ZP NAMUR CAPITALE","346","270","273","283","293","326","331","224","225","49"
"Namur","346","270","273","283","293","326","331","224","225","49"
"Onbekend","48","0","0","0","0","0","0","0","0","0"
"Onbekend","48","0","0","0","0","0","0","0","0","0"
"Onbekend","48","0","0","0","0","0","0","0","0","0"
"Onbekend","48","0","0","0","0","0","0","0","0","0"
"Onbekend","48","0","0","0","0","0","0","0","0","0"
