"","2000","2011","2012","2013","2014","2015","2016","2017","2018","2019 (*)"
"Zandhoven","0","0","0","0","0","1","0","0","0","0"
"POLITIEZONE HEIST","0","1","3","2","2","0","1","1","0","0"
"Heist-op-den-Berg","0","1","3","2","2","0","1","1","0","0"
"POLITIEZONE KEMPEN N-O","1","2","0","0","1","1","0","0","0","0"
"Arendonk","0","2","0","0","0","1","0","0","0","0"
"Ravels","1","0","0","0","1","0","0","0","0","0"
"Retie","0","0","0","0","0","0","0","0","0","0"
"POLITIEZONE NOORD","0","0","3","2","1","0","0","0","0","0"
"Kapellen","0","0","2","2","1","0","0","0","0","0"
"Stabroek","0","0","1","0","0","0","0","0","0","0"
"POLITIEZONE NOORDERKEMPEN","0","0","1","2","0","0","0","0","0","0"
"Hoogstraten","0","0","1","2","0","0","0","0","0","0"
"Merksplas","0","0","0","0","0","0","0","0","0","0"
"Rijkevorsel","0","0","0","0","0","0","0","0","0","0"
"POLITIEZONE RUPEL","8","20","8","13","3","5","2","1","2","1"
"Boom","4","14","6","6","2","3","1","1","2","1"
"Hemiksem","1","1","0","1","0","1","1","0","0","0"
"Niel","2","3","1","3","1","1","0","0","0","0"
"Rumst","1","1","1","1","0","0","0","0","0","0"
"Schelle","0","1","0","2","0","0","0","0","0","0"
"PZ BRASSCHAAT","1","2","4","3","2","1","0","1","1","0"
"Brasschaat","1","2","4","3","2","1","0","1","1","0"
"PZ GEEL/LAAKDAL/MEERHOUT","3","0","5","3","1","1","0","1","1","1"
"Geel","3","0","5","3","1","1","0","1","1","1"
"Laakdal","0","0","0","0","0","0","0","0","0","0"
"Meerhout","0","0","0","0","0","0","0","0","0","0"
"PZ KLEIN-BRABANT","2","1","2","2","2","0","2","0","1","1"
"Bornem","1","1","1","0","2","0","1","0","0","0"
"Puurs-Sint-Amands","1","0","1","2","0","0","1","0","1","1"
"PZ LIER","5","2","4","0","3","2","1","0","1","0"
"Lier","5","2","4","0","3","2","1","0","1","0"
"PZ MEWI","45","23","24","21","8","9","10","3","11","0"
"Mechelen","43","20","17","17","7","8","3","1","9","0"
"Willebroek","2","3","7","4","1","1","7","2","2","0"
"PZ SCHOTEN","0","4","1","4","2","2","0","0","0","0"
"Schoten","0","4","1","4","2","2","0","0","0","0"
"PZ ZWIJNDRECHT","1","0","2","1","1","0","0","0","0","0"
"Zwijndrecht","1","0","2","1","1","0","0","0","0","0"
"VOORKEMPEN","0","2","0","2","0","0","1","0","1","0"
"Brecht","0","1","0","0","0","0","1","0","1","0"
"Malle","0","1","0","0","0","0","0","0","0","0"
"Schilde","0","0","0","2","0","0","0","0","0","0"
"Zoersel","0","0","0","0","0","0","0","0","0","0"
"ZONE NETELAND","3","1","1","4","2","1","3","0","2","0"
"Grobbendonk","1","0","1","0","0","0","0","0","1","0"
"Herentals","2","0","0","3","2","0","3","0","1","0"
"Herenthout","0","0","0","0","0","1","0","0","0","0"
"Olen","0","0","0","0","0","0","0","0","0","0"
"Vorselaar","0","1","0","1","0","0","0","0","0","0"
"ZUIDERKEMPEN","1","0","0","0","1","0","0","0","0","0"
"Herselt","0","0","0","0","0","0","0","0","0","0"
"Hulshout","1","0","0","0","0","0","0","0","0","0"
"Westerlo","0","0","0","0","1","0","0","0","0","0"
"Limburg","37","64","49","35","28","34","8","9","10","2"
"Limburg","37","64","49","35","28","34","8","9","10","2"
"KEMPENLAND","0","1","0","1","0","0","0","0","0","0"
"Hechtel-Eksel","0","1","0","0","0","0","0","0","0","0"
"Leopoldsburg","0","0","0","1","0","0","0","0","0","0"
"Peer","0","0","0","0","0","0","0","0","0","0"
"LIMBURG REGIO HOOFDSTAD","5","27","20","5","12","19","3","3","3","0"
"Diepenbeek","0","0","0","0","0","0","0","0","0","0"
"Halen","0","0","0","0","0","0","0","0","0","0"
"Hasselt","5","24","20","4","12","19","3","3","3","0"
"Herk-de-Stad","0","0","0","0","0","0","0","0","0","0"
"Lummen","0","0","0","1","0","0","0","0","0","0"
"Zonhoven","0","3","0","0","0","0","0","0","0","0"
"POLITIEZONE MAASLAND","1","3","1","0","1","0","0","0","0","0"
"Dilsen-Stokkem","0","0","0","0","0","0","0","0","0","0"
"Maaseik","1","3","1","0","1","0","0","0","0","0"
"PZ BERINGEN/HAM/TESSENDERLO","2","1","1","1","1","1","0","0","0","0"
"Beringen","1","1","1","1","1","1","0","0","0","0"
"Ham","0","0","0","0","0","0","0","0","0","0"
"Tessenderlo","1","0","0","0","0","0","0","0","0","0"
"PZ BILZEN/HOESELT/RIEMST","1","3","2","2","1","1","0","0","0","0"
"Bilzen","1","3","2","2","1","1","0","0","0","0"
"Hoeselt","0","0","0","0","0","0","0","0","0","0"
"Riemst","0","0","0","0","0","0","0","0","0","0"
"PZ CARMA","7","14","7","6","4","4","2","3","3","1"
"As","0","0","0","0","0","0","0","0","0","0"
"Bocholt","0","0","0","0","0","0","0","1","0","0"
"Bree","0","0","1","0","0","0","0","0","0","1"
"Genk","7","10","6","4","4","3","2","2","3","0"
"Houthalen-Helchteren","0","4","0","2","0","1","0","0","0","0"
"Kinrooi","0","0","0","0","0","0","0","0","0","0"
"Oudsbergen","0","0","0","0","0","0","0","0","0","0"
"Zutendaal","0","0","0","0","0","0","0","0","0","0"
"PZ GINGELOM/NIEUWERKERKEN/SINT-TRUIDEN","8","6","2","5","2","4","2","2","0","1"
"Gingelom","0","0","0","0","0","0","0","0","0","0"
"Nieuwerkerken","0","0","0","0","0","0","0","0","0","0"
"Sint-Truiden","8","6","2","5","2","4","2","2","0","1"
"PZ HAMONT-ACHEL/PELT","0","0","0","2","0","0","0","0","0","0"
"Hamont-Achel","0","0","0","0","0","0","0","0","0","0"
"Pelt","0","0","0","2","0","0","0","0","0","0"
"PZ HEUSDEN-ZOLDER","0","2","1","1","0","0","0","0","0","0"
"Heusden-Zolder","0","2","1","1","0","0","0","0","0","0"
"PZ KANTON BORGLOON","0","0","1","1","2","0","0","0","1","0"
"Alken","0","0","0","0","1","0","0","0","0","0"
"Borgloon","0","0","1","0","0","0","0","0","1","0"
"Heers","0","0","0","0","0","0","0","0","0","0"
"Kortessem","0","0","0","1","1","0","0","0","0","0"
"Wellen","0","0","0","0","0","0","0","0","0","0"
"PZ LANAKEN/MAASMECHELEN","8","3","8","4","1","1","0","0","1","0"
"Lanaken","4","0","6","2","1","1","0","0","1","0"
"Maasmechelen","4","3","2","2","0","0","0","0","0","0"
"PZ LOMMEL","2","0","2","0","0","2","0","0","0","0"
"Lommel","2","0","2","0","0","2","0","0","0","0"
"PZ VOEREN","0","0","0","0","0","0","0","0","0","0"
"Voeren","0","0","0","0","0","0","0","0","0","0"
"TONGEREN - HERSTAPPE","3","4","4","7","4","2","1","1","2","0"
"Herstappe","0","0","0","0","0","0","0","0","0","0"
"Tongeren","3","4","4","7","4","2","1","1","2","0"
"Oost-Vlaanderen","109","175","167","145","105","40","39","51","51","6"
"Oost-Vlaanderen","109","175","167","145","105","40","39","51","51","6"
"BRAKEL","0","0","6","0","0","0","0","0","0","0"
"Brakel","0","0","6","0","0","0","0","0","0","0"
"Horebeke","0","0","0","0","0","0","0","0","0","0"
"Maarkedal","0","0","0","0","0","0","0","0","0","0"
"Zwalm","0","0","0","0","0","0","0","0","0","0"
"BUGGENHOUT - LEBBEKE","1","1","0","1","3","0","0","1","0","0"
"Buggenhout","0","0","0","0","2","0","0","1","0","0"
"Lebbeke","1","1","0","1","1","0","0","0","0","0"
"GERAARDSBERGEN - LIERDE","3","5","1","2","5","0","0","1","1","0"
"Geraardsbergen","3","5","1","2","5","0","0","1","1","0"
"Lierde","0","0","0","0","0","0","0","0","0","0"
"LOKEREN","3","2","1","1","3","2","0","1","1","0"
"Lokeren","3","2","1","1","3","2","0","1","1","0"
"MEETJESLAND CENTRUM","4","1","1","3","1","0","0","1","1","0"
"Eeklo","4","1","1","2","1","0","0","1","0","0"
"Kaprijke","0","0","0","1","0","0","0","0","1","0"
"Sint-Laureins","0","0","0","0","0","0","0","0","0","0"
"POLITIE SINT-NIKLAAS","24","20","25","20","8","2","6","3","5","0"
"Sint-Niklaas","24","20","25","20","8","2","6","3","5","0"
"POLITIEZONE SCHELDE - LEIE","0","0","2","0","0","0","0","0","0","0"
"De Pinte","0","0","0","0","0","0","0","0","0","0"
"Gavere","0","0","0","0","0","0","0","0","0","0"
"Nazareth","0","0","2","0","0","0","0","0","0","0"
"Sint-Martens-Latem","0","0","0","0","0","0","0","0","0","0"
"PZ AALST","20","20","14","10","15","8","2","6","1","3"
"Aalst","20","20","14","10","15","8","2","6","1","3"
"PZ AALTER","0","3","1","0","0","0","0","0","0","0"
"Aalter","0","3","1","0","0","0","0","0","0","0"
"PZ ASSENEDE/EVERGEM","2","0","0","0","2","0","0","0","0","0"
"Assenede","0","0","0","0","0","0","0","0","0","0"
"Evergem","2","0","0","0","2","0","0","0","0","0"
"PZ BERLARE/ZELE","4","1","1","0","0","0","0","1","0","0"
"Berlare","1","0","1","0","0","0","0","1","0","0"
"Zele","3","1","0","0","0","0","0","0","0","0"
"PZ DEINZE/ZULTE/LIEVEGEM","2","3","2","1","2","0","1","0","1","0"
"Deinze","2","3","2","0","1","0","1","0","0","0"
"Lievegem","0","0","0","1","1","0","0","0","1","0"
"Zulte","0","0","0","0","0","0","0","0","0","0"
"PZ DENDERLEEUW/HAALTERT","0","2","2","1","0","0","0","1","1","0"
"Denderleeuw","0","2","2","1","0","0","0","1","1","0"
"Haaltert","0","0","0","0","0","0","0","0","0","0"
"PZ DENDERMONDE","0","1","4","1","4","1","0","3","1","1"
"Dendermonde","0","1","4","1","4","1","0","3","1","1"
"PZ ERPE-MERE/LEDE","3","5","0","0","0","0","0","0","0","0"
"Erpe-Mere","2","4","0","0","0","0","0","0","0","0"
"Lede","1","1","0","0","0","0","0","0","0","0"
"PZ GENT","31","83","79","72","51","20","20","26","23","1"
"Gent","31","83","79","72","51","20","20","26","23","1"
"PZ HAMME/WAASMUNSTER","1","1","1","1","0","0","0","2","1","0"
"Hamme","1","1","1","1","0","0","0","2","0","0"
"Waasmunster","0","0","0","0","0","0","0","0","1","0"
"PZ KRUIBEKE/TEMSE","0","4","2","3","5","1","0","0","2","0"
"Kruibeke","0","1","0","0","1","0","0","0","1","0"
"Temse","0","3","2","3","4","1","0","0","1","0"
"PZ MALDEGEM","0","0","0","0","0","0","0","0","0","0"
"Maldegem","0","0","0","0","0","0","0","0","0","0"
"PZ NINOVE","1","7","3","13","3","1","2","0","2","0"
"Ninove","1","7","3","13","3","1","2","0","2","0"
"PZ RONSE","7","5","9","5","0","3","3","1","1","1"
"Ronse","7","5","9","5","0","3","3","1","1","1"
"PZ WAASLAND-NOORD","0","3","1","3","1","1","2","1","1","0"
"Beveren","0","3","0","3","0","0","1","0","1","0"
"Sint-Gillis-Waas","0","0","0","0","0","0","0","0","0","0"
"Stekene","0","0","1","0","1","1","1","1","0","0"
"PZ WETTEREN LAARNE WICHELEN","0","1","1","2","0","0","0","0","7","0"
"Laarne","0","0","0","0","0","0","0","0","0","0"
"Wetteren","0","1","1","2","0","0","0","0","7","0"
"Wichelen","0","0","0","0","0","0","0","0","0","0"
"REGIO PUYENBROECK","0","0","0","1","1","0","0","0","2","0"
"Lochristi","0","0","0","0","1","0","0","0","0","0"
"Moerbeke","0","0","0","1","0","0","0","0","0","0"
"Wachtebeke","0","0","0","0","0","0","0","0","0","0"
"Zelzate","0","0","0","0","0","0","0","0","2","0"
"REGIO RHODE & SCHELDE","2","1","2","2","0","0","0","0","0","0"
"Destelbergen","0","0","0","2","0","0","0","0","0","0"
"Melle","1","0","0","0","0","0","0","0","0","0"
"Merelbeke","0","1","1","0","0","0","0","0","0","0"
"Oosterzele","1","0","1","0","0","0","0","0","0","0"
"VLAAMSE ARDENNEN","0","2","5","1","1","1","3","2","0","0"
"Kluisbergen","0","0","0","0","0","0","1","0","0","0"
"Kruisem","0","0","0","0","0","0","0","0","0","0"
"Oudenaarde","0","2","5","1","1","1","2","2","0","0"
"Wortegem-Petegem","0","0","0","0","0","0","0","0","0","0"
"ZOTTEGEM HERZELE StLHOUTEM","1","4","4","2","0","0","0","1","0","0"
"Herzele","0","0","0","0","0","0","0","0","0","0"
"Sint-Lievens-Houtem","0","1","0","0","0","0","0","0","0","0"
"Zottegem","1","3","4","2","0","0","0","1","0","0"
"Vlaams Brabant","106","72","66","81","87","45","35","34","20","6"
"Brussel (Halle-Vilvoorde)","65","48","54","60","55","34","25","26","14","4"
"Geen PZ toegekend - Brussels Airport","4","0","1","6","1","1","0","1","0","0"
"Brussels Airport","4","0","1","6","1","1","0","1","0","0"
"KASTZE","0","2","1","0","0","3","0","0","0","0"
"Kampenhout","0","0","0","0","0","1","0","0","0","0"
"Steenokkerzeel","0","0","0","0","0","0","0","0","0","0"
"Zemst","0","2","1","0","0","2","0","0","0","0"
"PAJOTTENLAND","0","0","0","0","0","0","0","1","0","0"
"Bever","0","0","0","0","0","0","0","0","0","0"
"Galmaarden","0","0","0","0","0","0","0","0","0","0"
"Gooik","0","0","0","0","0","0","0","0","0","0"
"Herne","0","0","0","0","0","0","0","0","0","0"
"Lennik","0","0","0","0","0","0","0","1","0","0"
"Pepingen","0","0","0","0","0","0","0","0","0","0"
"POL AMOW","5","6","9","7","14","9","4","7","2","1"
"Asse","2","2","5","1","9","6","3","1","0","0"
"Merchtem","0","0","0","1","1","0","0","0","0","1"
"Opwijk","0","0","0","0","0","1","0","5","0","0"
"Wemmel","3","4","4","5","4","2","1","1","2","0"
"POLITIEZONE K-L-M","1","0","0","0","0","1","0","1","0","0"
"Kapelle-op-den-Bos","0","0","0","0","0","0","0","0","0","0"
"Londerzeel","1","0","0","0","0","0","0","0","0","0"
"Meise","0","0","0","0","0","1","0","1","0","0"
"POLITIEZONE TARL","2","2","0","7","0","0","0","1","1","0"
"Affligem","0","0","0","1","0","0","0","1","0","0"
"Liedekerke","2","2","0","2","0","0","0","0","0","0"
"Roosdaal","0","0","0","1","0","0","0","0","0","0"
"Ternat","0","0","0","3","0","0","0","0","1","0"
"PZ DILBEEK","5","4","2","4","2","1","2","1","2","0"
"Dilbeek","5","4","2","4","2","1","2","1","2","0"
"PZ DRUIVENSTREEK","0","5","0","2","1","0","2","0","0","0"
"Hoeilaart","0","4","0","1","0","0","1","0","0","0"
"Overijse","0","1","0","1","1","0","1","0","0","0"
"PZ GRIMBERGEN","4","5","4","2","1","3","2","0","1","0"
"Grimbergen","4","5","4","2","1","3","2","0","1","0"
"PZ ZAVENTEM","4","3","3","4","4","0","1","2","0","0"
"Zaventem","4","3","3","4","4","0","1","2","0","0"
"PZ ZENNEVALLEI","14","9","11","17","16","8","7","8","4","2"
"Beersel","3","0","3","3","8","1","1","0","1","1"
"Halle","8","7","4","10","7","5","4","7","1","0"
"Sint-Pieters-Leeuw","3","2","4","4","1","2","2","1","2","1"
"VILVOORDE - MACHELEN","15","8","13","4","11","5","5","4","3","0"
"Machelen","2","4","2","2","2","0","0","3","1","0"
"Vilvoorde","13","4","11","2","9","5","5","1","2","0"
"WOKRA","2","0","3","1","0","1","2","0","1","0"
"Kraainem","2","0","2","1","0","1","2","0","1","0"
"Wezembeek-Oppem","0","0","1","0","0","0","0","0","0","0"
"ZONE RODE","9","4","7","6","5","2","0","0","0","1"
"Drogenbos","3","2","4","4","2","0","0","0","0","0"
"Linkebeek","3","2","1","0","1","1","0","0","0","0"
"Sint-Genesius-Rode","3","0","2","2","2","1","0","0","0","1"
"Leuven","41","24","12","21","32","11","10","8","6","2"
"DEMERDAL - DSZ","1","1","2","2","1","1","2","1","0","0"
"Diest","1","1","2","1","1","1","1","0","0","0"
"Scherpenheuvel-Zichem","0","0","0","1","0","0","1","1","0","0"
"HAACHT","3","1","1","3","2","1","0","2","0","0"
"Boortmeerbeek","0","0","0","1","0","0","0","1","0","0"
"Haacht","1","1","0","2","1","0","0","1","0","0"
"Keerbergen","2","0","1","0","1","1","0","0","0","0"
"HERKO","2","1","0","2","2","0","0","0","0","0"
"Herent","0","0","0","1","1","0","0","0","0","0"
"Kortenberg","2","1","0","1","1","0","0","0","0","0"
"POLITIEZONE AARSCHOT","3","2","0","0","8","1","1","1","0","1"
"Aarschot","3","2","0","0","8","1","1","1","0","1"
"POLITIEZONE BRT","0","0","0","0","0","0","0","0","0","1"
"Begijnendijk","0","0","0","0","0","0","0","0","0","0"
"Rotselaar","0","0","0","0","0","0","0","0","0","0"
"Tremelo","0","0","0","0","0","0","0","0","0","1"
"PZ BIERBEEK/BOUTERSEM/HOLSBEEK/LUBBEEK","1","0","0","1","1","0","1","0","0","0"
"Bierbeek","1","0","0","0","0","0","0","0","0","0"
"Boutersem","0","0","0","1","0","0","0","0","0","0"
"Holsbeek","0","0","0","0","1","0","0","0","0","0"
"Lubbeek","0","0","0","0","0","0","1","0","0","0"
"PZ GETEVALLEI","7","4","0","7","3","3","1","1","0","0"
"Hoegaarden","0","0","0","0","0","0","0","0","0","0"
"Landen","0","1","0","0","1","0","1","0","0","0"
"Linter","0","0","0","0","0","0","0","0","0","0"
"Tienen","7","3","0","7","2","3","0","1","0","0"
"Zoutleeuw","0","0","0","0","0","0","0","0","0","0"
"PZ LEUVEN","22","15","8","6","12","3","5","3","6","0"
"Leuven","22","15","8","6","12","3","5","3","6","0"
"PZ VOER EN DIJLE","2","0","1","0","3","2","0","0","0","0"
"Bertem","0","0","0","0","0","1","0","0","0","0"
"Huldenberg","0","0","0","0","0","0","0","0","0","0"
"Oud-Heverlee","0","0","0","0","1","0","0","0","0","0"
"Tervuren","2","0","1","0","2","1","0","0","0","0"
"ZONE HAGELAND","0","0","0","0","0","0","0","0","0","0"
"Bekkevoort","0","0","0","0","0","0","0","0","0","0"
"Geetbets","0","0","0","0","0","0","0","0","0","0"
"Glabbeek","0","0","0","0","0","0","0","0","0","0"
"Kortenaken","0","0","0","0","0","0","0","0","0","0"
"Tielt-Winge","0","0","0","0","0","0","0","0","0","0"
"West-Vlaanderen","77","117","100","82","94","49","23","31","25","3"
"West-Vlaanderen","77","117","100","82","94","49","23","31","25","3"
"GAVERS","1","0","0","1","2","4","0","0","0","0"
"Deerlijk","0","0","0","0","0","1","0","0","0","0"
"Harelbeke","1","0","0","1","2","3","0","0","0","0"
"GRENSLEIE","6","7","10","13","18","4","1","2","1","0"
"Ledegem","0","0","0","0","0","0","0","0","0","0"
"Menen","6","6","9","13","15","3","0","2","1","0"
"Wevelgem","0","1","1","0","3","1","1","0","0","0"
"Geen PZ toegekend - Noordzee","0","0","0","0","0","0","0","0","0","0"
"Noordzee","0","0","0","0","0","0","0","0","0","0"
"MIDOW","0","6","1","1","0","0","0","0","0","0"
"Dentergem","0","0","1","0","0","0","0","0","0","0"
"Ingelmunster","0","6","0","1","0","0","0","0","0","0"
"Meulebeke","0","0","0","0","0","0","0","0","0","0"
"Oostrozebeke","0","0","0","0","0","0","0","0","0","0"
"Wielsbeke","0","0","0","0","0","0","0","0","0","0"
"MIRA","1","1","3","1","0","0","0","1","0","0"
"Anzegem","0","0","0","0","0","0","0","0","0","0"
"Avelgem","0","0","0","1","0","0","0","0","0","0"
"Spiere-Helkijn","0","0","0","0","0","0","0","0","0","0"
"Waregem","1","0","3","0","0","0","0","1","0","0"
"Zwevegem","0","1","0","0","0","0","0","0","0","0"
"POLDER","0","1","0","2","0","1","0","0","0","0"
"Diksmuide","0","0","0","1","0","1","0","0","0","0"
"Houthulst","0","0","0","0","0","0","0","0","0","0"
"Koekelare","0","1","0","1","0","0","0","0","0","0"
"Kortemark","0","0","0","0","0","0","0","0","0","0"
"POLITIEZONE ARRO IEPER","4","6","9","5","2","1","0","1","0","0"
"Heuvelland","0","0","0","0","0","0","0","0","0","0"
"Ieper","3","4","6","3","1","0","0","1","0","0"
"Langemark-Poelkapelle","0","0","0","0","0","0","0","0","0","0"
"Mesen","0","0","0","0","0","0","0","0","0","0"
"Moorslede","0","0","0","0","0","0","0","0","0","0"
"Poperinge","0","0","0","2","0","0","0","0","0","0"
"Staden","0","0","1","0","0","0","0","0","0","0"
"Vleteren","0","0","0","0","0","0","0","0","0","0"
"Wervik","0","2","2","0","1","1","0","0","0","0"
"Zonnebeke","1","0","0","0","0","0","0","0","0","0"
"POLITIEZONE HET HOUTSCHE","0","1","1","0","0","1","0","0","0","0"
"Beernem","0","0","0","0","0","0","0","0","0","0"
"Oostkamp","0","1","1","0","0","1","0","0","0","0"
"Zedelgem","0","0","0","0","0","0","0","0","0","0"
"POLITIEZONE KOUTER","1","2","2","0","0","0","1","1","1","0"
"Gistel","1","0","0","0","0","0","0","1","0","0"
"Ichtegem","0","0","1","0","0","0","0","0","0","0"
"Jabbeke","0","0","0","0","0","0","0","0","1","0"
"Oudenburg","0","0","0","0","0","0","0","0","0","0"
"Torhout","0","2","1","0","0","0","1","0","0","0"
"POLITIEZONE MIDDELKERKE","2","3","5","1","0","1","0","2","0","0"
"Middelkerke","2","3","5","1","0","1","0","2","0","0"
"POLITIEZONE RIHO","2","8","17","14","11","2","4","0","2","0"
"Hooglede","0","0","0","0","0","0","1","0","0","0"
"Izegem","1","5","3","3","2","1","0","0","1","0"
"Roeselare","1","3","14","11","9","1","3","0","1","0"
"POLITIEZONE SPOORKIN","0","0","0","0","2","0","0","0","0","0"
"Alveringem","0","0","0","0","0","0","0","0","0","0"
"Lo-Reninge","0","0","0","0","0","0","0","0","0","0"
"Veurne","0","0","0","0","2","0","0","0","0","0"
"PZ BLANKENBERGE/ZUIENKERKE","1","3","3","5","4","1","2","0","1","0"
"Blankenberge","1","3","3","5","4","1","2","0","1","0"
"Zuienkerke","0","0","0","0","0","0","0","0","0","0"
"PZ BREDENE/DE HAAN","3","0","1","1","1","0","0","0","0","0"
"Bredene","0","0","0","1","0","0","0","0","0","0"
"De Haan","3","0","1","0","1","0","0","0","0","0"
"PZ BRUGGE","6","15","13","2","21","13","5","4","7","2"
"Brugge","6","15","13","2","21","13","5","4","7","2"
"PZ DAMME/KNOKKE-HEIST","7","5","0","4","1","3","0","1","1","0"
"Damme","0","0","0","0","0","0","0","0","0","0"
"Knokke-Heist","7","5","0","4","1","3","0","1","1","0"
"PZ OOSTENDE","17","32","17","10","17","6","5","12","4","1"
"Oostende","17","32","17","10","17","6","5","12","4","1"
"REGIO TIELT","1","3","3","6","2","1","0","0","1","0"
"Ardooie","0","1","0","0","0","0","0","0","0","0"
"Lichtervelde","0","0","0","0","0","0","0","0","0","0"
"Pittem","0","0","0","0","0","0","0","0","0","0"
"Ruiselede","0","0","0","0","0","0","0","0","0","0"
"Tielt","1","2","3","6","1","1","0","0","1","0"
"Wingene","0","0","0","0","1","0","0","0","0","0"
"VLAS","18","21","12","14","10","7","3","1","7","0"
"Kortrijk","18","21","12","13","10","7","3","1","6","0"
"Kuurne","0","0","0","1","0","0","0","0","1","0"
"Lendelede","0","0","0","0","0","0","0","0","0","0"
"WESTKUST","7","3","3","2","3","4","2","6","0","0"
"De Panne","2","0","0","2","2","1","0","2","0","0"
"Koksijde","4","3","3","0","0","1","2","3","0","0"
"Nieuwpoort","1","0","0","0","1","2","0","1","0","0"
"Waals Gewest","1.164","745","668","671","678","320","310","247","245","51"
