"","2000","2011","2012","2013","2014","2015","2016","2017","2018","2019 (*)"
"Zandhoven","5","21","22","42","21","23","27","17","20","1"
"POLITIEZONE HEIST","7","108","96","94","90","78","49","71","64","13"
"Heist-op-den-Berg","7","108","96","94","90","78","49","71","64","13"
"POLITIEZONE KEMPEN N-O","10","118","80","55","64","51","56","30","38","13"
"Arendonk","5","60","38","27","34","31","20","16","17","4"
"Ravels","4","29","27","19","18","13","30","6","14","3"
"Retie","1","29","15","9","12","7","6","8","7","6"
"POLITIEZONE NOORD","42","166","191","147","123","130","91","98","106","20"
"Kapellen","29","93","131","73","68","80","47","46","54","12"
"Stabroek","13","73","60","74","55","50","44","52","52","8"
"POLITIEZONE NOORDERKEMPEN","9","143","92","72","87","67","34","27","19","64"
"Hoogstraten","4","85","48","25","45","34","14","14","11","64"
"Merksplas","3","27","16","20","11","17","9","5","3","0"
"Rijkevorsel","2","31","28","27","31","16","11","8","5","0"
"POLITIEZONE RUPEL","73","307","354","233","242","221","239","237","260","65"
"Boom","25","105","137","68","99","91","96","83","61","18"
"Hemiksem","14","54","56","46","33","41","34","38","59","13"
"Niel","7","52","49","57","38","24","46","30","56","8"
"Rumst","24","65","71","31","50","41","39","56","54","8"
"Schelle","3","31","41","31","22","24","24","30","30","18"
"PZ BRASSCHAAT","90","174","108","74","89","50","67","72","89","26"
"Brasschaat","90","174","108","74","89","50","67","72","89","26"
"PZ GEEL/LAAKDAL/MEERHOUT","36","190","216","61","22","47","107","86","102","20"
"Geel","31","143","177","41","12","32","76","61","69","16"
"Laakdal","3","31","18","15","5","6","14","14","20","1"
"Meerhout","2","16","21","5","5","9","17","11","13","3"
"PZ KLEIN-BRABANT","36","180","156","137","101","116","91","101","120","34"
"Bornem","16","76","70","68","51","63","56","52","59","17"
"Puurs-Sint-Amands","20","104","86","69","50","53","35","49","61","17"
"PZ LIER","77","179","134","131","127","97","104","69","139","19"
"Lier","77","179","134","131","127","97","104","69","139","19"
"PZ MEWI","219","590","445","508","416","381","376","382","402","85"
"Mechelen","182","454","346","412","328","297","307","282","305","76"
"Willebroek","37","136","99","96","88","84","69","100","97","9"
"PZ SCHOTEN","24","145","108","172","112","134","129","88","114","17"
"Schoten","24","145","108","172","112","134","129","88","114","17"
"PZ ZWIJNDRECHT","46","94","80","101","83","65","73","62","39","17"
"Zwijndrecht","46","94","80","101","83","65","73","62","39","17"
"VOORKEMPEN","37","205","209","152","166","113","145","137","129","33"
"Brecht","8","74","59","40","48","34","54","49","56","8"
"Malle","8","46","47","27","42","31","24","36","21","11"
"Schilde","16","49","64","47","38","31","39","34","26","4"
"Zoersel","5","36","39","38","38","17","28","18","26","10"
"ZONE NETELAND","46","285","221","64","34","34","26","37","32","10"
"Grobbendonk","4","43","18","10","4","8","2","11","3","0"
"Herentals","32","160","140","42","21","11","14","15","15","7"
"Herenthout","3","18","13","3","3","4","2","3","4","1"
"Olen","5","40","35","6","5","5","6","5","6","2"
"Vorselaar","2","24","15","3","1","6","2","3","4","0"
"ZUIDERKEMPEN","12","94","97","60","23","22","25","32","40","12"
"Herselt","2","17","26","16","11","7","4","9","13","1"
"Hulshout","2","24","20","7","6","5","6","10","5","3"
"Westerlo","8","53","51","37","6","10","15","13","22","8"
"Limburg","1.211","3.046","3.089","2.659","2.364","2.301","1.966","2.210","2.090","461"
"Limburg","1.211","3.046","3.089","2.659","2.364","2.301","1.966","2.210","2.090","461"
"KEMPENLAND","55","140","127","84","90","65","57","84","63","14"
"Hechtel-Eksel","10","25","20","17","16","20","8","10","16","5"
"Leopoldsburg","25","86","69","35","46","26","22","35","29","7"
"Peer","20","29","38","32","28","19","27","39","18","2"
"LIMBURG REGIO HOOFDSTAD","195","669","689","579","531","498","395","478","367","80"
"Diepenbeek","21","57","61","49","26","61","30","51","27","7"
"Halen","11","25","15","42","16","20","18","9","15","3"
"Hasselt","117","485","492","400","391","309","280","311","247","44"
"Herk-de-Stad","17","18","23","18","16","27","15","17","16","3"
"Lummen","19","39","28","19","32","28","18","29","27","14"
"Zonhoven","10","45","70","51","50","53","34","61","35","9"
"POLITIEZONE MAASLAND","29","114","116","154","109","91","101","105","90","16"
"Dilsen-Stokkem","10","53","49","85","41","37","44","59","48","4"
"Maaseik","19","61","67","69","68","54","57","46","42","12"
"PZ BERINGEN/HAM/TESSENDERLO","64","188","174","149","133","166","134","172","145","36"
"Beringen","38","108","112","81","82","85","87","78","86","19"
"Ham","8","29","21","17","13","18","10","17","21","3"
"Tessenderlo","18","51","41","51","38","63","37","77","38","14"
"PZ BILZEN/HOESELT/RIEMST","65","181","153","141","121","137","112","105","119","31"
"Bilzen","45","116","99","89","71","85","63","72","73","20"
"Hoeselt","13","24","19","18","16","14","22","10","19","1"
"Riemst","7","41","35","34","34","38","27","23","27","10"
"PZ CARMA","259","592","718","603","498","500","452","482","504","113"
"As","2","23","18","21","16","18","22","8","22","4"
"Bocholt","6","29","50","27","20","27","20","28","24","3"
"Bree","11","58","51","66","46","51","36","29","40","12"
"Genk","162","292","385","312","287","256","245","272","260","62"
"Houthalen-Helchteren","51","111","120","90","67","81","80","84","86","19"
"Kinrooi","5","22","17","32","22","23","16","15","10","4"
"Oudsbergen","11","44","65","35","31","27","25","39","52","6"
"Zutendaal","11","13","12","20","9","17","8","7","10","3"
"PZ GINGELOM/NIEUWERKERKEN/SINT-TRUIDEN","167","233","251","178","221","197","185","175","180","34"
"Gingelom","14","14","16","12","18","15","17","9","15","1"
"Nieuwerkerken","2","11","11","8","4","5","10","7","13","4"
"Sint-Truiden","151","208","224","158","199","177","158","159","152","29"
"PZ HAMONT-ACHEL/PELT","48","119","104","65","66","79","66","54","80","17"
"Hamont-Achel","15","28","24","26","19","14","7","8","14","6"
"Pelt","33","91","80","39","47","65","59","46","66","11"
"PZ HEUSDEN-ZOLDER","59","96","90","88","51","67","56","59","47","19"
"Heusden-Zolder","59","96","90","88","51","67","56","59","47","19"
"PZ KANTON BORGLOON","35","108","96","99","118","76","64","64","82","18"
"Alken","15","30","22","23","25","18","17","13","17","2"
"Borgloon","13","18","30","22","31","20","11","25","25","5"
"Heers","2","17","15","8","19","12","8","9","16","4"
"Kortessem","2","27","19","32","27","13","15","10","15","4"
"Wellen","3","16","10","14","16","13","13","7","9","3"
"PZ LANAKEN/MAASMECHELEN","94","316","305","276","206","212","195","252","209","36"
"Lanaken","60","112","143","69","76","90","72","62","54","6"
"Maasmechelen","34","204","162","207","130","122","123","190","155","30"
"PZ LOMMEL","87","126","93","81","88","91","54","55","57","16"
"Lommel","87","126","93","81","88","91","54","55","57","16"
"PZ VOEREN","7","7","6","10","11","12","16","10","6","2"
"Voeren","7","7","6","10","11","12","16","10","6","2"
"TONGEREN - HERSTAPPE","47","157","167","152","121","110","79","115","141","29"
"Herstappe","0","0","1","0","0","0","0","0","0","0"
"Tongeren","47","157","166","152","121","110","79","115","141","29"
"Oost-Vlaanderen","600","5.976","5.458","4.810","4.481","4.264","4.159","4.073","3.686","946"
"Oost-Vlaanderen","600","5.976","5.458","4.810","4.481","4.264","4.159","4.073","3.686","946"
"BRAKEL","4","39","40","29","33","30","37","27","32","7"
"Brakel","1","22","20","18","19","16","26","15","24","5"
"Horebeke","0","3","3","2","2","3","1","0","1","1"
"Maarkedal","2","4","11","3","7","2","5","7","2","0"
"Zwalm","1","10","6","6","5","9","5","5","5","1"
"BUGGENHOUT - LEBBEKE","17","105","103","103","80","115","91","67","70","14"
"Buggenhout","5","34","33","45","26","36","37","28","29","5"
"Lebbeke","12","71","70","58","54","79","54","39","41","9"
"GERAARDSBERGEN - LIERDE","29","62","50","25","35","88","98","108","86","12"
"Geraardsbergen","29","54","42","20","33","82","97","104","82","11"
"Lierde","0","8","8","5","2","6","1","4","4","1"
"LOKEREN","60","127","131","131","125","120","93","81","102","25"
"Lokeren","60","127","131","131","125","120","93","81","102","25"
"MEETJESLAND CENTRUM","13","149","133","127","90","99","67","73","109","25"
"Eeklo","12","119","105","112","70","83","55","61","93","21"
"Kaprijke","1","21","20","11","7","7","9","7","8","3"
"Sint-Laureins","0","9","8","4","13","9","3","5","8","1"
"POLITIE SINT-NIKLAAS","85","420","380","341","282","244","235","245","245","77"
"Sint-Niklaas","85","420","380","341","282","244","235","245","245","77"
"POLITIEZONE SCHELDE - LEIE","4","113","98","89","69","90","77","70","58","16"
"De Pinte","1","21","19","31","17","21","17","14","14","8"
"Gavere","0","27","32","20","9","22","27","17","13","2"
"Nazareth","3","36","28","25","29","22","20","33","23","5"
"Sint-Martens-Latem","0","29","19","13","14","25","13","6","8","1"
"PZ AALST","17","446","437","319","304","307","279","311","281","58"
"Aalst","17","446","437","319","304","307","279","311","281","58"
"PZ AALTER","3","62","59","58","45","49","53","48","41","8"
"Aalter","3","62","59","58","45","49","53","48","41","8"
"PZ ASSENEDE/EVERGEM","20","94","69","77","82","81","92","85","61","19"
"Assenede","4","34","9","18","16","33","30","26","16","5"
"Evergem","16","60","60","59","66","48","62","59","45","14"
"PZ BERLARE/ZELE","10","152","98","90","76","92","80","92","87","36"
"Berlare","5","38","34","30","28","36","22","28","35","22"
"Zele","5","114","64","60","48","56","58","64","52","14"
"PZ DEINZE/ZULTE/LIEVEGEM","3","179","163","186","132","110","137","121","86","19"
"Deinze","2","102","104","116","76","67","75","75","46","12"
"Lievegem","1","62","40","45","42","32","36","37","30","6"
"Zulte","0","15","19","25","14","11","26","9","10","1"
"PZ DENDERLEEUW/HAALTERT","8","111","117","96","78","85","73","67","111","15"
"Denderleeuw","5","71","72","62","58","51","50","49","57","11"
"Haaltert","3","40","45","34","20","34","23","18","54","4"
"PZ DENDERMONDE","17","185","229","120","206","169","206","163","159","36"
"Dendermonde","17","185","229","120","206","169","206","163","159","36"
"PZ ERPE-MERE/LEDE","3","132","91","102","81","113","71","94","83","16"
"Erpe-Mere","0","59","51","47","42","56","41","57","36","10"
"Lede","3","73","40","55","39","57","30","37","47","6"
"PZ GENT","48","1.843","1.658","1.347","1.308","1.181","1.079","1.136","918","260"
"Gent","48","1.843","1.658","1.347","1.308","1.181","1.079","1.136","918","260"
"PZ HAMME/WAASMUNSTER","45","152","124","129","114","112","115","109","76","18"
"Hamme","35","106","90","104","81","83","85","86","59","15"
"Waasmunster","10","46","34","25","33","29","30","23","17","3"
"PZ KRUIBEKE/TEMSE","36","179","150","153","134","138","137","128","117","40"
"Kruibeke","13","43","34","41","50","41","43","29","33","14"
"Temse","23","136","116","112","84","97","94","99","84","26"
"PZ MALDEGEM","0","42","52","59","73","42","33","32","32","13"
"Maldegem","0","42","52","59","73","42","33","32","32","13"
"PZ NINOVE","7","146","134","146","173","134","96","130","108","16"
"Ninove","7","146","134","146","173","134","96","130","108","16"
"PZ RONSE","48","161","141","150","127","116","195","163","140","33"
"Ronse","48","161","141","150","127","116","195","163","140","33"
"PZ WAASLAND-NOORD","61","285","289","254","269","231","247","215","196","50"
"Beveren","36","208","219","177","166","145","150","159","139","32"
"Sint-Gillis-Waas","5","32","30","43","56","40","41","31","24","7"
"Stekene","20","45","40","34","47","46","56","25","33","11"
"PZ WETTEREN LAARNE WICHELEN","35","198","202","194","135","130","144","129","145","36"
"Laarne","4","22","38","31","34","24","20","24","19","4"
"Wetteren","30","149","132","114","89","93","103","83","93","28"
"Wichelen","1","27","32","49","12","13","21","22","33","4"
"REGIO PUYENBROECK","7","28","14","27","30","23","13","12","10","3"
"Lochristi","3","16","8","11","8","13","8","5","6","1"
"Moerbeke","2","3","2","3","6","3","0","1","1","0"
"Wachtebeke","1","3","2","5","6","4","2","2","1","1"
"Zelzate","1","6","2","8","10","3","3","4","2","1"
"REGIO RHODE & SCHELDE","3","183","151","154","111","123","159","133","121","21"
"Destelbergen","0","59","45","58","39","32","34","35","37","6"
"Melle","0","33","26","22","21","30","51","17","31","6"
"Merelbeke","1","58","56","52","43","37","53","54","40","6"
"Oosterzele","2","33","24","22","8","24","21","27","13","3"
"VLAAMSE ARDENNEN","12","200","197","180","174","131","137","117","98","33"
"Kluisbergen","4","13","12","14","12","13","9","20","11","1"
"Kruisem","2","28","20","22","50","24","32","20","15","4"
"Oudenaarde","5","154","154","138","104","91","90","71","68","27"
"Wortegem-Petegem","1","5","11","6","8","3","6","6","4","1"
"ZOTTEGEM HERZELE StLHOUTEM","5","183","148","124","115","111","115","117","114","40"
"Herzele","3","49","29","37","29","22","30","35","27","5"
"Sint-Lievens-Houtem","1","21","22","12","17","10","16","13","13","1"
"Zottegem","1","113","97","75","69","79","69","69","74","34"
"Vlaams Brabant","1.007","4.441","3.846","3.580","3.407","3.309","2.901","2.754","2.685","655"
"Brussel (Halle-Vilvoorde)","694","2.422","2.241","2.052","2.044","2.081","1.701","1.686","1.667","380"
"Geen PZ toegekend - Brussels Airport","11","60","52","53","57","65","49","46","45","12"
"Brussels Airport","11","60","52","53","57","65","49","46","45","12"
"KASTZE","39","100","102","103","93","74","84","62","82","13"
"Kampenhout","12","17","19","24","16","19","20","15","21","1"
"Steenokkerzeel","8","31","28","35","41","26","17","18","31","4"
"Zemst","19","52","55","44","36","29","47","29","30","8"
"PAJOTTENLAND","29","76","73","80","77","69","45","58","48","11"
"Bever","0","6","4","2","3","8","4","2","6","3"
"Galmaarden","12","13","11","14","8","13","10","8","5","0"
"Gooik","9","19","16","13","11","11","6","16","15","3"
"Herne","2","12","11","10","16","14","7","13","4","1"
"Lennik","4","15","24","24","26","18","13","12","10","2"
"Pepingen","2","11","7","17","13","5","5","7","8","2"
"POL AMOW","32","334","311","246","239","262","193","230","208","50"
"Asse","9","146","128","117","117","101","86","102","92","16"
"Merchtem","6","67","63","51","34","63","32","41","30","13"
"Opwijk","14","44","45","38","42","25","15","34","31","8"
"Wemmel","3","77","75","40","46","73","60","53","55","13"
"POLITIEZONE K-L-M","25","131","120","140","131","218","81","67","82","13"
"Kapelle-op-den-Bos","2","15","17","21","26","21","12","15","9","1"
"Londerzeel","6","70","47","51","55","43","35","26","40","6"
"Meise","17","46","56","68","50","154","34","26","33","6"
"POLITIEZONE TARL","53","167","175","166","170","136","133","125","153","21"
"Affligem","20","37","39","32","36","25","16","21","26","4"
"Liedekerke","11","59","57","68","63","57","74","47","66","5"
"Roosdaal","6","25","26","24","25","16","12","17","16","1"
"Ternat","16","46","53","42","46","38","31","40","45","11"
"PZ DILBEEK","66","147","190","142","109","106","96","119","102","37"
"Dilbeek","66","147","190","142","109","106","96","119","102","37"
"PZ DRUIVENSTREEK","37","114","86","104","102","112","83","67","85","18"
"Hoeilaart","13","30","28","41","29","32","20","25","21","3"
"Overijse","24","84","58","63","73","80","63","42","64","15"
"PZ GRIMBERGEN","39","119","145","105","88","112","88","90","105","30"
"Grimbergen","39","119","145","105","88","112","88","90","105","30"
"PZ ZAVENTEM","70","172","134","147","166","146","130","143","132","31"
"Zaventem","70","172","134","147","166","146","130","143","132","31"
"PZ ZENNEVALLEI","172","472","404","363","378","362","357","321","282","71"
"Beersel","50","94","103","81","101","77","88","62","53","26"
"Halle","71","225","179","175","177","183","163","159","136","26"
"Sint-Pieters-Leeuw","51","153","122","107","100","102","106","100","93","19"
"VILVOORDE - MACHELEN","115","315","241","221","260","241","223","199","210","47"
"Machelen","18","100","78","66","67","65","59","46","66","15"
"Vilvoorde","97","215","163","155","193","176","164","153","144","32"
"WOKRA","2","99","97","81","73","70","62","69","55","13"
"Kraainem","1","56","61","45","40","34","33","31","32","4"
"Wezembeek-Oppem","1","43","36","36","33","36","29","38","23","9"
"ZONE RODE","4","116","111","101","101","108","77","90","78","13"
"Drogenbos","2","50","44","34","39","42","32","29","30","7"
"Linkebeek","1","16","18","16","23","18","11","4","5","2"
"Sint-Genesius-Rode","1","50","49","51","39","48","34","57","43","4"
"Leuven","313","2.019","1.605","1.528","1.363","1.228","1.200","1.068","1.018","275"
"DEMERDAL - DSZ","63","228","152","143","149","112","124","93","79","25"
"Diest","42","174","89","89","104","70","86","53","55","17"
"Scherpenheuvel-Zichem","21","54","63","54","45","42","38","40","24","8"
"HAACHT","11","87","83","76","74","84","79","50","55","7"
"Boortmeerbeek","4","20","30","25","22","17","17","12","13","2"
"Haacht","4","32","37","34","30","34","38","21","21","2"
"Keerbergen","3","35","16","17","22","33","24","17","21","3"
"HERKO","14","93","71","106","108","64","55","63","68","23"
"Herent","6","51","38","61","68","28","31","34","41","12"
"Kortenberg","8","42","33","45","40","36","24","29","27","11"
"POLITIEZONE AARSCHOT","34","117","101","78","103","71","93","75","81","28"
"Aarschot","34","117","101","78","103","71","93","75","81","28"
"POLITIEZONE BRT","27","66","49","73","53","48","49","59","62","14"
"Begijnendijk","7","12","13","16","16","9","11","12","11","4"
"Rotselaar","1","28","17","28","20","25","23","23","26","7"
"Tremelo","19","26","19","29","17","14","15","24","25","3"
"PZ BIERBEEK/BOUTERSEM/HOLSBEEK/LUBBEEK","10","67","51","61","54","43","33","39","38","11"
"Bierbeek","2","19","18","8","16","8","11","7","9","3"
"Boutersem","4","17","11","11","13","8","4","5","12","1"
"Holsbeek","1","2","9","16","13","16","5","11","9","4"
"Lubbeek","3","29","13","26","12","11","13","16","8","3"
"PZ GETEVALLEI","41","288","200","221","220","199","191","164","176","34"
"Hoegaarden","1","16","23","12","11","24","21","14","14","4"
"Landen","10","65","52","44","44","40","41","31","22","7"
"Linter","3","8","7","6","12","10","11","3","8","1"
"Tienen","19","186","109","141","138","109","103","96","122","18"
"Zoutleeuw","8","13","9","18","15","16","15","20","10","4"
"PZ LEUVEN","79","872","693","587","474","469","446","423","342","100"
"Leuven","79","872","693","587","474","469","446","423","342","100"
"PZ VOER EN DIJLE","24","152","145","136","87","95","96","67","76","25"
"Bertem","9","23","20","25","18","15","10","12","13","2"
"Huldenberg","2","11","17","10","9","15","10","8","10","3"
"Oud-Heverlee","8","29","20","26","13","21","11","9","18","6"
"Tervuren","5","89","88","75","47","44","65","38","35","14"
"ZONE HAGELAND","10","49","60","47","41","43","34","35","41","8"
"Bekkevoort","3","11","10","14","17","9","8","6","6","0"
"Geetbets","1","11","9","15","5","6","9","6","9","0"
"Glabbeek","0","3","8","4","3","6","3","6","2","1"
"Kortenaken","2","4","11","3","6","7","4","2","8","2"
"Tielt-Winge","4","20","22","11","10","15","10","15","16","5"
"West-Vlaanderen","990","5.433","4.796","4.273","4.070","3.712","3.442","3.095","3.069","670"
"West-Vlaanderen","990","5.433","4.796","4.273","4.070","3.712","3.442","3.095","3.069","670"
"GAVERS","4","97","85","88","87","66","71","59","78","24"
"Deerlijk","3","20","22","17","22","12","20","8","19","3"
"Harelbeke","1","77","63","71","65","54","51","51","59","21"
"GRENSLEIE","41","305","284","267","252","250","184","200","187","43"
"Ledegem","1","17","15","12","15","18","11","12","9","5"
"Menen","38","189","179","170","179","148","120","128","124","24"
"Wevelgem","2","99","90","85","58","84","53","60","54","14"
"Geen PZ toegekend - Noordzee","0","0","0","0","0","0","0","0","0","0"
"Noordzee","0","0","0","0","0","0","0","0","0","0"
"MIDOW","4","95","101","85","73","58","56","60","73","10"
"Dentergem","1","23","16","14","9","4","7","6","11","0"
"Ingelmunster","1","23","43","25","25","16","10","16","20","1"
"Meulebeke","0","17","19","22","16","16","13","12","17","3"
"Oostrozebeke","2","14","5","7","10","9","6","7","12","4"
"Wielsbeke","0","18","18","17","13","13","20","19","13","2"
"MIRA","10","257","237","194","202","186","191","164","155","41"
"Anzegem","0","21","15","18","16","15","15","23","8","5"
"Avelgem","2","23","30","22","22","12","24","25","25","3"
"Spiere-Helkijn","0","7","9","5","4","6","8","8","10","0"
"Waregem","6","154","136","125","114","111","95","79","78","27"
"Zwevegem","2","52","47","24","46","42","49","29","34","6"
"POLDER","29","163","131","117","117","100","117","76","82","20"
"Diksmuide","15","80","58","39","66","49","41","28","32","10"
"Houthulst","5","17","12","20","14","10","20","15","17","1"
"Koekelare","6","34","26","27","18","24","20","6","10","6"
"Kortemark","3","32","35","31","19","17","36","27","23","3"
"POLITIEZONE ARRO IEPER","74","405","340","342","303","328","295","274","259","91"
"Heuvelland","2","21","4","16","11","23","15","15","11","4"
"Ieper","36","153","119","144","117","135","124","123","121","35"
"Langemark-Poelkapelle","5","21","10","11","16","15","10","10","10","2"
"Mesen","0","1","7","4","3","0","2","2","0","0"
"Moorslede","1","21","22","35","29","13","14","14","17","9"
"Poperinge","16","61","41","45","31","37","41","33","31","17"
"Staden","3","19","19","18","14","22","17","10","9","2"
"Vleteren","1","4","10","5","2","5","5","3","4","0"
"Wervik","10","79","91","39","56","59","47","39","46","17"
"Zonnebeke","0","25","17","25","24","19","20","25","10","5"
"POLITIEZONE HET HOUTSCHE","28","129","218","137","138","113","118","94","109","20"
"Beernem","7","35","49","38","33","33","40","30","32","2"
"Oostkamp","10","54","48","52","61","38","40","36","33","9"
"Zedelgem","11","40","121","47","44","42","38","28","44","9"
"POLITIEZONE KOUTER","58","190","177","177","215","185","153","129","116","29"
"Gistel","15","49","47","47","65","38","28","22","29","7"
"Ichtegem","7","29","27","33","51","30","22","16","23","6"
"Jabbeke","8","23","28","34","22","20","28","23","12","2"
"Oudenburg","5","19","22","13","12","28","24","21","13","1"
"Torhout","23","70","53","50","65","69","51","47","39","13"
"POLITIEZONE MIDDELKERKE","54","195","147","103","85","89","97","67","85","9"
"Middelkerke","54","195","147","103","85","89","97","67","85","9"
"POLITIEZONE RIHO","9","466","345","351","350","320","256","263","268","35"
"Hooglede","1","14","17","24","17","7","13","11","15","4"
"Izegem","1","128","109","95","102","83","80","81","76","7"
"Roeselare","7","324","219","232","231","230","163","171","177","24"
"POLITIEZONE SPOORKIN","28","153","85","64","49","53","55","48","63","8"
"Alveringem","1","14","11","5","5","9","6","8","10","1"
"Lo-Reninge","3","4","5","4","4","0","7","2","6","1"
"Veurne","24","135","69","55","40","44","42","38","47","6"
"PZ BLANKENBERGE/ZUIENKERKE","24","200","141","126","116","119","157","78","97","15"
"Blankenberge","23","196","138","119","114","116","153","73","96","13"
"Zuienkerke","1","4","3","7","2","3","4","5","1","2"
"PZ BREDENE/DE HAAN","21","166","144","133","139","124","97","83","104","17"
"Bredene","8","96","74","73","82","65","56","45","56","8"
"De Haan","13","70","70","60","57","59","41","38","48","9"
"PZ BRUGGE","126","667","650","582","566","453","399","428","401","86"
"Brugge","126","667","650","582","566","453","399","428","401","86"
"PZ DAMME/KNOKKE-HEIST","151","323","235","204","174","170","155","196","192","25"
"Damme","16","21","20","29","11","22","17","11","16","2"
"Knokke-Heist","135","302","215","175","163","148","138","185","176","23"
"PZ OOSTENDE","82","534","494","430","426","378","401","349","269","82"
"Oostende","82","534","494","430","426","378","401","349","269","82"
"REGIO TIELT","25","169","181","158","135","127","87","87","110","22"
"Ardooie","5","29","29","26","23","19","10","14","16","4"
"Lichtervelde","5","19","26","21","18","19","15","12","25","3"
"Pittem","1","9","14","15","6","10","8","10","9","3"
