"","2000","2011","2012","2013","2014","2015","2016","2017","2018","2019 (*)"
"HEKLA","56","71","96","81","66","47","67","54","50","12"
"Aartselaar","7","13","18","11","24","9","13","13","13","1"
"Edegem","28","29","41","32","22","12","25","18","6","0"
"Hove","0","1","0","1","0","1","0","0","2","0"
"Kontich","20","26","35","36","19","24","28","17","27","11"
"Lint","1","2","2","1","1","1","1","6","2","0"
"MINOS","201","271","273","295","259","298","242","243","210","47"
"Boechout","4","13","5","7","6","11","10","6","6","1"
"Borsbeek","18","34","46","46","38","30","46","33","29","6"
"Mortsel","30","42","54","61","37","57","56","46","56","8"
"Wijnegem","142","173","155","171","171","185","119","154","107","30"
"Wommelgem","7","9","13","10","7","15","11","4","12","2"
"POLITIE REGIO TURNHOUT","165","254","290","242","225","217","275","254","277","61"
"Baarle-Hertog","0","1","0","2","0","5","1","1","2","0"
"Beerse","1","3","2","1","2","2","1","3","2","0"
"Kasterlee","6","1","11","7","4","0","3","1","4","1"
"Lille","0","5","9","5","5","2","4","6","3","3"
"Oud-Turnhout","3","5","12","16","10","24","12","30","37","9"
"Turnhout","155","220","252","196","193","170","238","206","211","41"
"Vosselaar","0","19","4","15","11","14","16","7","18","7"
"POLITIE ZARA","11","9","8","13","23","35","15","15","21","7"
"Ranst","8","5","6","10","10","6","5","4","4","1"
"Zandhoven","3","4","2","3","13","29","10","11","17","6"
"POLITIEZONE HEIST","30","25","27","34","26","19","32","25","29","11"
"Heist-op-den-Berg","30","25","27","34","26","19","32","25","29","11"
"POLITIEZONE KEMPEN N-O","6","27","23","29","17","37","21","39","50","11"
"Arendonk","1","3","3","8","6","14","13","16","12","3"
"Ravels","2","13","18","9","5","6","3","16","18","3"
"Retie","3","11","2","12","6","17","5","7","20","5"
"POLITIEZONE NOORD","28","29","42","33","37","33","34","31","30","4"
"Kapellen","24","22","26","22","28","20","16","16","19","3"
"Stabroek","4","7","16","11","9","13","18","15","11","1"
"POLITIEZONE NOORDERKEMPEN","10","39","40","30","22","29","33","40","48","8"
"Hoogstraten","4","24","25","20","10","20","26","28","32","5"
"Merksplas","4","8","6","6","3","6","4","5","6","1"
"Rijkevorsel","2","7","9","4","9","3","3","7","10","2"
"POLITIEZONE RUPEL","30","66","73","96","70","97","73","103","94","26"
"Boom","22","28","42","53","37","37","27","51","55","21"
"Hemiksem","0","6","1","6","2","4","3","8","8","0"
"Niel","2","1","3","2","4","6","2","3","2","0"
"Rumst","6","12","12","15","8","13","11","7","5","0"
"Schelle","0","19","15","20","19","37","30","34","24","5"
"PZ BRASSCHAAT","17","28","26","43","39","36","30","36","34","10"
"Brasschaat","17","28","26","43","39","36","30","36","34","10"
"PZ GEEL/LAAKDAL/MEERHOUT","58","56","70","77","75","99","96","52","66","25"
"Geel","52","53","65","64","57","70","71","34","54","16"
"Laakdal","3","0","2","11","14","17","7","9","11","2"
"Meerhout","3","3","3","2","4","12","18","9","1","7"
"PZ KLEIN-BRABANT","18","33","29","41","21","30","32","61","48","10"
"Bornem","9","23","19","21","14","22","18","27","24","8"
"Puurs-Sint-Amands","9","10","10","20","7","8","14","34","24","2"
"PZ LIER","62","108","117","112","81","90","95","98","127","16"
"Lier","62","108","117","112","81","90","95","98","127","16"
"PZ MEWI","388","358","344","384","354","356","370","342","354","55"
"Mechelen","363","325","307","353","328","332","339","313","300","53"
"Willebroek","25","33","37","31","26","24","31","29","54","2"
"PZ SCHOTEN","18","150","159","129","90","114","114","112","82","28"
"Schoten","18","150","159","129","90","114","114","112","82","28"
"PZ ZWIJNDRECHT","35","39","33","43","35","26","33","34","33","5"
"Zwijndrecht","35","39","33","43","35","26","33","34","33","5"
"VOORKEMPEN","29","68","67","82","88","87","89","102","129","22"
"Brecht","2","20","12","12","15","12","29","36","29","9"
"Malle","5","16","22","26","18","28","16","18","21","4"
"Schilde","21","19","20","15","21","17","28","19","27","4"
"Zoersel","1","13","13","29","34","30","16","29","52","5"
"ZONE NETELAND","56","110","88","87","109","99","77","105","134","40"
"Grobbendonk","2","8","13","3","7","3","6","9","21","6"
"Herentals","40","78","48","67","80","77","56","68","77","24"
"Herenthout","6","7","9","6","15","8","5","5","19","7"
"Olen","6","12","16","11","7","11","9","22","15","3"
"Vorselaar","2","5","2","0","0","0","1","1","2","0"
"ZUIDERKEMPEN","33","32","41","39","57","37","45","76","75","10"
"Herselt","7","5","8","13","28","14","10","23","22","5"
"Hulshout","1","0","1","1","3","4","3","11","12","1"
"Westerlo","25","27","32","25","26","19","32","42","41","4"
"Limburg","728","1.440","1.374","1.400","1.303","1.312","1.336","1.301","1.388","392"
"Limburg","728","1.440","1.374","1.400","1.303","1.312","1.336","1.301","1.388","392"
"KEMPENLAND","10","26","45","36","38","26","32","27","34","13"
"Hechtel-Eksel","1","2","4","7","3","1","1","1","1","1"
"Leopoldsburg","9","17","38","24","26","19","16","12","22","9"
"Peer","0","7","3","5","9","6","15","14","11","3"
"LIMBURG REGIO HOOFDSTAD","103","428","473","413","352","457","414","429","448","123"
"Diepenbeek","3","7","8","4","2","5","3","1","2","1"
"Halen","1","0","2","0","3","0","2","0","1","0"
"Hasselt","92","407","443","392","322","419","371","405","384","96"
"Herk-de-Stad","1","3","6","0","1","8","15","5","6","1"
"Lummen","2","0","4","2","3","2","4","4","15","11"
"Zonhoven","4","11","10","15","21","23","19","14","40","14"
"POLITIEZONE MAASLAND","20","26","38","33","56","46","32","48","63","8"
"Dilsen-Stokkem","1","4","4","9","19","7","7","3","13","2"
"Maaseik","19","22","34","24","37","39","25","45","50","6"
"PZ BERINGEN/HAM/TESSENDERLO","38","56","60","71","64","59","93","68","83","20"
"Beringen","29","32","37","41","42","41","57","52","58","9"
"Ham","0","3","1","2","2","1","1","1","0","0"
"Tessenderlo","9","21","22","28","20","17","35","15","25","11"
"PZ BILZEN/HOESELT/RIEMST","35","33","45","37","36","30","43","39","47","21"
"Bilzen","27","29","39","32","33","29","41","33","43","18"
"Hoeselt","2","1","4","4","3","0","1","5","3","2"
"Riemst","6","3","2","1","0","1","1","1","1","1"
"PZ CARMA","203","380","285","312","311","244","284","299","298","62"
"As","1","2","4","4","2","6","4","16","5","2"
"Bocholt","0","4","4","6","6","1","5","7","6","1"
"Bree","8","31","19","28","16","22","33","27","46","9"
"Genk","155","273","208","238","246","174","179","179","155","40"
"Houthalen-Helchteren","31","47","38","24","20","25","45","48","60","7"
"Kinrooi","0","4","3","2","4","6","7","6","9","1"
"Oudsbergen","4","14","6","8","12","9","9","15","15","1"
"Zutendaal","4","5","3","2","5","1","2","1","2","1"
"PZ GINGELOM/NIEUWERKERKEN/SINT-TRUIDEN","98","148","130","111","108","125","114","104","95","18"
"Gingelom","0","0","1","1","1","1","0","0","0","0"
"Nieuwerkerken","0","0","1","0","0","1","1","0","0","1"
"Sint-Truiden","98","148","128","110","107","123","113","104","95","17"
"PZ HAMONT-ACHEL/PELT","17","23","22","19","27","30","35","33","51","29"
"Hamont-Achel","2","3","1","2","4","6","7","4","6","2"
"Pelt","15","20","21","17","23","24","28","29","45","27"
"PZ HEUSDEN-ZOLDER","19","29","27","22","21","11","19","12","20","8"
"Heusden-Zolder","19","29","27","22","21","11","19","12","20","8"
"PZ KANTON BORGLOON","10","9","9","15","8","8","18","14","24","7"
"Alken","0","1","2","1","4","3","1","4","11","4"
"Borgloon","4","2","2","4","3","2","3","2","5","0"
"Heers","1","3","4","6","0","1","1","3","3","0"
"Kortessem","2","0","0","4","1","1","13","4","4","3"
"Wellen","3","3","1","0","0","1","0","1","1","0"
"PZ LANAKEN/MAASMECHELEN","69","120","105","131","135","101","113","71","89","27"
"Lanaken","23","21","25","34","32","28","21","14","25","3"
"Maasmechelen","46","99","80","97","103","73","92","57","64","24"
"PZ LOMMEL","54","63","58","63","76","64","67","34","26","36"
"Lommel","54","63","58","63","76","64","67","34","26","36"
"PZ VOEREN","0","0","0","0","0","1","0","0","0","0"
"Voeren","0","0","0","0","0","1","0","0","0","0"
"TONGEREN - HERSTAPPE","52","99","77","137","71","110","72","123","110","20"
"Herstappe","0","0","0","0","0","0","0","0","0","0"
"Tongeren","52","99","77","137","71","110","72","123","110","20"
"Oost-Vlaanderen","1.820","3.106","3.096","2.956","2.907","2.977","2.879","3.112","3.237","882"
"Oost-Vlaanderen","1.820","3.106","3.096","2.956","2.907","2.977","2.879","3.112","3.237","882"
"BRAKEL","7","9","4","3","6","10","10","5","14","0"
"Brakel","3","4","2","2","3","5","9","3","11","0"
"Horebeke","0","0","0","0","0","0","0","0","0","0"
"Maarkedal","0","2","1","0","0","0","0","0","1","0"
"Zwalm","4","3","1","1","3","5","1","2","2","0"
"BUGGENHOUT - LEBBEKE","13","10","15","11","16","9","15","34","24","23"
"Buggenhout","4","3","9","4","6","6","6","12","13","2"
"Lebbeke","9","7","6","7","10","3","9","22","11","21"
"GERAARDSBERGEN - LIERDE","49","67","55","45","40","73","55","51","51","14"
"Geraardsbergen","49","67","55","45","40","73","55","50","51","14"
"Lierde","0","0","0","0","0","0","0","1","0","0"
"LOKEREN","61","66","56","74","63","61","62","63","63","14"
"Lokeren","61","66","56","74","63","61","62","63","63","14"
"MEETJESLAND CENTRUM","57","101","118","79","63","70","70","82","56","30"
"Eeklo","54","99","117","79","62","68","68","76","54","29"
"Kaprijke","3","1","1","0","1","1","2","6","2","0"
"Sint-Laureins","0","1","0","0","0","1","0","0","0","1"
"POLITIE SINT-NIKLAAS","200","253","262","269","260","354","284","315","275","78"
"Sint-Niklaas","200","253","262","269","260","354","284","315","275","78"
"POLITIEZONE SCHELDE - LEIE","109","42","51","41","65","68","60","67","91","21"
"De Pinte","1","0","3","1","18","12","13","13","8","1"
"Gavere","3","6","7","4","6","6","9","16","22","3"
"Nazareth","105","29","31","29","32","43","30","35","54","16"
"Sint-Martens-Latem","0","7","10","7","9","7","8","3","7","1"
"PZ AALST","164","240","199","216","189","204","145","179","195","47"
"Aalst","164","240","199","216","189","204","145","179","195","47"
"PZ AALTER","9","12","23","15","23","15","7","12","35","11"
"Aalter","9","12","23","15","23","15","7","12","35","11"
"PZ ASSENEDE/EVERGEM","5","21","22","23","44","65","64","46","52","11"
"Assenede","0","2","4","0","13","24","22","11","9","0"
"Evergem","5","19","18","23","31","41","42","35","43","11"
"PZ BERLARE/ZELE","19","18","22","27","32","30","36","18","41","4"
"Berlare","6","8","4","2","5","5","5","2","10","0"
"Zele","13","10","18","25","27","25","31","16","31","4"
"PZ DEINZE/ZULTE/LIEVEGEM","43","60","76","53","78","78","102","105","114","17"
"Deinze","23","48","55","28","43","46","59","45","57","14"
"Lievegem","12","8","17","21","25","16","39","55","47","1"
"Zulte","8","4","4","4","10","16","4","5","10","2"
"PZ DENDERLEEUW/HAALTERT","23","47","43","30","39","53","27","48","48","13"
"Denderleeuw","17","43","37","26","32","41","23","38","43","10"
"Haaltert","6","4","6","4","7","12","4","10","5","3"
"PZ DENDERMONDE","66","107","86","99","81","89","73","91","88","18"
"Dendermonde","66","107","86","99","81","89","73","91","88","18"
"PZ ERPE-MERE/LEDE","6","17","25","29","30","34","29","23","34","22"
"Erpe-Mere","4","7","5","11","9","4","4","9","9","4"
"Lede","2","10","20","18","21","30","25","14","25","18"
"PZ GENT","640","1.381","1.435","1.321","1.214","1.073","1.166","1.264","1.335","353"
"Gent","640","1.381","1.435","1.321","1.214","1.073","1.166","1.264","1.335","353"
"PZ HAMME/WAASMUNSTER","7","36","29","22","22","39","26","27","12","7"
"Hamme","6","36","28","19","17","33","22","25","10","6"
"Waasmunster","1","0","1","3","5","6","4","2","2","1"
"PZ KRUIBEKE/TEMSE","19","52","65","60","60","50","27","39","36","9"
"Kruibeke","5","13","14","9","10","4","3","7","2","1"
"Temse","14","39","51","51","50","46","24","32","34","8"
"PZ MALDEGEM","15","19","32","26","16","31","30","25","22","6"
"Maldegem","15","19","32","26","16","31","30","25","22","6"
"PZ NINOVE","27","84","95","80","104","77","91","110","117","24"
"Ninove","27","84","95","80","104","77","91","110","117","24"
"PZ RONSE","85","58","59","62","62","45","99","81","80","34"
"Ronse","85","58","59","62","62","45","99","81","80","34"
"PZ WAASLAND-NOORD","42","79","71","54","62","105","76","92","98","29"
"Beveren","21","48","55","35","47","73","40","62","63","23"
"Sint-Gillis-Waas","5","11","10","13","7","25","21","11","21","4"
"Stekene","16","20","6","6","8","7","15","19","14","2"
"PZ WETTEREN LAARNE WICHELEN","36","75","33","53","68","41","72","57","63","13"
"Laarne","4","1","0","1","4","1","2","2","3","1"
"Wetteren","30","74","33","50","62","37","70","54","58","11"
"Wichelen","2","0","0","2","2","3","0","1","2","1"
"REGIO PUYENBROECK","29","69","61","92","101","154","131","90","91","20"
"Lochristi","12","35","27","42","37","73","28","30","24","5"
"Moerbeke","0","1","2","13","3","1","8","1","13","0"
"Wachtebeke","3","5","4","2","3","8","1","2","2","2"
"Zelzate","14","28","28","35","58","72","94","57","52","13"
"REGIO RHODE & SCHELDE","22","46","49","51","51","24","29","74","82","21"
"Destelbergen","3","7","4","4","6","4","9","6","15","5"
"Melle","3","5","5","9","7","3","8","8","1","0"
"Merelbeke","13","31","39","36","37","17","12","60","62","14"
"Oosterzele","3","3","1","2","1","0","0","0","4","2"
"VLAAMSE ARDENNEN","35","83","66","64","58","74","42","64","84","31"
"Kluisbergen","1","2","4","3","2","0","2","0","2","2"
"Kruisem","1","6","6","10","6","10","5","13","15","8"
"Oudenaarde","33","75","56","51","50","64","35","51","67","21"
"Wortegem-Petegem","0","0","0","0","0","0","0","0","0","0"
"ZOTTEGEM HERZELE StLHOUTEM","32","54","44","57","60","51","51","50","36","12"
"Herzele","4","11","7","9","9","8","12","21","8","5"
"Sint-Lievens-Houtem","0","5","3","4","1","0","3","1","5","1"
"Zottegem","28","38","34","44","50","43","36","28","23","6"
"Vlaams Brabant","1.227","1.833","1.699","1.782","1.554","1.527","1.604","1.638","1.775","399"
"Brussel (Halle-Vilvoorde)","589","808","841","865","746","786","767","743","956","203"
"Geen PZ toegekend - Brussels Airport","21","7","6","18","14","23","10","23","33","17"
"Brussels Airport","21","7","6","18","14","23","10","23","33","17"
"KASTZE","7","25","28","47","54","41","42","36","70","9"
"Kampenhout","3","7","9","18","14","14","17","11","20","4"
"Steenokkerzeel","1","2","2","2","3","1","1","9","17","0"
"Zemst","3","16","17","27","37","26","24","16","33","5"
"PAJOTTENLAND","6","3","7","5","6","10","9","16","23","1"
"Bever","0","0","0","0","0","0","0","0","0","0"
"Galmaarden","2","1","1","2","0","3","6","7","7","1"
"Gooik","1","1","0","1","0","1","0","0","4","0"
"Herne","1","0","1","0","1","0","0","1","0","0"
"Lennik","2","1","5","2","5","6","3","4","6","0"
"Pepingen","0","0","0","0","0","0","0","4","6","0"
"POL AMOW","33","74","60","58","55","59","54","79","96","16"
"Asse","18","47","32","26","26","29","23","28","26","2"
"Merchtem","3","13","12","10","16","12","10","14","10","2"
"Opwijk","3","5","8","2","6","2","6","9","22","3"
"Wemmel","9","9","8","20","7","16","15","28","38","9"
"POLITIEZONE K-L-M","9","25","24","64","42","39","41","50","53","8"
"Kapelle-op-den-Bos","0","3","3","19","9","6","7","6","14","4"
"Londerzeel","6","19","15","26","12","21","19","20","27","2"
"Meise","3","3","6","19","21","12","15","24","12","2"
"POLITIEZONE TARL","14","42","42","23","22","37","25","22","60","25"
"Affligem","1","5","3","0","1","5","3","2","12","3"
"Liedekerke","4","24","28","10","8","18","9","6","14","8"
"Roosdaal","0","0","1","1","0","1","0","0","7","1"
"Ternat","9","13","10","12","13","13","13","14","27","13"
"PZ DILBEEK","26","32","35","25","26","38","37","55","52","11"
"Dilbeek","26","32","35","25","26","38","37","55","52","11"
"PZ DRUIVENSTREEK","18","11","24","23","17","17","27","18","41","2"
"Hoeilaart","3","0","4","1","5","2","4","4","30","1"
"Overijse","15","11","20","22","12","15","23","14","11","1"
"PZ GRIMBERGEN","25","43","43","47","48","41","34","24","31","8"
"Grimbergen","25","43","43","47","48","41","34","24","31","8"
"PZ ZAVENTEM","18","42","40","38","39","43","50","36","31","12"
"Zaventem","18","42","40","38","39","43","50","36","31","12"
"PZ ZENNEVALLEI","206","212","180","183","177","158","165","134","167","29"
"Beersel","22","27","19","17","24","16","18","25","45","5"
"Halle","53","87","89","82","82","73","60","59","68","16"
"Sint-Pieters-Leeuw","131","98","72","84","71","69","87","50","54","8"
"VILVOORDE - MACHELEN","86","200","250","221","162","176","193","146","199","48"
"Machelen","29","27","48","37","30","37","33","26","47","17"
"Vilvoorde","57","173","202","184","132","139","160","120","152","31"
"WOKRA","40","38","20","36","31","28","13","31","32","5"
"Kraainem","34","33","19","32","25","24","11","23","30","5"
"Wezembeek-Oppem","6","5","1","4","6","4","2","8","2","0"
"ZONE RODE","80","54","82","77","53","76","67","73","68","12"
"Drogenbos","77","47","76","75","50","67","61","66","57","6"
"Linkebeek","0","4","2","1","0","1","2","3","2","1"
"Sint-Genesius-Rode","3","3","4","1","3","8","4","4","9","5"
"Leuven","638","1.025","858","917","808","741","837","895","819","196"
"DEMERDAL - DSZ","57","90","74","63","88","65","96","108","78","24"
"Diest","52","82","66","55","78","52","87","89","64","18"
"Scherpenheuvel-Zichem","5","8","8","8","10","13","9","19","14","6"
"HAACHT","18","19","23","45","39","23","40","35","27","5"
"Boortmeerbeek","6","10","8","30","17","10","22","12","9","2"
"Haacht","1","8","12","13","18","6","9","12","9","3"
"Keerbergen","11","1","3","2","4","7","9","11","9","0"
"HERKO","9","14","10","31","19","12","10","14","22","4"
"Herent","4","10","8","23","16","5","6","12","18","4"
"Kortenberg","5","4","2","8","3","7","4","2","4","0"
"POLITIEZONE AARSCHOT","27","28","34","47","34","28","48","47","44","1"
"Aarschot","27","28","34","47","34","28","48","47","44","1"
"POLITIEZONE BRT","8","13","11","21","26","6","28","39","32","4"
"Begijnendijk","1","6","6","5","10","2","15","17","5","1"
"Rotselaar","3","2","2","5","3","2","1","11","7","0"
"Tremelo","4","5","3","11","13","2","12","11","20","3"
"PZ BIERBEEK/BOUTERSEM/HOLSBEEK/LUBBEEK","26","26","39","26","27","32","29","23","18","5"
"Bierbeek","24","23","29","16","21","19","14","13","9","2"
"Boutersem","0","2","8","7","3","4","3","3","7","3"
"Holsbeek","2","0","1","1","0","2","9","3","1","0"
"Lubbeek","0","1","1","2","3","7","3","4","1","0"
"PZ GETEVALLEI","82","130","102","109","133","123","125","148","128","31"
"Hoegaarden","3","0","0","1","4","1","1","0","0","0"
"Landen","4","15","15","22","11","24","13","16","18","3"
"Linter","0","1","1","0","0","2","2","0","2","0"
"Tienen","73","113","81","84","113","94","106","129","107","27"
"Zoutleeuw","2","1","5","2","5","2","3","3","1","1"
"PZ LEUVEN","368","669","523","531","412","421","425","453","424","113"
"Leuven","368","669","523","531","412","421","425","453","424","113"
"PZ VOER EN DIJLE","11","17","15","16","13","15","9","5","10","3"
"Bertem","1","1","1","2","0","4","3","0","2","0"
"Huldenberg","0","1","3","3","0","2","0","1","0","0"
"Oud-Heverlee","0","3","2","2","2","0","1","0","0","0"
"Tervuren","10","12","9","9","11","9","5","4","8","3"
"ZONE HAGELAND","32","19","27","28","17","16","27","23","36","6"
"Bekkevoort","2","1","1","3","1","0","2","0","2","0"
"Geetbets","1","0","0","0","0","0","0","0","1","0"
"Glabbeek","0","0","1","0","0","0","0","2","0","0"
"Kortenaken","2","0","1","0","0","0","0","0","0","0"
"Tielt-Winge","27","18","24","25","16","16","25","21","33","6"
"West-Vlaanderen","1.373","2.598","2.363","2.354","2.470","2.128","2.217","2.294","2.542","604"
"West-Vlaanderen","1.373","2.598","2.363","2.354","2.470","2.128","2.217","2.294","2.542","604"
"GAVERS","19","29","20","15","28","22","20","19","27","9"
"Deerlijk","3","4","4","4","7","2","6","0","0","1"
"Harelbeke","16","25","16","11","21","20","14","19","27","8"
"GRENSLEIE","83","86","95","93","87","100","93","81","86","14"
"Ledegem","5","2","2","1","0","0","1","0","3","0"
"Menen","46","51","57","58","53","50","64","45","55","7"
"Wevelgem","32","33","36","34","34","50","28","36","28","7"
"Geen PZ toegekend - Noordzee","0","0","0","0","0","0","0","0","0","0"
"Noordzee","0","0","0","0","0","0","0","0","0","0"
"MIDOW","15","20","32","16","26","20","15","9","12","7"
"Dentergem","3","0","1","0","3","0","1","1","1","0"
"Ingelmunster","8","16","22","14","10","8","6","4","7","3"
"Meulebeke","1","1","1","1","1","2","3","1","2","3"
"Oostrozebeke","3","3","7","1","11","9","5","3","2","0"
"Wielsbeke","0","0","1","0","1","1","0","0","0","1"
"MIRA","54","95","79","79","97","106","125","104","87","30"
"Anzegem","4","8","6","10","16","8","11","8","5","2"
"Avelgem","17","9","15","16","15","20","15","30","12","1"
"Spiere-Helkijn","0","2","0","0","0","1","0","1","0","0"
"Waregem","29","69","55","49","59","67","84","53","66","25"
"Zwevegem","4","7","3","4","7","10","15","12","4","2"
"POLDER","30","36","26","26","26","19","35","24","40","10"
"Diksmuide","25","24","16","18","15","12","20","14","17","7"
"Houthulst","0","1","4","1","3","2","4","4","6","1"
"Koekelare","3","2","1","2","4","1","4","3","7","0"
"Kortemark","2","9","5","5","4","4","7","3","10","2"
"POLITIEZONE ARRO IEPER","63","107","110","108","108","88","89","103","87","39"
"Heuvelland","3","6","7","6","3","6","8","0","2","2"
"Ieper","23","50","60","55","45","31","45","55","54","26"
"Langemark-Poelkapelle","5","4","1","3","2","3","3","3","1","0"
"Mesen","0","0","0","0","0","0","0","0","0","0"
"Moorslede","6","19","15","22","27","21","10","16","9","2"
"Poperinge","15","9","17","11","17","17","13","11","13","3"
"Staden","3","0","1","0","2","1","0","0","0","0"
"Vleteren","1","0","0","0","0","1","0","0","0","0"
"Wervik","4","10","8","8","3","8","5","12","8","5"
"Zonnebeke","3","9","1","3","9","0","5","6","0","1"
"POLITIEZONE HET HOUTSCHE","21","35","31","35","47","38","31","34","46","15"
"Beernem","4","7","5","6","14","12","10","11","9","1"
"Oostkamp","6","18","11","9","12","8","10","10","16","9"
"Zedelgem","11","10","15","20","21","18","11","13","21","5"
"POLITIEZONE KOUTER","70","51","39","48","49","34","66","56","71","23"
"Gistel","5","4","3","7","6","2","7","9","11","2"
"Ichtegem","30","4","8","8","3","3","3","0","5","0"
"Jabbeke","5","7","4","4","7","8","31","8","9","7"
"Oudenburg","4","4","3","4","7","4","4","3","6","1"
"Torhout","26","32","21","25","26","17","21","36","40","13"
"POLITIEZONE MIDDELKERKE","31","68","54","50","65","40","45","83","69","14"
"Middelkerke","31","68","54","50","65","40","45","83","69","14"
"POLITIEZONE RIHO","77","328","324","325","254","297","282","328","336","95"
"Hooglede","3","1","6","3","3","11","2","3","6","1"
"Izegem","19","31","42","50","58","61","69","87","53","24"
"Roeselare","55","296","276","272","193","225","211","238","277","70"
"POLITIEZONE SPOORKIN","15","39","39","17","23","18","28","24","21","5"
"Alveringem","2","1","0","0","0","0","0","0","2","0"
"Lo-Reninge","1","4","4","1","0","2","1","2","1","0"
"Veurne","12","34","35","16","23","16","27","22","18","5"
"PZ BLANKENBERGE/ZUIENKERKE","33","75","80","94","73","86","95","61","121","26"
"Blankenberge","33","75","80","94","73","86","95","61","121","26"
"Zuienkerke","0","0","0","0","0","0","0","0","0","0"
"PZ BREDENE/DE HAAN","18","37","36","37","55","40","51","43","68","6"
"Bredene","5","26","26","30","45","31","44","35","61","5"
"De Haan","13","11","10","7","10","9","7","8","7","1"
"PZ BRUGGE","213","466","487","454","467","363","363","347","400","116"
"Brugge","213","466","487","454","467","363","363","347","400","116"
"PZ DAMME/KNOKKE-HEIST","90","118","99","110","156","155","124","107","104","16"
"Damme","3","1","3","1","3","2","4","1","0","1"
"Knokke-Heist","87","117","96","109","153","153","120","106","104","15"
"PZ OOSTENDE","234","433","278","282","289","247","277","323","367","68"
"Oostende","234","433","278","282","289","247","277","323","367","68"
"REGIO TIELT","14","30","31","94","98","86","73","104","126","18"
"Ardooie","0","1","1","2","8","1","0","4","1","2"
"Lichtervelde","0","3","2","1","0","0","0","2","2","0"
"Pittem","1","1","1","5","9","2","1","9","1","1"
"Ruiselede","0","3","0","1","0","0","0","1","0","0"
