"","2000","2011","2012","2013","2014","2015","2016","2017","2018","2019 (*)"
"Zwijndrecht","20","16","9","5","7","8","8","9","8","1"
"VOORKEMPEN","149","30","27","27","37","25","32","27","23","4"
"Brecht","62","9","12","9","21","8","11","8","7","3"
"Malle","15","6","5","6","4","1","4","8","6","0"
"Schilde","41","8","4","6","5","9","9","6","4","0"
"Zoersel","31","7","6","6","7","7","8","5","6","1"
"ZONE NETELAND","135","32","24","27","37","38","28","15","14","1"
"Grobbendonk","25","7","3","6","10","5","6","2","2","0"
"Herentals","54","13","12","14","16","22","12","12","4","0"
"Herenthout","21","1","2","3","2","7","4","1","3","1"
"Olen","27","8","5","3","5","2","3","0","2","0"
"Vorselaar","8","3","2","1","4","2","3","0","3","0"
"ZUIDERKEMPEN","59","11","10","11","10","7","10","10","4","3"
"Herselt","10","3","5","1","0","2","5","4","0","3"
"Hulshout","10","2","0","0","1","1","1","1","0","0"
"Westerlo","39","6","5","10","9","4","4","5","4","0"
"Limburg","1.940","611","546","514","554","586","538","377","330","88"
"Limburg","1.940","611","546","514","554","586","538","377","330","88"
"KEMPENLAND","46","13","28","14","26","12","19","12","12","3"
"Hechtel-Eksel","11","2","6","4","4","2","1","4","6","1"
"Leopoldsburg","18","5","10","7","9","3","2","1","3","0"
"Peer","17","6","12","3","13","7","16","7","3","2"
"LIMBURG REGIO HOOFDSTAD","468","129","120","103","103","116","100","55","45","9"
"Diepenbeek","36","16","13","8","5","5","9","6","2","0"
"Halen","13","5","9","5","2","5","3","2","0","0"
"Hasselt","350","81","73","61","70","70","65","31","28","7"
"Herk-de-Stad","15","3","4","7","6","6","3","1","0","2"
"Lummen","20","8","15","8","7","16","14","5","7","0"
"Zonhoven","34","16","6","14","13","14","6","10","8","0"
"POLITIEZONE MAASLAND","73","38","42","27","40","52","34","23","19","3"
"Dilsen-Stokkem","27","15","17","12","13","23","9","9","9","1"
"Maaseik","46","23","25","15","27","29","25","14","10","2"
"PZ BERINGEN/HAM/TESSENDERLO","131","22","29","21","27","32","26","12","22","3"
"Beringen","68","11","15","12","19","20","13","9","12","2"
"Ham","23","2","1","2","1","5","3","1","5","0"
"Tessenderlo","40","9","13","7","7","7","10","2","5","1"
"PZ BILZEN/HOESELT/RIEMST","103","25","23","18","20","21","23","19","22","8"
"Bilzen","74","17","12","9","12","11","11","9","13","1"
"Hoeselt","8","4","4","4","0","2","5","4","3","1"
"Riemst","21","4","7","5","8","8","7","6","6","6"
"PZ CARMA","357","142","107","126","144","133","114","93","89","19"
"As","20","5","4","0","4","2","5","2","2","4"
"Bocholt","13","6","11","17","21","7","6","9","9","1"
"Bree","11","14","9","10","19","8","9","15","8","0"
"Genk","203","61","49","51","56","57","51","39","33","5"
"Houthalen-Helchteren","62","29","15","18","15","25","19","13","14","6"
"Kinrooi","9","9","8","9","15","13","9","6","12","3"
"Oudsbergen","23","13","7","14","11","9","10","4","7","0"
"Zutendaal","16","5","4","7","3","12","5","5","4","0"
"PZ GINGELOM/NIEUWERKERKEN/SINT-TRUIDEN","248","40","28","35","16","18","28","20","16","2"
"Gingelom","15","4","6","7","4","0","4","0","1","0"
"Nieuwerkerken","4","3","2","5","0","3","1","1","2","0"
"Sint-Truiden","229","33","20","23","12","15","23","19","13","2"
"PZ HAMONT-ACHEL/PELT","40","39","14","54","50","23","16","27","22","6"
"Hamont-Achel","13","13","2","31","18","9","8","6","10","2"
"Pelt","27","26","12","23","32","14","8","21","12","4"
"PZ HEUSDEN-ZOLDER","44","14","15","16","11","18","20","13","11","5"
"Heusden-Zolder","44","14","15","16","11","18","20","13","11","5"
"PZ KANTON BORGLOON","77","22","13","13","13","6","14","14","4","4"
"Alken","22","5","6","0","7","3","7","2","1","0"
"Borgloon","22","3","5","7","1","1","0","2","0","2"
"Heers","14","10","0","0","2","0","3","5","0","1"
"Kortessem","11","4","2","2","2","1","0","0","3","1"
"Wellen","8","0","0","4","1","1","4","5","0","0"
"PZ LANAKEN/MAASMECHELEN","178","81","73","51","75","120","80","50","41","21"
"Lanaken","76","18","33","27","20","44","27","24","15","8"
"Maasmechelen","102","63","40","24","55","76","53","26","26","13"
"PZ LOMMEL","59","20","29","12","15","9","38","21","14","2"
"Lommel","59","20","29","12","15","9","38","21","14","2"
"PZ VOEREN","11","4","3","3","1","0","3","4","2","3"
"Voeren","11","4","3","3","1","0","3","4","2","3"
"TONGEREN - HERSTAPPE","105","22","22","21","13","26","23","14","11","0"
"Herstappe","0","0","0","0","0","0","0","0","0","0"
"Tongeren","105","22","22","21","13","26","23","14","11","0"
"Oost-Vlaanderen","1.519","759","636","641","612","535","483","360","345","86"
"Oost-Vlaanderen","1.519","759","636","641","612","535","483","360","345","86"
"BRAKEL","14","10","12","7","6","5","6","4","3","2"
"Brakel","5","3","5","5","4","1","3","3","2","0"
"Horebeke","1","0","1","0","1","0","0","0","0","1"
"Maarkedal","6","3","2","0","0","1","0","0","0","0"
"Zwalm","2","4","4","2","1","3","3","1","1","1"
"BUGGENHOUT - LEBBEKE","20","14","7","11","12","12","5","6","3","1"
"Buggenhout","4","3","3","4","5","6","2","2","2","1"
"Lebbeke","16","11","4","7","7","6","3","4","1","0"
"GERAARDSBERGEN - LIERDE","20","15","12","15","14","11","7","8","9","1"
"Geraardsbergen","17","13","8","13","13","11","7","8","9","1"
"Lierde","3","2","4","2","1","0","0","0","0","0"
"LOKEREN","59","25","18","17","16","7","10","8","7","3"
"Lokeren","59","25","18","17","16","7","10","8","7","3"
"MEETJESLAND CENTRUM","23","12","9","12","7","5","11","3","3","0"
"Eeklo","19","10","8","9","5","1","5","1","3","0"
"Kaprijke","2","1","1","2","1","1","1","1","0","0"
"Sint-Laureins","2","1","0","1","1","3","5","1","0","0"
"POLITIE SINT-NIKLAAS","101","43","41","32","25","33","35","24","14","7"
"Sint-Niklaas","101","43","41","32","25","33","35","24","14","7"
"POLITIEZONE SCHELDE - LEIE","67","9","17","21","11","18","12","6","13","1"
"De Pinte","21","1","5","4","0","5","3","3","2","0"
"Gavere","13","0","4","3","4","2","2","0","4","0"
"Nazareth","14","5","6","6","4","3","2","1","1","1"
"Sint-Martens-Latem","19","3","2","8","3","8","5","2","6","0"
"PZ AALST","95","39","29","31","46","24","33","17","22","6"
"Aalst","95","39","29","31","46","24","33","17","22","6"
"PZ AALTER","32","10","11","15","7","5","6","6","1","0"
"Aalter","32","10","11","15","7","5","6","6","1","0"
"PZ ASSENEDE/EVERGEM","22","9","11","10","11","6","10","11","9","3"
"Assenede","11","3","2","4","3","2","4","4","3","1"
"Evergem","11","6","9","6","8","4","6","7","6","2"
"PZ BERLARE/ZELE","26","10","10","7","7","4","17","6","6","1"
"Berlare","5","3","2","1","3","2","5","3","3","0"
"Zele","21","7","8","6","4","2","12","3","3","1"
"PZ DEINZE/ZULTE/LIEVEGEM","69","21","19","30","24","11","22","16","7","4"
"Deinze","47","9","10","16","14","5","13","7","5","2"
"Lievegem","10","5","5","7","6","5","7","5","1","1"
"Zulte","12","7","4","7","4","1","2","4","1","1"
"PZ DENDERLEEUW/HAALTERT","19","13","11","4","12","8","4","11","8","1"
"Denderleeuw","14","6","6","2","10","3","3","7","2","0"
"Haaltert","5","7","5","2","2","5","1","4","6","1"
"PZ DENDERMONDE","32","18","17","21","15","9","8","8","7","3"
"Dendermonde","32","18","17","21","15","9","8","8","7","3"
"PZ ERPE-MERE/LEDE","23","18","7","23","15","11","5","6","3","2"
"Erpe-Mere","12","11","5","19","10","9","4","2","1","0"
"Lede","11","7","2","4","5","2","1","4","2","2"
"PZ GENT","492","253","185","153","152","146","106","94","111","26"
"Gent","492","253","185","153","152","146","106","94","111","26"
"PZ HAMME/WAASMUNSTER","24","13","13","7","14","13","19","6","2","0"
"Hamme","13","9","12","4","4","9","13","1","0","0"
"Waasmunster","11","4","1","3","10","4","6","5","2","0"
"PZ KRUIBEKE/TEMSE","38","17","23","17","19","21","12","7","4","3"
"Kruibeke","12","4","8","7","7","4","6","2","2","2"
"Temse","26","13","15","10","12","17","6","5","2","1"
"PZ MALDEGEM","14","5","4","3","4","8","5","2","3","1"
"Maldegem","14","5","4","3","4","8","5","2","3","1"
"PZ NINOVE","17","20","17","21","20","16","10","9","5","3"
"Ninove","17","20","17","21","20","16","10","9","5","3"
"PZ RONSE","28","20","10","14","16","19","10","8","20","2"
"Ronse","28","20","10","14","16","19","10","8","20","2"
"PZ WAASLAND-NOORD","58","66","68","66","59","57","41","20","23","7"
"Beveren","29","56","57","52","44","34","24","13","19","6"
"Sint-Gillis-Waas","20","5","6","5","3","12","9","4","3","1"
"Stekene","9","5","5","9","12","11","8","3","1","0"
"PZ WETTEREN LAARNE WICHELEN","77","20","21","21","22","15","11","8","6","3"
"Laarne","15","2","4","8","4","3","6","0","2","1"
"Wetteren","50","16","15","12","13","8","3","5","3","2"
"Wichelen","12","2","2","1","5","4","2","3","1","0"
"REGIO PUYENBROECK","33","16","17","15","22","21","24","15","7","0"
"Lochristi","13","2","6","12","12","6","3","3","2","0"
"Moerbeke","8","4","6","0","2","7","8","2","1","0"
"Wachtebeke","4","1","3","1","2","4","4","3","0","0"
"Zelzate","8","9","2","2","6","4","9","7","4","0"
"REGIO RHODE & SCHELDE","48","20","15","22","22","14","24","14","21","2"
"Destelbergen","10","6","9","8","3","2","12","2","5","0"
"Melle","11","4","4","4","9","6","3","3","6","1"
"Merelbeke","15","3","1","6","8","1","7","7","8","0"
"Oosterzele","12","7","1","4","2","5","2","2","2","1"
"VLAAMSE ARDENNEN","41","28","23","32","20","28","23","19","22","1"
"Kluisbergen","5","6","9","5","2","6","3","1","2","0"
"Kruisem","9","8","5","6","4","7","7","2","8","0"
"Oudenaarde","22","12","9","16","13","14","9","14","12","1"
"Wortegem-Petegem","5","2","0","5","1","1","4","2","0","0"
"ZOTTEGEM HERZELE StLHOUTEM","27","15","9","14","14","8","7","18","6","3"
"Herzele","6","6","4","2","7","3","0","7","1","1"
"Sint-Lievens-Houtem","10","4","1","1","0","2","5","4","0","0"
"Zottegem","11","5","4","11","7","3","2","7","5","2"
"Vlaams Brabant","2.117","691","660","587","625","631","488","512","538","131"
"Brussel (Halle-Vilvoorde)","1.402","485","467","397","435","446","385","382","432","108"
"Geen PZ toegekend - Brussels Airport","63","4","21","8","9","33","16","7","3","1"
"Brussels Airport","63","4","21","8","9","33","16","7","3","1"
"KASTZE","131","18","16","13","18","11","5","14","23","5"
"Kampenhout","21","2","4","5","7","2","2","4","3","0"
"Steenokkerzeel","34","6","2","4","2","5","0","4","7","1"
"Zemst","76","10","10","4","9","4","3","6","13","4"
"PAJOTTENLAND","41","9","12","12","15","23","12","8","9","4"
"Bever","2","0","0","2","0","0","1","1","2","1"
"Galmaarden","6","1","2","1","1","1","2","1","0","0"
"Gooik","3","3","3","3","2","9","2","1","1","1"
"Herne","13","0","3","2","4","3","1","1","4","0"
"Lennik","12","4","3","3","4","6","6","2","0","1"
"Pepingen","5","1","1","1","4","4","0","2","2","1"
"POL AMOW","170","68","63","50","54","48","42","30","61","13"
"Asse","72","36","26","31","31","19","25","18","29","7"
"Merchtem","17","8","9","9","6","13","5","2","4","0"
"Opwijk","11","3","5","4","4","2","1","3","3","0"
"Wemmel","70","21","23","6","13","14","11","7","25","6"
"POLITIEZONE K-L-M","83","17","25","25","20","17","18","16","23","2"
"Kapelle-op-den-Bos","18","2","0","1","1","1","0","4","1","0"
"Londerzeel","24","6","9","13","7","7","12","5","9","0"
"Meise","41","9","16","11","12","9","6","7","13","2"
"POLITIEZONE TARL","60","37","29","26","31","19","17","21","21","8"
"Affligem","15","9","6","11","7","9","3","4","6","1"
"Liedekerke","10","8","8","4","6","5","7","4","5","1"
"Roosdaal","13","4","5","2","2","0","2","8","3","0"
"Ternat","22","16","10","9","16","5","5","5","7","6"
"PZ DILBEEK","109","31","29","36","36","42","37","34","28","8"
"Dilbeek","109","31","29","36","36","42","37","34","28","8"
"PZ DRUIVENSTREEK","78","13","17","15","26","12","15","16","10","5"
"Hoeilaart","23","5","6","4","5","1","8","3","4","1"
"Overijse","55","8","11","11","21","11","7","13","6","4"
"PZ GRIMBERGEN","88","22","30","34","22","23","25","31","27","6"
"Grimbergen","88","22","30","34","22","23","25","31","27","6"
"PZ ZAVENTEM","88","50","25","31","50","28","25","36","36","15"
"Zaventem","88","50","25","31","50","28","25","36","36","15"
"PZ ZENNEVALLEI","169","69","83","53","69","93","68","70","70","13"
"Beersel","46","14","26","13","17","26","17","21","24","7"
"Halle","63","17","22","16","25","23","19","18","21","2"
"Sint-Pieters-Leeuw","60","38","35","24","27","44","32","31","25","4"
"VILVOORDE - MACHELEN","168","91","67","53","43","57","54","45","58","12"
"Machelen","54","31","25","14","8","21","10","14","15","2"
"Vilvoorde","114","60","42","39","35","36","44","31","43","10"
"WOKRA","51","26","19","12","14","19","25","27","26","11"
"Kraainem","26","15","9","6","5","7","10","11","13","3"
"Wezembeek-Oppem","25","11","10","6","9","12","15","16","13","8"
"ZONE RODE","103","30","31","29","28","21","26","27","37","5"
"Drogenbos","39","16","15","4","16","5","7","9","12","2"
"Linkebeek","15","6","4","9","2","6","4","4","5","0"
"Sint-Genesius-Rode","49","8","12","16","10","10","15","14","20","3"
"Leuven","715","206","193","190","190","185","103","130","106","23"
"DEMERDAL - DSZ","71","27","28","25","18","17","4","14","7","3"
"Diest","50","24","15","15","11","13","4","12","6","2"
"Scherpenheuvel-Zichem","21","3","13","10","7","4","0","2","1","1"
"HAACHT","53","4","9","9","5","11","4","5","12","5"
"Boortmeerbeek","27","2","2","4","3","6","0","3","8","4"
"Haacht","13","1","5","3","1","2","3","0","3","1"
"Keerbergen","13","1","2","2","1","3","1","2","1","0"
"HERKO","49","18","14","18","28","28","10","9","11","0"
"Herent","22","9","6","8","16","15","5","5","5","0"
"Kortenberg","27","9","8","10","12","13","5","4","6","0"
"POLITIEZONE AARSCHOT","38","19","17","7","11","8","5","9","8","0"
"Aarschot","38","19","17","7","11","8","5","9","8","0"
"POLITIEZONE BRT","36","7","20","12","6","14","8","14","9","1"
"Begijnendijk","4","2","2","3","2","4","2","5","1","0"
"Rotselaar","19","3","3","5","3","8","3","4","6","1"
"Tremelo","13","2","15","4","1","2","3","5","2","0"
"PZ BIERBEEK/BOUTERSEM/HOLSBEEK/LUBBEEK","52","7","8","14","6","8","5","14","6","0"
"Bierbeek","20","2","2","4","0","1","2","5","3","0"
"Boutersem","12","1","3","7","2","5","2","2","1","0"
"Holsbeek","8","3","1","2","3","0","1","4","1","0"
"Lubbeek","12","1","2","1","1","2","0","3","1","0"
"PZ GETEVALLEI","115","44","26","31","25","22","14","25","10","4"
"Hoegaarden","14","3","3","3","0","1","2","2","1","1"
"Landen","24","14","6","13","8","7","3","5","2","1"
"Linter","4","3","1","2","2","0","0","2","1","0"
"Tienen","67","18","16","12","15","12","8","15","6","1"
"Zoutleeuw","6","6","0","1","0","2","1","1","0","1"
"PZ LEUVEN","214","50","38","35","59","36","36","18","27","7"
"Leuven","214","50","38","35","59","36","36","18","27","7"
"PZ VOER EN DIJLE","60","23","22","23","24","25","13","17","14","1"
"Bertem","8","5","4","7","4","5","5","4","1","0"
"Huldenberg","12","5","1","5","4","4","1","1","2","0"
"Oud-Heverlee","10","4","5","4","1","8","2","6","4","1"
"Tervuren","30","9","12","7","15","8","5","6","7","0"
"ZONE HAGELAND","27","7","11","16","8","16","4","5","2","2"
"Bekkevoort","8","2","5","5","3","8","0","2","0","1"
"Geetbets","3","1","4","3","1","2","1","1","1","0"
"Glabbeek","4","1","0","1","0","2","0","0","0","0"
"Kortenaken","5","0","1","2","0","1","1","0","0","1"
"Tielt-Winge","7","3","1","5","4","3","2","2","1","0"
"West-Vlaanderen","1.584","596","434","417","424","443","342","327","290","59"
"West-Vlaanderen","1.584","596","434","417","424","443","342","327","290","59"
"GAVERS","47","20","15","12","15","14","15","7","7","0"
"Deerlijk","14","4","3","5","2","6","5","1","1","0"
"Harelbeke","33","16","12","7","13","8","10","6","6","0"
"GRENSLEIE","131","77","59","47","78","59","29","38","37","7"
"Ledegem","10","6","1","2","3","7","2","1","3","1"
"Menen","89","54","38","37","47","43","17","30","23","4"
"Wevelgem","32","17","20","8","28","9","10","7","11","2"
"Geen PZ toegekend - Noordzee","0","0","0","0","0","0","0","0","0","0"
"Noordzee","0","0","0","0","0","0","0","0","0","0"
"MIDOW","27","13","5","7","9","5","12","8","7","1"
"Dentergem","5","1","2","1","2","1","1","1","0","0"
"Ingelmunster","10","3","0","2","5","0","3","3","2","0"
"Meulebeke","6","4","1","2","0","2","1","3","1","1"
"Oostrozebeke","2","1","0","1","1","1","5","0","3","0"
"Wielsbeke","4","4","2","1","1","1","2","1","1","0"
"MIRA","88","59","33","32","29","40","25","34","24","3"
"Anzegem","4","9","3","7","6","4","4","3","2","0"
"Avelgem","8","8","3","4","2","6","4","6","1","0"
"Spiere-Helkijn","7","2","2","3","2","2","3","4","3","0"
"Waregem","48","19","10","13","11","12","5","9","12","2"
"Zwevegem","21","21","15","5","8","16","9","12","6","1"
"POLDER","26","4","9","8","7","7","10","2","6","0"
"Diksmuide","14","1","6","2","0","2","3","0","1","0"
"Houthulst","5","3","0","1","2","3","1","1","1","0"
"Koekelare","3","0","1","3","2","1","3","0","2","0"
"Kortemark","4","0","2","2","3","1","3","1","2","0"
"POLITIEZONE ARRO IEPER","134","54","58","29","46","43","39","28","30","7"
"Heuvelland","11","4","3","3","2","2","5","2","1","2"
"Ieper","53","13","23","13","14","9","5","4","8","1"
"Langemark-Poelkapelle","2","3","3","0","7","1","6","3","2","0"
"Mesen","6","0","0","2","0","0","1","0","1","0"
"Moorslede","11","6","3","0","3","2","4","3","1","0"
"Poperinge","17","9","6","2","4","6","4","3","7","0"
"Staden","2","1","4","1","3","4","4","5","1","1"
"Vleteren","2","0","0","1","3","3","0","1","1","0"
"Wervik","19","14","11","6","9","9","7","5","6","1"
"Zonnebeke","11","4","5","1","1","7","3","2","2","2"
"POLITIEZONE HET HOUTSCHE","55","10","10","22","14","15","6","7","7","3"
"Beernem","12","2","6","4","5","9","2","2","1","1"
"Oostkamp","21","3","3","12","8","3","1","4","4","2"
"Zedelgem","22","5","1","6","1","3","3","1","2","0"
"POLITIEZONE KOUTER","49","27","14","16","14","10","18","20","8","4"
"Gistel","9","7","3","2","1","4","4","4","2","1"
"Ichtegem","10","4","1","3","2","1","5","2","1","0"
"Jabbeke","9","4","2","4","4","2","0","5","2","1"
"Oudenburg","4","6","3","0","3","2","3","1","1","0"
"Torhout","17","6","5","7","4","1","6","8","2","2"
"POLITIEZONE MIDDELKERKE","50","11","10","11","6","9","7","5","1","0"
"Middelkerke","50","11","10","11","6","9","7","5","1","0"
"POLITIEZONE RIHO","92","54","38","47","31","31","28","28","29","5"
"Hooglede","5","5","4","1","2","3","3","2","1","0"
"Izegem","23","12","13","13","12","10","7","8","13","1"
"Roeselare","64","37","21","33","17","18","18","18","15","4"
"POLITIEZONE SPOORKIN","18","8","8","4","9","9","5","7","5","0"
"Alveringem","5","1","2","1","1","3","1","2","2","0"
"Lo-Reninge","1","0","0","0","1","0","1","2","0","0"
"Veurne","12","7","6","3","7","6","3","3","3","0"
"PZ BLANKENBERGE/ZUIENKERKE","42","9","5","7","5","8","8","2","5","0"
"Blankenberge","40","9","4","6","4","7","5","2","5","0"
"Zuienkerke","2","0","1","1","1","1","3","0","0","0"
"PZ BREDENE/DE HAAN","35","10","4","4","10","13","13","10","6","0"
"Bredene","19","7","1","0","3","5","8","7","1","0"
"De Haan","16","3","3","4","7","8","5","3","5","0"
"PZ BRUGGE","131","39","33","39","23","35","23","24","19","7"
"Brugge","131","39","33","39","23","35","23","24","19","7"
"PZ DAMME/KNOKKE-HEIST","56","26","16","16","20","21","20","17","21","1"
"Damme","8","4","1","4","1","3","2","1","3","0"
"Knokke-Heist","48","22","15","12","19","18","18","16","18","1"
"PZ OOSTENDE","211","38","22","20","26","16","14","25","27","5"
"Oostende","211","38","22","20","26","16","14","25","27","5"
"REGIO TIELT","34","14","17","19","12","18","18","17","9","6"
"Ardooie","4","3","3","3","2","4","3","0","1","0"
"Lichtervelde","8","1","2","2","2","4","2","5","1","0"
"Pittem","5","4","2","2","1","2","4","1","0","0"
"Ruiselede","6","0","0","2","1","0","0","2","1","0"
"Tielt","5","4","6","7","3","5","3","7","3","3"
"Wingene","6","2","4","3","3","3","6","2","3","3"
"VLAS","230","86","65","55","58","78","44","37","29","10"
"Kortrijk","212","81","57","48","57","63","38","34","26","10"
"Kuurne","9","4","8","6","1","13","4","3","3","0"
"Lendelede","9","1","0","1","0","2","2","0","0","0"
"WESTKUST","128","37","13","22","12","12","8","11","13","0"
"De Panne","53","19","5","11","3","2","2","4","4","0"
