"","2000","2011","2012","2013","2014","2015","2016","2017","2018","2019 (*)"
"Dilsen-Stokkem","0","5","1","2","2","1","2","8","4","0"
"Maaseik","0","4","3","9","4","7","0","51","4","0"
"PZ BERINGEN/HAM/TESSENDERLO","1","11","10","15","2","9","6","18","6","6"
"Beringen","0","7","9","14","0","4","4","12","4","5"
"Ham","0","0","0","0","0","1","1","0","0","0"
"Tessenderlo","1","4","1","1","2","4","1","6","2","1"
"PZ BILZEN/HOESELT/RIEMST","1","4","3","2","3","6","10","5","6","0"
"Bilzen","1","1","1","1","3","2","10","4","4","0"
"Hoeselt","0","0","2","0","0","1","0","0","1","0"
"Riemst","0","3","0","1","0","3","0","1","1","0"
"PZ CARMA","4","49","37","33","41","33","56","39","31","15"
"As","1","2","1","0","2","1","1","2","1","1"
"Bocholt","0","2","1","0","0","1","0","0","3","0"
"Bree","1","7","0","0","0","0","4","3","3","0"
"Genk","0","22","23","23","33","21","33","21","7","13"
"Houthalen-Helchteren","2","11","2","6","5","6","12","8","11","1"
"Kinrooi","0","1","1","3","0","3","1","0","1","0"
"Oudsbergen","0","3","4","0","1","0","5","5","5","0"
"Zutendaal","0","1","5","1","0","1","0","0","0","0"
"PZ GINGELOM/NIEUWERKERKEN/SINT-TRUIDEN","0","4","8","2","15","5","8","8","13","5"
"Gingelom","0","0","0","0","0","1","2","4","1","1"
"Nieuwerkerken","0","0","0","1","0","0","0","0","6","0"
"Sint-Truiden","0","4","8","1","15","4","6","4","6","4"
"PZ HAMONT-ACHEL/PELT","1","4","5","2","3","3","6","6","7","0"
"Hamont-Achel","0","3","3","0","1","1","0","1","0","0"
"Pelt","1","1","2","2","2","2","6","5","7","0"
"PZ HEUSDEN-ZOLDER","0","5","18","6","4","2","2","3","7","5"
"Heusden-Zolder","0","5","18","6","4","2","2","3","7","5"
"PZ KANTON BORGLOON","0","11","4","4","3","3","4","4","2","0"
"Alken","0","9","1","4","1","0","1","2","0","0"
"Borgloon","0","0","3","0","1","3","1","1","1","0"
"Heers","0","1","0","0","0","0","0","0","0","0"
"Kortessem","0","0","0","0","1","0","1","0","0","0"
"Wellen","0","1","0","0","0","0","1","1","1","0"
"PZ LANAKEN/MAASMECHELEN","17","5","8","9","17","14","10","8","6","1"
"Lanaken","13","1","1","0","6","10","0","6","1","0"
"Maasmechelen","4","4","7","9","11","4","10","2","5","1"
"PZ LOMMEL","1","28","8","6","10","3","10","8","5","0"
"Lommel","1","28","8","6","10","3","10","8","5","0"
"PZ VOEREN","0","1","1","1","0","0","0","0","0","0"
"Voeren","0","1","1","1","0","0","0","0","0","0"
"TONGEREN - HERSTAPPE","5","1","5","8","1","6","5","10","8","2"
"Herstappe","0","0","0","0","0","0","0","0","0","0"
"Tongeren","5","1","5","8","1","6","5","10","8","2"
"Oost-Vlaanderen","32","509","468","376","483","334","393","344","231","60"
"Oost-Vlaanderen","32","509","468","376","483","334","393","344","231","60"
"BRAKEL","0","4","3","1","2","1","6","2","2","0"
"Brakel","0","1","2","0","1","0","6","1","0","0"
"Horebeke","0","0","1","0","0","1","0","0","0","0"
"Maarkedal","0","1","0","1","0","0","0","1","0","0"
"Zwalm","0","2","0","0","1","0","0","0","2","0"
"BUGGENHOUT - LEBBEKE","0","0","5","4","7","6","3","7","2","0"
"Buggenhout","0","0","3","0","6","1","1","3","1","0"
"Lebbeke","0","0","2","4","1","5","2","4","1","0"
"GERAARDSBERGEN - LIERDE","1","1","5","5","0","12","21","9","4","1"
"Geraardsbergen","1","1","5","5","0","11","21","9","4","1"
"Lierde","0","0","0","0","0","1","0","0","0","0"
"LOKEREN","0","17","13","9","20","9","4","7","3","1"
"Lokeren","0","17","13","9","20","9","4","7","3","1"
"MEETJESLAND CENTRUM","1","9","10","1","23","9","8","6","4","1"
"Eeklo","1","3","10","1","10","9","8","6","3","0"
"Kaprijke","0","5","0","0","7","0","0","0","0","0"
"Sint-Laureins","0","1","0","0","6","0","0","0","1","1"
"POLITIE SINT-NIKLAAS","3","24","38","23","28","24","10","21","11","0"
"Sint-Niklaas","3","24","38","23","28","24","10","21","11","0"
"POLITIEZONE SCHELDE - LEIE","1","2","2","0","6","2","24","6","3","1"
"De Pinte","0","0","1","0","3","0","22","4","1","1"
"Gavere","0","0","0","0","1","1","0","0","1","0"
"Nazareth","0","2","0","0","1","1","2","0","1","0"
"Sint-Martens-Latem","1","0","1","0","1","0","0","2","0","0"
"PZ AALST","1","22","22","30","14","18","13","13","16","9"
"Aalst","1","22","22","30","14","18","13","13","16","9"
"PZ AALTER","1","8","2","6","3","5","2","0","0","0"
"Aalter","1","8","2","6","3","5","2","0","0","0"
"PZ ASSENEDE/EVERGEM","1","1","13","9","9","1","9","7","5","0"
"Assenede","0","1","1","0","1","0","0","0","1","0"
"Evergem","1","0","12","9","8","1","9","7","4","0"
"PZ BERLARE/ZELE","1","27","7","12","7","37","2","4","0","1"
"Berlare","1","16","2","4","3","2","0","1","0","0"
"Zele","0","11","5","8","4","35","2","3","0","1"
"PZ DEINZE/ZULTE/LIEVEGEM","2","7","12","9","4","6","8","8","6","2"
"Deinze","1","4","6","7","2","4","5","5","3","1"
"Lievegem","1","3","4","1","1","2","1","2","3","0"
"Zulte","0","0","2","1","1","0","2","1","0","1"
"PZ DENDERLEEUW/HAALTERT","2","9","2","2","6","5","3","1","3","1"
"Denderleeuw","0","4","2","2","5","4","3","0","0","0"
"Haaltert","2","5","0","0","1","1","0","1","3","1"
"PZ DENDERMONDE","0","11","23","16","5","10","14","15","5","0"
"Dendermonde","0","11","23","16","5","10","14","15","5","0"
"PZ ERPE-MERE/LEDE","0","20","1","2","2","2","1","3","9","1"
"Erpe-Mere","0","13","1","1","0","1","0","2","1","1"
"Lede","0","7","0","1","2","1","1","1","8","0"
"PZ GENT","5","220","211","166","185","116","168","134","88","24"
"Gent","5","220","211","166","185","116","168","134","88","24"
"PZ HAMME/WAASMUNSTER","1","22","8","10","4","9","4","6","4","2"
"Hamme","1","19","7","7","2","7","3","3","1","0"
"Waasmunster","0","3","1","3","2","2","1","3","3","2"
"PZ KRUIBEKE/TEMSE","0","11","15","7","6","11","7","8","11","4"
"Kruibeke","0","4","7","4","2","11","3","0","3","1"
"Temse","0","7","8","3","4","0","4","8","8","3"
"PZ MALDEGEM","2","6","5","5","2","2","2","1","3","0"
"Maldegem","2","6","5","5","2","2","2","1","3","0"
"PZ NINOVE","1","4","5","3","5","1","2","6","20","0"
"Ninove","1","4","5","3","5","1","2","6","20","0"
"PZ RONSE","0","7","13","8","76","9","11","19","3","2"
"Ronse","0","7","13","8","76","9","11","19","3","2"
"PZ WAASLAND-NOORD","5","27","26","19","24","10","20","14","5","3"
"Beveren","4","26","22","9","19","5","20","11","3","0"
"Sint-Gillis-Waas","0","0","2","0","4","2","0","2","2","3"
"Stekene","1","1","2","10","1","3","0","1","0","0"
"PZ WETTEREN LAARNE WICHELEN","0","3","1","1","5","3","8","9","1","1"
"Laarne","0","0","0","0","0","0","0","1","0","0"
"Wetteren","0","2","1","1","3","3","6","6","1","1"
"Wichelen","0","1","0","0","2","0","2","2","0","0"
"REGIO PUYENBROECK","0","9","5","4","2","7","16","6","3","0"
"Lochristi","0","4","1","4","1","2","2","1","1","0"
"Moerbeke","0","1","2","0","0","2","2","0","0","0"
"Wachtebeke","0","1","2","0","1","1","1","1","2","0"
"Zelzate","0","3","0","0","0","2","11","4","0","0"
"REGIO RHODE & SCHELDE","0","12","5","12","23","6","5","11","3","2"
"Destelbergen","0","2","1","3","2","0","0","4","1","0"
"Melle","0","2","2","4","14","1","0","1","0","0"
"Merelbeke","0","2","2","4","6","5","0","4","0","2"
"Oosterzele","0","6","0","1","1","0","5","2","2","0"
"VLAAMSE ARDENNEN","3","13","9","1","7","6","9","7","10","2"
"Kluisbergen","0","0","0","0","0","1","0","4","1","0"
"Kruisem","0","5","1","0","3","0","1","0","1","0"
"Oudenaarde","3","8","4","1","4","5","8","2","8","2"
"Wortegem-Petegem","0","0","4","0","0","0","0","1","0","0"
"ZOTTEGEM HERZELE StLHOUTEM","1","13","7","11","8","7","13","14","7","2"
"Herzele","0","7","1","3","2","0","1","2","0","2"
"Sint-Lievens-Houtem","0","2","1","3","1","2","4","0","0","0"
"Zottegem","1","4","5","5","5","5","8","12","7","0"
"Vlaams Brabant","27","364","327","428","429","335","264","209","179","20"
"Brussel (Halle-Vilvoorde)","23","193","156","181","144","209","179","126","106","9"
"Geen PZ toegekend - Brussels Airport","2","0","1","0","1","0","0","0","0","0"
"Brussels Airport","2","0","1","0","1","0","0","0","0","0"
"KASTZE","2","5","11","3","6","5","2","3","3","0"
"Kampenhout","0","2","1","3","2","4","0","0","1","0"
"Steenokkerzeel","0","0","1","0","4","0","1","2","1","0"
"Zemst","2","3","9","0","0","1","1","1","1","0"
"PAJOTTENLAND","1","2","4","9","3","6","1","3","2","0"
"Bever","0","0","1","0","1","0","0","0","0","0"
"Galmaarden","1","0","0","0","1","2","0","0","1","0"
"Gooik","0","0","2","1","0","1","1","1","0","0"
"Herne","0","2","0","8","1","3","0","2","1","0"
"Lennik","0","0","1","0","0","0","0","0","0","0"
"Pepingen","0","0","0","0","0","0","0","0","0","0"
"POL AMOW","1","20","6","10","18","11","11","13","15","3"
"Asse","0","7","2","3","8","9","4","5","7","0"
"Merchtem","0","1","2","0","2","0","1","0","2","1"
"Opwijk","0","2","1","0","7","0","1","4","5","0"
"Wemmel","1","10","1","7","1","2","5","4","1","2"
"POLITIEZONE K-L-M","1","6","15","39","11","6","4","1","2","0"
"Kapelle-op-den-Bos","0","4","3","4","4","3","2","1","1","0"
"Londerzeel","0","0","5","3","3","0","2","0","1","0"
"Meise","1","2","7","32","4","3","0","0","0","0"
"POLITIEZONE TARL","0","14","6","6","6","35","8","16","20","1"
"Affligem","0","2","0","4","2","4","1","2","1","1"
"Liedekerke","0","5","1","0","0","1","0","12","16","0"
"Roosdaal","0","5","1","1","1","29","5","0","0","0"
"Ternat","0","2","4","1","3","1","2","2","3","0"
"PZ DILBEEK","2","19","8","9","10","6","9","7","4","0"
"Dilbeek","2","19","8","9","10","6","9","7","4","0"
"PZ DRUIVENSTREEK","3","10","20","9","6","10","6","6","2","2"
"Hoeilaart","0","8","3","5","3","5","6","1","2","0"
"Overijse","3","2","17","4","3","5","0","5","0","2"
"PZ GRIMBERGEN","3","13","6","8","24","8","6","7","1","0"
"Grimbergen","3","13","6","8","24","8","6","7","1","0"
"PZ ZAVENTEM","0","4","9","9","10","30","8","12","7","0"
"Zaventem","0","4","9","9","10","30","8","12","7","0"
"PZ ZENNEVALLEI","3","52","35","25","20","25","34","22","26","0"
"Beersel","0","16","9","9","5","13","13","10","12","0"
"Halle","3","31","21","12","9","6","11","3","10","0"
"Sint-Pieters-Leeuw","0","5","5","4","6","6","10","9","4","0"
"VILVOORDE - MACHELEN","0","18","16","26","17","24","9","4","5","0"
"Machelen","0","1","2","2","2","7","2","0","2","0"
"Vilvoorde","0","17","14","24","15","17","7","4","3","0"
"WOKRA","3","12","3","13","4","16","6","3","3","0"
"Kraainem","0","8","2","8","1","5","3","2","2","0"
"Wezembeek-Oppem","3","4","1","5","3","11","3","1","1","0"
"ZONE RODE","2","18","16","15","8","27","75","29","16","3"
"Drogenbos","0","3","4","9","2","7","10","13","7","1"
"Linkebeek","1","5","4","2","2","2","3","8","0","2"
"Sint-Genesius-Rode","1","10","8","4","4","18","62","8","9","0"
"Leuven","4","171","171","247","285","126","85","83","73","11"
"DEMERDAL - DSZ","0","5","6","6","8","3","1","6","2","1"
"Diest","0","5","4","4","4","3","1","6","1","1"
"Scherpenheuvel-Zichem","0","0","2","2","4","0","0","0","1","0"
"HAACHT","0","3","2","0","1","10","4","2","3","0"
"Boortmeerbeek","0","1","0","0","1","0","1","0","1","0"
"Haacht","0","1","1","0","0","5","2","2","0","0"
"Keerbergen","0","1","1","0","0","5","1","0","2","0"
"HERKO","0","18","10","8","3","15","3","3","7","2"
"Herent","0","11","7","4","0","3","2","0","5","0"
"Kortenberg","0","7","3","4","3","12","1","3","2","2"
"POLITIEZONE AARSCHOT","0","4","5","16","4","1","7","5","5","0"
"Aarschot","0","4","5","16","4","1","7","5","5","0"
"POLITIEZONE BRT","0","2","3","13","2","3","6","4","0","0"
"Begijnendijk","0","0","1","1","0","0","2","0","0","0"
"Rotselaar","0","1","1","10","1","3","1","3","0","0"
"Tremelo","0","1","1","2","1","0","3","1","0","0"
"PZ BIERBEEK/BOUTERSEM/HOLSBEEK/LUBBEEK","1","2","1","1","5","1","0","6","2","0"
"Bierbeek","0","0","0","0","2","0","0","1","1","0"
"Boutersem","0","1","0","0","0","1","0","0","1","0"
"Holsbeek","0","0","0","0","1","0","0","3","0","0"
"Lubbeek","1","1","1","1","2","0","0","2","0","0"
"PZ GETEVALLEI","0","15","19","57","6","8","9","5","12","2"
"Hoegaarden","0","0","0","0","0","1","0","0","1","0"
"Landen","0","2","11","9","0","2","3","2","4","2"
"Linter","0","0","0","0","0","0","0","0","3","0"
"Tienen","0","13","8","47","6","4","6","2","4","0"
"Zoutleeuw","0","0","0","1","0","1","0","1","0","0"
"PZ LEUVEN","1","114","109","105","236","74","48","32","21","5"
"Leuven","1","114","109","105","236","74","48","32","21","5"
"PZ VOER EN DIJLE","2","6","15","41","19","11","5","11","4","1"
"Bertem","0","2","0","0","7","1","1","0","0","0"
"Huldenberg","0","1","2","4","1","4","0","2","0","0"
"Oud-Heverlee","1","1","2","2","3","1","0","5","0","0"
"Tervuren","1","2","11","35","8","5","4","4","4","1"
"ZONE HAGELAND","0","2","1","0","1","0","2","9","17","0"
"Bekkevoort","0","0","0","0","0","0","1","1","14","0"
"Geetbets","0","0","0","0","0","0","0","2","1","0"
"Glabbeek","0","0","1","0","0","0","0","6","0","0"
"Kortenaken","0","2","0","0","0","0","1","0","1","0"
"Tielt-Winge","0","0","0","0","1","0","0","0","1","0"
"West-Vlaanderen","68","441","361","351","338","260","223","409","202","50"
"West-Vlaanderen","68","441","361","351","338","260","223","409","202","50"
"GAVERS","4","1","4","6","13","3","4","5","2","0"
"Deerlijk","1","1","0","1","8","1","3","3","0","0"
"Harelbeke","3","0","4","5","5","2","1","2","2","0"
"GRENSLEIE","4","15","33","11","9","7","3","7","7","3"
"Ledegem","0","1","0","1","0","0","1","1","1","1"
"Menen","3","1","9","6","3","6","2","3","3","1"
"Wevelgem","1","13","24","4","6","1","0","3","3","1"
"Geen PZ toegekend - Noordzee","0","0","0","0","0","0","0","0","0","0"
"Noordzee","0","0","0","0","0","0","0","0","0","0"
"MIDOW","0","15","7","3","1","3","5","4","0","0"
"Dentergem","0","0","0","0","0","0","0","0","0","0"
"Ingelmunster","0","2","2","3","0","1","0","0","0","0"
"Meulebeke","0","4","4","0","0","1","4","2","0","0"
"Oostrozebeke","0","7","1","0","1","0","1","0","0","0"
"Wielsbeke","0","2","0","0","0","1","0","2","0","0"
"MIRA","23","11","10","15","17","10","8","17","8","3"
"Anzegem","0","1","4","1","0","0","0","1","0","0"
"Avelgem","0","2","2","0","3","2","2","2","3","0"
"Spiere-Helkijn","0","0","0","2","0","1","0","1","0","0"
"Waregem","5","7","1","10","12","5","5","9","1","1"
"Zwevegem","18","1","3","2","2","2","1","4","4","2"
"POLDER","0","10","1","7","13","3","4","5","3","1"
"Diksmuide","0","8","0","4","8","1","1","2","3","1"
"Houthulst","0","0","0","1","4","2","0","0","0","0"
"Koekelare","0","1","0","0","1","0","2","2","0","0"
"Kortemark","0","1","1","2","0","0","1","1","0","0"
"POLITIEZONE ARRO IEPER","8","19","6","4","15","12","13","65","21","8"
"Heuvelland","0","2","1","0","1","3","1","1","0","1"
"Ieper","7","9","4","2","7","4","3","43","10","5"
"Langemark-Poelkapelle","0","1","0","0","0","0","3","0","0","0"
"Mesen","0","0","0","0","0","0","0","0","0","0"
"Moorslede","0","1","0","1","4","1","1","1","0","0"
"Poperinge","0","2","1","1","0","1","0","7","6","2"
"Staden","0","0","0","0","2","0","1","0","1","0"
"Vleteren","0","0","0","0","1","0","0","0","0","0"
"Wervik","1","4","0","0","0","3","4","12","2","0"
"Zonnebeke","0","0","0","0","0","0","0","1","2","0"
"POLITIEZONE HET HOUTSCHE","5","20","8","5","9","5","3","4","2","3"
"Beernem","4","7","3","1","1","0","1","1","0","2"
"Oostkamp","1","13","1","3","6","3","0","1","2","0"
"Zedelgem","0","0","4","1","2","2","2","2","0","1"
"POLITIEZONE KOUTER","2","8","13","12","8","10","3","14","6","0"
"Gistel","0","3","3","1","0","1","2","1","1","0"
"Ichtegem","0","0","0","1","3","3","0","0","1","0"
"Jabbeke","1","0","6","2","4","2","1","9","2","0"
"Oudenburg","0","0","1","1","0","3","0","2","0","0"
"Torhout","1","5","3","7","1","1","0","2","2","0"
"POLITIEZONE MIDDELKERKE","0","9","14","6","4","8","5","45","12","0"
"Middelkerke","0","9","14","6","4","8","5","45","12","0"
"POLITIEZONE RIHO","1","50","46","34","32","14","18","30","10","5"
"Hooglede","0","1","2","1","1","0","1","1","0","0"
"Izegem","0","8","8","8","10","3","5","4","7","1"
"Roeselare","1","41","36","25","21","11","12","25","3","4"
"POLITIEZONE SPOORKIN","4","9","4","3","1","5","1","2","4","1"
"Alveringem","0","0","2","2","0","0","1","0","2","0"
"Lo-Reninge","0","0","0","0","0","0","0","1","0","0"
"Veurne","4","9","2","1","1","5","0","1","2","1"
"PZ BLANKENBERGE/ZUIENKERKE","1","41","19","5","9","9","7","1","11","2"
"Blankenberge","1","41","19","5","9","9","7","1","11","2"
"Zuienkerke","0","0","0","0","0","0","0","0","0","0"
"PZ BREDENE/DE HAAN","2","17","15","15","12","15","2","4","4","0"
"Bredene","1","12","10","4","2","10","1","2","2","0"
"De Haan","1","5","5","11","10","5","1","2","2","0"
"PZ BRUGGE","3","44","54","49","30","35","45","60","36","15"
"Brugge","3","44","54","49","30","35","45","60","36","15"
"PZ DAMME/KNOKKE-HEIST","1","17","14","20","22","25","13","41","20","1"
"Damme","0","1","0","3","0","0","0","0","0","0"
"Knokke-Heist","1","16","14","17","22","25","13","41","20","1"
"PZ OOSTENDE","1","67","39","84","58","47","50","48","32","3"
"Oostende","1","67","39","84","58","47","50","48","32","3"
"REGIO TIELT","0","8","11","12","12","6","7","4","3","2"
"Ardooie","0","1","5","12","0","1","3","0","0","0"
"Lichtervelde","0","0","0","0","0","1","0","0","0","0"
"Pittem","0","0","2","0","0","0","0","0","1","0"
"Ruiselede","0","1","0","0","0","1","2","0","0","0"
"Tielt","0","4","2","0","12","2","2","3","2","2"
"Wingene","0","2","2","0","0","1","0","1","0","0"
"VLAS","3","44","44","33","33","17","14","29","11","0"
"Kortrijk","3","40","37","29","31","15","14","27","10","0"
"Kuurne","0","4","7","1","1","2","0","1","1","0"
"Lendelede","0","0","0","3","1","0","0","1","0","0"
"WESTKUST","6","36","19","27","40","26","18","24","10","3"
"De Panne","4","8","12","22","18","13","7","6","2","1"
"Koksijde","1","15","6","4","17","8","10","12","4","2"
"Nieuwpoort","1","13","1","1","5","5","1","6","4","0"
"Waals Gewest","185","1.956","1.394","1.327","1.503","1.412","1.137","821","750","170"
