"","2000","2011","2012","2013","2014","2015","2016","2017","2018","2019 (*)"
"BERLAAR - NIJLEN","204","88","111","128","125","112","62","99","71","10"
"Berlaar","52","15","39","45","34","40","10","28","15","3"
"Nijlen","152","73","72","83","91","72","52","71","56","7"
"BODUKAP","418","238","327","308","251","254","191","180","197","36"
"Bonheiden","116","50","73","40","50","51","38","34","47","3"
"Duffel","104","63","92","96","66","80","57","69","61","16"
"Putte","94","42","63","63","61","64","36","34","31","7"
"Sint-Katelijne-Waver","104","83","99","109","74","59","60","43","58","10"
"GRENS","466","195","296","291","195","186","151","218","177","29"
"Essen","114","45","113","101","77","57","52","76","57","8"
"Kalmthout","155","48","108","105","57","71","38","65","49","8"
"Wuustwezel","197","102","75","85","61","58","61","77","71","13"
"HEKLA","738","638","573","492","495","425","409","384","401","125"
"Aartselaar","158","117","78","98","67","59","42","72","64","14"
"Edegem","239","210","222","168","200","135","205","131","125","54"
"Hove","80","108","90","71","103","73","30","45","37","17"
"Kontich","217","170","151","124","93","117","106","98","120","31"
"Lint","44","33","32","31","32","41","26","38","55","9"
"MINOS","767","635","697","522","517","510","363","366","396","144"
"Boechout","112","59","126","87","71","88","43","52","55","30"
"Borsbeek","150","127","86","94","49","72","57","59","49","14"
"Mortsel","258","242","214","166","186","208","130","117","167","66"
"Wijnegem","94","76","119","71","126","66","74","63","57","14"
"Wommelgem","153","131","152","104","85","76","59","75","68","20"
"POLITIE REGIO TURNHOUT","641","513","466","478","381","374","497","354","327","83"
"Baarle-Hertog","8","20","9","12","12","15","7","3","9","1"
"Beerse","109","75","45","70","46","46","91","58","37","9"
"Kasterlee","123","65","65","90","51","60","77","74","38","9"
"Lille","175","80","100","97","75","61","54","36","76","17"
"Oud-Turnhout","40","51","32","46","37","53","22","31","34","5"
"Turnhout","133","190","163","129","133","129","224","130","109","38"
"Vosselaar","53","32","52","34","27","10","22","22","24","4"
"POLITIE ZARA","390","317","261","307","249","238","176","174","108","20"
"Ranst","215","177","200","205","148","145","94","83","57","12"
"Zandhoven","175","140","61","102","101","93","82","91","51","8"
"POLITIEZONE HEIST","75","114","126","137","177","125","59","83","79","20"
"Heist-op-den-Berg","75","114","126","137","177","125","59","83","79","20"
"POLITIEZONE KEMPEN N-O","173","149","163","136","153","132","109","92","78","24"
"Arendonk","26","48","45","38","56","24","39","35","23","11"
"Ravels","42","53","59","50","41","59","42","30","23","7"
"Retie","105","48","59","48","56","49","28","27","32","6"
"POLITIEZONE NOORD","325","158","275","226","160","235","159","115","128","18"
"Kapellen","236","108","206","136","83","153","97","73","73","10"
"Stabroek","89","50","69","90","77","82","62","42","55","8"
"POLITIEZONE NOORDERKEMPEN","245","170","170","171","201","210","139","132","89","33"
"Hoogstraten","162","98","120","110","142","147","88","79","59","20"
"Merksplas","32","25","23","34","29","29","27","25","12","2"
"Rijkevorsel","51","47","27","27","30","34","24","28","18","11"
"POLITIEZONE RUPEL","391","282","298","336","279","279","191","193","217","57"
"Boom","90","104","87","82","66","64","46","57","46","15"
"Hemiksem","83","41","58","47","51","49","26","31","37","14"
"Niel","39","29","28","36","29","35","31","23","25","4"
"Rumst","136","79","94","139","111","94","72","62","87","13"
"Schelle","43","29","31","32","22","37","16","20","22","11"
"PZ BRASSCHAAT","260","295","306","176","165","168","187","137","129","28"
"Brasschaat","260","295","306","176","165","168","187","137","129","28"
"PZ GEEL/LAAKDAL/MEERHOUT","512","200","213","249","353","296","217","224","193","34"
"Geel","249","135","136","143","214","187","152","143","113","23"
"Laakdal","149","46","45","70","83","60","39","44","46","6"
"Meerhout","114","19","32","36","56","49","26","37","34","5"
"PZ KLEIN-BRABANT","134","150","169","178","142","235","115","163","157","42"
"Bornem","46","57","80","56","43","112","51","74","79","20"
"Puurs-Sint-Amands","88","93","89","122","99","123","64","89","78","22"
"PZ LIER","145","164","187","189","135","102","107","118","95","25"
"Lier","145","164","187","189","135","102","107","118","95","25"
"PZ MEWI","929","668","584","597","467","493","398","382","419","82"
"Mechelen","767","532","453","459","346","376","300","268","334","59"
"Willebroek","162","136","131","138","121","117","98","114","85","23"
"PZ SCHOTEN","273","212","221","165","163","174","143","159","143","36"
"Schoten","273","212","221","165","163","174","143","159","143","36"
"PZ ZWIJNDRECHT","55","103","131","75","84","93","60","86","54","19"
"Zwijndrecht","55","103","131","75","84","93","60","86","54","19"
"VOORKEMPEN","919","504","535","469","364","347","404","374","330","77"
"Brecht","284","177","180","150","123","108","114","135","127","18"
"Malle","112","85","56","64","48","54","78","61","31","21"
"Schilde","280","141","175","187","112","125","103","98","95","17"
"Zoersel","243","101","124","68","81","60","109","80","77","21"
"ZONE NETELAND","601","284","222","259","276","279","212","293","179","49"
"Grobbendonk","127","63","49","49","77","58","41","57","26","7"
"Herentals","240","119","89","103","80","98","102","114","89","21"
"Herenthout","71","22","25","28","38","44","17","23","18","8"
"Olen","129","58","37","54","47","65","42","79","26","11"
"Vorselaar","34","22","22","25","34","14","10","20","20","2"
"ZUIDERKEMPEN","346","127","150","141","159","126","119","88","101","26"
"Herselt","57","34","48","51","49","43","39","20","37","9"
"Hulshout","55","26","26","19","30","17","15","11","18","4"
"Westerlo","234","67","76","71","80","66","65","57","46","13"
"Limburg","4.780","3.211","3.994","3.533","3.651","3.797","3.341","2.801","2.531","531"
"Limburg","4.780","3.211","3.994","3.533","3.651","3.797","3.341","2.801","2.531","531"
"KEMPENLAND","170","126","169","139","140","142","140","98","86","13"
"Hechtel-Eksel","53","40","49","50","38","33","27","31","29","5"
"Leopoldsburg","77","47","67","50","41","55","47","31","40","5"
"Peer","40","39","53","39","61","54","66","36","17","3"
"LIMBURG REGIO HOOFDSTAD","1.193","643","753","724","715","740","639","587","458","110"
"Diepenbeek","176","75","86","61","97","79","75","61","68","15"
"Halen","42","31","32","58","28","41","34","40","22","3"
"Hasselt","692","381","435","363","349","387","342","321","255","70"
"Herk-de-Stad","64","21","33","50","45","49","34","32","33","9"
"Lummen","103","72","54","108","115","92","81","60","39","4"
"Zonhoven","116","63","113","84","81","92","73","73","41","9"
"POLITIEZONE MAASLAND","118","90","214","132","96","101","107","69","83","8"
"Dilsen-Stokkem","51","36","84","70","39","57","42","32","33","4"
"Maaseik","67","54","130","62","57","44","65","37","50","4"
"PZ BERINGEN/HAM/TESSENDERLO","610","213","291","281","332","340","268","189","202","20"
"Beringen","342","135","162","170","200","176","146","99","110","12"
"Ham","107","35","60","63","47","45","50","37","28","0"
"Tessenderlo","161","43","69","48","85","119","72","53","64","8"
"PZ BILZEN/HOESELT/RIEMST","352","244","192","198","263","260","242","184","174","48"
"Bilzen","186","125","92","85","120","116","105","75","89","17"
"Hoeselt","69","40","31","42","46","61","42","49","34","6"
"Riemst","97","79","69","71","97","83","95","60","51","25"
"PZ CARMA","757","566","900","592","686","748","693","535","494","108"
"As","53","26","42","30","43","39","42","18","21","1"
"Bocholt","32","55","77","33","35","48","31","18","28","3"
"Bree","39","35","63","38","43","36","41","30","23","0"
"Genk","312","242","360","255","319","345","303","246","245","57"
"Houthalen-Helchteren","186","106","134","109","126","132","140","115","95","21"
"Kinrooi","25","46","84","13","40","37","47","33","25","3"
"Oudsbergen","75","44","108","84","41","62","54","46","35","18"
"Zutendaal","35","12","32","30","39","49","35","29","22","5"
"PZ GINGELOM/NIEUWERKERKEN/SINT-TRUIDEN","321","292","220","269","273","342","273","249","258","36"
"Gingelom","54","61","62","58","58","75","58","33","71","2"
"Nieuwerkerken","20","16","19","34","23","27","51","25","13","1"
"Sint-Truiden","247","215","139","177","192","240","164","191","174","33"
"PZ HAMONT-ACHEL/PELT","105","149","177","177","163","161","171","139","133","26"
"Hamont-Achel","33","85","56","58","57","65","56","44","49","13"
"Pelt","72","64","121","119","106","96","115","95","84","13"
"PZ HEUSDEN-ZOLDER","196","104","142","121","96","119","112","119","78","21"
"Heusden-Zolder","196","104","142","121","96","119","112","119","78","21"
"PZ KANTON BORGLOON","324","181","239","193","228","241","192","139","165","34"
"Alken","91","30","75","37","36","53","44","36","48","5"
"Borgloon","80","47","51","57","54","46","39","27","31","10"
"Heers","31","46","45","45","45","38","33","21","48","7"
"Kortessem","68","25","43","27","62","68","47","38","24","6"
"Wellen","54","33","25","27","31","36","29","17","14","6"
"PZ LANAKEN/MAASMECHELEN","238","319","381","394","371","311","271","214","185","48"
"Lanaken","105","138","148","185","148","148","131","107","92","22"
"Maasmechelen","133","181","233","209","223","163","140","107","93","26"
"PZ LOMMEL","115","93","157","138","107","95","79","80","89","19"
"Lommel","115","93","157","138","107","95","79","80","89","19"
"PZ VOEREN","26","31","26","18","16","20","23","28","21","3"
"Voeren","26","31","26","18","16","20","23","28","21","3"
"TONGEREN - HERSTAPPE","255","160","133","157","165","177","131","171","105","37"
"Herstappe","0","0","2","0","0","0","0","0","0","0"
"Tongeren","255","160","131","157","165","177","131","171","105","37"
"Oost-Vlaanderen","4.945","6.588","6.624","6.815","7.168","5.867","5.287","4.556","4.270","1.180"
"Oost-Vlaanderen","4.945","6.588","6.624","6.815","7.168","5.867","5.287","4.556","4.270","1.180"
"BRAKEL","55","67","74","72","48","58","46","38","53","21"
"Brakel","29","20","29","39","25","28","20","17","20","1"
"Horebeke","1","9","2","2","0","5","7","0","5","2"
"Maarkedal","12","21","25","22","15","8","9","7","13","3"
"Zwalm","13","17","18","9","8","17","10","14","15","15"
"BUGGENHOUT - LEBBEKE","52","64","62","78","118","87","76","51","69","31"
"Buggenhout","27","25","28","23","54","42","30","22","24","16"
"Lebbeke","25","39","34","55","64","45","46","29","45","15"
"GERAARDSBERGEN - LIERDE","97","80","101","89","111","136","115","92","68","10"
"Geraardsbergen","85","69","89","75","93","123","103","82","63","8"
"Lierde","12","11","12","14","18","13","12","10","5","2"
"LOKEREN","190","185","197","153","162","130","98","105","99","25"
"Lokeren","190","185","197","153","162","130","98","105","99","25"
"MEETJESLAND CENTRUM","90","130","91","121","112","91","91","68","102","23"
"Eeklo","54","99","66","55","76","59","72","43","55","14"
"Kaprijke","25","19","12","51","26","20","14","12","23","7"
"Sint-Laureins","11","12","13","15","10","12","5","13","24","2"
"POLITIE SINT-NIKLAAS","332","339","317","308","310","348","270","263","173","49"
"Sint-Niklaas","332","339","317","308","310","348","270","263","173","49"
"POLITIEZONE SCHELDE - LEIE","215","169","242","284","235","168","170","187","137","39"
"De Pinte","54","40","67","64","69","59","36","60","39","6"
"Gavere","40","26","26","45","23","32","31","27","23","3"
"Nazareth","77","52","70","75","62","34","61","55","31","4"
"Sint-Martens-Latem","44","51","79","100","81","43","42","45","44","26"
"PZ AALST","228","318","326","353","301","358","366","267","277","66"
"Aalst","228","318","326","353","301","358","366","267","277","66"
"PZ AALTER","99","94","135","144","160","80","90","79","66","22"
"Aalter","99","94","135","144","160","80","90","79","66","22"
"PZ ASSENEDE/EVERGEM","108","94","155","112","145","91","86","106","87","22"
"Assenede","31","16","34","26","34","21","21","27","27","4"
"Evergem","77","78","121","86","111","70","65","79","60","18"
"PZ BERLARE/ZELE","80","104","89","84","76","64","55","66","83","14"
"Berlare","27","48","34","45","22","18","33","23","56","6"
"Zele","53","56","55","39","54","46","22","43","27","8"
"PZ DEINZE/ZULTE/LIEVEGEM","312","280","263","304","302","241","223","198","128","33"
"Deinze","181","161","146","186","169","160","125","106","84","14"
"Lievegem","65","80","71","64","95","47","58","40","22","9"
"Zulte","66","39","46","54","38","34","40","52","22","10"
"PZ DENDERLEEUW/HAALTERT","90","96","144","111","132","135","92","77","86","20"
"Denderleeuw","56","60","79","68","84","58","52","50","57","12"
"Haaltert","34","36","65","43","48","77","40","27","29","8"
"PZ DENDERMONDE","121","102","104","95","149","95","94","88","91","17"
"Dendermonde","121","102","104","95","149","95","94","88","91","17"
"PZ ERPE-MERE/LEDE","142","168","176","196","162","137","137","99","103","20"
"Erpe-Mere","84","116","117","137","109","97","84","57","56","10"
"Lede","58","52","59","59","53","40","53","42","47","10"
"PZ GENT","831","2.266","2.283","2.024","2.438","1.841","1.624","1.217","1.159","319"
"Gent","831","2.266","2.283","2.024","2.438","1.841","1.624","1.217","1.159","319"
"PZ HAMME/WAASMUNSTER","155","121","147","139","144","124","114","99","79","22"
"Hamme","60","44","59","41","56","57","74","42","34","14"
"Waasmunster","95","77","88","98","88","67","40","57","45","8"
"PZ KRUIBEKE/TEMSE","204","199","158","201","278","206","144","166","117","39"
"Kruibeke","89","64","64","60","80","64","43","68","49","11"
"Temse","115","135","94","141","198","142","101","98","68","28"
"PZ MALDEGEM","78","81","51","55","91","53","45","39","48","25"
"Maldegem","78","81","51","55","91","53","45","39","48","25"
"PZ NINOVE","91","135","125","134","125","155","89","84","109","36"
"Ninove","91","135","125","134","125","155","89","84","109","36"
"PZ RONSE","52","79","60","116","78","68","97","61","78","8"
"Ronse","52","79","60","116","78","68","97","61","78","8"
"PZ WAASLAND-NOORD","393","359","296","448","408","365","288","275","228","44"
"Beveren","182","208","151","219","198","165","158","168","120","20"
"Sint-Gillis-Waas","120","62","72","97","93","103","75","57","71","11"
"Stekene","91","89","73","132","117","97","55","50","37","13"
"PZ WETTEREN LAARNE WICHELEN","248","233","243","219","191","150","165","133","149","57"
"Laarne","72","69","79","62","53","36","50","35","34","16"
"Wetteren","127","141","132","125","87","92","81","74","73","31"
"Wichelen","49","23","32","32","51","22","34","24","42","10"
"REGIO PUYENBROECK","216","187","153","160","187","138","182","139","126","42"
"Lochristi","131","81","78","77","95","74","91","51","63","17"
"Moerbeke","27","27","22","15","25","13","25","16","10","5"
"Wachtebeke","30","30","15","23","21","9","30","21","21","13"
"Zelzate","28","49","38","45","46","42","36","51","32","7"
"REGIO RHODE & SCHELDE","217","291","302","405","424","271","307","272","324","80"
"Destelbergen","51","100","82","128","128","76","104","63","152","24"
"Melle","60","49","72","96","101","44","60","61","50","9"
"Merelbeke","69","103","107","113","135","92","92","88","85","28"
"Oosterzele","37","39","41","68","60","59","51","60","37","19"
"VLAAMSE ARDENNEN","138","220","206","267","155","127","138","152","125","67"
"Kluisbergen","10","23","26","25","17","20","17","12","18","10"
"Kruisem","73","66","72","102","54","39","52","46","34","15"
"Oudenaarde","38","99","89","90","62","54","34","66","63","30"
"Wortegem-Petegem","17","32","19","50","22","14","35","28","10","12"
"ZOTTEGEM HERZELE StLHOUTEM","111","127","124","143","126","150","85","135","106","29"
"Herzele","38","38","49","59","53","46","25","46","32","11"
"Sint-Lievens-Houtem","36","13","26","38","22","58","29","29","21","7"
"Zottegem","37","76","49","46","51","46","31","60","53","11"
"Vlaams Brabant","6.745","6.223","6.536","7.857","7.373","7.414","5.924","4.952","5.084","1.301"
"Brussel (Halle-Vilvoorde)","4.379","4.119","4.484","5.418","4.806","4.621","3.863","3.219","3.305","922"
"Geen PZ toegekend - Brussels Airport","0","0","0","0","0","0","0","0","0","0"
"Brussels Airport","0","0","0","0","0","0","0","0","0","0"
"KASTZE","383","349","291","347","306","403","184","216","192","40"
"Kampenhout","53","62","47","45","61","67","38","37","39","5"
"Steenokkerzeel","71","75","64","104","126","143","43","63","30","15"
"Zemst","259","212","180","198","119","193","103","116","123","20"
"PAJOTTENLAND","122","120","192","199","242","249","264","150","99","32"
"Bever","3","9","9","23","24","33","19","12","9","0"
"Galmaarden","16","24","26","27","31","38","41","16","19","9"
"Gooik","30","13","27","23","32","33","46","34","24","5"
"Herne","28","15","61","34","47","47","71","38","19","3"
"Lennik","30","52","54","74","83","68","54","34","16","6"
"Pepingen","15","7","15","18","25","30","33","16","12","9"
"POL AMOW","476","450","559","750","590","581","416","322","401","94"
"Asse","171","232","278","369","293","274","205","160","194","39"
"Merchtem","86","53","69","86","73","60","51","39","44","5"
"Opwijk","45","27","57","47","60","59","31","42","43","13"
"Wemmel","174","138","155","248","164","188","129","81","120","37"
"POLITIEZONE K-L-M","307","203","238","268","252","255","230","153","186","74"
"Kapelle-op-den-Bos","71","28","28","37","32","17","32","31","27","11"
"Londerzeel","75","48","39","69","87","91","74","57","56","9"
"Meise","161","127","171","162","133","147","124","65","103","54"
"POLITIEZONE TARL","195","220","264","394","369","267","291","253","238","43"
"Affligem","50","68","79","131","98","74","63","63","73","16"
"Liedekerke","30","32","39","24","36","17","43","40","55","4"
"Roosdaal","40","36","47","70","75","51","57","57","32","6"
"Ternat","75","84","99","169","160","125","128","93","78","17"
"PZ DILBEEK","334","352","393","499","416","394","364","252","241","89"
"Dilbeek","334","352","393","499","416","394","364","252","241","89"
"PZ DRUIVENSTREEK","433","258","272","298","229","168","184","187","196","51"
"Hoeilaart","114","64","91","100","69","44","38","52","60","7"
"Overijse","319","194","181","198","160","124","146","135","136","44"
"PZ GRIMBERGEN","265","278","271","298","332","347","265","188","260","102"
"Grimbergen","265","278","271","298","332","347","265","188","260","102"
"PZ ZAVENTEM","265","328","322","468","315","386","208","145","184","49"
"Zaventem","265","328","322","468","315","386","208","145","184","49"
"PZ ZENNEVALLEI","529","577","733","851","804","686","715","659","592","163"
"Beersel","254","174","226","239","221","187","226","186","218","55"
"Halle","160","190","236","367","260","221","234","249","212","48"
"Sint-Pieters-Leeuw","115","213","271","245","323","278","255","224","162","60"
"VILVOORDE - MACHELEN","316","467","408","471","353","389","245","279","258","69"
"Machelen","80","131","96","188","111","182","56","59","88","15"
"Vilvoorde","236","336","312","283","242","207","189","220","170","54"
"WOKRA","352","239","251","268","270","208","234","173","152","35"
"Kraainem","185","120","133","153","155","125","135","83","87","20"
"Wezembeek-Oppem","167","119","118","115","115","83","99","90","65","15"
"ZONE RODE","402","278","290","307","328","288","263","242","306","81"
"Drogenbos","40","42","59","81","79","32","47","59","50","11"
"Linkebeek","79","75","54","78","68","63","68","51","60","18"
"Sint-Genesius-Rode","283","161","177","148","181","193","148","132","196","52"
"Leuven","2.366","2.104","2.052","2.439","2.567","2.793","2.061","1.733","1.779","379"
"DEMERDAL - DSZ","280","126","162","186","201","186","166","160","148","14"
"Diest","153","78","90","98","128","114","108","103","84","8"
"Scherpenheuvel-Zichem","127","48","72","88","73","72","58","57","64","6"
"HAACHT","212","118","141","124","125","126","139","100","220","22"
"Boortmeerbeek","108","49","59","55","40","48","44","42","63","11"
"Haacht","69","44","41","38","27","34","45","27","86","3"
"Keerbergen","35","25","41","31","58","44","50","31","71","8"
"HERKO","165","187","239","258","252","317","170","130","156","20"
"Herent","101","51","105","103","140","139","57","59","75","10"
"Kortenberg","64","136","134","155","112","178","113","71","81","10"
"POLITIEZONE AARSCHOT","98","104","115","98","104","95","85","69","64","11"
"Aarschot","98","104","115","98","104","95","85","69","64","11"
"POLITIEZONE BRT","130","104","112","157","174","135","154","111","110","20"
"Begijnendijk","23","28","39","27","37","26","36","34","24","1"
"Rotselaar","81","58","54","99","88","79","76","50","47","15"
"Tremelo","26","18","19","31","49","30","42","27","39","4"
"PZ BIERBEEK/BOUTERSEM/HOLSBEEK/LUBBEEK","168","135","151","180","176","278","209","196","148","45"
"Bierbeek","67","41","44","40","31","73","58","75","61","12"
"Boutersem","30","46","39","50","24","63","44","28","31","2"
"Holsbeek","40","39","48","62","71","73","45","34","35","19"
"Lubbeek","31","9","20","28","50","69","62","59","21","12"
"PZ GETEVALLEI","278","320","261","308","298","385","281","280","229","58"
"Hoegaarden","25","26","23","25","18","32","32","28","20","8"
"Landen","65","75","74","83","80","105","49","66","49","17"
"Linter","14","22","13","21","24","25","24","16","10","3"
"Tienen","150","180","139","157","127","172","153","142","124","24"
"Zoutleeuw","24","17","12","22","49","51","23","28","26","6"
"PZ LEUVEN","588","628","501","679","825","753","463","368","426","134"
"Leuven","588","628","501","679","825","753","463","368","426","134"
"PZ VOER EN DIJLE","307","293","269","291","295","322","258","206","212","41"
"Bertem","44","51","52","48","64","87","54","44","36","10"
"Huldenberg","46","34","25","26","36","29","19","23","21","4"
"Oud-Heverlee","38","42","37","78","56","104","71","72","56","9"
"Tervuren","179","166","155","139","139","102","114","67","99","18"
"ZONE HAGELAND","140","89","101","158","117","196","136","113","66","14"
"Bekkevoort","43","25","27","54","27","34","37","21","20","1"
"Geetbets","12","10","8","13","15","38","22","11","9","2"
"Glabbeek","27","9","10","10","13","41","19","10","7","2"
"Kortenaken","18","11","13","17","20","39","14","17","11","2"
"Tielt-Winge","40","34","43","64","42","44","44","54","19","7"
"West-Vlaanderen","3.773","3.804","4.138","4.132","4.048","3.260","2.838","2.590","2.670","785"
"West-Vlaanderen","3.773","3.804","4.138","4.132","4.048","3.260","2.838","2.590","2.670","785"
"GAVERS","88","127","132","113","112","91","77","84","76","23"
"Deerlijk","27","49","31","37","52","30","27","29","22","5"
"Harelbeke","61","78","101","76","60","61","50","55","54","18"
"GRENSLEIE","269","247","288","333","394","270","338","238","187","54"
"Ledegem","20","21","23","40","16","30","32","18","15","5"
"Menen","139","147","178","146","244","161","162","158","108","27"
"Wevelgem","110","79","87","147","134","79","144","62","64","22"
"Geen PZ toegekend - Noordzee","0","0","0","0","0","0","0","0","0","0"
"Noordzee","0","0","0","0","0","0","0","0","0","0"
"MIDOW","71","72","75","86","74","67","84","49","47","17"
"Dentergem","15","11","19","7","12","12","12","14","5","4"
"Ingelmunster","28","21","20","33","24","20","20","12","10","5"
"Meulebeke","13","21","9","16","16","19","31","9","9","2"
"Oostrozebeke","11","8","8","12","11","8","8","7","10","5"
"Wielsbeke","4","11","19","18","11","8","13","7","13","1"
"MIRA","280","303","284","327","274","219","208","171","200","55"
"Anzegem","31","61","39","67","57","37","53","38","36","7"
"Avelgem","11","23","21","21","12","27","25","11","14","11"
"Spiere-Helkijn","5","13","14","13","14","10","12","8","11","10"
"Waregem","133","129","146","127","111","68","68","76","82","17"
"Zwevegem","100","77","64","99","80","77","50","38","57","10"
"POLDER","109","158","113","100","126","88","75","70","68","14"
"Diksmuide","61","48","42","49","51","25","29","25","31","7"
"Houthulst","18","36","26","14","15","17","19","10","13","2"
"Koekelare","9","37","23","19","18","16","9","9","5","0"
"Kortemark","21","37","22","18","42","30","18","26","19","5"
"POLITIEZONE ARRO IEPER","268","314","338","295","313","242","216","235","199","66"
"Heuvelland","12","41","30","24","29","20","27","40","15","5"
"Ieper","109","70","94","62","81","66","44","53","45","14"
"Langemark-Poelkapelle","20","12","19","11","13","17","7","11","12","3"
"Mesen","1","1","0","4","2","2","4","3","0","0"
"Moorslede","50","36","32","30","34","14","24","15","15","5"
"Poperinge","16","39","55","36","28","20","24","33","37","7"
"Staden","6","25","23","24","21","16","18","18","14","10"
"Vleteren","3","4","3","7","9","3","2","1","3","5"
"Wervik","34","39","50","72","53","44","43","37","33","7"
"Zonnebeke","17","47","32","25","43","40","23","24","25","10"
"POLITIEZONE HET HOUTSCHE","253","235","246","276","267","193","135","136","97","31"
"Beernem","48","81","54","100","103","63","33","42","25","4"
"Oostkamp","100","70","96","98","88","74","64","45","36","18"
"Zedelgem","105","84","96","78","76","56","38","49","36","9"
"POLITIEZONE KOUTER","264","183","273","178","210","123","117","104","97","21"
"Gistel","66","34","46","42","41","22","25","27","19","1"
"Ichtegem","37","35","57","20","38","12","14","13","12","2"
"Jabbeke","61","41","65","43","41","38","23","19","28","13"
"Oudenburg","36","17","54","25","33","27","25","10","16","0"
"Torhout","64","56","51","48","57","24","30","35","22","5"
"POLITIEZONE MIDDELKERKE","84","68","69","107","67","81","79","68","73","13"
"Middelkerke","84","68","69","107","67","81","79","68","73","13"
"POLITIEZONE RIHO","278","386","277","353","335","238","182","204","205","82"
"Hooglede","12","53","33","22","44","14","21","12","26","2"
"Izegem","60","53","84","110","79","76","53","49","42","18"
"Roeselare","206","280","160","221","212","148","108","143","137","62"
"POLITIEZONE SPOORKIN","71","57","33","37","60","28","31","30","30","8"
"Alveringem","8","16","11","8","13","2","7","7","12","3"
"Lo-Reninge","5","6","2","2","5","1","5","2","2","2"
"Veurne","58","35","20","27","42","25","19","21","16","3"
"PZ BLANKENBERGE/ZUIENKERKE","76","63","77","70","60","56","43","67","67","19"
"Blankenberge","67","58","65","60","43","47","40","65","57","14"
"Zuienkerke","9","5","12","10","17","9","3","2","10","5"
"PZ BREDENE/DE HAAN","110","108","127","94","101","136","68","76","103","56"
"Bredene","37","55","65","38","34","68","34","31","38","11"
"De Haan","73","53","62","56","67","68","34","45","65","45"
"PZ BRUGGE","463","311","420","459","448","295","281","225","353","82"
"Brugge","463","311","420","459","448","295","281","225","353","82"
"PZ DAMME/KNOKKE-HEIST","169","232","214","250","224","142","123","160","130","38"
"Damme","30","75","41","50","42","24","14","31","20","8"
"Knokke-Heist","139","157","173","200","182","118","109","129","110","30"
"PZ OOSTENDE","259","262","355","271","241","282","202","204","225","66"
"Oostende","259","262","355","271","241","282","202","204","225","66"
