"","2000","2011","2012","2013","2014","2015","2016","2017","2018","2019 (*)"
"Niel","6","3","8","7","3","6","2","5","3","1"
"Rumst","5","7","8","10","10","11","11","14","7","0"
"Schelle","4","6","3","6","6","0","3","1","2","0"
"PZ BRASSCHAAT","11","9","18","47","31","14","19","6","7","2"
"Brasschaat","11","9","18","47","31","14","19","6","7","2"
"PZ GEEL/LAAKDAL/MEERHOUT","42","44","39","76","33","28","28","19","22","8"
"Geel","29","34","27","46","24","16","20","9","17","8"
"Laakdal","9","5","7","6","5","9","6","5","4","0"
"Meerhout","4","5","5","24","4","3","2","5","1","0"
"PZ KLEIN-BRABANT","10","24","18","19","17","23","19","31","22","13"
"Bornem","3","12","8","6","3","10","3","14","10","2"
"Puurs-Sint-Amands","7","12","10","13","14","13","16","17","12","11"
"PZ LIER","12","15","26","16","10","24","16","16","13","4"
"Lier","12","15","26","16","10","24","16","16","13","4"
"PZ MEWI","62","67","80","61","69","51","47","36","31","8"
"Mechelen","49","47","68","47","48","39","36","26","22","3"
"Willebroek","13","20","12","14","21","12","11","10","9","5"
"PZ SCHOTEN","8","11","27","11","17","10","9","10","5","0"
"Schoten","8","11","27","11","17","10","9","10","5","0"
"PZ ZWIJNDRECHT","11","15","14","10","11","7","4","11","6","1"
"Zwijndrecht","11","15","14","10","11","7","4","11","6","1"
"VOORKEMPEN","20","36","52","44","80","73","45","65","29","6"
"Brecht","6","10","12","11","24","17","9","22","9","0"
"Malle","3","9","15","11","17","22","16","8","10","1"
"Schilde","5","7","12","7","16","14","6","15","7","3"
"Zoersel","6","10","13","15","23","20","14","20","3","2"
"ZONE NETELAND","45","30","36","37","27","32","49","43","22","2"
"Grobbendonk","6","9","9","7","3","1","7","4","2","0"
"Herentals","24","10","17","21","9","23","29","26","19","0"
"Herenthout","7","5","4","1","5","1","3","7","0","0"
"Olen","8","5","1","5","5","5","4","4","1","2"
"Vorselaar","0","1","5","3","5","2","6","2","0","0"
"ZUIDERKEMPEN","12","29","18","11","20","13","5","13","5","0"
"Herselt","1","16","7","3","4","3","2","2","2","0"
"Hulshout","2","1","0","1","6","6","2","4","0","0"
"Westerlo","9","12","11","7","10","4","1","7","3","0"
"Limburg","547","408","412","471","443","371","339","314","303","54"
"Limburg","547","408","412","471","443","371","339","314","303","54"
"KEMPENLAND","46","30","26","24","23","21","12","11","5","4"
"Hechtel-Eksel","5","2","3","3","6","5","2","1","0","0"
"Leopoldsburg","33","19","15","9","10","6","7","4","4","4"
"Peer","8","9","8","12","7","10","3","6","1","0"
"LIMBURG REGIO HOOFDSTAD","103","89","66","110","107","103","90","64","78","12"
"Diepenbeek","13","3","8","16","9","8","10","10","2","2"
"Halen","3","5","2","4","3","5","2","2","0","0"
"Hasselt","70","41","42","67","58","68","66","35","58","9"
"Herk-de-Stad","4","8","4","8","8","6","3","1","7","1"
"Lummen","7","16","9","9","14","8","5","13","7","0"
"Zonhoven","6","16","1","6","15","8","4","3","4","0"
"POLITIEZONE MAASLAND","21","10","24","15","22","19","8","8","8","0"
"Dilsen-Stokkem","6","9","12","9","9","10","4","1","5","0"
"Maaseik","15","1","12","6","13","9","4","7","3","0"
"PZ BERINGEN/HAM/TESSENDERLO","37","29","41","36","39","34","16","18","25","4"
"Beringen","23","18","29","21","22","9","8","12","19","2"
"Ham","3","4","2","5","3","8","1","3","2","0"
"Tessenderlo","11","7","10","10","14","17","7","3","4","2"
"PZ BILZEN/HOESELT/RIEMST","26","8","19","25","20","12","11","12","13","2"
"Bilzen","17","4","8","16","10","8","5","8","7","2"
"Hoeselt","2","2","7","7","4","2","0","0","1","0"
"Riemst","7","2","4","2","6","2","6","4","5","0"
"PZ CARMA","105","105","82","103","67","85","80","73","60","13"
"As","3","7","2","7","1","1","0","10","0","0"
"Bocholt","4","1","5","2","4","4","0","2","2","0"
"Bree","5","6","11","5","4","10","3","7","6","1"
"Genk","46","58","38","57","30","53","40","23","26","3"
"Houthalen-Helchteren","33","15","16","17","15","8","20","15","13","6"
"Kinrooi","5","4","5","5","2","5","2","4","7","2"
"Oudsbergen","5","10","5","8","10","3","12","9","4","1"
"Zutendaal","4","4","0","2","1","1","3","3","2","0"
"PZ GINGELOM/NIEUWERKERKEN/SINT-TRUIDEN","44","23","32","35","39","34","25","22","37","4"
"Gingelom","3","3","3","3","8","4","3","6","3","0"
"Nieuwerkerken","1","4","3","2","2","1","0","2","6","0"
"Sint-Truiden","40","16","26","30","29","29","22","14","28","4"
"PZ HAMONT-ACHEL/PELT","22","15","25","12","14","9","18","7","17","3"
"Hamont-Achel","11","5","3","1","2","3","4","5","6","1"
"Pelt","11","10","22","11","12","6","14","2","11","2"
"PZ HEUSDEN-ZOLDER","20","5","4","10","4","17","21","21","10","3"
"Heusden-Zolder","20","5","4","10","4","17","21","21","10","3"
"PZ KANTON BORGLOON","15","15","18","23","19","6","14","21","16","2"
"Alken","6","3","5","6","0","1","7","3","5","0"
"Borgloon","6","1","4","8","5","2","2","13","5","0"
"Heers","1","3","1","3","7","1","1","1","3","1"
"Kortessem","2","8","5","2","5","0","4","1","1","1"
"Wellen","0","0","3","4","2","2","0","3","2","0"
"PZ LANAKEN/MAASMECHELEN","43","43","40","24","38","15","19","11","20","5"
"Lanaken","20","20","16","5","13","7","13","4","8","2"
"Maasmechelen","23","23","24","19","25","8","6","7","12","3"
"PZ LOMMEL","37","17","10","23","14","7","18","25","6","0"
"Lommel","37","17","10","23","14","7","18","25","6","0"
"PZ VOEREN","0","2","0","1","3","1","2","1","0","0"
"Voeren","0","2","0","1","3","1","2","1","0","0"
"TONGEREN - HERSTAPPE","28","17","25","30","34","8","5","20","8","2"
"Herstappe","0","0","0","0","0","0","0","0","0","0"
"Tongeren","28","17","25","30","34","8","5","20","8","2"
"Oost-Vlaanderen","693","900","886","630","694","640","555","583","502","83"
"Oost-Vlaanderen","693","900","886","630","694","640","555","583","502","83"
"BRAKEL","4","12","11","20","5","16","4","8","9","1"
"Brakel","1","3","6","16","2","10","4","4","3","1"
"Horebeke","0","2","1","1","1","2","0","1","1","0"
"Maarkedal","2","5","1","1","1","4","0","3","2","0"
"Zwalm","1","2","3","2","1","0","0","0","3","0"
"BUGGENHOUT - LEBBEKE","10","15","8","10","8","10","13","13","12","3"
"Buggenhout","7","6","4","7","2","3","8","0","2","0"
"Lebbeke","3","9","4","3","6","7","5","13","10","3"
"GERAARDSBERGEN - LIERDE","10","10","19","21","15","22","12","5","11","1"
"Geraardsbergen","10","10","14","21","15","22","11","5","11","1"
"Lierde","0","0","5","0","0","0","1","0","0","0"
"LOKEREN","45","18","6","11","5","5","20","12","10","6"
"Lokeren","45","18","6","11","5","5","20","12","10","6"
"MEETJESLAND CENTRUM","16","37","20","22","28","26","14","12","25","3"
"Eeklo","11","33","19","20","20","22","12","12","21","3"
"Kaprijke","3","2","1","2","4","4","0","0","2","0"
"Sint-Laureins","2","2","0","0","4","0","2","0","2","0"
"POLITIE SINT-NIKLAAS","53","34","31","26","25","27","35","35","28","4"
"Sint-Niklaas","53","34","31","26","25","27","35","35","28","4"
"POLITIEZONE SCHELDE - LEIE","13","16","17","8","13","11","3","9","5","3"
"De Pinte","6","0","7","0","1","2","1","4","1","0"
"Gavere","1","2","2","2","2","1","0","1","0","1"
"Nazareth","3","10","3","5","9","5","1","3","4","1"
"Sint-Martens-Latem","3","4","5","1","1","3","1","1","0","1"
"PZ AALST","48","36","54","35","27","26","19","27","29","3"
"Aalst","48","36","54","35","27","26","19","27","29","3"
"PZ AALTER","2","5","14","7","14","4","2","5","6","0"
"Aalter","2","5","14","7","14","4","2","5","6","0"
"PZ ASSENEDE/EVERGEM","30","12","15","10","21","9","25","15","11","1"
"Assenede","4","1","4","2","3","3","6","2","3","1"
"Evergem","26","11","11","8","18","6","19","13","8","0"
"PZ BERLARE/ZELE","11","19","13","6","6","23","8","11","4","1"
"Berlare","2","8","9","4","2","9","2","3","3","0"
"Zele","9","11","4","2","4","14","6","8","1","1"
"PZ DEINZE/ZULTE/LIEVEGEM","30","28","21","18","28","31","10","16","15","6"
"Deinze","16","10","7","4","8","9","6","4","8","0"
"Lievegem","8","17","14","13","19","21","1","5","6","6"
"Zulte","6","1","0","1","1","1","3","7","1","0"
"PZ DENDERLEEUW/HAALTERT","16","11","14","9","17","20","9","14","15","0"
"Denderleeuw","4","4","9","7","14","13","4","10","8","0"
"Haaltert","12","7","5","2","3","7","5","4","7","0"
"PZ DENDERMONDE","28","19","25","17","16","10","16","31","22","1"
"Dendermonde","28","19","25","17","16","10","16","31","22","1"
"PZ ERPE-MERE/LEDE","12","14","9","6","13","9","4","9","2","1"
"Erpe-Mere","10","5","7","3","9","6","3","5","0","1"
"Lede","2","9","2","3","4","3","1","4","2","0"
"PZ GENT","185","364","373","206","211","160","180","171","118","21"
"Gent","185","364","373","206","211","160","180","171","118","21"
"PZ HAMME/WAASMUNSTER","10","43","39","18","13","16","17","11","8","2"
"Hamme","9","37","34","11","10","7","10","6","5","2"
"Waasmunster","1","6","5","7","3","9","7","5","3","0"
"PZ KRUIBEKE/TEMSE","13","29","32","17","14","11","7","13","12","2"
"Kruibeke","3","7","14","5","6","2","2","9","6","0"
"Temse","10","22","18","12","8","9","5","4","6","2"
"PZ MALDEGEM","0","5","4","4","5","3","5","3","4","0"
"Maldegem","0","5","4","4","5","3","5","3","4","0"
"PZ NINOVE","13","15","6","15","22","14","6","25","16","1"
"Ninove","13","15","6","15","22","14","6","25","16","1"
"PZ RONSE","20","10","5","10","7","10","12","14","15","4"
"Ronse","20","10","5","10","7","10","12","14","15","4"
"PZ WAASLAND-NOORD","35","40","28","28","30","41","24","44","31","3"
"Beveren","31","21","21","23","19","30","13","18","19","1"
"Sint-Gillis-Waas","4","9","4","2","8","6","5","18","4","2"
"Stekene","0","10","3","3","3","5","6","8","8","0"
"PZ WETTEREN LAARNE WICHELEN","19","28","29","23","43","34","16","14","20","9"
"Laarne","1","2","2","5","9","11","3","3","3","3"
"Wetteren","16","21","18","14","28","16","10","7","13","5"
"Wichelen","2","5","9","4","6","7","3","4","4","1"
"REGIO PUYENBROECK","20","15","11","16","14","18","22","17","26","2"
"Lochristi","8","8","3","9","6","6","9","3","15","1"
"Moerbeke","3","0","2","1","4","3","2","0","1","0"
"Wachtebeke","1","4","5","1","2","3","4","8","7","0"
"Zelzate","8","3","1","5","2","6","7","6","3","1"
"REGIO RHODE & SCHELDE","23","25","40","38","51","50","47","19","17","2"
"Destelbergen","5","3","12","12","23","13","9","1","3","0"
"Melle","8","5","10","13","11","20","12","5","5","0"
"Merelbeke","4","15","16","10","11","12","24","7","6","1"
"Oosterzele","6","2","2","3","6","5","2","6","3","1"
"VLAAMSE ARDENNEN","9","17","19","23","31","19","12","28","19","2"
"Kluisbergen","0","0","2","2","0","4","1","2","0","0"
"Kruisem","4","4","1","3","4","2","3","4","1","0"
"Oudenaarde","4","12","16","17","27","12","8","22","16","2"
"Wortegem-Petegem","1","1","0","1","0","1","0","0","2","0"
"ZOTTEGEM HERZELE StLHOUTEM","18","23","23","6","12","15","13","2","12","1"
"Herzele","10","1","3","2","1","0","1","1","6","1"
"Sint-Lievens-Houtem","2","10","8","3","3","7","6","0","1","0"
"Zottegem","6","12","12","1","8","8","6","1","5","0"
"Vlaams Brabant","443","654","572","468","603","453","408","359","407","82"
"Brussel (Halle-Vilvoorde)","238","285","266","226","312","212","198","175","192","46"
"Geen PZ toegekend - Brussels Airport","17","2","1","1","0","1","1","0","0","0"
"Brussels Airport","17","2","1","1","0","1","1","0","0","0"
"KASTZE","17","24","18","12","13","12","8","14","8","1"
"Kampenhout","3","13","6","5","4","4","1","1","1","0"
"Steenokkerzeel","3","9","8","3","6","1","1","8","1","0"
"Zemst","11","2","4","4","3","7","6","5","6","1"
"PAJOTTENLAND","5","6","6","15","25","12","12","11","21","4"
"Bever","2","0","0","0","0","0","0","0","0","0"
"Galmaarden","1","0","1","2","1","0","0","0","0","0"
"Gooik","1","0","0","2","9","2","2","4","5","0"
"Herne","0","2","0","3","3","2","2","0","4","0"
"Lennik","1","4","4","8","7","5","8","6","7","2"
"Pepingen","0","0","1","0","5","3","0","1","5","2"
"POL AMOW","37","45","50","28","37","21","14","23","43","8"
"Asse","14","24","32","16","17","9","4","13","17","7"
"Merchtem","2","3","4","2","2","3","1","3","11","0"
"Opwijk","5","13","7","0","7","6","2","2","4","1"
"Wemmel","16","5","7","10","11","3","7","5","11","0"
"POLITIEZONE K-L-M","17","16","10","12","34","18","15","10","11","3"
"Kapelle-op-den-Bos","4","1","1","1","17","12","4","1","2","0"
"Londerzeel","7","4","2","5","9","1","4","2","3","3"
"Meise","6","11","7","6","8","5","7","7","6","0"
"POLITIEZONE TARL","21","27","25","7","36","25","29","19","15","4"
"Affligem","8","3","5","3","5","11","6","3","1","0"
"Liedekerke","0","5","8","1","13","3","3","4","4","1"
"Roosdaal","6","7","5","0","7","3","10","5","6","1"
"Ternat","7","12","7","3","11","8","10","7","4","2"
"PZ DILBEEK","12","28","26","24","21","14","8","11","5","0"
"Dilbeek","12","28","26","24","21","14","8","11","5","0"
"PZ DRUIVENSTREEK","10","16","14","20","24","15","10","12","8","3"
"Hoeilaart","3","3","2","7","11","6","3","9","4","1"
"Overijse","7","13","12","13","13","9","7","3","4","2"
"PZ GRIMBERGEN","7","8","14","13","7","10","10","5","4","1"
"Grimbergen","7","8","14","13","7","10","10","5","4","1"
"PZ ZAVENTEM","16","15","7","6","16","5","8","6","11","6"
"Zaventem","16","15","7","6","16","5","8","6","11","6"
"PZ ZENNEVALLEI","39","56","54","49","72","35","34","28","35","9"
"Beersel","16","10","13","6","20","7","9","7","11","5"
"Halle","17","31","26","20","22","13","16","14","16","3"
"Sint-Pieters-Leeuw","6","15","15","23","30","15","9","7","8","1"
"VILVOORDE - MACHELEN","31","23","25","20","14","28","31","18","17","5"
"Machelen","6","2","7","2","3","3","3","0","1","2"
"Vilvoorde","25","21","18","18","11","25","28","18","16","3"
"WOKRA","5","10","12","10","5","5","15","9","8","0"
"Kraainem","0","3","4","4","0","2","6","3","3","0"
"Wezembeek-Oppem","5","7","8","6","5","3","9","6","5","0"
"ZONE RODE","4","9","4","9","8","11","3","9","6","2"
"Drogenbos","0","1","0","1","3","6","1","2","0","0"
"Linkebeek","1","1","1","3","0","0","1","1","2","2"
"Sint-Genesius-Rode","3","7","3","5","5","5","1","6","4","0"
"Leuven","205","369","306","242","291","241","210","184","215","36"
"DEMERDAL - DSZ","20","22","19","19","29","13","8","19","29","3"
"Diest","12","14","11","9","11","6","6","15","16","1"
"Scherpenheuvel-Zichem","8","8","8","10","18","7","2","4","13","2"
"HAACHT","9","29","16","10","9","8","7","7","7","1"
"Boortmeerbeek","1","10","5","3","3","1","2","0","5","0"
"Haacht","7","15","6","1","4","1","5","5","1","1"
"Keerbergen","1","4","5","6","2","6","0","2","1","0"
"HERKO","9","22","15","23","8","12","7","0","2","1"
"Herent","4","17","8","12","0","7","6","0","0","0"
"Kortenberg","5","5","7","11","8","5","1","0","2","1"
"POLITIEZONE AARSCHOT","4","13","10","12","13","4","8","11","8","0"
"Aarschot","4","13","10","12","13","4","8","11","8","0"
"POLITIEZONE BRT","5","20","10","5","9","12","9","9","5","1"
"Begijnendijk","0","6","3","1","2","3","5","1","0","0"
"Rotselaar","4","10","3","3","6","5","2","6","4","0"
"Tremelo","1","4","4","1","1","4","2","2","1","1"
"PZ BIERBEEK/BOUTERSEM/HOLSBEEK/LUBBEEK","8","30","15","14","20","16","11","13","13","3"
"Bierbeek","4","6","3","7","4","3","1","7","1","1"
"Boutersem","1","2","5","1","2","0","2","2","5","2"
"Holsbeek","1","17","2","2","8","4","5","1","5","0"
"Lubbeek","2","5","5","4","6","9","3","3","2","0"
"PZ GETEVALLEI","34","46","26","34","19","19","27","14","40","4"
"Hoegaarden","0","2","0","4","1","1","0","1","1","0"
"Landen","11","8","4","7","7","3","3","2","9","0"
"Linter","2","2","3","0","1","0","0","0","4","0"
"Tienen","19","30","15","17","7","12","22","10","22","4"
"Zoutleeuw","2","4","4","6","3","3","2","1","4","0"
"PZ LEUVEN","108","139","145","103","142","138","117","95","86","21"
"Leuven","108","139","145","103","142","138","117","95","86","21"
"PZ VOER EN DIJLE","4","23","37","12","30","11","11","5","12","1"
"Bertem","0","13","16","4","18","2","1","2","3","0"
"Huldenberg","2","2","4","1","0","3","0","1","2","0"
"Oud-Heverlee","2","3","3","1","5","0","0","0","0","0"
"Tervuren","0","5","14","6","7","6","10","2","7","1"
"ZONE HAGELAND","4","25","13","10","12","8","5","11","13","1"
"Bekkevoort","0","1","1","4","4","5","2","1","3","0"
"Geetbets","0","5","3","1","1","0","0","1","2","0"
"Glabbeek","1","6","3","2","2","1","0","0","2","0"
"Kortenaken","1","3","3","2","1","0","0","7","1","0"
"Tielt-Winge","2","10","3","1","4","2","3","2","5","1"
"West-Vlaanderen","399","484","482","422","576","523","458","510","436","90"
"West-Vlaanderen","399","484","482","422","576","523","458","510","436","90"
"GAVERS","10","13","18","11","12","10","20","11","12","2"
"Deerlijk","3","3","7","2","2","2","5","4","1","1"
"Harelbeke","7","10","11","9","10","8","15","7","11","1"
"GRENSLEIE","40","28","51","17","60","43","36","31","18","8"
"Ledegem","2","0","0","1","0","4","5","0","3","1"
"Menen","29","18","26","11","48","28","15","19","14","5"
"Wevelgem","9","10","25","5","12","11","16","12","1","2"
"Geen PZ toegekend - Noordzee","0","0","0","0","0","0","0","0","0","0"
"Noordzee","0","0","0","0","0","0","0","0","0","0"
"MIDOW","4","20","13","12","9","14","10","29","12","0"
"Dentergem","2","3","3","2","0","0","0","5","5","0"
"Ingelmunster","0","3","3","0","1","1","2","15","3","0"
"Meulebeke","2","6","3","5","7","8","1","3","0","0"
"Oostrozebeke","0","1","1","1","0","4","1","3","0","0"
"Wielsbeke","0","7","3","4","1","1","6","3","4","0"
"MIRA","17","40","22","26","16","34","37","39","14","3"
"Anzegem","0","5","1","3","0","10","3","5","1","1"
"Avelgem","2","8","1","6","7","6","6","0","0","0"
"Spiere-Helkijn","0","4","2","1","0","0","1","2","0","0"
"Waregem","10","16","10","8","5","10","17","21","10","1"
"Zwevegem","5","7","8","8","4","8","10","11","3","1"
"POLDER","9","9","4","19","32","8","5","14","10","3"
"Diksmuide","3","7","3","8","16","0","0","5","7","1"
"Houthulst","3","0","1","0","5","1","0","8","0","1"
"Koekelare","1","2","0","3","1","1","1","1","1","0"
"Kortemark","2","0","0","8","10","6","4","0","2","1"
"POLITIEZONE ARRO IEPER","36","43","34","23","41","37","44","49","61","17"
"Heuvelland","1","9","1","1","0","4","4","4","4","0"
"Ieper","9","13","6","5","13","16","6","14","19","4"
"Langemark-Poelkapelle","3","1","0","3","4","2","4","1","3","1"
"Mesen","0","1","0","0","0","1","0","0","2","0"
"Moorslede","5","3","5","3","11","5","7","6","9","5"
"Poperinge","8","4","9","4","0","2","8","9","12","0"
"Staden","1","3","2","3","7","2","4","7","1","2"
"Vleteren","0","1","0","0","1","0","1","0","0","0"
"Wervik","5","6","9","2","4","3","6","4","2","3"
"Zonnebeke","4","2","2","2","1","2","4","4","9","2"
"POLITIEZONE HET HOUTSCHE","16","19","8","24","19","19","16","18","14","1"
"Beernem","5","2","2","7","9","11","3","8","5","0"
"Oostkamp","4","14","4","7","7","3","11","8","2","0"
"Zedelgem","7","3","2","10","3","5","2","2","7","1"
"POLITIEZONE KOUTER","25","17","15","35","26","17","12","18","14","4"
"Gistel","12","7","5","5","1","1","2","7","7","1"
"Ichtegem","3","1","0","11","8","3","2","1","1","1"
"Jabbeke","1","2","0","4","2","4","3","4","0","0"
"Oudenburg","0","1","2","0","4","4","1","1","3","0"
"Torhout","9","6","8","15","11","5","4","5","3","2"
"POLITIEZONE MIDDELKERKE","4","3","8","4","2","9","4","6","14","0"
"Middelkerke","4","3","8","4","2","9","4","6","14","0"
"POLITIEZONE RIHO","36","60","41","49","76","62","51","84","57","14"
"Hooglede","1","6","5","4","4","1","2","6","10","6"
"Izegem","13","18","7","16","22","8","11","20","5","0"
"Roeselare","22","36","29","29","50","53","38","58","42","8"
"POLITIEZONE SPOORKIN","2","11","7","2","5","3","4","7","8","1"
"Alveringem","0","4","2","0","0","2","1","1","1","0"
"Lo-Reninge","0","3","0","1","1","0","0","0","0","0"
"Veurne","2","4","5","1","4","1","3","6","7","1"
"PZ BLANKENBERGE/ZUIENKERKE","9","7","4","2","4","6","5","11","7","0"
"Blankenberge","8","6","4","1","4","6","3","11","7","0"
"Zuienkerke","1","1","0","1","0","0","2","0","0","0"
"PZ BREDENE/DE HAAN","10","4","11","6","11","11","9","9","7","0"
"Bredene","5","4","9","4","8","5","7","7","4","0"
"De Haan","5","0","2","2","3","6","2","2","3","0"
"PZ BRUGGE","53","53","66","55","78","49","51","52","46","15"
"Brugge","53","53","66","55","78","49","51","52","46","15"
"PZ DAMME/KNOKKE-HEIST","5","14","17","5","10","14","7","11","9","0"
"Damme","1","2","8","1","3","5","1","5","2","0"
"Knokke-Heist","4","12","9","4","7","9","6","6","7","0"
"PZ OOSTENDE","40","31","32","18","43","37","25","32","40","9"
"Oostende","40","31","32","18","43","37","25","32","40","9"
"REGIO TIELT","15","18","16","36","34","21","12","16","17","0"
"Ardooie","6","4","3","17","2","3","1","5","5","0"
"Lichtervelde","0","0","2","4","4","2","1","2","6","0"
"Pittem","0","2","1","0","1","2","4","0","1","0"
"Ruiselede","3","6","4","7","16","3","1","0","1","0"
"Tielt","6","3","5","6","7","7","3","4","3","0"
"Wingene","0","3","1","2","4","4","2","5","1","0"
"VLAS","47","70","105","64","94","113","92","55","61","9"
"Kortrijk","45","69","104","60","87","101","76","51","51","8"
"Kuurne","2","0","1","2","6","6","10","1","6","0"
"Lendelede","0","1","0","2","1","6","6","3","4","1"
"WESTKUST","21","24","10","14","4","16","18","18","15","4"
"De Panne","12","6","2","4","3","8","6","2","6","0"
"Koksijde","5","7","4","5","1","7","10","13","6","3"
"Nieuwpoort","4","11","4","5","0","1","2","3","3","1"
