"","2000","2011","2012","2013","2014","2015","2016","2017","2018","2019 (*)"
"Kapellen","42","28","22","11","37","29","15","17","21","8"
"Stabroek","23","30","29","17","46","26","25","15","9","1"
"POLITIEZONE NOORDERKEMPEN","11","63","59","29","38","38","47","52","59","9"
"Hoogstraten","4","17","12","5","10","6","17","10","21","0"
"Merksplas","4","36","25","13","16","19","16","5","6","1"
"Rijkevorsel","3","10","22","11","12","13","14","37","32","8"
"POLITIEZONE RUPEL","96","205","117","159","122","72","75","90","97","17"
"Boom","35","71","34","62","60","21","29","31","29","4"
"Hemiksem","12","20","12","19","13","10","14","17","16","3"
"Niel","25","47","29","36","30","12","12","8","29","2"
"Rumst","14","38","27","19","13","18","13","21","12","4"
"Schelle","10","29","15","23","6","11","7","13","11","4"
"PZ BRASSCHAAT","31","52","93","51","60","38","71","70","57","15"
"Brasschaat","31","52","93","51","60","38","71","70","57","15"
"PZ GEEL/LAAKDAL/MEERHOUT","61","159","109","84","51","29","29","24","35","19"
"Geel","30","67","53","44","21","15","18","12","28","13"
"Laakdal","16","53","32","21","25","12","6","5","4","4"
"Meerhout","15","39","24","19","5","2","5","7","3","2"
"PZ KLEIN-BRABANT","39","64","65","61","42","56","53","70","45","14"
"Bornem","20","33","39","31","20","24","16","29","12","3"
"Puurs-Sint-Amands","19","31","26","30","22","32","37","41","33","11"
"PZ LIER","54","101","80","77","48","49","42","39","34","6"
"Lier","54","101","80","77","48","49","42","39","34","6"
"PZ MEWI","96","195","296","189","136","99","102","137","118","28"
"Mechelen","66","114","191","131","88","74","85","101","88","25"
"Willebroek","30","81","105","58","48","25","17","36","30","3"
"PZ SCHOTEN","27","56","57","68","44","44","55","48","43","12"
"Schoten","27","56","57","68","44","44","55","48","43","12"
"PZ ZWIJNDRECHT","36","24","31","20","34","28","26","28","39","8"
"Zwijndrecht","36","24","31","20","34","28","26","28","39","8"
"VOORKEMPEN","50","94","66","66","82","130","95","110","113","19"
"Brecht","16","27","28","28","29","51","28","31","57","14"
"Malle","6","15","13","6","13","22","33","40","8","0"
"Schilde","23","23","12","19","13","28","20","27","16","2"
"Zoersel","5","29","13","13","27","29","14","12","32","3"
"ZONE NETELAND","62","201","253","157","70","53","49","44","51","11"
"Grobbendonk","10","28","32","20","8","9","8","5","5","2"
"Herentals","33","92","125","92","32","25","23","21","27","2"
"Herenthout","5","22","20","7","5","5","3","3","0","1"
"Olen","11","31","45","17","17","6","5","7","12","1"
"Vorselaar","3","28","31","21","8","8","10","8","7","5"
"ZUIDERKEMPEN","67","136","122","68","62","46","51","31","52","7"
"Herselt","30","35","25","22","11","13","11","3","20","4"
"Hulshout","20","53","39","15","8","10","23","5","11","0"
"Westerlo","17","48","58","31","43","23","17","23","21","3"
"Limburg","972","1.581","1.311","1.181","1.333","1.170","1.240","1.208","1.254","323"
"Limburg","972","1.581","1.311","1.181","1.333","1.170","1.240","1.208","1.254","323"
"KEMPENLAND","40","86","76","73","56","50","89","86","87","22"
"Hechtel-Eksel","4","20","16","14","11","14","20","35","15","5"
"Leopoldsburg","12","50","41","44","34","22","50","32","45","15"
"Peer","24","16","19","15","11","14","19","19","27","2"
"LIMBURG REGIO HOOFDSTAD","149","360","239","202","220","186","172","213","180","66"
"Diepenbeek","14","61","17","8","28","31","28","19","25","12"
"Halen","2","8","8","7","8","14","16","4","7","6"
"Hasselt","76","154","129","95","103","79","72","120","100","20"
"Herk-de-Stad","9","46","18","19","11","12","22","15","22","7"
"Lummen","16","35","30","33","19","16","22","18","10","5"
"Zonhoven","32","56","37","40","51","34","12","37","16","16"
"POLITIEZONE MAASLAND","92","59","42","34","44","34","42","52","56","5"
"Dilsen-Stokkem","29","29","20","17","23","11","33","29","30","5"
"Maaseik","63","30","22","17","21","23","9","23","26","0"
"PZ BERINGEN/HAM/TESSENDERLO","135","149","125","80","141","133","128","142","90","12"
"Beringen","90","96","93","49","85","81","85","104","65","10"
"Ham","11","12","6","8","16","16","8","8","6","0"
"Tessenderlo","34","41","26","23","40","36","35","30","19","2"
"PZ BILZEN/HOESELT/RIEMST","37","87","70","78","57","54","83","53","77","13"
"Bilzen","24","66","40","45","43","35","54","32","53","8"
"Hoeselt","3","9","11","3","6","10","6","10","12","4"
"Riemst","10","12","19","30","8","9","23","11","12","1"
"PZ CARMA","194","240","285","230","309","223","210","265","313","92"
"As","7","28","22","10","12","7","3","2","2","4"
"Bocholt","7","15","29","20","19","16","16","9","18","2"
"Bree","13","19","17","20","20","24","19","27","28","8"
"Genk","116","83","57","83","170","119","116","123","198","44"
"Houthalen-Helchteren","26","37","85","52","36","21","29","28","25","22"
"Kinrooi","17","8","20","6","12","7","4","10","14","4"
"Oudsbergen","6","40","47","31","27","26","10","50","22","7"
"Zutendaal","2","10","8","8","13","3","13","16","6","1"
"PZ GINGELOM/NIEUWERKERKEN/SINT-TRUIDEN","98","200","165","93","85","113","78","76","113","33"
"Gingelom","8","43","19","7","10","11","9","3","2","1"
"Nieuwerkerken","35","17","44","11","3","5","3","3","11","0"
"Sint-Truiden","55","140","102","75","72","97","66","70","100","32"
"PZ HAMONT-ACHEL/PELT","22","55","52","37","38","51","77","72","67","13"
"Hamont-Achel","7","11","4","9","10","13","8","9","9","3"
"Pelt","15","44","48","28","28","38","69","63","58","10"
"PZ HEUSDEN-ZOLDER","34","60","32","54","61","49","70","41","22","6"
"Heusden-Zolder","34","60","32","54","61","49","70","41","22","6"
"PZ KANTON BORGLOON","37","60","61","94","79","76","75","46","53","8"
"Alken","7","10","6","8","9","43","12","3","9","0"
"Borgloon","8","21","12","20","8","9","17","15","18","5"
"Heers","8","4","8","17","7","7","10","23","18","1"
"Kortessem","4","12","13","29","51","6","12","1","5","2"
"Wellen","10","13","22","20","4","11","24","4","3","0"
"PZ LANAKEN/MAASMECHELEN","60","69","59","83","105","82","75","64","85","16"
"Lanaken","34","40","29","38","56","25","31","28","45","7"
"Maasmechelen","26","29","30","45","49","57","44","36","40","9"
"PZ LOMMEL","42","63","52","72","82","44","52","46","38","4"
"Lommel","42","63","52","72","82","44","52","46","38","4"
"PZ VOEREN","2","5","0","0","5","3","2","5","0","0"
"Voeren","2","5","0","0","5","3","2","5","0","0"
"TONGEREN - HERSTAPPE","30","88","53","51","51","72","87","47","73","33"
"Herstappe","0","0","0","0","0","0","0","0","0","0"
"Tongeren","30","88","53","51","51","72","87","47","73","33"
"Oost-Vlaanderen","2.542","2.958","2.796","3.019","3.077","2.569","2.627","2.498","2.621","580"
"Oost-Vlaanderen","2.542","2.958","2.796","3.019","3.077","2.569","2.627","2.498","2.621","580"
"BRAKEL","39","34","32","23","15","47","23","61","44","9"
"Brakel","15","18","22","13","10","37","17","40","33","8"
"Horebeke","1","0","2","5","1","1","1","1","0","0"
"Maarkedal","11","4","2","1","3","6","3","2","6","1"
"Zwalm","12","12","6","4","1","3","2","18","5","0"
"BUGGENHOUT - LEBBEKE","22","57","77","107","42","47","67","55","78","13"
"Buggenhout","10","22","27","43","5","16","27","35","41","5"
"Lebbeke","12","35","50","64","37","31","40","20","37","8"
"GERAARDSBERGEN - LIERDE","79","63","46","56","54","44","94","63","73","19"
"Geraardsbergen","71","61","41","51","50","39","87","56","70","19"
"Lierde","8","2","5","5","4","5","7","7","3","0"
"LOKEREN","55","129","80","81","116","93","111","81","69","19"
"Lokeren","55","129","80","81","116","93","111","81","69","19"
"MEETJESLAND CENTRUM","57","67","55","73","52","60","72","41","67","9"
"Eeklo","34","47","43","54","41","39","47","29","59","8"
"Kaprijke","20","9","7","8","7","13","13","6","1","1"
"Sint-Laureins","3","11","5","11","4","8","12","6","7","0"
"POLITIE SINT-NIKLAAS","169","188","186","274","223","165","153","115","133","39"
"Sint-Niklaas","169","188","186","274","223","165","153","115","133","39"
"POLITIEZONE SCHELDE - LEIE","79","43","34","41","37","35","57","56","42","10"
"De Pinte","10","10","8","8","11","10","15","7","14","0"
"Gavere","21","11","11","13","10","10","13","25","15","4"
"Nazareth","20","17","10","11","10","11","15","16","8","5"
"Sint-Martens-Latem","28","5","5","9","6","4","14","8","5","1"
"PZ AALST","148","195","164","210","167","125","146","148","223","49"
"Aalst","148","195","164","210","167","125","146","148","223","49"
"PZ AALTER","24","45","53","31","22","43","56","62","59","3"
"Aalter","24","45","53","31","22","43","56","62","59","3"
"PZ ASSENEDE/EVERGEM","122","113","85","63","66","82","95","98","79","15"
"Assenede","25","41","31","11","13","15","18","20","25","3"
"Evergem","97","72","54","52","53","67","77","78","54","12"
"PZ BERLARE/ZELE","54","69","68","75","90","81","84","76","76","8"
"Berlare","25","29","47","49","48","51","42","30","36","4"
"Zele","29","40","21","26","42","30","42","46","40","4"
"PZ DEINZE/ZULTE/LIEVEGEM","126","111","121","150","161","90","67","84","96","27"
"Deinze","60","53","64","80","97","41","27","34","40","11"
"Lievegem","58","30","34","49","40","27","17","42","31","10"
"Zulte","8","28","23","21","24","22","23","8","25","6"
"PZ DENDERLEEUW/HAALTERT","53","106","103","109","143","89","98","80","75","21"
"Denderleeuw","41","62","46","58","79","41","53","44","48","10"
"Haaltert","12","44","57","51","64","48","45","36","27","11"
"PZ DENDERMONDE","91","126","94","167","119","96","98","106","118","26"
"Dendermonde","91","126","94","167","119","96","98","106","118","26"
"PZ ERPE-MERE/LEDE","59","44","48","60","70","84","51","88","90","23"
"Erpe-Mere","27","27","22","33","33","41","26","36","35","15"
"Lede","32","17","26","27","37","43","25","52","55","8"
"PZ GENT","560","554","557","505","586","455","434","445","480","92"
"Gent","560","554","557","505","586","455","434","445","480","92"
"PZ HAMME/WAASMUNSTER","42","47","55","60","66","90","62","39","59","11"
"Hamme","33","36","31","38","38","67","26","34","41","8"
"Waasmunster","9","11","24","22","28","23","36","5","18","3"
"PZ KRUIBEKE/TEMSE","61","118","149","109","68","84","77","72","59","20"
"Kruibeke","4","67","73","33","26","35","42","32","20","13"
"Temse","57","51","76","76","42","49","35","40","39","7"
"PZ MALDEGEM","34","78","42","65","68","53","45","59","49","11"
"Maldegem","34","78","42","65","68","53","45","59","49","11"
"PZ NINOVE","54","59","64","37","51","45","26","51","31","8"
"Ninove","54","59","64","37","51","45","26","51","31","8"
"PZ RONSE","67","38","26","37","36","22","33","33","83","12"
"Ronse","67","38","26","37","36","22","33","33","83","12"
"PZ WAASLAND-NOORD","93","153","204","137","159","146","144","125","101","27"
"Beveren","65","62","97","80","104","79","107","85","49","20"
"Sint-Gillis-Waas","10","29","50","22","32","24","22","23","34","4"
"Stekene","18","62","57","35","23","43","15","17","18","3"
"PZ WETTEREN LAARNE WICHELEN","67","148","162","122","224","138","148","131","147","56"
"Laarne","10","14","28","21","33","22","26","26","19","8"
"Wetteren","39","98","108","75","139","84","85","64","84","34"
"Wichelen","18","36","26","26","52","32","37","41","44","14"
"REGIO PUYENBROECK","57","135","101","98","148","107","123","76","78","16"
"Lochristi","14","48","34","44","76","32","43","14","29","3"
"Moerbeke","5","7","12","10","12","13","22","11","1","1"
"Wachtebeke","9","16","20","2","26","44","29","26","23","5"
"Zelzate","29","64","35","42","34","18","29","25","25","7"
"REGIO RHODE & SCHELDE","112","117","89","61","63","89","85","78","77","7"
"Destelbergen","14","19","20","21","11","26","21","15","13","1"
"Melle","14","11","11","7","19","8","13","26","18","1"
"Merelbeke","27","76","48","17","22","47","36","18","39","5"
"Oosterzele","57","11","10","16","11","8","15","19","7","0"
"VLAAMSE ARDENNEN","96","76","46","141","96","79","68","69","63","18"
"Kluisbergen","16","5","5","24","23","3","7","16","6","4"
"Kruisem","9","17","8","11","6","16","10","9","6","3"
"Oudenaarde","65","51","31","104","60","56","45","38","50","10"
"Wortegem-Petegem","6","3","2","2","7","4","6","6","1","1"
"ZOTTEGEM HERZELE StLHOUTEM","122","45","55","127","135","80","110","106","72","12"
"Herzele","42","9","19","49","45","19","11","5","15","1"
"Sint-Lievens-Houtem","13","9","11","21","9","12","40","60","31","2"
"Zottegem","67","27","25","57","81","49","59","41","26","9"
"Vlaams Brabant","1.043","1.200","1.014","1.085","1.167","835","955","941","930","204"
"Brussel (Halle-Vilvoorde)","578","606","455","569","541","431","529","526","553","135"
"Geen PZ toegekend - Brussels Airport","1","0","0","0","4","1","0","1","3","0"
"Brussels Airport","1","0","0","0","4","1","0","1","3","0"
"KASTZE","35","26","35","41","46","25","33","31","25","6"
"Kampenhout","9","2","3","10","8","6","4","4","0","1"
"Steenokkerzeel","1","9","10","4","17","10","14","18","11","4"
"Zemst","25","15","22","27","21","9","15","9","14","1"
"PAJOTTENLAND","45","42","30","33","24","37","38","45","24","7"
"Bever","1","2","0","4","0","5","6","3","0","0"
"Galmaarden","15","6","8","3","5","8","16","20","3","3"
"Gooik","12","17","13","11","2","3","9","12","12","3"
"Herne","6","8","1","9","5","10","1","7","5","0"
"Lennik","7","5","7","5","8","8","6","3","4","0"
"Pepingen","4","4","1","1","4","3","0","0","0","1"
"POL AMOW","114","59","42","77","60","66","71","73","51","8"
"Asse","58","27","19","25","26","31","36","41","27","3"
"Merchtem","32","16","4","15","6","16","16","11","11","2"
"Opwijk","12","4","14","19","17","12","9","11","8","0"
"Wemmel","12","12","5","18","11","7","10","10","5","3"
"POLITIEZONE K-L-M","55","43","35","44","41","18","42","46","38","18"
"Kapelle-op-den-Bos","7","8","10","4","12","2","9","5","9","4"
"Londerzeel","24","23","10","21","14","6","14","21","12","8"
"Meise","24","12","15","19","15","10","19","20","17","6"
"POLITIEZONE TARL","65","101","29","50","62","43","81","70","61","3"
"Affligem","13","5","7","9","15","8","15","11","8","2"
"Liedekerke","18","38","8","12","17","20","40","31","40","1"
"Roosdaal","25","15","6","14","23","6","10","8","6","0"
"Ternat","9","43","8","15","7","9","16","20","7","0"
"PZ DILBEEK","19","38","39","38","46","42","27","30","29","6"
"Dilbeek","19","38","39","38","46","42","27","30","29","6"
"PZ DRUIVENSTREEK","6","25","44","62","62","26","26","63","60","11"
"Hoeilaart","2","8","17","6","5","9","6","19","20","5"
"Overijse","4","17","27","56","57","17","20","44","40","6"
"PZ GRIMBERGEN","18","30","52","32","21","14","26","17","27","3"
"Grimbergen","18","30","52","32","21","14","26","17","27","3"
"PZ ZAVENTEM","46","48","17","24","27","21","29","26","42","17"
"Zaventem","46","48","17","24","27","21","29","26","42","17"
"PZ ZENNEVALLEI","94","117","63","96","85","74","88","67","125","29"
"Beersel","29","26","24","27","29","20","19","9","39","8"
"Halle","41","59","25","36","32","37","41","46","55","14"
"Sint-Pieters-Leeuw","24","32","14","33","24","17","28","12","31","7"
"VILVOORDE - MACHELEN","45","45","43","44","42","37","50","29","34","6"
"Machelen","17","19","17","16","8","5","13","6","9","4"
"Vilvoorde","28","26","26","28","34","32","37","23","25","2"
"WOKRA","18","9","5","17","3","9","6","9","16","10"
"Kraainem","15","1","1","5","1","4","2","2","2","0"
"Wezembeek-Oppem","3","8","4","12","2","5","4","7","14","10"
"ZONE RODE","17","23","21","11","18","18","12","19","18","11"
"Drogenbos","5","2","1","4","6","4","3","6","4","5"
"Linkebeek","6","13","2","3","1","3","5","1","1","0"
"Sint-Genesius-Rode","6","8","18","4","11","11","4","12","13","6"
"Leuven","465","594","559","516","626","404","426","415","377","69"
"DEMERDAL - DSZ","108","79","68","67","61","37","43","54","63","11"
"Diest","35","37","29","35","43","26","31","26","41","4"
"Scherpenheuvel-Zichem","73","42","39","32","18","11","12","28","22","7"
"HAACHT","16","14","30","20","30","17","30","26","17","1"
"Boortmeerbeek","2","3","15","8","12","7","10","11","3","0"
"Haacht","4","5","2","7","8","7","8","9","8","1"
"Keerbergen","10","6","13","5","10","3","12","6","6","0"
"HERKO","19","30","23","19","11","17","18","15","24","1"
"Herent","3","14","14","4","3","6","11","6","14","1"
"Kortenberg","16","16","9","15","8","11","7","9","10","0"
"POLITIEZONE AARSCHOT","33","61","34","50","81","27","16","23","26","6"
"Aarschot","33","61","34","50","81","27","16","23","26","6"
"POLITIEZONE BRT","22","36","30","25","51","52","43","52","27","8"
"Begijnendijk","6","5","4","2","14","16","13","9","5","2"
"Rotselaar","10","11","14","18","20","12","8","14","5","4"
"Tremelo","6","20","12","5","17","24","22","29","17","2"
"PZ BIERBEEK/BOUTERSEM/HOLSBEEK/LUBBEEK","21","45","43","45","46","22","21","22","23","2"
"Bierbeek","2","4","4","2","14","11","2","2","1","0"
"Boutersem","3","31","18","2","9","2","6","6","3","0"
"Holsbeek","6","6","15","7","7","7","8","5","8","1"
"Lubbeek","10","4","6","34","16","2","5","9","11","1"
"PZ GETEVALLEI","96","86","131","92","127","74","65","73","62","23"
"Hoegaarden","25","3","2","3","3","1","4","5","2","0"
"Landen","10","35","38","47","24","20","20","23","21","4"
"Linter","4","4","14","3","1","16","1","10","4","0"
"Tienen","50","37","62","34","76","25","37","29","29","11"
"Zoutleeuw","7","7","15","5","23","12","3","6","6","8"
"PZ LEUVEN","78","107","100","103","88","100","131","78","61","11"
"Leuven","78","107","100","103","88","100","131","78","61","11"
"PZ VOER EN DIJLE","29","72","53","47","47","16","26","38","35","4"
"Bertem","5","38","14","5","7","4","6","12","11","0"
"Huldenberg","2","4","13","8","4","3","4","8","7","2"
"Oud-Heverlee","11","6","0","4","9","0","4","2","5","1"
"Tervuren","11","24","26","30","27","9","12","16","12","1"
"ZONE HAGELAND","43","64","47","48","84","42","33","34","39","2"
"Bekkevoort","6","13","6","2","3","6","3","11","13","0"
"Geetbets","1","9","10","8","24","10","2","4","5","0"
"Glabbeek","8","14","6","1","7","5","13","1","4","0"
"Kortenaken","11","15","15","27","25","14","4","7","8","1"
"Tielt-Winge","17","13","10","10","25","7","11","11","9","1"
"West-Vlaanderen","2.121","1.902","1.805","1.580","1.569","1.315","1.260","1.328","1.288","294"
"West-Vlaanderen","2.121","1.902","1.805","1.580","1.569","1.315","1.260","1.328","1.288","294"
"GAVERS","96","67","79","63","69","70","81","116","84","11"
"Deerlijk","10","22","13","12","20","18","24","25","20","3"
"Harelbeke","86","45","66","51","49","52","57","91","64","8"
"GRENSLEIE","179","128","109","87","101","71","79","91","87","27"
"Ledegem","37","15","19","7","17","9","7","8","10","1"
"Menen","47","73","42","55","49","38","51","56","33","18"
"Wevelgem","95","40","48","25","35","24","21","27","44","8"
"Geen PZ toegekend - Noordzee","0","0","0","0","0","0","0","0","0","0"
"Noordzee","0","0","0","0","0","0","0","0","0","0"
"MIDOW","69","44","44","53","36","36","54","40","37","8"
"Dentergem","9","13","12","22","10","5","10","5","10","1"
"Ingelmunster","28","8","10","13","4","9","16","10","7","3"
"Meulebeke","3","12","7","9","10","5","4","9","3","0"
"Oostrozebeke","22","8","6","5","5","12","8","6","13","1"
"Wielsbeke","7","3","9","4","7","5","16","10","4","3"
"MIRA","136","99","100","106","108","91","67","72","73","20"
"Anzegem","26","9","15","22","16","14","9","13","4","0"
"Avelgem","20","5","6","18","8","10","18","13","31","6"
"Spiere-Helkijn","2","1","6","5","9","7","3","9","3","2"
"Waregem","44","52","42","44","48","46","18","24","18","9"
"Zwevegem","44","32","31","17","27","14","19","13","17","3"
"POLDER","79","95","78","148","137","97","52","56","55","15"
"Diksmuide","42","42","21","49","47","22","26","14","22","5"
"Houthulst","10","14","23","47","24","19","13","9","15","1"
"Koekelare","16","10","10","21","23","16","5","10","7","5"
"Kortemark","11","29","24","31","43","40","8","23","11","4"
"POLITIEZONE ARRO IEPER","181","323","226","195","292","234","204","216","195","55"
"Heuvelland","6","13","18","7","11","12","12","20","12","0"
"Ieper","58","109","63","50","66","71","55","50","42","12"
"Langemark-Poelkapelle","12","37","17","17","16","23","15","8","8","3"
"Mesen","0","4","4","0","0","6","2","2","2","2"
"Moorslede","9","37","40","18","27","15","13","40","33","3"
"Poperinge","11","37","21","19","31","24","14","35","39","13"
"Staden","11","13","10","19","34","21","18","10","7","0"
"Vleteren","4","4","19","2","3","4","12","8","7","1"
"Wervik","47","46","23","26","52","48","43","33","34","18"
"Zonnebeke","23","23","11","37","52","10","20","10","11","3"
"POLITIEZONE HET HOUTSCHE","71","42","72","54","42","34","39","43","58","4"
"Beernem","9","10","23","16","9","8","13","13","9","1"
"Oostkamp","26","17","21","18","21","14","10","15","23","1"
"Zedelgem","36","15","28","20","12","12","16","15","26","2"
"POLITIEZONE KOUTER","123","91","94","86","94","63","63","70","43","17"
"Gistel","19","13","11","19","9","14","7","11","7","3"
"Ichtegem","12","20","27","24","23","20","9","11","11","2"
"Jabbeke","18","14","15","11","8","3","8","9","6","2"
"Oudenburg","3","5","12","17","8","9","14","13","5","6"
"Torhout","71","39","29","15","46","17","25","26","14","4"
"POLITIEZONE MIDDELKERKE","61","35","31","31","35","15","19","25","25","2"
"Middelkerke","61","35","31","31","35","15","19","25","25","2"
"POLITIEZONE RIHO","200","126","123","121","124","100","120","123","125","27"
"Hooglede","41","12","6","14","9","9","5","6","6","0"
"Izegem","74","42","29","32","30","38","36","30","35","17"
"Roeselare","85","72","88","75","85","53","79","87","84","10"
"POLITIEZONE SPOORKIN","35","42","76","42","14","20","7","16","13","1"
"Alveringem","10","18","29","16","5","11","3","7","7","1"
"Lo-Reninge","3","1","3","2","1","0","2","1","0","0"
"Veurne","22","23","44","24","8","9","2","8","6","0"
"PZ BLANKENBERGE/ZUIENKERKE","36","58","50","46","30","35","28","29","36","4"
"Blankenberge","36","57","47","45","30","34","26","26","34","4"
"Zuienkerke","0","1","3","1","0","1","2","3","2","0"
"PZ BREDENE/DE HAAN","45","45","47","52","38","38","66","28","41","10"
"Bredene","32","29","34","23","26","23","47","19","24","6"
"De Haan","13","16","13","29","12","15","19","9","17","4"
"PZ BRUGGE","264","249","244","132","110","107","108","114","100","18"
"Brugge","264","249","244","132","110","107","108","114","100","18"
"PZ DAMME/KNOKKE-HEIST","54","56","47","31","30","35","39","37","43","5"
"Damme","19","7","8","5","6","5","10","6","9","0"
"Knokke-Heist","35","49","39","26","24","30","29","31","34","5"
"PZ OOSTENDE","222","101","102","72","74","74","54","55","56","17"
"Oostende","222","101","102","72","74","74","54","55","56","17"
"REGIO TIELT","39","105","104","104","83","59","48","54","64","9"
"Ardooie","8","19","17","31","23","8","7","6","13","1"
"Lichtervelde","12","8","7","7","6","7","10","7","7","0"
"Pittem","2","12","11","8","10","4","6","8","5","0"
"Ruiselede","0","13","28","14","4","6","6","6","3","3"
"Tielt","4","35","29","25","25","23","15","13","17","1"
"Wingene","13","18","12","19","15","11","4","14","19","4"
"VLAS","141","109","103","98","100","69","85","90","102","30"
"Kortrijk","125","79","69","76","81","48","54","70","70","23"
