"","2000","2011","2012","2013","2014","2015","2016","2017","2018","2019 (*)"
"BODUKAP","2","4","1","5","0","2","4","1","2","0"
"Bonheiden","0","0","0","1","0","0","0","0","0","0"
"Duffel","0","2","1","1","0","1","2","1","1","0"
"Putte","1","1","0","1","0","0","0","0","1","0"
"Sint-Katelijne-Waver","1","1","0","2","0","1","2","0","0","0"
"GRENS","6","5","1","2","5","4","3","3","1","0"
"Essen","3","4","1","0","1","2","0","0","0","0"
"Kalmthout","0","0","0","2","1","0","3","2","0","0"
"Wuustwezel","3","1","0","0","3","2","0","1","1","0"
"HEKLA","5","7","11","7","3","4","0","5","2","0"
"Aartselaar","1","1","1","3","1","0","0","2","0","0"
"Edegem","1","3","4","0","0","1","0","0","0","0"
"Hove","0","1","1","1","1","1","0","1","0","0"
"Kontich","3","2","5","3","1","2","0","2","1","0"
"Lint","0","0","0","0","0","0","0","0","1","0"
"MINOS","0","8","10","4","7","9","9","2","3","1"
"Boechout","0","3","1","0","0","2","1","0","0","0"
"Borsbeek","0","0","3","0","1","3","3","1","1","1"
"Mortsel","0","4","5","4","1","1","2","1","1","0"
"Wijnegem","0","0","1","0","2","1","1","0","0","0"
"Wommelgem","0","1","0","0","3","2","2","0","1","0"
"POLITIE REGIO TURNHOUT","6","18","9","7","6","10","9","10","8","3"
"Baarle-Hertog","0","0","1","0","0","1","0","0","2","0"
"Beerse","1","3","0","2","0","0","2","1","0","0"
"Kasterlee","0","0","1","0","0","1","2","2","1","0"
"Lille","0","3","0","0","1","2","0","1","0","0"
"Oud-Turnhout","2","0","1","1","2","0","0","3","0","0"
"Turnhout","1","11","6","4","3","6","4","3","5","3"
"Vosselaar","2","1","0","0","0","0","1","0","0","0"
"POLITIE ZARA","2","0","2","1","3","5","2","1","3","0"
"Ranst","2","0","0","1","1","5","1","0","1","0"
"Zandhoven","0","0","2","0","2","0","1","1","2","0"
"POLITIEZONE HEIST","3","3","3","3","2","0","1","1","1","0"
"Heist-op-den-Berg","3","3","3","3","2","0","1","1","1","0"
"POLITIEZONE KEMPEN N-O","2","4","3","6","5","4","2","2","0","2"
"Arendonk","1","3","1","1","1","2","2","0","0","0"
"Ravels","0","0","2","5","3","2","0","1","0","2"
"Retie","1","1","0","0","1","0","0","1","0","0"
"POLITIEZONE NOORD","3","1","2","3","1","9","1","3","0","1"
"Kapellen","1","1","0","1","0","7","0","1","0","0"
"Stabroek","2","0","2","2","1","2","1","2","0","1"
"POLITIEZONE NOORDERKEMPEN","0","4","2","4","0","0","1","1","0","0"
"Hoogstraten","0","3","1","2","0","0","1","1","0","0"
"Merksplas","0","0","1","0","0","0","0","0","0","0"
"Rijkevorsel","0","1","0","2","0","0","0","0","0","0"
"POLITIEZONE RUPEL","9","17","4","4","5","10","2","4","2","1"
"Boom","7","7","1","1","2","3","1","2","0","1"
"Hemiksem","1","3","0","1","2","0","1","1","0","0"
"Niel","1","1","1","0","0","2","0","0","1","0"
"Rumst","0","4","1","2","1","5","0","1","1","0"
"Schelle","0","2","1","0","0","0","0","0","0","0"
"PZ BRASSCHAAT","2","7","0","9","3","0","0","2","0","0"
"Brasschaat","2","7","0","9","3","0","0","2","0","0"
"PZ GEEL/LAAKDAL/MEERHOUT","3","5","4","1","2","7","1","1","1","0"
"Geel","2","5","3","1","2","4","1","1","1","0"
"Laakdal","0","0","0","0","0","3","0","0","0","0"
"Meerhout","1","0","1","0","0","0","0","0","0","0"
"PZ KLEIN-BRABANT","2","1","0","4","1","2","1","0","4","0"
"Bornem","0","0","0","4","0","0","0","0","1","0"
"Puurs-Sint-Amands","2","1","0","0","1","2","1","0","3","0"
"PZ LIER","6","6","0","10","1","3","1","1","1","1"
"Lier","6","6","0","10","1","3","1","1","1","1"
"PZ MEWI","30","18","8","10","10","5","14","10","12","0"
"Mechelen","27","15","7","9","5","3","13","9","12","0"
"Willebroek","3","3","1","1","5","2","1","1","0","0"
"PZ SCHOTEN","2","3","1","1","3","1","2","0","0","1"
"Schoten","2","3","1","1","3","1","2","0","0","1"
"PZ ZWIJNDRECHT","0","0","2","1","0","0","0","1","0","0"
"Zwijndrecht","0","0","2","1","0","0","0","1","0","0"
"VOORKEMPEN","1","5","3","1","4","2","1","4","0","1"
"Brecht","0","2","1","0","0","1","1","3","0","0"
"Malle","1","1","1","0","2","1","0","1","0","1"
"Schilde","0","2","0","1","2","0","0","0","0","0"
"Zoersel","0","0","1","0","0","0","0","0","0","0"
"ZONE NETELAND","8","3","6","19","10","6","1","13","9","1"
"Grobbendonk","1","0","0","1","1","2","0","2","4","0"
"Herentals","5","2","4","13","6","3","1","7","4","1"
"Herenthout","2","0","1","1","0","0","0","0","0","0"
"Olen","0","1","0","2","2","0","0","2","0","0"
"Vorselaar","0","0","1","2","1","1","0","2","1","0"
"ZUIDERKEMPEN","2","2","2","2","2","1","3","2","2","0"
"Herselt","0","0","0","0","1","0","3","0","0","0"
"Hulshout","1","1","0","0","0","0","0","0","1","0"
"Westerlo","1","1","2","2","1","1","0","2","1","0"
"Limburg","87","89","66","108","92","102","67","68","42","10"
"Limburg","87","89","66","108","92","102","67","68","42","10"
"KEMPENLAND","7","4","4","3","7","2","1","1","2","0"
"Hechtel-Eksel","1","1","0","0","2","1","0","0","0","0"
"Leopoldsburg","5","2","3","3","2","1","0","0","2","0"
"Peer","1","1","1","0","3","0","1","1","0","0"
"LIMBURG REGIO HOOFDSTAD","20","9","13","20","20","28","8","14","8","1"
"Diepenbeek","0","0","1","1","2","1","1","1","0","0"
"Halen","1","0","0","0","0","1","0","1","0","0"
"Hasselt","16","6","10","14","16","25","6","8","6","1"
"Herk-de-Stad","0","1","1","0","0","0","0","0","0","0"
"Lummen","1","0","0","1","0","0","0","1","0","0"
"Zonhoven","2","2","1","4","2","1","1","3","2","0"
"POLITIEZONE MAASLAND","3","8","5","4","5","1","1","3","2","1"
"Dilsen-Stokkem","1","3","0","1","4","0","1","0","1","1"
"Maaseik","2","5","5","3","1","1","0","3","1","0"
"PZ BERINGEN/HAM/TESSENDERLO","3","5","1","7","7","7","6","3","3","0"
"Beringen","1","2","0","4","0","2","2","1","3","0"
"Ham","1","1","0","0","2","1","3","0","0","0"
"Tessenderlo","1","2","1","3","5","4","1","2","0","0"
"PZ BILZEN/HOESELT/RIEMST","3","7","5","3","4","7","4","4","1","2"
"Bilzen","2","2","2","0","2","3","2","2","1","2"
"Hoeselt","0","0","0","1","0","0","2","2","0","0"
"Riemst","1","5","3","2","2","4","0","0","0","0"
"PZ CARMA","19","20","10","28","15","21","17","18","6","3"
"As","1","0","0","0","2","1","0","0","1","0"
"Bocholt","0","1","1","6","1","0","0","1","0","0"
"Bree","5","2","1","4","2","2","0","1","0","0"
"Genk","4","8","5","13","6","13","12","8","1","3"
"Houthalen-Helchteren","6","7","0","3","1","1","2","3","3","0"
"Kinrooi","1","1","3","0","1","2","0","0","0","0"
"Oudsbergen","2","0","0","2","2","1","2","5","1","0"
"Zutendaal","0","1","0","0","0","1","1","0","0","0"
"PZ GINGELOM/NIEUWERKERKEN/SINT-TRUIDEN","7","6","7","3","1","4","4","4","1","0"
"Gingelom","0","1","0","0","0","0","2","0","0","0"
"Nieuwerkerken","0","0","0","0","0","1","0","2","0","0"
"Sint-Truiden","7","5","7","3","1","3","2","2","1","0"
"PZ HAMONT-ACHEL/PELT","5","6","0","2","3","5","2","2","0","1"
"Hamont-Achel","2","1","0","1","2","2","1","0","0","0"
"Pelt","3","5","0","1","1","3","1","2","0","1"
"PZ HEUSDEN-ZOLDER","0","4","0","4","1","1","4","1","3","0"
"Heusden-Zolder","0","4","0","4","1","1","4","1","3","0"
"PZ KANTON BORGLOON","1","2","2","2","3","5","5","2","3","0"
"Alken","0","0","1","0","1","3","0","1","1","0"
"Borgloon","0","0","0","0","0","0","1","1","1","0"
"Heers","0","1","0","0","1","1","2","0","1","0"
"Kortessem","0","0","1","2","1","0","1","0","0","0"
"Wellen","1","1","0","0","0","1","1","0","0","0"
"PZ LANAKEN/MAASMECHELEN","5","12","13","16","23","15","12","10","10","1"
"Lanaken","1","5","9","8","14","7","8","6","7","0"
"Maasmechelen","4","7","4","8","9","8","4","4","3","1"
"PZ LOMMEL","8","5","4","4","3","4","1","2","3","1"
"Lommel","8","5","4","4","3","4","1","2","3","1"
"PZ VOEREN","1","1","0","1","0","0","2","1","0","0"
"Voeren","1","1","0","1","0","0","2","1","0","0"
"TONGEREN - HERSTAPPE","5","0","2","11","0","2","0","3","0","0"
"Herstappe","0","0","0","0","0","0","0","0","0","0"
"Tongeren","5","0","2","11","0","2","0","3","0","0"
"Oost-Vlaanderen","97","138","108","115","109","90","59","79","71","15"
"Oost-Vlaanderen","97","138","108","115","109","90","59","79","71","15"
"BRAKEL","1","3","0","1","2","2","1","1","2","0"
"Brakel","0","1","0","0","1","2","1","1","1","0"
"Horebeke","1","0","0","0","0","0","0","0","0","0"
"Maarkedal","0","0","0","0","0","0","0","0","1","0"
"Zwalm","0","2","0","1","1","0","0","0","0","0"
"BUGGENHOUT - LEBBEKE","0","2","0","2","2","1","0","0","1","2"
"Buggenhout","0","1","0","0","0","0","0","0","0","0"
"Lebbeke","0","1","0","2","2","1","0","0","1","2"
"GERAARDSBERGEN - LIERDE","2","3","0","2","2","1","0","2","3","0"
"Geraardsbergen","2","3","0","2","1","1","0","2","3","0"
"Lierde","0","0","0","0","1","0","0","0","0","0"
"LOKEREN","10","4","3","0","0","2","0","0","0","0"
"Lokeren","10","4","3","0","0","2","0","0","0","0"
"MEETJESLAND CENTRUM","2","4","0","1","0","4","1","1","1","1"
"Eeklo","1","3","0","1","0","2","1","1","1","1"
"Kaprijke","1","0","0","0","0","2","0","0","0","0"
"Sint-Laureins","0","1","0","0","0","0","0","0","0","0"
"POLITIE SINT-NIKLAAS","5","4","4","8","8","2","1","0","2","0"
"Sint-Niklaas","5","4","4","8","8","2","1","0","2","0"
"POLITIEZONE SCHELDE - LEIE","2","1","1","0","0","0","0","1","0","1"
"De Pinte","0","0","0","0","0","0","0","0","0","0"
"Gavere","0","0","0","0","0","0","0","0","0","0"
"Nazareth","2","1","1","0","0","0","0","1","0","1"
"Sint-Martens-Latem","0","0","0","0","0","0","0","0","0","0"
"PZ AALST","3","4","13","6","9","8","5","5","2","1"
"Aalst","3","4","13","6","9","8","5","5","2","1"
"PZ AALTER","1","1","3","3","2","0","3","0","0","0"
"Aalter","1","1","3","3","2","0","3","0","0","0"
"PZ ASSENEDE/EVERGEM","1","1","2","4","0","4","3","3","3","0"
"Assenede","1","1","0","2","0","3","1","2","1","0"
"Evergem","0","0","2","2","0","1","2","1","2","0"
"PZ BERLARE/ZELE","3","0","1","1","0","0","0","4","1","0"
"Berlare","2","0","0","1","0","0","0","2","1","0"
"Zele","1","0","1","0","0","0","0","2","0","0"
"PZ DEINZE/ZULTE/LIEVEGEM","0","7","4","1","1","1","2","3","1","1"
"Deinze","0","3","3","0","1","0","0","1","0","0"
"Lievegem","0","3","1","1","0","1","1","1","1","0"
"Zulte","0","1","0","0","0","0","1","1","0","1"
"PZ DENDERLEEUW/HAALTERT","0","2","1","2","3","0","1","0","0","1"
"Denderleeuw","0","1","0","2","3","0","1","0","0","0"
"Haaltert","0","1","1","0","0","0","0","0","0","1"
"PZ DENDERMONDE","1","5","4","0","1","6","2","1","0","0"
"Dendermonde","1","5","4","0","1","6","2","1","0","0"
"PZ ERPE-MERE/LEDE","0","2","2","2","2","0","1","2","0","0"
"Erpe-Mere","0","1","1","2","1","0","1","2","0","0"
"Lede","0","1","1","0","1","0","0","0","0","0"
"PZ GENT","48","48","44","45","40","35","20","40","28","2"
"Gent","48","48","44","45","40","35","20","40","28","2"
"PZ HAMME/WAASMUNSTER","0","1","2","2","0","1","3","3","0","0"
"Hamme","0","0","1","2","0","1","2","3","0","0"
"Waasmunster","0","1","1","0","0","0","1","0","0","0"
"PZ KRUIBEKE/TEMSE","1","4","5","5","6","2","4","1","2","2"
"Kruibeke","0","0","1","2","2","1","0","0","2","1"
"Temse","1","4","4","3","4","1","4","1","0","1"
"PZ MALDEGEM","0","1","0","0","0","1","0","0","0","0"
"Maldegem","0","1","0","0","0","1","0","0","0","0"
"PZ NINOVE","1","8","1","8","2","4","1","0","1","0"
"Ninove","1","8","1","8","2","4","1","0","1","0"
"PZ RONSE","2","2","1","2","6","3","0","1","3","0"
"Ronse","2","2","1","2","6","3","0","1","3","0"
"PZ WAASLAND-NOORD","0","13","3","2","3","5","2","1","1","1"
"Beveren","0","9","1","1","2","3","2","1","1","0"
"Sint-Gillis-Waas","0","2","1","1","1","0","0","0","0","1"
"Stekene","0","2","1","0","0","2","0","0","0","0"
"PZ WETTEREN LAARNE WICHELEN","7","3","4","4","7","2","0","2","4","1"
"Laarne","1","0","1","0","1","1","0","0","0","0"
"Wetteren","6","3","2","2","4","0","0","1","3","1"
"Wichelen","0","0","1","2","2","1","0","1","1","0"
"REGIO PUYENBROECK","1","4","2","4","0","1","2","3","1","0"
"Lochristi","1","1","0","2","0","1","0","0","1","0"
"Moerbeke","0","0","0","1","0","0","0","0","0","0"
"Wachtebeke","0","2","0","0","0","0","1","1","0","0"
"Zelzate","0","1","2","1","0","0","1","2","0","0"
"REGIO RHODE & SCHELDE","1","4","4","5","5","0","1","2","6","0"
"Destelbergen","1","1","2","2","0","0","0","0","1","0"
"Melle","0","0","0","1","0","0","0","0","2","0"
"Merelbeke","0","2","2","2","5","0","1","0","2","0"
"Oosterzele","0","1","0","0","0","0","0","2","1","0"
"VLAAMSE ARDENNEN","2","4","3","4","2","2","3","2","3","1"
"Kluisbergen","0","1","0","0","0","0","0","0","0","0"
"Kruisem","1","0","2","1","0","1","0","0","1","0"
"Oudenaarde","1","3","1","3","1","1","3","2","2","1"
"Wortegem-Petegem","0","0","0","0","1","0","0","0","0","0"
"ZOTTEGEM HERZELE StLHOUTEM","3","3","1","1","6","3","3","1","6","1"
"Herzele","1","3","1","1","2","0","2","0","0","0"
"Sint-Lievens-Houtem","1","0","0","0","0","2","0","0","1","0"
"Zottegem","1","0","0","0","4","1","1","1","5","1"
"Vlaams Brabant","70","96","87","91","84","61","67","58","47","12"
"Brussel (Halle-Vilvoorde)","42","63","55","57","58","42","39","39","33","7"
"Geen PZ toegekend - Brussels Airport","1","0","0","0","0","1","0","0","0","0"
"Brussels Airport","1","0","0","0","0","1","0","0","0","0"
"KASTZE","0","4","2","2","1","1","0","0","0","0"
"Kampenhout","0","1","2","0","0","0","0","0","0","0"
"Steenokkerzeel","0","1","0","1","1","0","0","0","0","0"
"Zemst","0","2","0","1","0","1","0","0","0","0"
"PAJOTTENLAND","1","2","1","1","2","0","1","0","0","0"
"Bever","0","1","0","0","1","0","0","0","0","0"
"Galmaarden","0","0","0","0","0","0","0","0","0","0"
"Gooik","1","0","0","0","1","0","0","0","0","0"
"Herne","0","0","1","0","0","0","0","0","0","0"
"Lennik","0","1","0","1","0","0","0","0","0","0"
"Pepingen","0","0","0","0","0","0","1","0","0","0"
"POL AMOW","9","8","6","10","5","2","5","5","6","1"
"Asse","4","6","2","3","3","0","4","2","3","1"
"Merchtem","2","0","1","1","0","0","0","0","0","0"
"Opwijk","0","0","2","1","0","0","0","1","1","0"
"Wemmel","3","2","1","5","2","2","1","2","2","0"
"POLITIEZONE K-L-M","6","2","3","0","1","2","2","2","2","0"
"Kapelle-op-den-Bos","1","0","0","0","0","0","1","1","0","0"
"Londerzeel","4","0","1","0","0","1","1","1","1","0"
"Meise","1","2","2","0","1","1","0","0","1","0"
"POLITIEZONE TARL","2","1","2","1","4","1","1","4","2","1"
"Affligem","0","0","0","1","0","1","0","0","2","0"
"Liedekerke","0","1","1","0","2","0","1","1","0","1"
"Roosdaal","0","0","1","0","1","0","0","3","0","0"
"Ternat","2","0","0","0","1","0","0","0","0","0"
"PZ DILBEEK","0","2","3","6","3","3","3","1","0","2"
"Dilbeek","0","2","3","6","3","3","3","1","0","2"
"PZ DRUIVENSTREEK","3","1","1","3","1","3","1","6","2","0"
"Hoeilaart","1","0","0","2","0","2","0","2","0","0"
"Overijse","2","1","1","1","1","1","1","4","2","0"
"PZ GRIMBERGEN","0","1","2","1","1","3","3","0","0","0"
"Grimbergen","0","1","2","1","1","3","3","0","0","0"
"PZ ZAVENTEM","3","3","5","5","5","2","1","3","4","0"
"Zaventem","3","3","5","5","5","2","1","3","4","0"
"PZ ZENNEVALLEI","7","14","17","15","24","10","9","11","5","1"
"Beersel","0","8","0","5","4","7","3","2","0","0"
"Halle","3","2","6","4","10","2","1","5","4","0"
"Sint-Pieters-Leeuw","4","4","11","6","10","1","5","4","1","1"
"VILVOORDE - MACHELEN","2","13","7","9","8","10","8","7","7","1"
"Machelen","0","1","3","2","1","2","3","1","2","0"
"Vilvoorde","2","12","4","7","7","8","5","6","5","1"
"WOKRA","4","1","1","0","0","1","3","0","1","0"
"Kraainem","3","0","1","0","0","1","2","0","0","0"
"Wezembeek-Oppem","1","1","0","0","0","0","1","0","1","0"
"ZONE RODE","4","11","5","4","3","3","2","0","4","1"
"Drogenbos","2","2","1","1","2","2","2","0","2","0"
"Linkebeek","1","4","1","1","1","1","0","0","0","1"
"Sint-Genesius-Rode","1","5","3","2","0","0","0","0","2","0"
"Leuven","28","33","32","34","26","19","28","19","14","5"
"DEMERDAL - DSZ","1","2","5","2","5","0","0","2","3","0"
"Diest","1","1","2","1","3","0","0","1","1","0"
"Scherpenheuvel-Zichem","0","1","3","1","2","0","0","1","2","0"
"HAACHT","2","3","2","0","1","1","2","3","0","0"
"Boortmeerbeek","1","2","0","0","0","0","1","3","0","0"
"Haacht","1","1","2","0","1","1","0","0","0","0"
"Keerbergen","0","0","0","0","0","0","1","0","0","0"
"HERKO","2","2","3","1","0","0","3","0","0","0"
"Herent","0","1","0","0","0","0","2","0","0","0"
"Kortenberg","2","1","3","1","0","0","1","0","0","0"
"POLITIEZONE AARSCHOT","3","3","3","1","1","1","2","1","1","1"
"Aarschot","3","3","3","1","1","1","2","1","1","1"
"POLITIEZONE BRT","0","0","0","1","1","1","1","1","1","0"
"Begijnendijk","0","0","0","0","1","0","1","1","0","0"
"Rotselaar","0","0","0","1","0","1","0","0","1","0"
"Tremelo","0","0","0","0","0","0","0","0","0","0"
"PZ BIERBEEK/BOUTERSEM/HOLSBEEK/LUBBEEK","2","1","1","1","0","1","3","0","1","0"
"Bierbeek","2","0","1","0","0","1","3","0","0","0"
"Boutersem","0","0","0","0","0","0","0","0","0","0"
"Holsbeek","0","0","0","0","0","0","0","0","1","0"
"Lubbeek","0","1","0","1","0","0","0","0","0","0"
"PZ GETEVALLEI","4","7","3","6","3","1","5","0","1","1"
"Hoegaarden","0","0","1","0","0","0","1","0","0","0"
"Landen","0","3","1","1","0","0","1","0","0","0"
"Linter","0","0","0","0","0","0","0","0","0","0"
"Tienen","2","3","1","5","3","1","2","0","1","1"
"Zoutleeuw","2","1","0","0","0","0","1","0","0","0"
"PZ LEUVEN","13","13","10","17","11","10","10","8","7","3"
"Leuven","13","13","10","17","11","10","10","8","7","3"
"PZ VOER EN DIJLE","0","1","2","3","2","1","2","4","0","0"
"Bertem","0","0","2","0","0","0","0","0","0","0"
"Huldenberg","0","1","0","1","1","0","0","0","0","0"
"Oud-Heverlee","0","0","0","1","0","0","1","1","0","0"
"Tervuren","0","0","0","1","1","1","1","3","0","0"
"ZONE HAGELAND","1","1","3","2","2","3","0","0","0","0"
"Bekkevoort","0","0","1","0","1","0","0","0","0","0"
"Geetbets","0","0","0","2","0","2","0","0","0","0"
"Glabbeek","0","0","0","0","0","0","0","0","0","0"
"Kortenaken","0","1","0","0","0","0","0","0","0","0"
"Tielt-Winge","1","0","2","0","1","1","0","0","0","0"
"West-Vlaanderen","70","82","79","83","66","53","49","46","32","7"
"West-Vlaanderen","70","82","79","83","66","53","49","46","32","7"
"GAVERS","2","1","4","3","1","2","5","0","1","0"
"Deerlijk","0","0","0","2","1","0","1","0","0","0"
"Harelbeke","2","1","4","1","0","2","4","0","1","0"
"GRENSLEIE","10","11","6","12","6","4","7","2","4","0"
"Ledegem","1","1","0","2","1","0","0","0","1","0"
"Menen","4","9","6","7","4","3","6","1","1","0"
"Wevelgem","5","1","0","3","1","1","1","1","2","0"
"Geen PZ toegekend - Noordzee","0","0","0","0","0","0","0","0","0","0"
"Noordzee","0","0","0","0","0","0","0","0","0","0"
"MIDOW","1","1","1","5","2","0","1","0","1","0"
"Dentergem","0","0","1","1","0","0","0","0","0","0"
"Ingelmunster","1","1","0","1","0","0","1","0","0","0"
"Meulebeke","0","0","0","1","1","0","0","0","0","0"
"Oostrozebeke","0","0","0","1","1","0","0","0","0","0"
"Wielsbeke","0","0","0","1","0","0","0","0","1","0"
"MIRA","1","3","6","4","2","3","3","3","2","1"
"Anzegem","0","1","0","1","2","0","1","1","0","0"
"Avelgem","0","0","1","1","0","0","0","0","1","0"
"Spiere-Helkijn","0","0","1","1","0","1","0","0","0","1"
"Waregem","1","0","3","1","0","2","1","1","1","0"
"Zwevegem","0","2","1","0","0","0","1","1","0","0"
"POLDER","2","1","0","2","1","1","0","2","0","0"
"Diksmuide","0","1","0","0","1","0","0","1","0","0"
"Houthulst","2","0","0","1","0","0","0","1","0","0"
"Koekelare","0","0","0","0","0","0","0","0","0","0"
"Kortemark","0","0","0","1","0","1","0","0","0","0"
"POLITIEZONE ARRO IEPER","5","7","7","10","7","6","3","3","0","3"
"Heuvelland","0","1","1","1","0","1","0","0","0","0"
"Ieper","4","1","1","5","1","1","2","1","0","0"
"Langemark-Poelkapelle","0","0","1","0","0","0","0","0","0","0"
"Mesen","0","0","0","0","0","0","0","0","0","0"
"Moorslede","0","1","0","0","2","1","0","0","0","0"
"Poperinge","0","2","0","1","1","0","0","0","0","0"
"Staden","1","0","0","1","1","0","1","0","0","1"
"Vleteren","0","0","0","0","0","0","0","0","0","0"
"Wervik","0","2","2","2","1","2","0","2","0","1"
"Zonnebeke","0","0","2","0","1","1","0","0","0","1"
"POLITIEZONE HET HOUTSCHE","1","0","2","4","0","0","0","1","2","0"
"Beernem","0","0","0","2","0","0","0","0","0","0"
"Oostkamp","0","0","0","2","0","0","0","0","2","0"
"Zedelgem","1","0","2","0","0","0","0","1","0","0"
"POLITIEZONE KOUTER","1","0","1","3","1","1","2","1","0","0"
"Gistel","1","0","1","1","0","0","0","0","0","0"
"Ichtegem","0","0","0","0","0","0","1","0","0","0"
"Jabbeke","0","0","0","0","0","0","0","0","0","0"
"Oudenburg","0","0","0","0","1","0","0","1","0","0"
"Torhout","0","0","0","2","0","1","1","0","0","0"
"POLITIEZONE MIDDELKERKE","2","1","2","1","2","1","0","1","1","0"
"Middelkerke","2","1","2","1","2","1","0","1","1","0"
"POLITIEZONE RIHO","4","7","4","6","3","4","3","1","5","0"
"Hooglede","0","1","0","2","0","0","0","0","1","0"
"Izegem","0","1","1","0","1","0","0","0","1","0"
"Roeselare","4","5","3","4","2","4","3","1","3","0"
"POLITIEZONE SPOORKIN","0","0","0","2","1","1","0","0","0","0"
"Alveringem","0","0","0","1","0","0","0","0","0","0"
"Lo-Reninge","0","0","0","0","0","0","0","0","0","0"
"Veurne","0","0","0","1","1","1","0","0","0","0"
"PZ BLANKENBERGE/ZUIENKERKE","5","1","0","2","7","1","0","0","1","1"
"Blankenberge","4","1","0","2","7","1","0","0","1","1"
"Zuienkerke","1","0","0","0","0","0","0","0","0","0"
"PZ BREDENE/DE HAAN","3","4","2","3","0","2","2","1","0","0"
"Bredene","2","3","1","2","0","1","2","0","0","0"
"De Haan","1","1","1","1","0","1","0","1","0","0"
"PZ BRUGGE","8","6","7","6","9","8","3","8","3","0"
"Brugge","8","6","7","6","9","8","3","8","3","0"
"PZ DAMME/KNOKKE-HEIST","4","1","7","1","4","3","0","4","1","1"
"Damme","1","1","0","0","2","0","0","0","0","0"
"Knokke-Heist","3","0","7","1","2","3","0","4","1","1"
"PZ OOSTENDE","9","22","12","10","12","8","11","8","2","0"
"Oostende","9","22","12","10","12","8","11","8","2","0"
"REGIO TIELT","1","1","3","2","2","2","1","2","1","0"
"Ardooie","0","0","0","1","0","1","0","0","1","0"
"Lichtervelde","1","0","1","0","2","0","0","1","0","0"
"Pittem","0","1","0","0","0","0","0","0","0","0"
"Ruiselede","0","0","0","0","0","0","0","0","0","0"
"Tielt","0","0","1","1","0","1","1","1","0","0"
"Wingene","0","0","1","0","0","0","0","0","0","0"
"VLAS","7","13","12","5","4","5","8","8","7","1"
"Kortrijk","6","13","12","5","4","5","8","7","7","1"
"Kuurne","1","0","0","0","0","0","0","1","0","0"
"Lendelede","0","0","0","0","0","0","0","0","0","0"
"WESTKUST","4","2","3","2","2","1","0","1","1","0"
"De Panne","2","1","1","1","1","0","0","0","1","0"
"Koksijde","0","0","1","1","0","0","0","0","0","0"
"Nieuwpoort","2","1","1","0","1","1","0","1","0","0"
"Waals Gewest","741","884","797","675","601","510","459","351","345","57"
"Brabant wallon","43","65","55","40","48","34","30","30","28","0"
