"","2000","2011","2012","2013","2014","2015","2016","2017","2018","2019 (*)"
"Berlaar","0","1","0","0","0","0","1","0","1","1"
"Nijlen","2","2","1","0","0","1","0","2","1","0"
"BODUKAP","8","14","10","5","4","4","1","4","6","4"
"Bonheiden","2","1","2","0","1","1","1","1","0","1"
"Duffel","1","11","5","0","2","1","0","0","5","0"
"Putte","3","0","3","2","1","1","0","2","0","1"
"Sint-Katelijne-Waver","2","2","0","3","0","1","0","1","1","2"
"GRENS","5","5","4","4","2","0","0","1","5","2"
"Essen","1","1","1","1","1","0","0","0","0","1"
"Kalmthout","3","3","2","2","0","0","0","1","4","1"
"Wuustwezel","1","1","1","1","1","0","0","0","1","0"
"HEKLA","19","15","15","14","6","5","3","12","8","0"
"Aartselaar","3","5","2","0","1","2","0","2","2","0"
"Edegem","8","4","5","9","3","3","1","3","3","0"
"Hove","0","1","1","0","0","0","0","1","1","0"
"Kontich","8","4","6","5","1","0","2","6","2","0"
"Lint","0","1","1","0","1","0","0","0","0","0"
"MINOS","52","25","25","21","15","10","19","9","18","4"
"Boechout","1","2","0","0","1","3","0","0","4","0"
"Borsbeek","10","1","2","2","3","2","2","3","2","1"
"Mortsel","23","12","12","11","6","4","11","4","5","3"
"Wijnegem","15","8","9","5","4","0","4","1","5","0"
"Wommelgem","3","2","2","3","1","1","2","1","2","0"
"POLITIE REGIO TURNHOUT","70","31","24","20","20","18","15","23","35","8"
"Baarle-Hertog","0","1","1","1","0","0","0","0","1","0"
"Beerse","0","0","1","0","1","1","1","0","1","1"
"Kasterlee","2","4","2","2","1","1","1","3","1","0"
"Lille","2","1","0","1","1","0","1","2","2","0"
"Oud-Turnhout","0","2","0","1","2","0","1","3","3","0"
"Turnhout","65","23","20","13","15","15","11","15","27","7"
"Vosselaar","1","0","0","2","0","1","0","0","0","0"
"POLITIE ZARA","3","0","2","4","1","1","1","5","2","1"
"Ranst","3","0","1","3","1","0","0","2","0","0"
"Zandhoven","0","0","1","1","0","1","1","3","2","1"
"POLITIEZONE HEIST","1","4","12","4","2","2","3","4","6","2"
"Heist-op-den-Berg","1","4","12","4","2","2","3","4","6","2"
"POLITIEZONE KEMPEN N-O","4","6","5","3","1","3","0","2","1","1"
"Arendonk","1","2","1","0","0","1","0","1","1","1"
"Ravels","3","1","1","1","1","0","0","1","0","0"
"Retie","0","3","3","2","0","2","0","0","0","0"
"POLITIEZONE NOORD","28","1","6","4","4","1","5","8","16","2"
"Kapellen","26","1","4","3","3","1","3","6","13","2"
"Stabroek","2","0","2","1","1","0","2","2","3","0"
"POLITIEZONE NOORDERKEMPEN","10","2","3","6","2","1","2","7","3","1"
"Hoogstraten","10","1","1","5","2","1","0","3","0","1"
"Merksplas","0","0","2","1","0","0","0","0","0","0"
"Rijkevorsel","0","1","0","0","0","0","2","4","3","0"
"POLITIEZONE RUPEL","19","27","17","22","12","18","15","97","97","2"
"Boom","10","16","13","12","11","11","11","90","90","2"
"Hemiksem","2","3","2","2","0","3","1","1","0","0"
"Niel","3","3","1","3","1","3","0","3","0","0"
"Rumst","4","1","1","2","0","1","3","2","5","0"
"Schelle","0","4","0","3","0","0","0","1","2","0"
"PZ BRASSCHAAT","3","9","14","7","7","10","8","7","11","0"
"Brasschaat","3","9","14","7","7","10","8","7","11","0"
"PZ GEEL/LAAKDAL/MEERHOUT","10","1","6","6","7","4","4","6","4","2"
"Geel","9","1","6","5","6","4","4","3","4","2"
"Laakdal","1","0","0","0","1","0","0","0","0","0"
"Meerhout","0","0","0","1","0","0","0","3","0","0"
"PZ KLEIN-BRABANT","3","4","3","3","2","0","3","3","3","3"
"Bornem","1","3","2","0","2","0","2","1","1","1"
"Puurs-Sint-Amands","2","1","1","3","0","0","1","2","2","2"
"PZ LIER","20","11","6","4","9","10","4","3","9","1"
"Lier","20","11","6","4","9","10","4","3","9","1"
"PZ MEWI","77","44","46","45","20","29","26","31","39","5"
"Mechelen","71","37","36","30","14","20","12","24","35","4"
"Willebroek","6","7","10","15","6","9","14","7","4","1"
"PZ SCHOTEN","2","8","9","12","9","7","7","6","16","1"
"Schoten","2","8","9","12","9","7","7","6","16","1"
"PZ ZWIJNDRECHT","6","4","2","1","1","4","1","1","3","0"
"Zwijndrecht","6","4","2","1","1","4","1","1","3","0"
"VOORKEMPEN","1","2","0","13","6","4","4","4","7","2"
"Brecht","0","1","0","1","1","0","4","1","2","2"
"Malle","0","1","0","4","1","0","0","1","3","0"
"Schilde","0","0","0","8","1","3","0","0","2","0"
"Zoersel","1","0","0","0","3","1","0","2","0","0"
"ZONE NETELAND","15","4","3","6","2","1","7","9","7","2"
"Grobbendonk","5","1","1","0","0","0","1","1","2","0"
"Herentals","8","1","2","5","2","0","6","3","3","2"
"Herenthout","1","0","0","0","0","1","0","2","0","0"
"Olen","0","0","0","0","0","0","0","2","2","0"
"Vorselaar","1","2","0","1","0","0","0","1","0","0"
"ZUIDERKEMPEN","7","0","3","0","4","2","1","2","0","1"
"Herselt","0","0","0","0","2","1","1","1","0","0"
"Hulshout","3","0","0","0","0","0","0","0","0","0"
"Westerlo","4","0","3","0","2","1","0","1","0","1"
"Limburg","167","126","119","103","95","107","83","99","115","16"
"Limburg","167","126","119","103","95","107","83","99","115","16"
"KEMPENLAND","6","1","1","2","2","0","1","2","1","0"
"Hechtel-Eksel","0","1","0","1","0","0","0","0","0","0"
"Leopoldsburg","4","0","0","1","2","0","0","0","1","0"
"Peer","2","0","1","0","0","0","1","2","0","0"
"LIMBURG REGIO HOOFDSTAD","32","57","44","28","35","49","25","40","32","4"
"Diepenbeek","0","0","0","1","0","0","1","1","0","0"
"Halen","0","0","0","0","0","0","0","0","0","0"
"Hasselt","27","53","44","26","34","48","24","39","29","3"
"Herk-de-Stad","3","0","0","0","0","0","0","0","1","0"
"Lummen","0","0","0","1","1","0","0","0","0","1"
"Zonhoven","2","4","0","0","0","1","0","0","2","0"
"POLITIEZONE MAASLAND","4","4","3","1","2","0","1","1","2","1"
"Dilsen-Stokkem","1","0","1","0","1","0","0","0","1","0"
"Maaseik","3","4","2","1","1","0","1","1","1","1"
"PZ BERINGEN/HAM/TESSENDERLO","2","1","4","4","2","1","5","7","4","1"
"Beringen","1","1","4","3","1","1","4","5","3","1"
"Ham","0","0","0","0","1","0","0","1","1","0"
"Tessenderlo","1","0","0","1","0","0","1","1","0","0"
"PZ BILZEN/HOESELT/RIEMST","6","3","3","2","1","3","1","2","4","0"
"Bilzen","6","3","3","2","1","3","1","2","3","0"
"Hoeselt","0","0","0","0","0","0","0","0","0","0"
"Riemst","0","0","0","0","0","0","0","0","1","0"
"PZ CARMA","27","20","16","20","16","17","12","16","36","3"
"As","0","0","0","0","0","0","0","0","0","0"
"Bocholt","0","0","0","0","0","0","0","1","1","0"
"Bree","2","3","2","0","0","0","2","0","2","2"
"Genk","18","12","10","11","13","12","8","11","21","0"
"Houthalen-Helchteren","2","5","3","7","1","4","2","2","11","1"
"Kinrooi","1","0","0","0","0","0","0","2","0","0"
"Oudsbergen","3","0","1","0","1","0","0","0","0","0"
"Zutendaal","1","0","0","2","1","1","0","0","1","0"
"PZ GINGELOM/NIEUWERKERKEN/SINT-TRUIDEN","29","8","6","8","8","8","11","7","10","4"
"Gingelom","1","0","0","0","0","1","0","0","0","1"
"Nieuwerkerken","1","0","0","0","0","0","0","0","0","0"
"Sint-Truiden","27","8","6","8","8","7","11","7","10","3"
"PZ HAMONT-ACHEL/PELT","2","3","4","5","5","3","1","4","3","0"
"Hamont-Achel","1","1","0","2","1","0","0","1","0","0"
"Pelt","1","2","4","3","4","3","1","3","3","0"
"PZ HEUSDEN-ZOLDER","5","2","1","7","4","1","4","4","1","0"
"Heusden-Zolder","5","2","1","7","4","1","4","4","1","0"
"PZ KANTON BORGLOON","6","1","1","1","2","2","3","1","5","0"
"Alken","4","0","0","0","1","0","0","0","1","0"
"Borgloon","0","0","1","0","0","1","0","0","3","0"
"Heers","0","0","0","0","0","0","0","0","1","0"
"Kortessem","1","1","0","1","1","0","2","0","0","0"
"Wellen","1","0","0","0","0","1","1","1","0","0"
"PZ LANAKEN/MAASMECHELEN","13","9","14","9","4","6","6","5","3","2"
"Lanaken","6","4","9","3","3","2","3","0","1","1"
"Maasmechelen","7","5","5","6","1","4","3","5","2","1"
"PZ LOMMEL","10","1","11","3","4","8","6","3","3","1"
"Lommel","10","1","11","3","4","8","6","3","3","1"
"PZ VOEREN","0","0","0","0","0","0","0","1","0","0"
"Voeren","0","0","0","0","0","0","0","1","0","0"
"TONGEREN - HERSTAPPE","25","16","11","13","10","9","7","6","11","0"
"Herstappe","0","0","0","0","0","0","0","0","0","0"
"Tongeren","25","16","11","13","10","9","7","6","11","0"
"Oost-Vlaanderen","426","392","362","329","256","207","174","317","356","68"
"Oost-Vlaanderen","426","392","362","329","256","207","174","317","356","68"
"BRAKEL","2","1","6","0","2","0","0","1","0","0"
"Brakel","2","0","6","0","1","0","0","0","0","0"
"Horebeke","0","0","0","0","0","0","0","0","0","0"
"Maarkedal","0","0","0","0","1","0","0","0","0","0"
"Zwalm","0","1","0","0","0","0","0","1","0","0"
"BUGGENHOUT - LEBBEKE","5","2","0","2","4","4","0","1","1","0"
"Buggenhout","3","1","0","0","2","1","0","1","0","0"
"Lebbeke","2","1","0","2","2","3","0","0","1","0"
"GERAARDSBERGEN - LIERDE","9","7","4","3","6","3","1","4","8","1"
"Geraardsbergen","8","7","4","3","5","3","1","4","8","1"
"Lierde","1","0","0","0","1","0","0","0","0","0"
"LOKEREN","10","7","3","8","3","3","4","6","7","0"
"Lokeren","10","7","3","8","3","3","4","6","7","0"
"MEETJESLAND CENTRUM","14","3","4","4","4","0","2","4","3","1"
"Eeklo","14","3","4","3","4","0","2","3","2","1"
"Kaprijke","0","0","0","1","0","0","0","0","1","0"
"Sint-Laureins","0","0","0","0","0","0","0","1","0","0"
"POLITIE SINT-NIKLAAS","49","36","34","28","19","13","18","22","27","6"
"Sint-Niklaas","49","36","34","28","19","13","18","22","27","6"
"POLITIEZONE SCHELDE - LEIE","13","2","5","1","0","1","2","0","4","1"
"De Pinte","1","0","0","0","0","0","0","0","0","1"
"Gavere","1","0","1","0","0","0","0","0","0","0"
"Nazareth","5","2","3","1","0","0","2","0","2","0"
"Sint-Martens-Latem","6","0","1","0","0","1","0","0","2","0"
"PZ AALST","53","30","36","15","25","26","18","27","21","10"
"Aalst","53","30","36","15","25","26","18","27","21","10"
"PZ AALTER","1","4","1","1","1","5","0","2","1","0"
"Aalter","1","4","1","1","1","5","0","2","1","0"
"PZ ASSENEDE/EVERGEM","6","1","1","3","3","2","2","2","5","0"
"Assenede","1","0","1","0","0","0","0","0","3","0"
"Evergem","5","1","0","3","3","2","2","2","2","0"
"PZ BERLARE/ZELE","7","6","3","1","1","1","0","8","2","0"
"Berlare","2","0","1","1","1","0","0","5","2","0"
"Zele","5","6","2","0","0","1","0","3","0","0"
"PZ DEINZE/ZULTE/LIEVEGEM","14","4","3","2","5","3","6","8","8","0"
"Deinze","5","4","3","1","3","3","4","4","5","0"
"Lievegem","9","0","0","1","1","0","1","3","2","0"
"Zulte","0","0","0","0","1","0","1","1","1","0"
"PZ DENDERLEEUW/HAALTERT","2","3","3","4","2","2","3","3","5","0"
"Denderleeuw","2","3","3","4","2","0","2","3","5","0"
"Haaltert","0","0","0","0","0","2","1","0","0","0"
"PZ DENDERMONDE","8","3","6","4","12","2","5","18","3","3"
"Dendermonde","8","3","6","4","12","2","5","18","3","3"
"PZ ERPE-MERE/LEDE","7","6","1","6","2","2","1","1","1","0"
"Erpe-Mere","5","5","0","0","2","1","0","0","1","0"
"Lede","2","1","1","6","0","1","1","1","0","0"
"PZ GENT","139","210","187","174","119","95","79","135","182","31"
"Gent","139","210","187","174","119","95","79","135","182","31"
"PZ HAMME/WAASMUNSTER","3","3","2","2","3","2","1","6","3","0"
"Hamme","3","2","1","2","3","2","1","5","1","0"
"Waasmunster","0","1","1","0","0","0","0","1","2","0"
"PZ KRUIBEKE/TEMSE","2","7","6","5","6","1","1","4","9","2"
"Kruibeke","0","4","2","0","1","0","0","1","1","0"
"Temse","2","3","4","5","5","1","1","3","8","2"
"PZ MALDEGEM","7","0","0","2","0","1","0","2","1","1"
"Maldegem","7","0","0","2","0","1","0","2","1","1"
"PZ NINOVE","13","12","10","19","13","5","9","6","7","1"
"Ninove","13","12","10","19","13","5","9","6","7","1"
"PZ RONSE","12","10","9","10","3","19","6","8","10","5"
"Ronse","12","10","9","10","3","19","6","8","10","5"
"PZ WAASLAND-NOORD","2","5","5","5","2","6","3","8","9","1"
"Beveren","0","5","2","3","1","5","2","5","4","1"
"Sint-Gillis-Waas","1","0","1","1","0","0","0","1","3","0"
"Stekene","1","0","2","1","1","1","1","2","2","0"
"PZ WETTEREN LAARNE WICHELEN","4","6","5","8","7","2","1","8","12","1"
"Laarne","0","0","0","0","0","0","0","0","1","0"
"Wetteren","4","6","5","8","7","2","1","8","11","1"
"Wichelen","0","0","0","0","0","0","0","0","0","0"
"REGIO PUYENBROECK","3","3","4","2","3","1","2","6","9","0"
"Lochristi","1","2","1","0","1","1","0","2","2","0"
"Moerbeke","0","0","0","1","0","0","0","0","0","0"
"Wachtebeke","0","0","0","0","0","0","0","3","0","0"
"Zelzate","2","1","3","1","2","0","2","1","7","0"
"REGIO RHODE & SCHELDE","29","7","9","11","2","1","3","5","5","1"
"Destelbergen","23","1","2","2","0","0","1","1","1","0"
"Melle","1","1","1","1","0","0","1","2","0","0"
"Merelbeke","4","4","5","7","2","1","1","0","3","0"
"Oosterzele","1","1","1","1","0","0","0","2","1","1"
"VLAAMSE ARDENNEN","3","7","8","3","5","5","6","4","1","1"
"Kluisbergen","2","0","0","0","1","0","1","0","1","0"
"Kruisem","1","1","0","0","0","0","1","1","0","0"
"Oudenaarde","0","6","7","3","4","5","4","3","0","1"
"Wortegem-Petegem","0","0","1","0","0","0","0","0","0","0"
"ZOTTEGEM HERZELE StLHOUTEM","9","7","7","6","4","2","1","18","12","2"
"Herzele","2","1","1","0","1","0","0","3","2","0"
"Sint-Lievens-Houtem","1","1","1","1","0","0","0","0","0","0"
"Zottegem","6","5","5","5","3","2","1","15","10","2"
"Vlaams Brabant","321","262","239","239","218","185","193","234","252","43"
"Brussel (Halle-Vilvoorde)","213","197","182","161","139","147","153","143","170","27"
"Geen PZ toegekend - Brussels Airport","63","9","11","18","4","12","16","13","9","2"
"Brussels Airport","63","9","11","18","4","12","16","13","9","2"
"KASTZE","3","10","6","2","0","7","1","3","5","1"
"Kampenhout","3","0","0","1","0","1","0","2","1","0"
"Steenokkerzeel","0","3","2","0","0","3","0","0","0","0"
"Zemst","0","7","4","1","0","3","1","1","4","1"
"PAJOTTENLAND","0","1","2","0","0","1","3","4","1","1"
"Bever","0","0","0","0","0","0","0","0","0","0"
"Galmaarden","0","0","0","0","0","0","0","1","0","1"
"Gooik","0","0","0","0","0","0","0","1","0","0"
"Herne","0","0","0","0","0","0","0","0","0","0"
"Lennik","0","1","2","0","0","0","2","2","1","0"
"Pepingen","0","0","0","0","0","1","1","0","0","0"
"POL AMOW","13","24","22","14","27","20","16","22","38","3"
"Asse","3","13","10","3","13","12","6","8","8","1"
"Merchtem","3","0","1","1","2","1","0","1","2","1"
"Opwijk","2","0","0","0","0","1","1","5","2","0"
"Wemmel","5","11","11","10","12","6","9","8","26","1"
"POLITIEZONE K-L-M","8","0","1","1","3","1","2","1","11","0"
"Kapelle-op-den-Bos","1","0","0","0","0","0","0","0","1","0"
"Londerzeel","4","0","0","1","2","0","0","0","7","0"
"Meise","3","0","1","0","1","1","2","1","3","0"
"POLITIEZONE TARL","9","3","3","10","0","7","1","2","6","0"
"Affligem","3","0","0","3","0","1","1","1","0","0"
"Liedekerke","2","2","2","3","0","3","0","1","3","0"
"Roosdaal","0","1","0","1","0","0","0","0","0","0"
"Ternat","4","0","1","3","0","3","0","0","3","0"
"PZ DILBEEK","8","14","16","8","6","15","17","17","12","2"
"Dilbeek","8","14","16","8","6","15","17","17","12","2"
"PZ DRUIVENSTREEK","9","5","4","2","2","2","4","0","5","3"
"Hoeilaart","1","4","0","1","1","0","2","0","2","2"
"Overijse","8","1","4","1","1","2","2","0","3","1"
"PZ GRIMBERGEN","6","12","20","5","4","12","7","17","7","0"
"Grimbergen","6","12","20","5","4","12","7","17","7","0"
"PZ ZAVENTEM","10","8","7","15","11","5","7","9","7","1"
"Zaventem","10","8","7","15","11","5","7","9","7","1"
"PZ ZENNEVALLEI","26","24","25","32","38","39","46","30","34","4"
"Beersel","5","2","5","4","12","3","10","7","7","1"
"Halle","12","10","9","23","16","25","23","17","12","0"
"Sint-Pieters-Leeuw","9","12","11","5","10","11","13","6","15","3"
"VILVOORDE - MACHELEN","25","20","22","14","19","15","21","14","25","3"
"Machelen","8","8","4","5","3","3","3","5","6","0"
"Vilvoorde","17","12","18","9","16","12","18","9","19","3"
"WOKRA","10","5","7","1","4","2","3","6","4","4"
"Kraainem","10","3","6","1","4","1","2","3","4","3"
"Wezembeek-Oppem","0","2","1","0","0","1","1","3","0","1"
"ZONE RODE","23","62","36","39","21","9","9","5","6","3"
"Drogenbos","11","60","31","36","16","5","8","3","4","1"
"Linkebeek","6","2","2","0","1","1","1","1","0","0"
"Sint-Genesius-Rode","6","0","3","3","4","3","0","1","2","2"
"Leuven","108","65","57","78","79","38","40","91","82","16"
"DEMERDAL - DSZ","10","3","3","7","4","2","4","3","4","1"
"Diest","8","2","3","6","4","1","2","2","3","1"
"Scherpenheuvel-Zichem","2","1","0","1","0","1","2","1","1","0"
"HAACHT","5","2","1","6","3","1","0","5","0","0"
"Boortmeerbeek","0","0","0","1","1","0","0","3","0","0"
"Haacht","2","2","0","5","1","0","0","2","0","0"
"Keerbergen","3","0","1","0","1","1","0","0","0","0"
"HERKO","3","1","0","5","4","0","0","2","3","1"
"Herent","0","0","0","4","2","0","0","1","1","1"
"Kortenberg","3","1","0","1","2","0","0","1","2","0"
"POLITIEZONE AARSCHOT","9","2","5","2","12","3","4","8","7","2"
"Aarschot","9","2","5","2","12","3","4","8","7","2"
"POLITIEZONE BRT","1","1","1","3","0","1","2","4","5","1"
"Begijnendijk","0","0","0","0","0","0","0","0","0","0"
"Rotselaar","1","1","0","3","0","0","2","2","4","0"
"Tremelo","0","0","1","0","0","1","0","2","1","1"
"PZ BIERBEEK/BOUTERSEM/HOLSBEEK/LUBBEEK","10","2","1","4","8","3","3","2","0","0"
"Bierbeek","5","1","1","1","4","2","0","0","0","0"
"Boutersem","5","0","0","2","2","0","0","1","0","0"
"Holsbeek","0","0","0","1","2","0","0","1","0","0"
"Lubbeek","0","1","0","0","0","1","3","0","0","0"
"PZ GETEVALLEI","15","7","6","14","6","13","7","17","13","1"
"Hoegaarden","0","0","1","0","0","0","0","0","0","0"
"Landen","0","1","1","1","1","4","2","4","4","0"
"Linter","0","0","0","0","0","0","0","0","0","0"
"Tienen","15","5","4","13","5","9","5","10","9","1"
"Zoutleeuw","0","1","0","0","0","0","0","3","0","0"
"PZ LEUVEN","47","44","34","31","36","11","17","38","44","9"
"Leuven","47","44","34","31","36","11","17","38","44","9"
"PZ VOER EN DIJLE","4","2","4","3","4","4","2","10","5","1"
"Bertem","0","0","0","0","0","1","0","0","0","0"
"Huldenberg","1","0","0","0","0","0","0","0","0","0"
"Oud-Heverlee","1","0","0","0","1","1","0","0","1","1"
"Tervuren","2","2","4","3","3","2","2","10","4","0"
"ZONE HAGELAND","4","1","2","3","2","0","1","2","1","0"
"Bekkevoort","0","0","0","0","1","0","1","0","0","0"
"Geetbets","0","0","0","0","0","0","0","0","0","0"
"Glabbeek","2","1","0","0","0","0","0","0","1","0"
"Kortenaken","0","0","0","0","0","0","0","0","0","0"
"Tielt-Winge","2","0","2","3","1","0","0","2","0","0"
"West-Vlaanderen","224","245","213","209","224","179","118","227","261","43"
"West-Vlaanderen","224","245","213","209","224","179","118","227","261","43"
"GAVERS","2","3","3","4","6","6","2","4","6","0"
"Deerlijk","0","3","0","0","0","1","2","0","2","0"
"Harelbeke","2","0","3","4","6","5","0","4","4","0"
"GRENSLEIE","19","11","16","20","24","9","4","23","16","0"
"Ledegem","0","1","0","0","0","0","0","1","0","0"
"Menen","16","7","14","17","17","8","1","18","13","0"
"Wevelgem","3","3","2","3","7","1","3","4","3","0"
"Geen PZ toegekend - Noordzee","0","0","0","0","0","0","0","0","0","0"
"Noordzee","0","0","0","0","0","0","0","0","0","0"
"MIDOW","4","8","1","2","0","0","0","1","0","0"
"Dentergem","1","1","1","0","0","0","0","0","0","0"
"Ingelmunster","3","6","0","2","0","0","0","1","0","0"
"Meulebeke","0","1","0","0","0","0","0","0","0","0"
"Oostrozebeke","0","0","0","0","0","0","0","0","0","0"
"Wielsbeke","0","0","0","0","0","0","0","0","0","0"
"MIRA","10","10","25","48","38","25","7","14","12","2"
"Anzegem","2","1","0","3","4","0","1","0","1","0"
"Avelgem","1","0","1","8","1","1","3","0","2","0"
"Spiere-Helkijn","0","0","0","0","0","0","0","0","0","0"
"Waregem","7","8","20","36","29","22","3","12","9","2"
"Zwevegem","0","1","4","1","4","2","0","2","0","0"
"POLDER","5","2","0","3","2","1","0","3","0","0"
"Diksmuide","2","1","0","2","2","1","0","2","0","0"
"Houthulst","0","0","0","0","0","0","0","0","0","0"
"Koekelare","1","1","0","1","0","0","0","0","0","0"
"Kortemark","2","0","0","0","0","0","0","1","0","0"
"POLITIEZONE ARRO IEPER","33","11","17","8","10","7","9","12","16","0"
"Heuvelland","0","0","0","0","0","0","1","3","0","0"
"Ieper","14","6","13","5","7","3","4","7","7","0"
"Langemark-Poelkapelle","2","0","0","0","0","0","0","0","0","0"
"Mesen","0","0","0","0","0","0","0","0","0","0"
"Moorslede","1","0","0","0","0","1","0","0","0","0"
"Poperinge","1","1","0","2","0","1","0","1","4","0"
"Staden","0","0","1","0","0","0","0","0","1","0"
"Vleteren","0","0","0","0","0","0","0","0","0","0"
"Wervik","10","4","2","1","3","2","4","1","4","0"
"Zonnebeke","5","0","1","0","0","0","0","0","0","0"
"POLITIEZONE HET HOUTSCHE","0","2","4","0","0","2","0","1","2","0"
"Beernem","0","1","2","0","0","1","0","0","1","0"
"Oostkamp","0","1","1","0","0","1","0","1","1","0"
"Zedelgem","0","0","1","0","0","0","0","0","0","0"
"POLITIEZONE KOUTER","6","5","6","3","3","2","3","6","13","1"
"Gistel","1","1","1","2","0","1","1","3","1","0"
"Ichtegem","0","0","2","0","1","0","0","0","0","0"
"Jabbeke","4","0","1","0","1","1","1","2","1","0"
"Oudenburg","0","0","0","0","0","0","0","0","0","0"
"Torhout","1","4","2","1","1","0","1","1","11","1"
"POLITIEZONE MIDDELKERKE","7","3","9","1","2","7","5","6","6","0"
"Middelkerke","7","3","9","1","2","7","5","6","6","0"
"POLITIEZONE RIHO","15","17","20","19","16","7","10","5","15","1"
"Hooglede","0","0","0","0","0","0","1","0","0","0"
"Izegem","7","8","4","3","3","1","0","0","3","0"
"Roeselare","8","9","16","16","13","6","9","5","12","1"
"POLITIEZONE SPOORKIN","2","2","1","3","2","1","3","2","4","0"
"Alveringem","0","0","0","0","0","0","0","0","0","0"
"Lo-Reninge","0","0","0","0","0","0","0","0","1","0"
"Veurne","2","2","1","3","2","1","3","2","3","0"
"PZ BLANKENBERGE/ZUIENKERKE","5","7","7","10","7","5","4","13","7","4"
"Blankenberge","5","7","7","10","7","5","4","13","7","4"
"Zuienkerke","0","0","0","0","0","0","0","0","0","0"
"PZ BREDENE/DE HAAN","6","6","4","3","2","1","3","4","9","0"
"Bredene","0","5","2","2","0","0","1","2","4","0"
"De Haan","6","1","2","1","2","1","2","2","5","0"
"PZ BRUGGE","23","40","25","14","49","42","22","32","34","10"
"Brugge","23","40","25","14","49","42","22","32","34","10"
"PZ DAMME/KNOKKE-HEIST","13","8","3","6","2","7","2","9","10","1"
"Damme","0","1","0","0","0","0","0","0","0","0"
"Knokke-Heist","13","7","3","6","2","7","2","9","10","1"
"PZ OOSTENDE","31","65","37","22","33","24","29","60","61","11"
"Oostende","31","65","37","22","33","24","29","60","61","11"
"REGIO TIELT","3","6","3","6","2","1","1","3","6","0"
"Ardooie","0","1","0","0","0","0","0","0","1","0"
"Lichtervelde","1","0","0","0","0","0","0","0","0","0"
"Pittem","1","0","0","0","0","0","0","1","0","0"
"Ruiselede","0","0","0","0","0","0","0","0","0","0"
"Tielt","1","3","3","6","1","1","1","1","5","0"
"Wingene","0","2","0","0","1","0","0","1","0","0"
"VLAS","28","28","23","30","23","22","9","16","33","12"
"Kortrijk","26","27","23","27","23","22","9","15","29","12"
"Kuurne","2","0","0","3","0","0","0","1","4","0"
"Lendelede","0","1","0","0","0","0","0","0","0","0"
"WESTKUST","12","11","9","7","3","10","5","13","11","1"
"De Panne","5","3","2","7","2","5","2","8","6","0"
