"","2000","2011","2012","2013","2014","2015","2016","2017","2018","2019 (*)"
"Duffel","81","29","18","18","30","28","43","25","22","2"
"Putte","35","4","11","12","23","9","30","11","13","4"
"Sint-Katelijne-Waver","41","35","29","20","21","30","40","25","37","3"
"GRENS","152","121","84","129","112","94","100","124","67","14"
"Essen","69","41","44","36","40","29","29","38","32","6"
"Kalmthout","30","20","21","50","36","34","26","43","17","4"
"Wuustwezel","53","60","19","43","36","31","45","43","18","4"
"HEKLA","324","266","309","194","259","240","301","322","185","73"
"Aartselaar","61","42","53","30","65","59","52","28","23","26"
"Edegem","114","73","72","49","74","53","109","139","70","22"
"Hove","38","38","24","17","35","26","23","34","13","2"
"Kontich","99","101","145","86","78","91","102","87","71","22"
"Lint","12","12","15","12","7","11","15","34","8","1"
"MINOS","583","285","324","239","297","240","264","249","156","41"
"Boechout","32","46","27","14","35","15","31","22","18","4"
"Borsbeek","77","28","46","53","54","44","46","34","29","9"
"Mortsel","280","95","121","77","68","69","88","92","49","11"
"Wijnegem","103","50","62","40","58","57","46","43","33","8"
"Wommelgem","91","66","68","55","82","55","53","58","27","9"
"POLITIE REGIO TURNHOUT","392","269","276","286","241","241","243","123","158","33"
"Baarle-Hertog","1","2","2","3","4","2","4","0","0","0"
"Beerse","28","40","24","23","46","30","20","12","10","6"
"Kasterlee","28","18","26","32","20","16","26","16","11","1"
"Lille","76","56","58","61","36","29","31","12","20","3"
"Oud-Turnhout","8","14","12","15","39","20","24","5","14","2"
"Turnhout","225","112","141","137","77","125","121","66","79","21"
"Vosselaar","26","27","13","15","19","19","17","12","24","0"
"POLITIE ZARA","125","128","130","82","161","120","91","111","64","16"
"Ranst","77","89","95","60","114","94","68","89","44","14"
"Zandhoven","48","39","35","22","47","26","23","22","20","2"
"POLITIEZONE HEIST","70","45","53","49","58","43","37","45","37","8"
"Heist-op-den-Berg","70","45","53","49","58","43","37","45","37","8"
"POLITIEZONE KEMPEN N-O","73","75","65","54","63","57","77","38","37","7"
"Arendonk","34","35","23","17","15","28","18","23","15","4"
"Ravels","17","25","24","15","12","23","37","8","15","0"
"Retie","22","15","18","22","36","6","22","7","7","3"
"POLITIEZONE NOORD","200","113","77","105","84","116","128","96","66","36"
"Kapellen","148","58","46","66","44","55","76","59","28","24"
"Stabroek","52","55","31","39","40","61","52","37","38","12"
"POLITIEZONE NOORDERKEMPEN","101","104","120","81","123","123","127","101","85","20"
"Hoogstraten","67","80","91","61","75","81","99","78","61","19"
"Merksplas","18","10","11","2","19","13","14","13","12","0"
"Rijkevorsel","16","14","18","18","29","29","14","10","12","1"
"POLITIEZONE RUPEL","359","245","291","191","209","161","212","211","147","25"
"Boom","163","125","120","83","68","47","45","60","37","5"
"Hemiksem","36","29","21","20","32","13","33","40","30","3"
"Niel","38","16","30","21","22","20","27","19","10","1"
"Rumst","91","57","97","54","69","55","76","66","61","15"
"Schelle","31","18","23","13","18","26","31","26","9","1"
"PZ BRASSCHAAT","140","135","96","65","114","92","87","88","42","19"
"Brasschaat","140","135","96","65","114","92","87","88","42","19"
"PZ GEEL/LAAKDAL/MEERHOUT","218","76","115","75","124","84","87","71","47","18"
"Geel","173","51","75","55","88","55","61","50","33","11"
"Laakdal","30","19","25","16","18","17","14","12","6","7"
"Meerhout","15","6","15","4","18","12","12","9","8","0"
"PZ KLEIN-BRABANT","96","57","70","54","61","50","96","79","55","12"
"Bornem","33","21","38","21","22","30","57","34","27","6"
"Puurs-Sint-Amands","63","36","32","33","39","20","39","45","28","6"
"PZ LIER","220","93","101","59","73","51","70","34","28","5"
"Lier","220","93","101","59","73","51","70","34","28","5"
"PZ MEWI","933","402","412","456","327","288","296","315","248","37"
"Mechelen","778","319","352","355","268","229","222","274","202","25"
"Willebroek","155","83","60","101","59","59","74","41","46","12"
"PZ SCHOTEN","110","141","111","87","98","95","160","69","46","5"
"Schoten","110","141","111","87","98","95","160","69","46","5"
"PZ ZWIJNDRECHT","61","49","75","37","52","94","103","77","32","12"
"Zwijndrecht","61","49","75","37","52","94","103","77","32","12"
"VOORKEMPEN","187","280","158","139","264","200","159","119","70","18"
"Brecht","64","124","74","52","76","73","56","44","27","9"
"Malle","36","32","27","25","47","32","32","20","13","1"
"Schilde","48","78","28","27","77","52","35","30","19","7"
"Zoersel","39","46","29","35","64","43","36","25","11","1"
"ZONE NETELAND","182","125","131","135","145","91","108","112","62","12"
"Grobbendonk","39","27","24","23","31","14","15","22","9","2"
"Herentals","79","59","62","67","62","45","66","55","33","6"
"Herenthout","23","6","13","15","26","11","9","6","9","3"
"Olen","22","17","16","22","18","15","14","22","6","0"
"Vorselaar","19","16","16","8","8","6","4","7","5","1"
"ZUIDERKEMPEN","112","48","73","51","48","39","66","39","50","9"
"Herselt","26","7","21","15","4","15","13","11","10","1"
"Hulshout","12","8","13","11","11","8","13","9","12","1"
"Westerlo","74","33","39","25","33","16","40","19","28","7"
"Limburg","3.841","1.926","1.956","1.770","1.749","1.451","1.238","1.179","1.089","242"
"Limburg","3.841","1.926","1.956","1.770","1.749","1.451","1.238","1.179","1.089","242"
"KEMPENLAND","131","52","56","37","63","39","40","30","28","14"
"Hechtel-Eksel","28","23","9","8","15","11","8","6","10","4"
"Leopoldsburg","46","11","22","13","20","13","14","14","10","10"
"Peer","57","18","25","16","28","15","18","10","8","0"
"LIMBURG REGIO HOOFDSTAD","1.056","547","462","547","440","349","312","279","248","54"
"Diepenbeek","76","40","42","33","42","27","46","47","26","7"
"Halen","15","7","13","13","16","10","11","10","12","0"
"Hasselt","833","424","305","426","286","260","208","161","144","33"
"Herk-de-Stad","26","14","9","14","11","9","7","15","8","0"
"Lummen","62","26","28","18","23","13","22","17","26","9"
"Zonhoven","44","36","65","43","62","30","18","29","32","5"
"POLITIEZONE MAASLAND","124","50","60","55","56","55","39","28","28","7"
"Dilsen-Stokkem","63","23","26","29","17","24","13","9","6","3"
"Maaseik","61","27","34","26","39","31","26","19","22","4"
"PZ BERINGEN/HAM/TESSENDERLO","271","108","171","140","142","87","64","82","88","29"
"Beringen","119","46","57","43","73","47","29","32","36","14"
"Ham","48","18","25","17","16","7","9","5","13","5"
"Tessenderlo","104","44","89","80","53","33","26","45","39","10"
"PZ BILZEN/HOESELT/RIEMST","114","102","139","80","73","70","41","66","71","19"
"Bilzen","63","47","70","48","37","28","26","34","41","9"
"Hoeselt","32","15","17","15","6","14","7","12","7","3"
"Riemst","19","40","52","17","30","28","8","20","23","7"
"PZ CARMA","788","280","290","302","315","242","278","270","236","37"
"As","23","5","5","6","15","2","7","4","7","5"
"Bocholt","16","6","13","25","22","9","12","8","5","1"
"Bree","22","25","28","28","29","21","14","17","10","2"
"Genk","455","110","113","122","138","123","140","112","124","14"
"Houthalen-Helchteren","206","79","84","71","57","48","62","83","48","8"
"Kinrooi","19","31","14","14","15","14","16","19","16","1"
"Oudsbergen","30","20","24","27","29","13","16","25","16","6"
"Zutendaal","17","4","9","9","10","12","11","2","10","0"
"PZ GINGELOM/NIEUWERKERKEN/SINT-TRUIDEN","281","184","118","117","137","137","105","76","72","11"
"Gingelom","20","13","21","5","21","21","7","6","6","3"
"Nieuwerkerken","9","9","7","7","6","5","6","6","2","1"
"Sint-Truiden","252","162","90","105","110","111","92","64","64","7"
"PZ HAMONT-ACHEL/PELT","115","64","53","48","60","46","44","53","66","19"
"Hamont-Achel","35","26","11","19","22","12","20","19","35","7"
"Pelt","80","38","42","29","38","34","24","34","31","12"
"PZ HEUSDEN-ZOLDER","99","58","134","56","56","28","41","23","32","11"
"Heusden-Zolder","99","58","134","56","56","28","41","23","32","11"
"PZ KANTON BORGLOON","96","71","69","48","88","86","38","49","35","6"
"Alken","46","21","19","11","22","25","11","13","9","0"
"Borgloon","23","12","16","17","20","30","8","18","6","3"
"Heers","11","14","18","7","5","11","4","8","6","3"
"Kortessem","8","16","9","6","29","12","6","5","7","0"
"Wellen","8","8","7","7","12","8","9","5","7","0"
"PZ LANAKEN/MAASMECHELEN","396","213","244","199","204","170","129","135","113","24"
"Lanaken","102","58","82","67","57","48","48","47","29","10"
"Maasmechelen","294","155","162","132","147","122","81","88","84","14"
"PZ LOMMEL","224","100","106","84","54","44","37","33","22","3"
"Lommel","224","100","106","84","54","44","37","33","22","3"
"PZ VOEREN","13","6","2","3","12","12","12","10","4","0"
"Voeren","13","6","2","3","12","12","12","10","4","0"
"TONGEREN - HERSTAPPE","133","91","52","54","49","86","58","45","46","8"
"Herstappe","0","0","0","0","0","0","0","0","0","0"
"Tongeren","133","91","52","54","49","86","58","45","46","8"
"Oost-Vlaanderen","5.252","4.910","4.309","3.751","3.709","3.497","4.083","2.792","2.590","686"
"Oost-Vlaanderen","5.252","4.910","4.309","3.751","3.709","3.497","4.083","2.792","2.590","686"
"BRAKEL","35","22","33","45","28","31","41","13","23","5"
"Brakel","26","10","13","25","13","17","21","5","17","5"
"Horebeke","2","1","1","3","0","0","1","1","0","0"
"Maarkedal","3","3","10","5","5","7","11","4","2","0"
"Zwalm","4","8","9","12","10","7","8","3","4","0"
"BUGGENHOUT - LEBBEKE","46","33","45","31","42","36","38","28","23","7"
"Buggenhout","22","9","21","11","15","16","10","9","8","4"
"Lebbeke","24","24","24","20","27","20","28","19","15","3"
"GERAARDSBERGEN - LIERDE","106","111","97","80","98","58","40","54","28","2"
"Geraardsbergen","100","100","82","74","89","53","35","53","24","2"
"Lierde","6","11","15","6","9","5","5","1","4","0"
"LOKEREN","310","55","83","83","79","83","118","83","63","20"
"Lokeren","310","55","83","83","79","83","118","83","63","20"
"MEETJESLAND CENTRUM","61","69","61","34","50","30","40","28","29","6"
"Eeklo","52","56","46","25","32","22","27","24","27","5"
"Kaprijke","5","7","8","6","6","4","8","3","0","1"
"Sint-Laureins","4","6","7","3","12","4","5","1","2","0"
"POLITIE SINT-NIKLAAS","206","138","156","154","161","112","181","137","116","37"
"Sint-Niklaas","206","138","156","154","161","112","181","137","116","37"
"POLITIEZONE SCHELDE - LEIE","86","101","83","96","62","74","107","56","60","12"
"De Pinte","8","21","9","18","9","10","19","7","14","0"
"Gavere","7","9","13","15","17","9","28","13","1","0"
"Nazareth","53","57","50","47","29","32","25","22","39","10"
"Sint-Martens-Latem","18","14","11","16","7","23","35","14","6","2"
"PZ AALST","226","259","180","166","186","166","207","161","173","22"
"Aalst","226","259","180","166","186","166","207","161","173","22"
"PZ AALTER","34","39","64","35","45","50","48","35","24","1"
"Aalter","34","39","64","35","45","50","48","35","24","1"
"PZ ASSENEDE/EVERGEM","75","47","67","43","39","47","53","33","60","15"
"Assenede","17","10","15","10","7","11","16","13","9","1"
"Evergem","58","37","52","33","32","36","37","20","51","14"
"PZ BERLARE/ZELE","73","48","37","61","64","39","97","42","23","4"
"Berlare","18","13","14","17","17","13","29","16","8","3"
"Zele","55","35","23","44","47","26","68","26","15","1"
"PZ DEINZE/ZULTE/LIEVEGEM","110","136","135","136","117","105","123","89","63","17"
"Deinze","77","78","75","91","83","68","83","52","36","12"
"Lievegem","20","47","35","32","27","22","27","25","23","2"
"Zulte","13","11","25","13","7","15","13","12","4","3"
"PZ DENDERLEEUW/HAALTERT","55","133","50","58","45","43","50","63","33","14"
"Denderleeuw","27","79","27","31","29","28","27","40","25","12"
"Haaltert","28","54","23","27","16","15","23","23","8","2"
"PZ DENDERMONDE","79","47","101","71","82","75","98","61","37","8"
"Dendermonde","79","47","101","71","82","75","98","61","37","8"
"PZ ERPE-MERE/LEDE","56","61","67","44","60","61","47","60","20","15"
"Erpe-Mere","37","40","48","30","41","40","31","41","6","4"
"Lede","19","21","19","14","19","21","16","19","14","11"
"PZ GENT","2.736","2.638","2.029","1.648","1.485","1.511","1.709","1.126","1.045","325"
"Gent","2.736","2.638","2.029","1.648","1.485","1.511","1.709","1.126","1.045","325"
"PZ HAMME/WAASMUNSTER","47","66","81","85","60","63","142","74","49","21"
"Hamme","22","25","28","37","31","36","108","33","22","7"
"Waasmunster","25","41","53","48","29","27","34","41","27","14"
"PZ KRUIBEKE/TEMSE","129","94","86","81","110","103","122","78","74","24"
"Kruibeke","58","32","41","32","35","37","56","51","37","4"
"Temse","71","62","45","49","75","66","66","27","37","20"
"PZ MALDEGEM","14","23","32","13","28","29","36","17","33","2"
"Maldegem","14","23","32","13","28","29","36","17","33","2"
"PZ NINOVE","54","122","106","101","119","112","53","63","39","9"
"Ninove","54","122","106","101","119","112","53","63","39","9"
"PZ RONSE","84","81","99","78","67","87","81","62","58","10"
"Ronse","84","81","99","78","67","87","81","62","58","10"
"PZ WAASLAND-NOORD","144","91","99","163","218","192","160","135","111","26"
"Beveren","97","65","66","105","109","131","113","88","62","14"
"Sint-Gillis-Waas","29","15","16","29","66","22","30","23","29","4"
"Stekene","18","11","17","29","43","39","17","24","20","8"
"PZ WETTEREN LAARNE WICHELEN","122","85","106","107","91","68","108","73","78","27"
"Laarne","27","25","40","45","39","26","40","16","28","8"
"Wetteren","73","51","62","52","43","33","47","41","43","17"
"Wichelen","22","9","4","10","9","9","21","16","7","2"
"REGIO PUYENBROECK","65","72","63","66","75","107","79","56","85","25"
"Lochristi","25","49","30","30","39","41","31","14","38","5"
"Moerbeke","7","5","6","13","5","8","16","9","8","3"
"Wachtebeke","5","6","7","6","10","7","6","7","5","8"
"Zelzate","28","12","20","17","21","51","26","26","34","9"
"REGIO RHODE & SCHELDE","112","104","134","122","139","108","177","82","157","9"
"Destelbergen","32","34","35","33","47","31","55","24","42","2"
"Melle","25","20","25","28","29","11","28","15","44","1"
"Merelbeke","34","40","57","52","47","49","76","35","63","5"
"Oosterzele","21","10","17","9","16","17","18","8","8","1"
"VLAAMSE ARDENNEN","110","138","138","81","103","62","68","48","66","12"
"Kluisbergen","20","22","17","5","15","7","5","7","4","1"
"Kruisem","21","22","23","18","18","15","18","14","16","7"
"Oudenaarde","60","87","98","52","62","33","37","26","42","4"
"Wortegem-Petegem","9","7","0","6","8","7","8","1","4","0"
"ZOTTEGEM HERZELE StLHOUTEM","77","97","77","69","56","45","60","35","20","11"
"Herzele","39","20","23","19","17","11","19","11","5","5"
"Sint-Lievens-Houtem","5","7","12","16","3","7","11","5","6","1"
"Zottegem","33","70","42","34","36","27","30","19","9","5"
"Vlaams Brabant","4.726","5.191","4.854","4.383","4.807","3.363","3.231","3.126","2.928","663"
"Brussel (Halle-Vilvoorde)","3.481","3.733","3.455","3.115","3.406","2.391","2.414","2.412","2.160","467"
"Geen PZ toegekend - Brussels Airport","484","41","113","47","75","108","39","40","23","7"
"Brussels Airport","484","41","113","47","75","108","39","40","23","7"
"KASTZE","171","168","142","122","165","83","126","112","104","15"
"Kampenhout","26","31","20","14","47","13","40","10","21","3"
"Steenokkerzeel","38","47","46","43","49","22","21","26","20","4"
"Zemst","107","90","76","65","69","48","65","76","63","8"
"PAJOTTENLAND","40","57","79","70","65","59","84","41","31","7"
"Bever","2","1","4","5","0","1","1","2","1","0"
"Galmaarden","4","13","13","14","18","9","24","4","3","0"
"Gooik","6","6","12","6","10","7","12","7","6","1"
"Herne","4","6","12","14","14","13","29","6","8","4"
"Lennik","11","25","29","24","19","25","14","20","10","0"
"Pepingen","13","6","9","7","4","4","4","2","3","2"
"POL AMOW","374","395","293","339","349","240","243","296","266","57"
"Asse","146","161","132","215","176","109","110","161","129","33"
"Merchtem","37","35","16","19","40","36","25","18","34","4"
"Opwijk","21","24","23","18","11","19","38","18","18","1"
"Wemmel","170","175","122","87","122","76","70","99","85","19"
"POLITIEZONE K-L-M","182","122","110","122","146","138","96","128","95","18"
"Kapelle-op-den-Bos","43","13","9","12","12","11","15","12","8","1"
"Londerzeel","59","36","46","21","70","56","34","46","38","2"
"Meise","80","73","55","89","64","71","47","70","49","15"
"POLITIEZONE TARL","192","208","170","180","172","138","166","132","158","15"
"Affligem","58","59","58","70","41","27","44","29","43","1"
"Liedekerke","47","41","41","28","24","30","33","33","32","2"
"Roosdaal","34","29","27","29","33","27","31","19","33","5"
"Ternat","53","79","44","53","74","54","58","51","50","7"
"PZ DILBEEK","229","319","406","399","325","226","207","240","193","51"
"Dilbeek","229","319","406","399","325","226","207","240","193","51"
"PZ DRUIVENSTREEK","145","181","137","102","169","81","94","113","114","37"
"Hoeilaart","60","43","39","42","43","20","23","40","38","8"
"Overijse","85","138","98","60","126","61","71","73","76","29"
"PZ GRIMBERGEN","153","229","228","217","205","149","101","156","81","20"
"Grimbergen","153","229","228","217","205","149","101","156","81","20"
"PZ ZAVENTEM","250","280","249","264","220","166","156","125","103","25"
"Zaventem","250","280","249","264","220","166","156","125","103","25"
"PZ ZENNEVALLEI","467","723","575","536","606","428","475","453","400","90"
"Beersel","115","160","105","122","159","102","127","102","118","15"
"Halle","186","222","216","148","182","146","140","131","134","32"
"Sint-Pieters-Leeuw","166","341","254","266","265","180","208","220","148","43"
"VILVOORDE - MACHELEN","474","623","587","336","402","300","275","359","289","75"
"Machelen","153","189","123","100","136","120","109","146","109","31"
"Vilvoorde","321","434","464","236","266","180","166","213","180","44"
"WOKRA","112","135","146","154","276","134","148","71","81","20"
"Kraainem","63","74","90","71","134","60","90","36","40","10"
"Wezembeek-Oppem","49","61","56","83","142","74","58","35","41","10"
"ZONE RODE","208","252","220","227","231","141","204","146","222","30"
"Drogenbos","67","158","104","136","97","71","121","63","96","7"
"Linkebeek","36","30","35","41","47","11","19","16","30","5"
"Sint-Genesius-Rode","105","64","81","50","87","59","64","67","96","18"
"Leuven","1.245","1.458","1.399","1.268","1.401","972","817","714","768","196"
"DEMERDAL - DSZ","133","40","65","67","60","46","52","65","54","3"
"Diest","110","25","39","46","36","35","34","48","42","3"
"Scherpenheuvel-Zichem","23","15","26","21","24","11","18","17","12","0"
"HAACHT","62","50","53","45","66","54","45","40","49","13"
"Boortmeerbeek","26","21","20","11","31","30","16","5","23","9"
"Haacht","17","18","21","18","20","16","11","16","14","1"
"Keerbergen","19","11","12","16","15","8","18","19","12","3"
"HERKO","67","102","150","166","114","108","68","62","79","16"
"Herent","34","30","70","70","51","35","28","16","45","9"
"Kortenberg","33","72","80","96","63","73","40","46","34","7"
"POLITIEZONE AARSCHOT","73","42","46","27","28","27","54","33","30","10"
"Aarschot","73","42","46","27","28","27","54","33","30","10"
"POLITIEZONE BRT","38","73","61","56","80","68","45","41","36","10"
"Begijnendijk","7","12","18","6","10","7","9","5","4","3"
"Rotselaar","21","27","37","36","54","37","21","27","16","1"
"Tremelo","10","34","6","14","16","24","15","9","16","6"
"PZ BIERBEEK/BOUTERSEM/HOLSBEEK/LUBBEEK","55","75","52","44","63","45","46","34","25","7"
"Bierbeek","25","19","15","11","23","7","10","6","4","1"
"Boutersem","20","41","11","7","16","16","10","12","8","1"
"Holsbeek","8","3","16","13","4","9","16","9","0","1"
"Lubbeek","2","12","10","13","20","13","10","7","13","4"
"PZ GETEVALLEI","165","138","116","104","152","146","95","92","65","35"
"Hoegaarden","5","12","10","11","12","12","8","11","4","5"
"Landen","31","33","31","23","40","46","21","28","15","18"
"Linter","16","4","9","7","9","6","4","3","4","0"
"Tienen","110","75","55","58","86","70","52","49","37","9"
"Zoutleeuw","3","14","11","5","5","12","10","1","5","3"
"PZ LEUVEN","501","702","630","587","611","316","242","226","235","68"
"Leuven","501","702","630","587","611","316","242","226","235","68"
"PZ VOER EN DIJLE","121","193","177","127","173","137","132","95","169","31"
"Bertem","15","42","40","18","32","21","24","15","30","3"
"Huldenberg","3","5","16","8","15","20","6","10","9","1"
"Oud-Heverlee","20","29","41","36","35","15","10","15","25","4"
"Tervuren","83","117","80","65","91","81","92","55","105","23"
"ZONE HAGELAND","30","43","49","45","54","25","38","26","26","3"
"Bekkevoort","8","9","18","14","13","8","10","8","6","0"
"Geetbets","3","6","6","12","6","4","3","6","1","1"
"Glabbeek","1","4","5","2","2","1","5","1","2","0"
"Kortenaken","2","8","5","4","7","2","8","2","3","0"
"Tielt-Winge","16","16","15","13","26","10","12","9","14","2"
"West-Vlaanderen","3.533","4.019","3.563","2.667","2.568","2.330","2.292","2.033","1.839","339"
"West-Vlaanderen","3.533","4.019","3.563","2.667","2.568","2.330","2.292","2.033","1.839","339"
"GAVERS","52","80","104","48","51","75","104","79","69","15"
"Deerlijk","18","17","40","13","11","26","16","16","7","4"
"Harelbeke","34","63","64","35","40","49","88","63","62","11"
"GRENSLEIE","256","404","393","277","315","258","216","187","154","38"
"Ledegem","11","22","12","13","20","9","16","7","7","1"
"Menen","190","265","273","198","195","186","130","151","113","24"
"Wevelgem","55","117","108","66","100","63","70","29","34","13"
"Geen PZ toegekend - Noordzee","0","0","0","0","0","0","0","0","0","0"
"Noordzee","0","0","0","0","0","0","0","0","0","0"
"MIDOW","34","39","61","42","29","42","42","30","35","0"
"Dentergem","8","4","6","6","1","3","6","3","7","0"
"Ingelmunster","11","7","25","12","8","8","10","7","9","0"
"Meulebeke","7","10","8","9","7","9","9","5","3","0"
"Oostrozebeke","3","7","11","5","5","16","4","7","6","0"
"Wielsbeke","5","11","11","10","8","6","13","8","10","0"
"MIRA","163","122","163","149","148","172","143","67","72","20"
"Anzegem","20","12","22","15","21","29","16","14","11","5"
"Avelgem","15","14","28","12","22","28","16","2","6","1"
"Spiere-Helkijn","8","13","6","5","10","7","5","4","4","1"
"Waregem","101","45","64","76","54","56","79","31","35","10"
"Zwevegem","19","38","43","41","41","52","27","16","16","3"
"POLDER","69","46","55","39","54","46","39","52","22","8"
"Diksmuide","27","21","25","12","21","24","19","19","5","0"
"Houthulst","9","11","11","10","10","7","3","10","2","0"
"Koekelare","9","6","10","9","5","4","9","12","6","4"
"Kortemark","24","8","9","8","18","11","8","11","9","4"
"POLITIEZONE ARRO IEPER","209","200","220","149","208","154","120","114","101","31"
"Heuvelland","24","18","17","5","4","4","12","12","4","0"
"Ieper","70","68","56","49","63","62","30","34","27","10"
"Langemark-Poelkapelle","8","9","11","12","14","6","8","6","2","1"
"Mesen","1","2","1","2","1","3","2","1","3","3"
"Moorslede","19","24","21","10","27","11","10","6","19","2"
"Poperinge","17","10","25","18","32","24","11","19","18","5"
"Staden","3","9","14","4","8","9","6","7","8","2"
"Vleteren","4","5","3","0","4","3","1","3","2","0"
"Wervik","43","43","51","33","35","19","31","9","13","7"
"Zonnebeke","20","12","21","16","20","13","9","17","5","1"
"POLITIEZONE HET HOUTSCHE","140","103","105","103","93","101","102","102","43","10"
"Beernem","31","32","29","19","25","23","25","22","10","2"
"Oostkamp","70","42","36","52","38","47","38","50","16","7"
"Zedelgem","39","29","40","32","30","31","39","30","17","1"
"POLITIEZONE KOUTER","130","153","227","133","73","119","73","126","105","12"
"Gistel","13","30","42","11","7","22","13","22","13","2"
"Ichtegem","22","18","35","17","10","19","8","11","12","2"
"Jabbeke","50","47","71","50","25","22","18","34","24","2"
"Oudenburg","13","35","53","15","21","29","9","36","35","1"
"Torhout","32","23","26","40","10","27","25","23","21","5"
"POLITIEZONE MIDDELKERKE","162","72","85","77","46","48","39","33","45","13"
"Middelkerke","162","72","85","77","46","48","39","33","45","13"
"POLITIEZONE RIHO","151","224","213","177","172","195","243","181","140","20"
"Hooglede","6","4","14","7","12","10","14","6","4","2"
"Izegem","48","54","66","42","36","44","51","38","32","2"
"Roeselare","97","166","133","128","124","141","178","137","104","16"
"POLITIEZONE SPOORKIN","30","22","38","37","28","25","23","34","33","2"
"Alveringem","6","4","7","5","1","4","2","5","5","1"
"Lo-Reninge","3","3","5","0","2","1","0","4","1","0"
"Veurne","21","15","26","32","25","20","21","25","27","1"
"PZ BLANKENBERGE/ZUIENKERKE","73","63","35","57","36","30","56","42","66","8"
"Blankenberge","70","58","30","50","30","27","54","38","62","8"
"Zuienkerke","3","5","5","7","6","3","2","4","4","0"
"PZ BREDENE/DE HAAN","139","166","112","94","81","84","91","115","112","15"
"Bredene","66","103","60","39","43","27","51","77","51","8"
"De Haan","73","63","52","55","38","57","40","38","61","7"
"PZ BRUGGE","432","339","316","267","340","255","292","250","257","49"
"Brugge","432","339","316","267","340","255","292","250","257","49"
"PZ DAMME/KNOKKE-HEIST","183","129","107","117","101","92","64","105","54","13"
"Damme","20","15","14","17","11","10","8","8","7","1"
"Knokke-Heist","163","114","93","100","90","82","56","97","47","12"
