"","2000","2011","2012","2013","2014","2015","2016","2017","2018","2019 (*)"
"Hoogstraten","109","102","66","62","89","94","92","69","61","18"
"Merksplas","32","27","30","37","47","40","41","18","25","2"
"Rijkevorsel","79","58","36","42","60","36","39","38","25","5"
"POLITIEZONE RUPEL","282","267","278","220","246","244","210","183","161","29"
"Boom","129","118","97","67","78","84","93","63","68","15"
"Hemiksem","37","37","40","44","37","40","25","19","13","3"
"Niel","52","37","48","48","27","23","23","30","30","3"
"Rumst","51","36","43","32","64","58","29","33","25","4"
"Schelle","13","39","50","29","40","39","40","38","25","4"
"PZ BRASSCHAAT","318","290","240","256","196","195","194","142","123","22"
"Brasschaat","318","290","240","256","196","195","194","142","123","22"
"PZ GEEL/LAAKDAL/MEERHOUT","392","319","377","328","337","263","238","260","249","56"
"Geel","312","263","320","259","291","223","211","223","218","49"
"Laakdal","53","18","32","51","32","24","16","18","13","2"
"Meerhout","27","38","25","18","14","16","11","19","18","5"
"PZ KLEIN-BRABANT","215","209","244","179","198","149","141","148","139","32"
"Bornem","121","111","136","89","106","77","57","74","39","7"
"Puurs-Sint-Amands","94","98","108","90","92","72","84","74","100","25"
"PZ LIER","297","271","328","164","167","243","195","180","143","29"
"Lier","297","271","328","164","167","243","195","180","143","29"
"PZ MEWI","1.097","890","809","710","645","743","976","849","633","130"
"Mechelen","1.037","804","713","650","556","641","870","736","561","116"
"Willebroek","60","86","96","60","89","102","106","113","72","14"
"PZ SCHOTEN","222","117","138","151","162","145","173","109","85","14"
"Schoten","222","117","138","151","162","145","173","109","85","14"
"PZ ZWIJNDRECHT","97","103","96","124","145","103","114","108","68","7"
"Zwijndrecht","97","103","96","124","145","103","114","108","68","7"
"VOORKEMPEN","265","435","411","281","370","312","264","249","180","44"
"Brecht","143","139","132","113","112","81","75","85","70","12"
"Malle","10","83","87","45","88","62","56","57","30","26"
"Schilde","91","73","88","53","46","62","61","51","38","3"
"Zoersel","21","140","104","70","124","107","72","56","42","3"
"ZONE NETELAND","391","374","398","384","352","316","345","325","288","56"
"Grobbendonk","8","45","46","44","52","22","48","26","27","0"
"Herentals","289","190","222","219","204","187","213","200","204","35"
"Herenthout","9","28","42","34","20","37","16","25","16","5"
"Olen","45","67","48","51","46","48","51","54","25","14"
"Vorselaar","40","44","40","36","30","22","17","20","16","2"
"ZUIDERKEMPEN","101","113","144","112","135","119","90","97","128","32"
"Herselt","36","20","38","19","36","27","14","9","15","4"
"Hulshout","22","23","21","14","22","22","20","20","21","5"
"Westerlo","43","70","85","79","77","70","56","68","92","23"
"Limburg","3.325","2.560","2.299","2.400","2.411","2.382","2.114","1.985","1.689","314"
"Limburg","3.325","2.560","2.299","2.400","2.411","2.382","2.114","1.985","1.689","314"
"KEMPENLAND","193","199","165","122","144","106","100","71","87","16"
"Hechtel-Eksel","51","48","32","29","38","27","35","20","12","5"
"Leopoldsburg","77","111","94","50","45","34","35","27","57","7"
"Peer","65","40","39","43","61","45","30","24","18","4"
"LIMBURG REGIO HOOFDSTAD","708","549","515","659","589","613","649","599","533","92"
"Diepenbeek","113","72","49","68","30","38","41","34","57","4"
"Halen","4","9","4","10","8","10","4","5","4","1"
"Hasselt","462","372","371","464","441","467","518","479","409","78"
"Herk-de-Stad","37","29","24","28","28","26","21","15","12","2"
"Lummen","25","15","18","16","11","13","14","17","9","2"
"Zonhoven","67","52","49","73","71","59","51","49","42","5"
"POLITIEZONE MAASLAND","155","131","155","119","124","108","97","59","74","10"
"Dilsen-Stokkem","24","34","36","22","34","19","26","15","27","2"
"Maaseik","131","97","119","97","90","89","71","44","47","8"
"PZ BERINGEN/HAM/TESSENDERLO","186","187","165","142","171","131","133","130","160","28"
"Beringen","103","81","85","64","78","58","67","67","83","10"
"Ham","18","41","33","27","32","23","33","23","33","4"
"Tessenderlo","65","65","47","51","61","50","33","40","44","14"
"PZ BILZEN/HOESELT/RIEMST","132","84","79","84","71","59","71","58","55","8"
"Bilzen","110","59","60","59","48","37","55","42","35","4"
"Hoeselt","6","9","3","7","11","7","5","3","11","2"
"Riemst","16","16","16","18","12","15","11","13","9","2"
"PZ CARMA","645","460","380","510","420","444","340","374","272","39"
"As","8","10","7","15","18","8","2","6","7","1"
"Bocholt","25","50","33","38","38","53","16","18","27","0"
"Bree","92","46","45","58","60","95","65","35","31","4"
"Genk","311","143","125","205","153","169","148","178","101","15"
"Houthalen-Helchteren","146","104","71","93","64","41","51","72","54","14"
"Kinrooi","28","58","26","16","16","23","14","18","15","2"
"Oudsbergen","27","41","54","73","51","42","31","41","24","2"
"Zutendaal","8","8","19","12","20","13","13","6","13","1"
"PZ GINGELOM/NIEUWERKERKEN/SINT-TRUIDEN","239","153","170","134","161","225","173","162","113","22"
"Gingelom","4","3","2","3","4","3","4","7","1","0"
"Nieuwerkerken","3","4","10","3","6","5","4","2","3","0"
"Sint-Truiden","232","146","158","128","151","217","165","153","109","22"
"PZ HAMONT-ACHEL/PELT","306","225","183","171","237","245","150","178","122","39"
"Hamont-Achel","58","53","40","44","57","86","34","48","30","7"
"Pelt","248","172","143","127","180","159","116","130","92","32"
"PZ HEUSDEN-ZOLDER","87","89","66","53","54","68","72","41","51","8"
"Heusden-Zolder","87","89","66","53","54","68","72","41","51","8"
"PZ KANTON BORGLOON","59","34","51","40","41","37","36","44","24","7"
"Alken","29","15","21","19","22","17","18","17","13","4"
"Borgloon","7","5","10","7","7","2","5","11","5","1"
"Heers","2","1","3","2","1","0","1","3","2","0"
"Kortessem","13","3","8","8","6","8","7","3","1","0"
"Wellen","8","10","9","4","5","10","5","10","3","2"
"PZ LANAKEN/MAASMECHELEN","194","166","141","130","158","98","85","89","79","16"
"Lanaken","75","73","51","75","78","58","39","46","34","10"
"Maasmechelen","119","93","90","55","80","40","46","43","45","6"
"PZ LOMMEL","362","239","183","211","185","184","172","136","85","22"
"Lommel","362","239","183","211","185","184","172","136","85","22"
"PZ VOEREN","3","1","1","3","5","3","9","5","6","0"
"Voeren","3","1","1","3","5","3","9","5","6","0"
"TONGEREN - HERSTAPPE","56","43","45","22","51","61","27","39","28","7"
"Herstappe","0","0","0","0","0","0","0","0","0","0"
"Tongeren","56","43","45","22","51","61","27","39","28","7"
"Oost-Vlaanderen","7.771","6.971","6.954","6.695","6.268","6.280","5.984","6.326","6.118","1.113"
"Oost-Vlaanderen","7.771","6.971","6.954","6.695","6.268","6.280","5.984","6.326","6.118","1.113"
"BRAKEL","44","29","22","19","21","20","24","26","30","0"
"Brakel","28","16","16","10","14","13","10","14","17","0"
"Horebeke","0","0","0","0","1","0","1","1","0","0"
"Maarkedal","2","5","3","0","2","1","6","2","5","0"
"Zwalm","14","8","3","9","4","6","7","9","8","0"
"BUGGENHOUT - LEBBEKE","132","93","115","83","90","91","58","76","88","5"
"Buggenhout","53","45","42","37","42","31","21","44","32","2"
"Lebbeke","79","48","73","46","48","60","37","32","56","3"
"GERAARDSBERGEN - LIERDE","62","63","63","40","59","49","47","62","43","11"
"Geraardsbergen","58","50","55","37","50","42","41","56","38","10"
"Lierde","4","13","8","3","9","7","6","6","5","1"
"LOKEREN","421","318","258","252","220","225","190","187","186","38"
"Lokeren","421","318","258","252","220","225","190","187","186","38"
"MEETJESLAND CENTRUM","258","223","163","172","179","130","118","111","133","17"
"Eeklo","246","205","152","155","155","119","110","101","122","16"
"Kaprijke","8","11","8","13","14","8","4","6","5","0"
"Sint-Laureins","4","7","3","4","10","3","4","4","6","1"
"POLITIE SINT-NIKLAAS","782","530","521","490","511","638","522","481","470","89"
"Sint-Niklaas","782","530","521","490","511","638","522","481","470","89"
"POLITIEZONE SCHELDE - LEIE","125","127","136","126","109","68","75","72","66","13"
"De Pinte","53","53","51","53","54","23","30","31","27","5"
"Gavere","47","22","18","20","12","14","21","15","10","1"
"Nazareth","8","47","50","40","32","24","15","24","18","4"
"Sint-Martens-Latem","17","5","17","13","11","7","9","2","11","3"
"PZ AALST","401","379","408","354","340","389","387","424","398","84"
"Aalst","401","379","408","354","340","389","387","424","398","84"
"PZ AALTER","88","114","87","121","82","55","90","80","80","10"
"Aalter","88","114","87","121","82","55","90","80","80","10"
"PZ ASSENEDE/EVERGEM","180","151","172","147","117","69","81","65","73","11"
"Assenede","28","26","21","25","28","14","19","13","14","2"
"Evergem","152","125","151","122","89","55","62","52","59","9"
"PZ BERLARE/ZELE","213","166","165","186","124","107","101","76","86","15"
"Berlare","32","44","27","43","26","22","22","20","19","2"
"Zele","181","122","138","143","98","85","79","56","67","13"
"PZ DEINZE/ZULTE/LIEVEGEM","314","285","289","247","237","171","176","128","125","29"
"Deinze","220","173","172","157","166","115","125","77","93","21"
"Lievegem","54","76","81","78","46","38","34","34","25","7"
"Zulte","40","36","36","12","25","18","17","17","7","1"
"PZ DENDERLEEUW/HAALTERT","128","175","113","69","99","144","141","75","110","27"
"Denderleeuw","92","130","95","49","72","110","116","58","94","25"
"Haaltert","36","45","18","20","27","34","25","17","16","2"
"PZ DENDERMONDE","430","298","334","196","247","220","221","214","188","54"
"Dendermonde","430","298","334","196","247","220","221","214","188","54"
"PZ ERPE-MERE/LEDE","116","109","117","143","57","75","57","70","52","7"
"Erpe-Mere","39","40","31","30","12","27","15","25","16","1"
"Lede","77","69","86","113","45","48","42","45","36","6"
"PZ GENT","1.857","2.292","2.439","2.514","2.280","2.385","2.347","2.776","2.756","538"
"Gent","1.857","2.292","2.439","2.514","2.280","2.385","2.347","2.776","2.756","538"
"PZ HAMME/WAASMUNSTER","256","136","148","107","98","127","116","71","88","14"
"Hamme","232","106","122","84","78","105","101","60","75","14"
"Waasmunster","24","30","26","23","20","22","15","11","13","0"
"PZ KRUIBEKE/TEMSE","180","140","178","140","146","120","107","130","83","15"
"Kruibeke","48","33","59","53","43","38","39","66","21","9"
"Temse","132","107","119","87","103","82","68","64","62","6"
"PZ MALDEGEM","105","128","118","121","77","55","83","55","46","12"
"Maldegem","105","128","118","121","77","55","83","55","46","12"
"PZ NINOVE","69","112","79","107","135","123","91","141","100","8"
"Ninove","69","112","79","107","135","123","91","141","100","8"
"PZ RONSE","121","75","54","53","46","47","60","58","43","2"
"Ronse","121","75","54","53","46","47","60","58","43","2"
"PZ WAASLAND-NOORD","388","297","271","283","370","370","297","348","248","17"
"Beveren","269","214","194","217","284","282","235","278","192","14"
"Sint-Gillis-Waas","63","33","25","27","47","39","24","31","25","0"
"Stekene","56","50","52","39","39","49","38","39","31","3"
"PZ WETTEREN LAARNE WICHELEN","267","145","189","201","148","160","133","84","115","21"
"Laarne","53","15","29","10","24","23","10","13","16","1"
"Wetteren","157","87","112","112","100","114","106","57","81","16"
"Wichelen","57","43","48","79","24","23","17","14","18","4"
"REGIO PUYENBROECK","223","169","106","110","113","119","103","98","101","19"
"Lochristi","64","65","43","48","39","46","40","26","53","9"
"Moerbeke","33","19","7","6","10","9","14","10","7","2"
"Wachtebeke","31","20","16","13","20","15","15","14","18","2"
"Zelzate","95","65","40","43","44","49","34","48","23","6"
"REGIO RHODE & SCHELDE","164","148","123","152","125","101","101","99","137","20"
"Destelbergen","31","29","21","17","26","16","14","19","30","4"
"Melle","53","54","33","64","39","35","29","37","37","8"
"Merelbeke","41","44","49","41","35","36","45","23","37","6"
"Oosterzele","39","21","20","30","25","14","13","20","33","2"
"VLAAMSE ARDENNEN","278","174","178","176","140","111","141","194","179","29"
"Kluisbergen","10","9","12","12","8","7","8","6","7","1"
"Kruisem","9","26","30","22","27","16","10","8","15","7"
"Oudenaarde","257","135","134","139","104","88","123","179","155","21"
"Wortegem-Petegem","2","4","2","3","1","0","0","1","2","0"
"ZOTTEGEM HERZELE StLHOUTEM","169","95","108","86","98","111","117","125","94","8"
"Herzele","36","29","37","27","21","30","32","26","17","2"
"Sint-Lievens-Houtem","8","11","8","5","5","9","7","4","6","0"
"Zottegem","125","55","63","54","72","72","78","95","71","6"
"Vlaams Brabant","2.101","4.531","4.411","3.852","4.078","4.478","4.308","3.960","3.897","853"
"Brussel (Halle-Vilvoorde)","1.128","1.415","1.519","1.239","1.198","1.618","1.532","1.292","1.393","281"
"Geen PZ toegekend - Brussels Airport","1","1","4","2","1","13","7","2","2","0"
"Brussels Airport","1","1","4","2","1","13","7","2","2","0"
"KASTZE","120","135","148","129","108","132","165","129","135","27"
"Kampenhout","8","31","25","33","24","51","43","33","29","3"
"Steenokkerzeel","8","27","20","16","22","19","23","35","27","4"
"Zemst","104","77","103","80","62","62","99","61","79","20"
"PAJOTTENLAND","15","21","33","30","29","38","31","30","13","5"
"Bever","0","1","1","0","0","2","1","3","0","0"
"Galmaarden","4","0","4","2","5","12","11","2","5","1"
"Gooik","2","2","1","7","5","2","3","4","1","0"
"Herne","4","12","10","5","4","13","7","8","1","0"
"Lennik","5","5","17","14","11","8","6","8","3","3"
"Pepingen","0","1","0","2","4","1","3","5","3","1"
"POL AMOW","196","189","215","166","215","163","189","204","184","35"
"Asse","69","44","67","60","69","80","80","67","60","8"
"Merchtem","29","67","56","52","63","37","37","73","56","15"
"Opwijk","78","68","81","35","61","28","55","48","40","10"
"Wemmel","20","10","11","19","22","18","17","16","28","2"
"POLITIEZONE K-L-M","125","136","128","103","115","112","148","116","162","39"
"Kapelle-op-den-Bos","38","47","37","22","19","22","47","45","34","14"
"Londerzeel","63","62","75","59","70","65","78","46","77","12"
"Meise","24","27","16","22","26","25","23","25","51","13"
"POLITIEZONE TARL","118","170","118","122","143","191","138","104","156","33"
"Affligem","13","10","13","11","8","11","14","2","16","4"
"Liedekerke","47","90","65","50","66","92","77","65","70","16"
"Roosdaal","21","11","9","12","24","18","9","13","7","2"
"Ternat","37","59","31","49","45","70","38","24","63","11"
"PZ DILBEEK","50","95","107","79","79","127","98","77","59","14"
"Dilbeek","50","95","107","79","79","127","98","77","59","14"
"PZ DRUIVENSTREEK","43","49","42","46","41","22","28","35","41","6"
"Hoeilaart","17","13","19","26","18","8","14","15","9","3"
"Overijse","26","36","23","20","23","14","14","20","32","3"
"PZ GRIMBERGEN","53","39","71","43","43","62","36","41","58","22"
"Grimbergen","53","39","71","43","43","62","36","41","58","22"
"PZ ZAVENTEM","43","25","63","51","28","61","84","30","46","13"
"Zaventem","43","25","63","51","28","61","84","30","46","13"
"PZ ZENNEVALLEI","147","274","243","187","191","313","300","247","199","46"
"Beersel","20","35","38","28","24","56","41","36","23","8"
"Halle","96","179","155","113","119","219","212","185","136","33"
"Sint-Pieters-Leeuw","31","60","50","46","48","38","47","26","40","5"
"VILVOORDE - MACHELEN","164","198","277","221","132","284","202","179","246","34"
"Machelen","25","12","15","18","13","21","14","21","31","5"
"Vilvoorde","139","186","262","203","119","263","188","158","215","29"
"WOKRA","23","34","39","29","33","53","57","55","48","6"
"Kraainem","7","10","14","16","9","17","7","17","15","2"
"Wezembeek-Oppem","16","24","25","13","24","36","50","38","33","4"
"ZONE RODE","30","49","31","31","40","47","49","43","44","1"
"Drogenbos","4","6","5","11","9","8","12","18","7","0"
"Linkebeek","3","3","0","2","7","7","8","3","13","0"
"Sint-Genesius-Rode","23","40","26","18","24","32","29","22","24","1"
"Leuven","973","3.116","2.892","2.613","2.880","2.860","2.776","2.668","2.504","572"
"DEMERDAL - DSZ","165","144","156","112","140","129","133","117","73","16"
"Diest","141","122","114","94","94","100","97","100","61","14"
"Scherpenheuvel-Zichem","24","22","42","18","46","29","36","17","12","2"
"HAACHT","95","134","147","130","85","123","71","74","93","21"
"Boortmeerbeek","15","35","24","23","27","25","12","8","15","6"
"Haacht","47","46","76","72","42","69","41","43","52","13"
"Keerbergen","33","53","47","35","16","29","18","23","26","2"
"HERKO","18","64","96","149","108","95","139","63","62","6"
"Herent","9","30","40","83","64","49","52","22","35","4"
"Kortenberg","9","34","56","66","44","46","87","41","27","2"
"POLITIEZONE AARSCHOT","152","130","148","101","98","86","120","153","132","28"
"Aarschot","152","130","148","101","98","86","120","153","132","28"
"POLITIEZONE BRT","77","88","97","90","83","84","87","79","96","17"
"Begijnendijk","21","15","11","16","14","10","13","11","25","6"
"Rotselaar","35","41","60","50","40","46","50","47","27","4"
"Tremelo","21","32","26","24","29","28","24","21","44","7"
"PZ BIERBEEK/BOUTERSEM/HOLSBEEK/LUBBEEK","22","33","39","19","36","33","30","34","24","5"
"Bierbeek","8","6","7","8","7","7","6","10","6","1"
"Boutersem","5","12","13","5","7","9","9","10","6","0"
"Holsbeek","4","10","12","2","5","7","6","8","6","1"
"Lubbeek","5","5","7","4","17","10","9","6","6","3"
"PZ GETEVALLEI","192","131","130","142","168","201","142","220","151","35"
"Hoegaarden","2","8","9","8","6","11","8","5","8","0"
"Landen","20","26","24","14","22","16","22","27","24","5"
"Linter","2","2","2","1","1","1","2","3","1","0"
"Tienen","163","88","91","116","136","165","104","182","115","29"
"Zoutleeuw","5","7","4","3","3","8","6","3","3","1"
"PZ LEUVEN","194","2.306","1.990","1.792","2.061","2.015","1.933","1.840","1.787","414"
"Leuven","194","2.306","1.990","1.792","2.061","2.015","1.933","1.840","1.787","414"
"PZ VOER EN DIJLE","43","74","66","60","77","78","105","65","81","26"
"Bertem","4","9","11","6","7","5","16","3","5","2"
"Huldenberg","4","10","4","10","5","7","6","5","5","4"
"Oud-Heverlee","8","13","7","12","22","12","15","6","4","1"
"Tervuren","27","42","44","32","43","54","68","51","67","19"
"ZONE HAGELAND","15","12","23","18","24","16","16","23","5","4"
"Bekkevoort","1","2","8","3","3","3","1","2","0","2"
"Geetbets","3","3","4","3","4","1","2","0","0","0"
"Glabbeek","2","3","2","1","4","1","1","3","2","1"
"Kortenaken","2","1","2","6","4","4","4","3","0","0"
"Tielt-Winge","7","3","7","5","9","7","8","15","3","1"
"West-Vlaanderen","9.045","7.461","6.326","6.012","6.527","5.656","5.422","5.029","4.528","779"
"West-Vlaanderen","9.045","7.461","6.326","6.012","6.527","5.656","5.422","5.029","4.528","779"
"GAVERS","298","162","145","132","181","112","133","133","120","17"
"Deerlijk","56","31","29","15","26","17","24","22","12","1"
"Harelbeke","242","131","116","117","155","95","109","111","108","16"
"GRENSLEIE","510","436","403","327","445","382","312","224","222","35"
"Ledegem","19","23","11","18","18","14","19","8","8","3"
"Menen","291","208","205","148","254","231","181","125","116","19"
"Wevelgem","200","205","187","161","173","137","112","91","98","13"
"Geen PZ toegekend - Noordzee","0","0","0","0","0","0","0","0","0","0"
"Noordzee","0","0","0","0","0","0","0","0","0","0"
"MIDOW","159","91","81","75","76","77","49","92","58","19"
"Dentergem","15","6","8","10","7","8","2","9","12","0"
"Ingelmunster","57","41","34","29","30","41","24","48","27","10"
"Meulebeke","40","16","17","18","23","14","9","10","7","1"
"Oostrozebeke","20","18","9","6","7","4","6","13","7","5"
"Wielsbeke","27","10","13","12","9","10","8","12","5","3"
"MIRA","370","455","404","375","378","295","271","263","270","35"
"Anzegem","10","28","27","15","23","20","27","18","16","1"
"Avelgem","41","27","32","34","22","32","31","22","24","0"
"Spiere-Helkijn","4","5","5","5","1","5","3","2","5","0"
"Waregem","304","347","289","281","282","207","169","195","204","32"
"Zwevegem","11","48","51","40","50","31","41","26","21","2"
"POLDER","168","129","91","76","84","75","69","98","69","7"
"Diksmuide","103","53","46","38","35","35","22","48","26","4"
"Houthulst","16","24","14","10","11","10","8","9","5","0"
"Koekelare","19","19","12","13","12","7","14","9","9","3"
"Kortemark","30","33","19","15","26","23","25","32","29","0"
"POLITIEZONE ARRO IEPER","664","400","332","337","309","268","296","272","216","48"
"Heuvelland","0","3","9","4","8","3","9","6","7","1"
"Ieper","336","160","142","160","156","126","126","102","80","19"
"Langemark-Poelkapelle","26","11","8","11","12","13","19","6","14","1"
"Mesen","2","2","2","1","1","0","1","0","3","0"
"Moorslede","44","25","15","11","20","15","8","23","13","3"
"Poperinge","87","118","67","54","46","48","55","58","40","9"
"Staden","22","21","17","11","8","18","22","13","12","3"
"Vleteren","4","0","2","2","0","1","0","1","0","0"
"Wervik","127","54","60","79","51","32","50","53","42","10"
"Zonnebeke","16","6","10","4","7","12","6","10","5","2"
"POLITIEZONE HET HOUTSCHE","138","167","132","130","143","105","101","58","78","12"
"Beernem","38","53","34","31","32","29","31","19","24","5"
"Oostkamp","36","60","35","36","39","37","33","24","28","7"
"Zedelgem","64","54","63","63","72","39","37","15","26","0"
"POLITIEZONE KOUTER","477","266","213","184","160","160","156","158","189","31"
"Gistel","97","58","42","32","35","37","38","26","43","7"
"Ichtegem","4","28","29","32","34","26","11","29","15","4"
"Jabbeke","35","29","35","30","12","23","19","22","15","3"
"Oudenburg","6","19","13","18","15","10","19","17","18","2"
"Torhout","335","132","94","72","64","64","69","64","98","15"
"POLITIEZONE MIDDELKERKE","116","104","93","86","119","73","89","85","66","7"
"Middelkerke","116","104","93","86","119","73","89","85","66","7"
"POLITIEZONE RIHO","1.029","763","616","617","792","664","553","493","533","108"
"Hooglede","28","19","18","14","15","15","10","21","11","0"
"Izegem","298","126","132","164","122","127","125","129","105","27"
"Roeselare","703","618","466","439","655","522","418","343","417","81"
"POLITIEZONE SPOORKIN","111","87","67","74","60","69","37","74","57","3"
"Alveringem","3","5","9","6","6","3","6","1","2","0"
"Lo-Reninge","0","2","3","3","0","5","4","1","0","0"
"Veurne","108","80","55","65","54","61","27","72","55","3"
"PZ BLANKENBERGE/ZUIENKERKE","393","379","223","176","208","154","172","200","180","38"
"Blankenberge","389","375","222","176","205","152","169","196","176","38"
"Zuienkerke","4","4","1","0","3","2","3","4","4","0"
"PZ BREDENE/DE HAAN","203","198","156","143","175","157","138","162","100","15"
"Bredene","92","105","84","81","80","85","95","108","58","9"
"De Haan","111","93","72","62","95","72","43","54","42","6"
"PZ BRUGGE","1.170","1.184","1.067","983","994","951","912","802","786","135"
"Brugge","1.170","1.184","1.067","983","994","951","912","802","786","135"
"PZ DAMME/KNOKKE-HEIST","571","466","422","443","450","335","375","347","258","26"
"Damme","10","12","9","19","9","9","12","9","7","1"
"Knokke-Heist","561","454","413","424","441","326","363","338","251","25"
"PZ OOSTENDE","724","690","598","596","688","577","751","737","498","100"
"Oostende","724","690","598","596","688","577","751","737","498","100"
"REGIO TIELT","364","180","149","127","133","170","120","85","102","14"
"Ardooie","16","10","17","15","30","11","10","6","13","0"
