"","2000","2011","2012","2013","2014","2015","2016","2017","2018","2019 (*)"
"Vosselaar","1","0","0","0","0","0","0","0","0","0"
"POLITIE ZARA","0","0","1","0","0","0","0","0","0","0"
"Ranst","0","0","1","0","0","0","0","0","0","0"
"Zandhoven","0","0","0","0","0","0","0","0","0","0"
"POLITIEZONE HEIST","0","0","0","0","0","1","0","2","0","0"
"Heist-op-den-Berg","0","0","0","0","0","1","0","2","0","0"
"POLITIEZONE KEMPEN N-O","0","0","1","0","0","0","0","0","0","0"
"Arendonk","0","0","0","0","0","0","0","0","0","0"
"Ravels","0","0","0","0","0","0","0","0","0","0"
"Retie","0","0","1","0","0","0","0","0","0","0"
"POLITIEZONE NOORD","0","0","0","0","1","0","0","0","1","0"
"Kapellen","0","0","0","0","1","0","0","0","0","0"
"Stabroek","0","0","0","0","0","0","0","0","1","0"
"POLITIEZONE NOORDERKEMPEN","0","0","1","0","0","1","0","1","1","0"
"Hoogstraten","0","0","1","0","0","1","0","0","1","0"
"Merksplas","0","0","0","0","0","0","0","0","0","0"
"Rijkevorsel","0","0","0","0","0","0","0","1","0","0"
"POLITIEZONE RUPEL","5","1","3","2","2","2","0","1","0","0"
"Boom","3","0","0","1","0","2","0","1","0","0"
"Hemiksem","0","0","0","0","0","0","0","0","0","0"
"Niel","0","0","0","0","0","0","0","0","0","0"
"Rumst","2","1","3","0","2","0","0","0","0","0"
"Schelle","0","0","0","1","0","0","0","0","0","0"
"PZ BRASSCHAAT","0","1","1","0","0","0","0","1","0","0"
"Brasschaat","0","1","1","0","0","0","0","1","0","0"
"PZ GEEL/LAAKDAL/MEERHOUT","2","1","1","0","0","0","0","0","1","0"
"Geel","1","1","1","0","0","0","0","0","1","0"
"Laakdal","1","0","0","0","0","0","0","0","0","0"
"Meerhout","0","0","0","0","0","0","0","0","0","0"
"PZ KLEIN-BRABANT","0","3","0","0","0","0","0","0","0","0"
"Bornem","0","1","0","0","0","0","0","0","0","0"
"Puurs-Sint-Amands","0","2","0","0","0","0","0","0","0","0"
"PZ LIER","1","1","0","1","1","0","1","0","0","0"
"Lier","1","1","0","1","1","0","1","0","0","0"
"PZ MEWI","6","3","4","5","3","1","1","1","1","0"
"Mechelen","5","2","2","5","3","1","1","1","1","0"
"Willebroek","1","1","2","0","0","0","0","0","0","0"
"PZ SCHOTEN","2","2","0","0","2","0","1","0","0","0"
"Schoten","2","2","0","0","2","0","1","0","0","0"
"PZ ZWIJNDRECHT","0","0","0","1","1","0","1","2","0","0"
"Zwijndrecht","0","0","0","1","1","0","1","2","0","0"
"VOORKEMPEN","1","0","2","0","1","0","0","1","0","0"
"Brecht","1","0","1","0","0","0","0","0","0","0"
"Malle","0","0","0","0","0","0","0","0","0","0"
"Schilde","0","0","0","0","1","0","0","0","0","0"
"Zoersel","0","0","1","0","0","0","0","1","0","0"
"ZONE NETELAND","3","1","0","0","0","0","0","1","1","0"
"Grobbendonk","1","0","0","0","0","0","0","0","0","0"
"Herentals","1","0","0","0","0","0","0","1","0","0"
"Herenthout","0","0","0","0","0","0","0","0","1","0"
"Olen","1","1","0","0","0","0","0","0","0","0"
"Vorselaar","0","0","0","0","0","0","0","0","0","0"
"ZUIDERKEMPEN","1","0","0","0","0","0","0","1","0","0"
"Herselt","0","0","0","0","0","0","0","1","0","0"
"Hulshout","0","0","0","0","0","0","0","0","0","0"
"Westerlo","1","0","0","0","0","0","0","0","0","0"
"Limburg","48","29","14","13","10","9","15","12","12","2"
"Limburg","48","29","14","13","10","9","15","12","12","2"
"KEMPENLAND","0","2","0","0","1","0","0","0","1","0"
"Hechtel-Eksel","0","1","0","0","1","0","0","0","0","0"
"Leopoldsburg","0","1","0","0","0","0","0","0","1","0"
"Peer","0","0","0","0","0","0","0","0","0","0"
"LIMBURG REGIO HOOFDSTAD","14","8","3","6","3","4","1","1","1","0"
"Diepenbeek","2","1","0","1","1","0","0","1","0","0"
"Halen","1","0","0","0","0","0","0","0","0","0"
"Hasselt","10","7","2","2","2","3","1","0","1","0"
"Herk-de-Stad","0","0","0","0","0","0","0","0","0","0"
"Lummen","0","0","1","2","0","0","0","0","0","0"
"Zonhoven","1","0","0","1","0","1","0","0","0","0"
"POLITIEZONE MAASLAND","4","2","2","0","2","0","2","2","1","0"
"Dilsen-Stokkem","1","1","1","0","1","0","0","2","0","0"
"Maaseik","3","1","1","0","1","0","2","0","1","0"
"PZ BERINGEN/HAM/TESSENDERLO","2","0","1","0","0","0","0","0","0","0"
"Beringen","0","0","1","0","0","0","0","0","0","0"
"Ham","1","0","0","0","0","0","0","0","0","0"
"Tessenderlo","1","0","0","0","0","0","0","0","0","0"
"PZ BILZEN/HOESELT/RIEMST","4","2","0","0","0","2","0","0","2","0"
"Bilzen","2","0","0","0","0","2","0","0","2","0"
"Hoeselt","0","1","0","0","0","0","0","0","0","0"
"Riemst","2","1","0","0","0","0","0","0","0","0"
"PZ CARMA","14","8","2","2","3","2","9","3","6","2"
"As","1","0","0","0","0","1","0","0","0","1"
"Bocholt","0","0","0","0","0","0","0","0","0","0"
"Bree","0","0","1","0","0","0","1","1","1","0"
"Genk","8","0","0","1","2","1","4","2","0","0"
"Houthalen-Helchteren","3","5","0","1","1","0","0","0","1","1"
"Kinrooi","0","1","1","0","0","0","3","0","1","0"
"Oudsbergen","0","2","0","0","0","0","1","0","1","0"
"Zutendaal","2","0","0","0","0","0","0","0","2","0"
"PZ GINGELOM/NIEUWERKERKEN/SINT-TRUIDEN","5","2","2","1","0","0","0","0","0","0"
"Gingelom","0","0","0","0","0","0","0","0","0","0"
"Nieuwerkerken","0","0","0","1","0","0","0","0","0","0"
"Sint-Truiden","5","2","2","0","0","0","0","0","0","0"
"PZ HAMONT-ACHEL/PELT","2","2","0","0","0","0","1","0","0","0"
"Hamont-Achel","1","1","0","0","0","0","0","0","0","0"
"Pelt","1","1","0","0","0","0","1","0","0","0"
"PZ HEUSDEN-ZOLDER","0","0","0","1","0","0","0","0","0","0"
"Heusden-Zolder","0","0","0","1","0","0","0","0","0","0"
"PZ KANTON BORGLOON","1","0","0","1","0","0","0","2","0","0"
"Alken","0","0","0","0","0","0","0","0","0","0"
"Borgloon","0","0","0","1","0","0","0","1","0","0"
"Heers","1","0","0","0","0","0","0","1","0","0"
"Kortessem","0","0","0","0","0","0","0","0","0","0"
"Wellen","0","0","0","0","0","0","0","0","0","0"
"PZ LANAKEN/MAASMECHELEN","2","1","3","2","1","1","2","3","0","0"
"Lanaken","0","0","0","1","0","1","0","1","0","0"
"Maasmechelen","2","1","3","1","1","0","2","2","0","0"
"PZ LOMMEL","0","1","0","0","0","0","0","0","0","0"
"Lommel","0","1","0","0","0","0","0","0","0","0"
"PZ VOEREN","0","0","0","0","0","0","0","0","0","0"
"Voeren","0","0","0","0","0","0","0","0","0","0"
"TONGEREN - HERSTAPPE","0","1","1","0","0","0","0","1","1","0"
"Herstappe","0","0","0","0","0","0","0","0","0","0"
"Tongeren","0","1","1","0","0","0","0","1","1","0"
"Oost-Vlaanderen","99","18","15","9","15","3","11","5","8","1"
"Oost-Vlaanderen","99","18","15","9","15","3","11","5","8","1"
"BRAKEL","0","2","0","0","0","0","0","0","0","0"
"Brakel","0","1","0","0","0","0","0","0","0","0"
"Horebeke","0","0","0","0","0","0","0","0","0","0"
"Maarkedal","0","1","0","0","0","0","0","0","0","0"
"Zwalm","0","0","0","0","0","0","0","0","0","0"
"BUGGENHOUT - LEBBEKE","0","0","0","0","0","0","0","0","0","0"
"Buggenhout","0","0","0","0","0","0","0","0","0","0"
"Lebbeke","0","0","0","0","0","0","0","0","0","0"
"GERAARDSBERGEN - LIERDE","0","0","1","0","0","0","0","0","0","0"
"Geraardsbergen","0","0","0","0","0","0","0","0","0","0"
"Lierde","0","0","1","0","0","0","0","0","0","0"
"LOKEREN","1","0","0","0","1","1","1","0","2","0"
"Lokeren","1","0","0","0","1","1","1","0","2","0"
"MEETJESLAND CENTRUM","0","1","1","0","0","0","0","0","0","0"
"Eeklo","0","1","1","0","0","0","0","0","0","0"
"Kaprijke","0","0","0","0","0","0","0","0","0","0"
"Sint-Laureins","0","0","0","0","0","0","0","0","0","0"
"POLITIE SINT-NIKLAAS","5","0","0","1","2","0","1","1","0","0"
"Sint-Niklaas","5","0","0","1","2","0","1","1","0","0"
"POLITIEZONE SCHELDE - LEIE","3","1","0","0","1","0","0","0","2","0"
"De Pinte","0","0","0","0","0","0","0","0","0","0"
"Gavere","0","0","0","0","0","0","0","0","1","0"
"Nazareth","0","0","0","0","1","0","0","0","0","0"
"Sint-Martens-Latem","3","1","0","0","0","0","0","0","1","0"
"PZ AALST","4","1","1","0","2","0","3","1","0","0"
"Aalst","4","1","1","0","2","0","3","1","0","0"
"PZ AALTER","0","0","0","0","0","0","0","0","0","0"
"Aalter","0","0","0","0","0","0","0","0","0","0"
"PZ ASSENEDE/EVERGEM","0","0","0","0","0","0","0","0","0","0"
"Assenede","0","0","0","0","0","0","0","0","0","0"
"Evergem","0","0","0","0","0","0","0","0","0","0"
"PZ BERLARE/ZELE","2","0","1","0","0","0","0","0","0","0"
"Berlare","0","0","0","0","0","0","0","0","0","0"
"Zele","2","0","1","0","0","0","0","0","0","0"
"PZ DEINZE/ZULTE/LIEVEGEM","2","1","0","1","0","0","0","0","0","0"
"Deinze","2","0","0","1","0","0","0","0","0","0"
"Lievegem","0","0","0","0","0","0","0","0","0","0"
"Zulte","0","1","0","0","0","0","0","0","0","0"
"PZ DENDERLEEUW/HAALTERT","2","1","0","0","0","0","1","0","0","0"
"Denderleeuw","1","0","0","0","0","0","1","0","0","0"
"Haaltert","1","1","0","0","0","0","0","0","0","0"
"PZ DENDERMONDE","3","0","0","0","0","0","0","0","0","0"
"Dendermonde","3","0","0","0","0","0","0","0","0","0"
"PZ ERPE-MERE/LEDE","2","0","0","0","0","0","0","0","0","0"
"Erpe-Mere","2","0","0","0","0","0","0","0","0","0"
"Lede","0","0","0","0","0","0","0","0","0","0"
"PZ GENT","66","5","5","2","4","0","2","2","1","0"
"Gent","66","5","5","2","4","0","2","2","1","0"
"PZ HAMME/WAASMUNSTER","1","2","0","0","0","0","0","0","0","0"
"Hamme","1","0","0","0","0","0","0","0","0","0"
"Waasmunster","0","2","0","0","0","0","0","0","0","0"
"PZ KRUIBEKE/TEMSE","0","0","1","0","0","1","0","0","0","0"
"Kruibeke","0","0","1","0","0","0","0","0","0","0"
"Temse","0","0","0","0","0","1","0","0","0","0"
"PZ MALDEGEM","1","0","0","0","0","0","0","0","1","0"
"Maldegem","1","0","0","0","0","0","0","0","1","0"
"PZ NINOVE","0","0","0","0","0","0","0","0","0","0"
"Ninove","0","0","0","0","0","0","0","0","0","0"
"PZ RONSE","1","0","1","1","1","0","0","0","2","0"
"Ronse","1","0","1","1","1","0","0","0","2","0"
"PZ WAASLAND-NOORD","0","1","0","1","1","0","0","1","0","0"
"Beveren","0","1","0","0","1","0","0","1","0","0"
"Sint-Gillis-Waas","0","0","0","0","0","0","0","0","0","0"
"Stekene","0","0","0","1","0","0","0","0","0","0"
"PZ WETTEREN LAARNE WICHELEN","0","1","0","1","1","0","0","0","0","0"
"Laarne","0","0","0","0","0","0","0","0","0","0"
"Wetteren","0","1","0","1","0","0","0","0","0","0"
"Wichelen","0","0","0","0","1","0","0","0","0","0"
"REGIO PUYENBROECK","1","1","0","0","1","0","0","0","0","0"
"Lochristi","0","0","0","0","0","0","0","0","0","0"
"Moerbeke","0","0","0","0","0","0","0","0","0","0"
"Wachtebeke","1","0","0","0","0","0","0","0","0","0"
"Zelzate","0","1","0","0","1","0","0","0","0","0"
"REGIO RHODE & SCHELDE","4","0","2","0","1","1","1","0","0","0"
"Destelbergen","3","0","2","0","0","0","1","0","0","0"
"Melle","1","0","0","0","0","0","0","0","0","0"
"Merelbeke","0","0","0","0","1","0","0","0","0","0"
"Oosterzele","0","0","0","0","0","1","0","0","0","0"
"VLAAMSE ARDENNEN","1","0","2","2","0","0","2","0","0","0"
"Kluisbergen","0","0","1","0","0","0","0","0","0","0"
"Kruisem","0","0","1","1","0","0","1","0","0","0"
"Oudenaarde","1","0","0","1","0","0","1","0","0","0"
"Wortegem-Petegem","0","0","0","0","0","0","0","0","0","0"
"ZOTTEGEM HERZELE StLHOUTEM","0","1","0","0","0","0","0","0","0","1"
"Herzele","0","1","0","0","0","0","0","0","0","0"
"Sint-Lievens-Houtem","0","0","0","0","0","0","0","0","0","0"
"Zottegem","0","0","0","0","0","0","0","0","0","1"
"Vlaams Brabant","124","20","19","14","13","14","7","14","11","1"
"Brussel (Halle-Vilvoorde)","96","19","16","13","11","11","6","13","7","1"
"Geen PZ toegekend - Brussels Airport","2","0","0","0","0","0","0","0","0","0"
"Brussels Airport","2","0","0","0","0","0","0","0","0","0"
"KASTZE","4","1","0","1","3","0","0","1","1","0"
"Kampenhout","1","0","0","1","0","0","0","0","0","0"
"Steenokkerzeel","0","1","0","0","0","0","0","0","0","0"
"Zemst","3","0","0","0","3","0","0","1","1","0"
"PAJOTTENLAND","3","0","1","0","0","0","0","0","0","0"
"Bever","0","0","0","0","0","0","0","0","0","0"
"Galmaarden","1","0","0","0","0","0","0","0","0","0"
"Gooik","1","0","0","0","0","0","0","0","0","0"
"Herne","0","0","1","0","0","0","0","0","0","0"
"Lennik","0","0","0","0","0","0","0","0","0","0"
"Pepingen","1","0","0","0","0","0","0","0","0","0"
"POL AMOW","17","0","5","0","2","3","1","2","0","0"
"Asse","10","0","2","0","2","0","0","0","0","0"
"Merchtem","0","0","0","0","0","1","1","0","0","0"
"Opwijk","0","0","0","0","0","0","0","0","0","0"
"Wemmel","7","0","3","0","0","2","0","2","0","0"
"POLITIEZONE K-L-M","9","1","2","0","0","1","0","0","1","1"
"Kapelle-op-den-Bos","1","0","0","0","0","0","0","0","0","0"
"Londerzeel","2","0","0","0","0","1","0","0","0","0"
"Meise","6","1","2","0","0","0","0","0","1","1"
"POLITIEZONE TARL","4","0","0","1","1","0","0","2","2","0"
"Affligem","1","0","0","1","1","0","0","0","1","0"
"Liedekerke","0","0","0","0","0","0","0","1","0","0"
"Roosdaal","1","0","0","0","0","0","0","0","0","0"
"Ternat","2","0","0","0","0","0","0","1","1","0"
"PZ DILBEEK","13","1","0","3","1","1","0","0","0","0"
"Dilbeek","13","1","0","3","1","1","0","0","0","0"
"PZ DRUIVENSTREEK","5","1","1","1","0","1","0","1","1","0"
"Hoeilaart","1","0","1","0","0","1","0","1","0","0"
"Overijse","4","1","0","1","0","0","0","0","1","0"
"PZ GRIMBERGEN","6","0","1","1","1","0","2","1","0","0"
"Grimbergen","6","0","1","1","1","0","2","1","0","0"
"PZ ZAVENTEM","6","3","2","0","0","1","1","0","0","0"
"Zaventem","6","3","2","0","0","1","1","0","0","0"
"PZ ZENNEVALLEI","9","3","1","2","2","3","1","5","1","0"
"Beersel","1","1","0","0","1","1","0","2","0","0"
"Halle","7","0","1","1","0","2","0","1","0","0"
"Sint-Pieters-Leeuw","1","2","0","1","1","0","1","2","1","0"
"VILVOORDE - MACHELEN","9","3","1","1","1","0","1","1","0","0"
"Machelen","4","2","1","0","0","0","1","0","0","0"
"Vilvoorde","5","1","0","1","1","0","0","1","0","0"
"WOKRA","4","3","0","1","0","0","0","0","0","0"
"Kraainem","4","2","0","0","0","0","0","0","0","0"
"Wezembeek-Oppem","0","1","0","1","0","0","0","0","0","0"
"ZONE RODE","5","3","2","2","0","1","0","0","1","0"
"Drogenbos","2","2","0","0","0","0","0","0","1","0"
"Linkebeek","2","0","0","1","0","0","0","0","0","0"
"Sint-Genesius-Rode","1","1","2","1","0","1","0","0","0","0"
"Leuven","28","1","3","1","2","3","1","1","4","0"
"DEMERDAL - DSZ","3","0","0","1","1","0","0","0","0","0"
"Diest","3","0","0","1","0","0","0","0","0","0"
"Scherpenheuvel-Zichem","0","0","0","0","1","0","0","0","0","0"
"HAACHT","3","0","0","0","0","0","0","0","0","0"
"Boortmeerbeek","1","0","0","0","0","0","0","0","0","0"
"Haacht","0","0","0","0","0","0","0","0","0","0"
"Keerbergen","2","0","0","0","0","0","0","0","0","0"
"HERKO","4","0","0","0","0","0","0","0","0","0"
"Herent","1","0","0","0","0","0","0","0","0","0"
"Kortenberg","3","0","0","0","0","0","0","0","0","0"
"POLITIEZONE AARSCHOT","1","0","0","0","0","0","0","0","0","0"
"Aarschot","1","0","0","0","0","0","0","0","0","0"
"POLITIEZONE BRT","0","0","0","0","0","0","0","0","0","0"
"Begijnendijk","0","0","0","0","0","0","0","0","0","0"
"Rotselaar","0","0","0","0","0","0","0","0","0","0"
"Tremelo","0","0","0","0","0","0","0","0","0","0"
"PZ BIERBEEK/BOUTERSEM/HOLSBEEK/LUBBEEK","3","0","0","0","0","1","0","0","0","0"
"Bierbeek","0","0","0","0","0","0","0","0","0","0"
"Boutersem","1","0","0","0","0","0","0","0","0","0"
"Holsbeek","0","0","0","0","0","0","0","0","0","0"
"Lubbeek","2","0","0","0","0","1","0","0","0","0"
"PZ GETEVALLEI","2","0","0","0","0","0","0","1","0","0"
"Hoegaarden","0","0","0","0","0","0","0","0","0","0"
"Landen","0","0","0","0","0","0","0","0","0","0"
"Linter","0","0","0","0","0","0","0","0","0","0"
"Tienen","2","0","0","0","0","0","0","1","0","0"
"Zoutleeuw","0","0","0","0","0","0","0","0","0","0"
"PZ LEUVEN","9","0","1","0","0","0","1","0","3","0"
"Leuven","9","0","1","0","0","0","1","0","3","0"
"PZ VOER EN DIJLE","3","1","2","0","1","1","0","0","0","0"
"Bertem","0","0","1","0","0","0","0","0","0","0"
"Huldenberg","0","0","0","0","0","0","0","0","0","0"
"Oud-Heverlee","0","0","0","0","1","0","0","0","0","0"
"Tervuren","3","1","1","0","0","1","0","0","0","0"
"ZONE HAGELAND","0","0","0","0","0","1","0","0","1","0"
"Bekkevoort","0","0","0","0","0","0","0","0","0","0"
"Geetbets","0","0","0","0","0","0","0","0","0","0"
"Glabbeek","0","0","0","0","0","1","0","0","0","0"
"Kortenaken","0","0","0","0","0","0","0","0","0","0"
"Tielt-Winge","0","0","0","0","0","0","0","0","1","0"
"West-Vlaanderen","46","13","14","12","9","8","9","8","4","3"
"West-Vlaanderen","46","13","14","12","9","8","9","8","4","3"
"GAVERS","0","0","0","0","0","1","0","1","0","0"
"Deerlijk","0","0","0","0","0","1","0","0","0","0"
"Harelbeke","0","0","0","0","0","0","0","1","0","0"
"GRENSLEIE","8","5","3","2","5","0","1","1","0","0"
"Ledegem","1","0","0","0","0","0","0","0","0","0"
"Menen","3","4","3","2","3","0","0","0","0","0"
"Wevelgem","4","1","0","0","2","0","1","1","0","0"
"Geen PZ toegekend - Noordzee","0","0","0","0","0","0","0","0","0","0"
"Noordzee","0","0","0","0","0","0","0","0","0","0"
"MIDOW","2","0","1","0","0","0","1","0","0","0"
"Dentergem","0","0","1","0","0","0","0","0","0","0"
"Ingelmunster","1","0","0","0","0","0","0","0","0","0"
"Meulebeke","0","0","0","0","0","0","0","0","0","0"
"Oostrozebeke","1","0","0","0","0","0","0","0","0","0"
"Wielsbeke","0","0","0","0","0","0","1","0","0","0"
"MIRA","5","0","0","3","0","0","1","1","1","0"
"Anzegem","0","0","0","0","0","0","0","0","0","0"
"Avelgem","0","0","0","0","0","0","0","1","0","0"
"Spiere-Helkijn","0","0","0","1","0","0","0","0","0","0"
"Waregem","5","0","0","2","0","0","1","0","0","0"
"Zwevegem","0","0","0","0","0","0","0","0","1","0"
"POLDER","0","0","0","1","0","1","0","0","0","0"
"Diksmuide","0","0","0","0","0","1","0","0","0","0"
"Houthulst","0","0","0","0","0","0","0","0","0","0"
"Koekelare","0","0","0","0","0","0","0","0","0","0"
"Kortemark","0","0","0","1","0","0","0","0","0","0"
"POLITIEZONE ARRO IEPER","4","0","0","1","0","0","0","0","0","2"
"Heuvelland","0","0","0","0","0","0","0","0","0","0"
"Ieper","3","0","0","0","0","0","0","0","0","0"
"Langemark-Poelkapelle","0","0","0","0","0","0","0","0","0","0"
"Mesen","0","0","0","0","0","0","0","0","0","0"
"Moorslede","0","0","0","0","0","0","0","0","0","0"
"Poperinge","0","0","0","0","0","0","0","0","0","0"
"Staden","0","0","0","0","0","0","0","0","0","0"
"Vleteren","0","0","0","0","0","0","0","0","0","0"
"Wervik","1","0","0","1","0","0","0","0","0","1"
"Zonnebeke","0","0","0","0","0","0","0","0","0","1"
"POLITIEZONE HET HOUTSCHE","0","0","1","1","0","0","0","0","0","0"
"Beernem","0","0","1","0","0","0","0","0","0","0"
"Oostkamp","0","0","0","1","0","0","0","0","0","0"
"Zedelgem","0","0","0","0","0","0","0","0","0","0"
"POLITIEZONE KOUTER","0","0","1","0","0","0","1","0","0","1"
"Gistel","0","0","0","0","0","0","0","0","0","0"
"Ichtegem","0","0","1","0","0","0","0","0","0","0"
"Jabbeke","0","0","0","0","0","0","0","0","0","0"
"Oudenburg","0","0","0","0","0","0","0","0","0","0"
"Torhout","0","0","0","0","0","0","1","0","0","1"
"POLITIEZONE MIDDELKERKE","0","0","1","0","0","0","1","0","0","0"
"Middelkerke","0","0","1","0","0","0","1","0","0","0"
"POLITIEZONE RIHO","3","1","0","1","0","1","1","0","0","0"
"Hooglede","0","0","0","0","0","0","0","0","0","0"
"Izegem","1","0","0","0","0","1","1","0","0","0"
"Roeselare","2","1","0","1","0","0","0","0","0","0"
"POLITIEZONE SPOORKIN","0","1","0","0","0","0","0","0","0","0"
"Alveringem","0","0","0","0","0","0","0","0","0","0"
"Lo-Reninge","0","0","0","0","0","0","0","0","0","0"
"Veurne","0","1","0","0","0","0","0","0","0","0"
"PZ BLANKENBERGE/ZUIENKERKE","3","0","0","0","1","0","1","1","0","0"
"Blankenberge","3","0","0","0","1","0","0","1","0","0"
"Zuienkerke","0","0","0","0","0","0","1","0","0","0"
"PZ BREDENE/DE HAAN","0","0","1","0","0","1","0","2","0","0"
"Bredene","0","0","0","0","0","0","0","2","0","0"
"De Haan","0","0","1","0","0","1","0","0","0","0"
"PZ BRUGGE","4","1","1","1","0","1","0","0","0","0"
"Brugge","4","1","1","1","0","1","0","0","0","0"
"PZ DAMME/KNOKKE-HEIST","2","0","0","0","0","1","1","0","0","0"
"Damme","1","0","0","0","0","0","0","0","0","0"
"Knokke-Heist","1","0","0","0","0","1","1","0","0","0"
"PZ OOSTENDE","2","1","0","0","1","1","0","0","2","0"
"Oostende","2","1","0","0","1","1","0","0","2","0"
"REGIO TIELT","1","0","0","0","0","0","0","1","1","0"
"Ardooie","0","0","0","0","0","0","0","0","0","0"
"Lichtervelde","1","0","0","0","0","0","0","1","0","0"
"Pittem","0","0","0","0","0","0","0","0","0","0"
"Ruiselede","0","0","0","0","0","0","0","0","0","0"
"Tielt","0","0","0","0","0","0","0","0","0","0"
"Wingene","0","0","0","0","0","0","0","0","1","0"
"VLAS","8","4","5","1","1","1","1","1","0","0"
"Kortrijk","8","4","4","1","1","1","1","1","0","0"
"Kuurne","0","0","1","0","0","0","0","0","0","0"
"Lendelede","0","0","0","0","0","0","0","0","0","0"
"WESTKUST","4","0","0","1","1","0","0","0","0","0"
"De Panne","1","0","0","1","1","0","0","0","0","0"
"Koksijde","1","0","0","0","0","0","0","0","0","0"
"Nieuwpoort","2","0","0","0","0","0","0","0","0","0"
"Waals Gewest","1.001","373","265","286","212","230","192","175","157","40"
"Brabant wallon","90","16","13","9","7","4","4","11","17","2"
