"","2000","2011","2012","2013","2014","2015","2016","2017","2018","2019 (*)"
"GRENS","21","2","8","4","4","1","7","2","1","0"
"Essen","1","0","6","2","3","0","5","2","0","0"
"Kalmthout","10","0","2","1","0","0","1","0","1","0"
"Wuustwezel","10","2","0","1","1","1","1","0","0","0"
"HEKLA","27","6","5","2","5","1","1","5","3","1"
"Aartselaar","6","3","0","1","1","1","0","0","0","0"
"Edegem","9","0","1","0","0","0","0","4","2","0"
"Hove","1","2","2","0","0","0","1","1","0","0"
"Kontich","10","1","1","1","4","0","0","0","1","1"
"Lint","1","0","1","0","0","0","0","0","0","0"
"MINOS","26","3","8","6","3","4","4","5","0","0"
"Boechout","5","0","1","2","0","0","1","1","0","0"
"Borsbeek","0","1","0","0","0","1","2","1","0","0"
"Mortsel","5","1","5","3","1","2","0","1","0","0"
"Wijnegem","4","0","1","0","2","1","1","1","0","0"
"Wommelgem","12","1","1","1","0","0","0","1","0","0"
"POLITIE REGIO TURNHOUT","7","13","7","5","5","3","4","2","2","0"
"Baarle-Hertog","0","2","0","1","0","0","0","0","0","0"
"Beerse","0","4","2","0","0","0","0","0","0","0"
"Kasterlee","2","3","1","1","0","0","0","1","0","0"
"Lille","3","1","2","0","3","2","3","0","0","0"
"Oud-Turnhout","0","0","0","0","1","0","0","1","1","0"
"Turnhout","0","2","1","3","0","1","0","0","1","0"
"Vosselaar","2","1","1","0","1","0","1","0","0","0"
"POLITIE ZARA","22","4","4","8","3","3","2","1","1","0"
"Ranst","11","4","3","6","1","2","2","0","0","0"
"Zandhoven","11","0","1","2","2","1","0","1","1","0"
"POLITIEZONE HEIST","3","0","2","0","1","3","0","0","1","0"
"Heist-op-den-Berg","3","0","2","0","1","3","0","0","1","0"
"POLITIEZONE KEMPEN N-O","3","14","5","6","3","0","2","0","0","0"
"Arendonk","1","2","3","1","0","0","0","0","0","0"
"Ravels","0","10","1","5","1","0","2","0","0","0"
"Retie","2","2","1","0","2","0","0","0","0","0"
"POLITIEZONE NOORD","15","5","3","0","1","3","3","2","0","0"
"Kapellen","13","2","1","0","1","2","0","1","0","0"
"Stabroek","2","3","2","0","0","1","3","1","0","0"
"POLITIEZONE NOORDERKEMPEN","4","7","3","1","5","3","3","2","1","0"
"Hoogstraten","2","4","3","1","5","3","3","2","1","0"
"Merksplas","2","1","0","0","0","0","0","0","0","0"
"Rijkevorsel","0","2","0","0","0","0","0","0","0","0"
"POLITIEZONE RUPEL","13","1","2","8","3","2","2","0","0","0"
"Boom","2","0","2","2","1","0","0","0","0","0"
"Hemiksem","2","0","0","1","0","0","0","0","0","0"
"Niel","2","0","0","0","1","2","1","0","0","0"
"Rumst","7","1","0","5","1","0","1","0","0","0"
"Schelle","0","0","0","0","0","0","0","0","0","0"
"PZ BRASSCHAAT","16","5","4","2","1","2","0","0","2","1"
"Brasschaat","16","5","4","2","1","2","0","0","2","1"
"PZ GEEL/LAAKDAL/MEERHOUT","4","4","5","3","7","5","3","0","2","0"
"Geel","3","3","1","2","6","1","1","0","0","0"
"Laakdal","1","1","3","1","0","4","1","0","2","0"
"Meerhout","0","0","1","0","1","0","1","0","0","0"
"PZ KLEIN-BRABANT","7","1","0","2","4","2","5","2","2","0"
"Bornem","2","0","0","0","1","2","0","2","1","0"
"Puurs-Sint-Amands","5","1","0","2","3","0","5","0","1","0"
"PZ LIER","0","1","1","2","0","1","2","0","1","1"
"Lier","0","1","1","2","0","1","2","0","1","1"
"PZ MEWI","8","3","6","5","1","2","2","1","6","0"
"Mechelen","6","2","6","3","1","2","1","1","5","0"
"Willebroek","2","1","0","2","0","0","1","0","1","0"
"PZ SCHOTEN","9","1","1","1","1","0","2","2","0","0"
"Schoten","9","1","1","1","1","0","2","2","0","0"
"PZ ZWIJNDRECHT","0","2","1","0","0","1","0","1","0","0"
"Zwijndrecht","0","2","1","0","0","1","0","1","0","0"
"VOORKEMPEN","59","11","6","2","5","2","2","2","8","2"
"Brecht","20","2","3","1","2","0","0","0","2","1"
"Malle","5","2","1","1","2","0","1","2","3","0"
"Schilde","26","3","1","0","0","1","1","0","1","0"
"Zoersel","8","4","1","0","1","1","0","0","2","1"
"ZONE NETELAND","10","4","0","3","5","2","2","0","0","0"
"Grobbendonk","2","1","0","0","3","2","0","0","0","0"
"Herentals","4","2","0","2","0","0","1","0","0","0"
"Herenthout","1","0","0","0","0","0","1","0","0","0"
"Olen","2","1","0","1","2","0","0","0","0","0"
"Vorselaar","1","0","0","0","0","0","0","0","0","0"
"ZUIDERKEMPEN","3","1","0","0","3","0","0","1","0","0"
"Herselt","0","1","0","0","0","0","0","0","0","0"
"Hulshout","0","0","0","0","0","0","0","0","0","0"
"Westerlo","3","0","0","0","3","0","0","1","0","0"
"Limburg","133","54","56","43","42","48","33","19","18","5"
"Limburg","133","54","56","43","42","48","33","19","18","5"
"KEMPENLAND","5","2","2","3","2","1","4","0","0","0"
"Hechtel-Eksel","2","0","2","1","0","0","0","0","0","0"
"Leopoldsburg","3","0","0","2","1","0","0","0","0","0"
"Peer","0","2","0","0","1","1","4","0","0","0"
"LIMBURG REGIO HOOFDSTAD","24","8","6","5","7","6","3","4","3","0"
"Diepenbeek","3","0","1","0","0","0","0","1","1","0"
"Halen","2","0","2","1","1","1","0","0","0","0"
"Hasselt","12","3","1","3","3","2","2","1","1","0"
"Herk-de-Stad","0","0","0","0","2","1","0","0","0","0"
"Lummen","4","2","2","0","0","0","1","0","0","0"
"Zonhoven","3","3","0","1","1","2","0","2","1","0"
"POLITIEZONE MAASLAND","4","4","5","1","4","1","0","0","0","0"
"Dilsen-Stokkem","2","3","3","1","2","1","0","0","0","0"
"Maaseik","2","1","2","0","2","0","0","0","0","0"
"PZ BERINGEN/HAM/TESSENDERLO","25","1","0","0","2","2","1","0","1","0"
"Beringen","18","1","0","0","1","1","0","0","0","0"
"Ham","3","0","0","0","0","0","0","0","0","0"
"Tessenderlo","4","0","0","0","1","1","1","0","1","0"
"PZ BILZEN/HOESELT/RIEMST","15","4","6","7","6","4","2","0","3","0"
"Bilzen","10","2","2","1","3","2","2","0","0","0"
"Hoeselt","1","0","0","3","0","0","0","0","0","0"
"Riemst","4","2","4","3","3","2","0","0","3","0"
"PZ CARMA","17","9","10","6","8","17","7","6","5","2"
"As","3","0","0","0","0","0","1","0","0","0"
"Bocholt","0","0","0","0","1","2","1","1","1","0"
"Bree","0","0","0","0","2","0","1","0","1","0"
"Genk","5","3","5","1","2","9","2","2","2","1"
"Houthalen-Helchteren","7","3","2","4","2","1","1","2","0","1"
"Kinrooi","0","1","1","0","1","0","0","1","0","0"
"Oudsbergen","2","2","2","1","0","2","1","0","0","0"
"Zutendaal","0","0","0","0","0","3","0","0","1","0"
"PZ GINGELOM/NIEUWERKERKEN/SINT-TRUIDEN","10","9","4","6","0","2","3","2","1","0"
"Gingelom","0","2","3","2","0","0","1","0","0","0"
"Nieuwerkerken","2","2","0","0","0","0","0","1","0","0"
"Sint-Truiden","8","5","1","4","0","2","2","1","1","0"
"PZ HAMONT-ACHEL/PELT","1","2","2","2","1","0","1","2","2","0"
"Hamont-Achel","0","1","0","0","0","0","0","0","1","0"
"Pelt","1","1","2","2","1","0","1","2","1","0"
"PZ HEUSDEN-ZOLDER","6","0","2","1","1","2","1","1","0","0"
"Heusden-Zolder","6","0","2","1","1","2","1","1","0","0"
"PZ KANTON BORGLOON","5","1","2","3","1","0","3","2","0","0"
"Alken","0","0","0","0","0","0","1","1","0","0"
"Borgloon","2","0","2","1","0","0","0","0","0","0"
"Heers","2","1","0","0","0","0","0","0","0","0"
"Kortessem","1","0","0","1","1","0","0","0","0","0"
"Wellen","0","0","0","1","0","0","2","1","0","0"
"PZ LANAKEN/MAASMECHELEN","9","9","8","7","10","12","6","0","2","3"
"Lanaken","4","2","3","2","3","5","4","0","1","0"
"Maasmechelen","5","7","5","5","7","7","2","0","1","3"
"PZ LOMMEL","1","3","9","0","0","1","2","1","1","0"
"Lommel","1","3","9","0","0","1","2","1","1","0"
"PZ VOEREN","4","0","0","0","0","0","0","0","0","0"
"Voeren","4","0","0","0","0","0","0","0","0","0"
"TONGEREN - HERSTAPPE","7","2","0","2","0","0","0","1","0","0"
"Herstappe","0","0","0","0","0","0","0","0","0","0"
"Tongeren","7","2","0","2","0","0","0","1","0","0"
"Oost-Vlaanderen","36","29","36","37","27","39","32","27","25","9"
"Oost-Vlaanderen","36","29","36","37","27","39","32","27","25","9"
"BRAKEL","1","1","3","0","0","2","0","0","1","2"
"Brakel","0","0","1","0","0","1","0","0","0","0"
"Horebeke","0","0","0","0","0","0","0","0","0","1"
"Maarkedal","0","0","1","0","0","0","0","0","1","0"
"Zwalm","1","1","1","0","0","1","0","0","0","1"
"BUGGENHOUT - LEBBEKE","0","0","0","1","1","2","2","3","1","0"
"Buggenhout","0","0","0","0","1","2","1","1","0","0"
"Lebbeke","0","0","0","1","0","0","1","2","1","0"
"GERAARDSBERGEN - LIERDE","0","1","0","0","0","0","0","0","0","0"
"Geraardsbergen","0","0","0","0","0","0","0","0","0","0"
"Lierde","0","1","0","0","0","0","0","0","0","0"
"LOKEREN","1","2","1","0","0","1","2","0","1","0"
"Lokeren","1","2","1","0","0","1","2","0","1","0"
"MEETJESLAND CENTRUM","0","0","1","0","0","0","1","0","0","0"
"Eeklo","0","0","1","0","0","0","1","0","0","0"
"Kaprijke","0","0","0","0","0","0","0","0","0","0"
"Sint-Laureins","0","0","0","0","0","0","0","0","0","0"
"POLITIE SINT-NIKLAAS","3","2","2","2","0","3","2","1","0","0"
"Sint-Niklaas","3","2","2","2","0","3","2","1","0","0"
"POLITIEZONE SCHELDE - LEIE","1","0","3","1","0","0","2","0","2","0"
"De Pinte","0","0","1","0","0","0","0","0","2","0"
"Gavere","0","0","1","0","0","0","1","0","0","0"
"Nazareth","0","0","0","0","0","0","1","0","0","0"
"Sint-Martens-Latem","1","0","1","1","0","0","0","0","0","0"
"PZ AALST","2","1","3","2","0","3","2","0","0","1"
"Aalst","2","1","3","2","0","3","2","0","0","1"
"PZ AALTER","1","1","1","0","0","1","2","0","1","0"
"Aalter","1","1","1","0","0","1","2","0","1","0"
"PZ ASSENEDE/EVERGEM","0","0","1","0","0","1","0","0","0","1"
"Assenede","0","0","0","0","0","1","0","0","0","1"
"Evergem","0","0","1","0","0","0","0","0","0","0"
"PZ BERLARE/ZELE","1","0","0","1","1","0","0","0","1","1"
"Berlare","0","0","0","0","1","0","0","0","1","0"
"Zele","1","0","0","1","0","0","0","0","0","1"
"PZ DEINZE/ZULTE/LIEVEGEM","0","2","3","6","4","2","1","2","1","1"
"Deinze","0","2","2","5","2","0","1","0","0","0"
"Lievegem","0","0","0","1","1","2","0","2","0","0"
"Zulte","0","0","1","0","1","0","0","0","1","1"
"PZ DENDERLEEUW/HAALTERT","3","4","6","1","3","1","0","2","3","0"
"Denderleeuw","1","3","3","1","3","0","0","2","1","0"
"Haaltert","2","1","3","0","0","1","0","0","2","0"
"PZ DENDERMONDE","4","2","0","1","0","2","2","1","0","0"
"Dendermonde","4","2","0","1","0","2","2","1","0","0"
"PZ ERPE-MERE/LEDE","1","1","2","5","1","1","0","2","0","0"
"Erpe-Mere","0","1","2","4","1","1","0","0","0","0"
"Lede","1","0","0","1","0","0","0","2","0","0"
"PZ GENT","0","3","0","4","0","2","0","1","7","2"
"Gent","0","3","0","4","0","2","0","1","7","2"
"PZ HAMME/WAASMUNSTER","1","0","1","0","3","1","2","1","1","0"
"Hamme","0","0","1","0","0","1","2","0","0","0"
"Waasmunster","1","0","0","0","3","0","0","1","1","0"
"PZ KRUIBEKE/TEMSE","2","1","0","0","4","2","1","1","0","0"
"Kruibeke","1","0","0","0","3","1","0","0","0","0"
"Temse","1","1","0","0","1","1","1","1","0","0"
"PZ MALDEGEM","0","0","0","0","0","0","0","0","0","0"
"Maldegem","0","0","0","0","0","0","0","0","0","0"
"PZ NINOVE","0","1","3","1","0","1","0","2","1","0"
"Ninove","0","1","3","1","0","1","0","2","1","0"
"PZ RONSE","0","0","0","2","0","1","1","0","3","0"
"Ronse","0","0","0","2","0","1","1","0","3","0"
"PZ WAASLAND-NOORD","3","1","1","1","4","7","4","2","1","0"
"Beveren","0","0","1","1","3","1","2","2","1","0"
"Sint-Gillis-Waas","2","0","0","0","0","3","1","0","0","0"
"Stekene","1","1","0","0","1","3","1","0","0","0"
"PZ WETTEREN LAARNE WICHELEN","12","0","1","1","1","0","2","0","0","0"
"Laarne","5","0","0","0","1","0","1","0","0","0"
"Wetteren","5","0","1","1","0","0","0","0","0","0"
"Wichelen","2","0","0","0","0","0","1","0","0","0"
"REGIO PUYENBROECK","0","1","1","2","2","3","1","1","1","0"
"Lochristi","0","0","1","0","1","1","0","0","0","0"
"Moerbeke","0","0","0","0","0","2","1","0","1","0"
"Wachtebeke","0","1","0","0","1","0","0","0","0","0"
"Zelzate","0","0","0","2","0","0","0","1","0","0"
"REGIO RHODE & SCHELDE","0","0","1","2","1","1","1","3","0","0"
"Destelbergen","0","0","0","1","0","0","1","0","0","0"
"Melle","0","0","1","0","0","1","0","0","0","0"
"Merelbeke","0","0","0","1","1","0","0","2","0","0"
"Oosterzele","0","0","0","0","0","0","0","1","0","0"
"VLAAMSE ARDENNEN","0","4","1","4","0","1","4","5","0","1"
"Kluisbergen","0","1","1","1","0","1","0","0","0","0"
"Kruisem","0","0","0","1","0","0","1","1","0","0"
"Oudenaarde","0","1","0","1","0","0","1","3","0","1"
"Wortegem-Petegem","0","2","0","1","0","0","2","1","0","0"
"ZOTTEGEM HERZELE StLHOUTEM","0","1","1","0","2","1","0","0","0","0"
"Herzele","0","1","0","0","2","1","0","0","0","0"
"Sint-Lievens-Houtem","0","0","0","0","0","0","0","0","0","0"
"Zottegem","0","0","1","0","0","0","0","0","0","0"
"Vlaams Brabant","253","89","88","103","63","87","55","50","48","12"
"Brussel (Halle-Vilvoorde)","139","64","70","72","45","56","44","29","34","10"
"Geen PZ toegekend - Brussels Airport","0","0","0","0","0","0","0","0","0","0"
"Brussels Airport","0","0","0","0","0","0","0","0","0","0"
"KASTZE","38","3","5","1","2","1","0","0","2","0"
"Kampenhout","6","0","1","0","1","0","0","0","1","0"
"Steenokkerzeel","7","2","0","1","1","1","0","0","0","0"
"Zemst","25","1","4","0","0","0","0","0","1","0"
"PAJOTTENLAND","4","1","1","4","1","6","2","0","2","1"
"Bever","0","0","0","0","0","0","0","0","0","0"
"Galmaarden","1","0","0","0","0","1","0","0","0","0"
"Gooik","1","0","0","2","0","4","0","0","1","0"
"Herne","1","0","0","1","1","1","1","0","0","0"
"Lennik","1","1","0","1","0","0","1","0","0","0"
"Pepingen","0","0","1","0","0","0","0","0","1","1"
"POL AMOW","3","18","9","6","10","8","3","1","3","0"
"Asse","0","7","3","2","6","3","3","1","2","0"
"Merchtem","0","1","0","2","2","4","0","0","0","0"
"Opwijk","1","2","1","2","0","1","0","0","0","0"
"Wemmel","2","8","5","0","2","0","0","0","1","0"
"POLITIEZONE K-L-M","2","5","1","8","2","3","4","0","4","0"
"Kapelle-op-den-Bos","0","1","0","0","0","1","0","0","1","0"
"Londerzeel","0","3","0","2","1","1","2","0","1","0"
"Meise","2","1","1","6","1","1","2","0","2","0"
"POLITIEZONE TARL","6","2","4","6","7","2","3","3","1","0"
"Affligem","2","0","3","2","2","2","0","0","0","0"
"Liedekerke","1","0","0","1","1","0","1","0","0","0"
"Roosdaal","0","0","1","0","0","0","1","1","1","0"
"Ternat","3","2","0","3","4","0","1","2","0","0"
"PZ DILBEEK","11","3","3","9","3","8","5","3","1","2"
"Dilbeek","11","3","3","9","3","8","5","3","1","2"
"PZ DRUIVENSTREEK","22","2","5","4","4","2","3","6","2","0"
"Hoeilaart","6","1","1","0","1","0","1","0","1","0"
"Overijse","16","1","4","4","3","2","2","6","1","0"
"PZ GRIMBERGEN","10","4","5","6","1","1","1","2","1","1"
"Grimbergen","10","4","5","6","1","1","1","2","1","1"
"PZ ZAVENTEM","8","4","6","6","5","3","1","0","1","0"
"Zaventem","8","4","6","6","5","3","1","0","1","0"
"PZ ZENNEVALLEI","12","13","17","12","9","16","19","9","10","4"
"Beersel","8","5","5","3","2","4","6","5","5","4"
"Halle","1","2","3","3","3","2","6","1","2","0"
"Sint-Pieters-Leeuw","3","6","9","6","4","10","7","3","3","0"
"VILVOORDE - MACHELEN","15","5","6","2","0","2","0","0","1","0"
"Machelen","1","3","4","1","0","0","0","0","0","0"
"Vilvoorde","14","2","2","1","0","2","0","0","1","0"
"WOKRA","2","1","5","5","1","2","1","2","1","0"
"Kraainem","1","1","4","2","0","0","0","0","0","0"
"Wezembeek-Oppem","1","0","1","3","1","2","1","2","1","0"
"ZONE RODE","6","3","3","3","0","2","2","3","5","2"
"Drogenbos","0","1","2","0","0","1","0","1","0","1"
"Linkebeek","0","1","1","3","0","1","1","1","1","0"
"Sint-Genesius-Rode","6","1","0","0","0","0","1","1","4","1"
"Leuven","114","25","18","31","18","31","11","21","14","2"
"DEMERDAL - DSZ","10","2","2","2","2","1","0","2","0","0"
"Diest","4","2","0","2","1","0","0","2","0","0"
"Scherpenheuvel-Zichem","6","0","2","0","1","1","0","0","0","0"
"HAACHT","25","0","1","1","1","3","0","1","3","0"
"Boortmeerbeek","14","0","0","0","0","1","0","0","2","0"
"Haacht","6","0","1","1","0","1","0","0","1","0"
"Keerbergen","5","0","0","0","1","1","0","1","0","0"
"HERKO","9","2","1","1","2","2","1","2","0","0"
"Herent","6","1","0","1","0","1","1","2","0","0"
"Kortenberg","3","1","1","0","2","1","0","0","0","0"
"POLITIEZONE AARSCHOT","2","1","1","3","0","1","0","0","0","0"
"Aarschot","2","1","1","3","0","1","0","0","0","0"
"POLITIEZONE BRT","11","0","0","6","1","7","1","4","1","0"
"Begijnendijk","1","0","0","0","0","2","0","3","0","0"
"Rotselaar","8","0","0","4","1","4","0","0","0","0"
"Tremelo","2","0","0","2","0","1","1","1","1","0"
"PZ BIERBEEK/BOUTERSEM/HOLSBEEK/LUBBEEK","17","2","0","2","0","2","0","2","3","0"
"Bierbeek","7","1","0","0","0","0","0","0","2","0"
"Boutersem","6","0","0","1","0","2","0","0","0","0"
"Holsbeek","1","1","0","1","0","0","0","1","0","0"
"Lubbeek","3","0","0","0","0","0","0","1","1","0"
"PZ GETEVALLEI","10","6","5","5","0","1","1","2","1","1"
"Hoegaarden","2","1","1","1","0","0","1","0","0","0"
"Landen","4","0","1","1","0","0","0","1","0","0"
"Linter","0","0","0","1","0","0","0","0","0","0"
"Tienen","4","3","3","1","0","1","0","1","1","0"
"Zoutleeuw","0","2","0","1","0","0","0","0","0","1"
"PZ LEUVEN","8","5","0","1","7","6","3","2","3","1"
"Leuven","8","5","0","1","7","6","3","2","3","1"
"PZ VOER EN DIJLE","12","4","5","7","5","6","4","5","3","0"
"Bertem","3","2","1","3","2","0","1","1","0","0"
"Huldenberg","6","1","1","0","1","1","0","0","1","0"
"Oud-Heverlee","0","1","1","3","0","4","2","2","0","0"
"Tervuren","3","0","2","1","2","1","1","2","2","0"
"ZONE HAGELAND","10","3","3","3","0","2","1","1","0","0"
"Bekkevoort","2","1","2","0","0","0","0","0","0","0"
"Geetbets","0","0","1","0","0","0","0","0","0","0"
"Glabbeek","3","1","0","0","0","1","0","0","0","0"
"Kortenaken","2","0","0","1","0","1","0","0","0","0"
"Tielt-Winge","3","1","0","2","0","0","1","1","0","0"
"West-Vlaanderen","95","55","53","35","40","58","26","27","21","2"
"West-Vlaanderen","95","55","53","35","40","58","26","27","21","2"
"GAVERS","3","2","0","1","1","2","0","1","1","0"
"Deerlijk","2","0","0","0","0","1","0","0","0","0"
"Harelbeke","1","2","0","1","1","1","0","1","1","0"
"GRENSLEIE","8","10","6","3","10","9","1","3","5","0"
"Ledegem","0","1","0","0","2","1","0","0","0","0"
"Menen","4","7","5","3","4","5","1","3","4","0"
"Wevelgem","4","2","1","0","4","3","0","0","1","0"
"Geen PZ toegekend - Noordzee","0","0","0","0","0","0","0","0","0","0"
"Noordzee","0","0","0","0","0","0","0","0","0","0"
"MIDOW","0","1","1","0","0","0","2","0","0","0"
"Dentergem","0","0","0","0","0","0","0","0","0","0"
"Ingelmunster","0","1","0","0","0","0","0","0","0","0"
"Meulebeke","0","0","0","0","0","0","0","0","0","0"
"Oostrozebeke","0","0","0","0","0","0","2","0","0","0"
"Wielsbeke","0","0","1","0","0","0","0","0","0","0"
"MIRA","11","8","7","10","8","13","6","5","2","0"
"Anzegem","3","3","0","3","2","1","0","1","1","0"
"Avelgem","0","0","0","1","2","2","1","0","0","0"
"Spiere-Helkijn","1","1","1","0","0","1","1","0","0","0"
"Waregem","3","0","1","3","2","4","0","0","0","0"
"Zwevegem","4","4","5","3","2","5","4","4","1","0"
"POLDER","4","0","1","2","2","0","1","0","1","0"
"Diksmuide","4","0","1","0","0","0","1","0","0","0"
"Houthulst","0","0","0","0","0","0","0","0","0","0"
"Koekelare","0","0","0","1","0","0","0","0","0","0"
"Kortemark","0","0","0","1","2","0","0","0","1","0"
"POLITIEZONE ARRO IEPER","11","7","11","2","5","8","3","3","4","1"
"Heuvelland","0","0","2","1","0","0","1","0","0","0"
"Ieper","7","1","2","0","1","1","0","1","1","0"
"Langemark-Poelkapelle","0","0","1","0","0","1","0","0","1","0"
"Mesen","0","0","0","0","0","0","0","0","0","0"
"Moorslede","1","1","1","0","0","2","1","0","0","0"
"Poperinge","0","2","0","0","0","0","0","0","0","0"
"Staden","0","0","0","0","0","0","0","0","0","0"
"Vleteren","0","0","0","1","1","1","0","0","0","0"
"Wervik","1","2","3","0","3","2","1","2","1","0"
"Zonnebeke","2","1","2","0","0","1","0","0","1","1"
"POLITIEZONE HET HOUTSCHE","8","1","2","3","1","4","1","0","0","0"
"Beernem","0","0","1","0","1","3","0","0","0","0"
"Oostkamp","3","0","1","3","0","0","0","0","0","0"
"Zedelgem","5","1","0","0","0","1","1","0","0","0"
"POLITIEZONE KOUTER","6","6","2","2","1","1","2","2","2","0"
"Gistel","2","2","0","0","0","1","0","0","0","0"
"Ichtegem","0","1","0","0","0","0","1","0","1","0"
"Jabbeke","3","0","1","0","1","0","0","0","1","0"
"Oudenburg","0","1","1","0","0","0","0","0","0","0"
"Torhout","1","2","0","2","0","0","1","2","0","0"
"POLITIEZONE MIDDELKERKE","0","0","0","1","0","0","1","1","0","0"
"Middelkerke","0","0","0","1","0","0","1","1","0","0"
"POLITIEZONE RIHO","7","1","3","2","0","1","2","3","0","0"
"Hooglede","0","0","0","0","0","0","0","0","0","0"
"Izegem","2","0","1","0","0","0","0","1","0","0"
"Roeselare","5","1","2","2","0","1","2","2","0","0"
"POLITIEZONE SPOORKIN","5","0","0","0","3","1","0","1","1","0"
"Alveringem","1","0","0","0","0","1","0","1","0","0"
"Lo-Reninge","0","0","0","0","0","0","0","0","0","0"
"Veurne","4","0","0","0","3","0","0","0","1","0"
"PZ BLANKENBERGE/ZUIENKERKE","1","0","1","0","0","0","0","0","0","0"
"Blankenberge","1","0","1","0","0","0","0","0","0","0"
"Zuienkerke","0","0","0","0","0","0","0","0","0","0"
"PZ BREDENE/DE HAAN","0","0","0","0","0","1","0","0","0","0"
"Bredene","0","0","0","0","0","0","0","0","0","0"
"De Haan","0","0","0","0","0","1","0","0","0","0"
"PZ BRUGGE","11","3","4","2","1","1","0","0","0","0"
"Brugge","11","3","4","2","1","1","0","0","0","0"
"PZ DAMME/KNOKKE-HEIST","0","1","0","1","1","1","1","1","1","0"
"Damme","0","1","0","1","0","0","0","0","0","0"
"Knokke-Heist","0","0","0","0","1","1","1","1","1","0"
"PZ OOSTENDE","0","0","2","0","0","0","0","0","0","0"
"Oostende","0","0","2","0","0","0","0","0","0","0"
"REGIO TIELT","3","2","1","0","2","0","3","4","1","0"
"Ardooie","0","0","0","0","0","0","1","0","0","0"
"Lichtervelde","1","0","0","0","0","0","1","2","0","0"
"Pittem","1","0","0","0","0","0","1","0","0","0"
"Ruiselede","1","0","0","0","0","0","0","0","0","0"
"Tielt","0","2","0","0","1","0","0","2","1","0"
"Wingene","0","0","1","0","1","0","0","0","0","0"
"VLAS","14","8","12","2","2","16","3","3","2","1"
"Kortrijk","12","8","11","2","2","13","2","3","2","1"
"Kuurne","1","0","1","0","0","3","1","0","0","0"
"Lendelede","1","0","0","0","0","0","0","0","0","0"
"WESTKUST","3","5","0","4","3","0","0","0","1","0"
"De Panne","0","1","0","3","1","0","0","0","0","0"
"Koksijde","2","2","0","1","1","0","0","0","1","0"
"Nieuwpoort","1","2","0","0","1","0","0","0","0","0"
"Waals Gewest","546","600","625","728","442","425","390","509","495","110"
"Brabant wallon","118","52","50","38","45","41","41","44","60","15"
