
Series anuales. Hechos conocidos
Hechos conocidos por provincias, tipología penal y periodo.
Unidades: Hechos conocidos

,2012,
    5.5.-Estafas,708.0,
    5.5.1.-Estafas bancarias,58.0,
    5.6.-Daños,1935.0,
    5.7.-Contra la propiedad intelectual/industrial,26.0,
    5.8.-Blanqueo de capitales,2.0,
    5.9.-Otros contra el patrimonio,347.0,
    6. SEGURIDAD COLECTIVA,1005.0,
    6.1.-Tráfico de drogas,103.0,
    6.2.-Contra la seguridad vial,887.0,
    6.3.-Otros contra la seguridad colectiva,15.0,
    7. FALSEDADES,138.0,
    8. ADMÓN. PÚBLICA,2.0,
    9. ADMÓN. JUSTICIA,306.0,
    10. ORDEN PÚBLICO,433.0,
    11. LEGISLACIÓN ESPECIAL,0.0,
    12. OTRAS INFRACCIONES PENALES,23.0,
    TOTAL INFRACCIONES PENALES,18297.0,
Segovia,
    1. CONTRA LAS PERSONAS,812.0,
    1.1.-Homicidios dolosos/asesinatos,2.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,1.0,
    1.2.-Lesiones,339.0,
    1.3.-Malos tratos ámbito familiar,114.0,
    1.4.-Otros contra las personas,357.0,
    2. CONTRA LA LIBERTAD,103.0,
    2.1.-Malos tratos habituales en el ámbito familiar,48.0,
    2.2.-Otros contra la libertad,55.0,
    3. LIBERTAD SEXUAL,12.0,
    3.1.-Agresión sexual,0.0,
    3.2.-Agresión sexual con penetración,2.0,
    3.3.-Corrupción de menores o incapacitados,0.0,
    3.4.-Pornografía de menores,4.0,
    3.5.-Otros contra la libertad e indemnidad sexual,6.0,
    4. RELACIONES FAMILIARES,15.0,
    5. PATRIMONIO,3860.0,
    5.1.-Hurtos,1574.0,
    5.2.-Robos con fuerza en las cosas,1030.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,170.0,
    5.2.2.-Robos con fuerza en viviendas,381.0,
    5.2.3.-Robos con fuerza en establecimientos,112.0,
    5.3.-Robos con violencia o intimidación,53.0,
    5.3.1.-Robos con violencia en vía pública,30.0,
    5.3.2.-Robos con violencia en viviendas,5.0,
    5.3.3.-Robos con violencia en establecimientos,9.0,
    5.4.-Sustracción de vehículos,50.0,
    5.5.-Estafas,286.0,
    5.5.1.-Estafas bancarias,34.0,
    5.6.-Daños,796.0,
    5.7.-Contra la propiedad intelectual/industrial,2.0,
    5.8.-Blanqueo de capitales,2.0,
    5.9.-Otros contra el patrimonio,67.0,
    6. SEGURIDAD COLECTIVA,431.0,
    6.1.-Tráfico de drogas,36.0,
    6.2.-Contra la seguridad vial,386.0,
    6.3.-Otros contra la seguridad colectiva,9.0,
    7. FALSEDADES,28.0,
    8. ADMÓN. PÚBLICA,0.0,
    9. ADMÓN. JUSTICIA,75.0,
    10. ORDEN PÚBLICO,99.0,
    11. LEGISLACIÓN ESPECIAL,0.0,
    12. OTRAS INFRACCIONES PENALES,23.0,
    TOTAL INFRACCIONES PENALES,5458.0,
Sevilla,
    1. CONTRA LAS PERSONAS,11995.0,
    1.1.-Homicidios dolosos/asesinatos,68.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,7.0,
    1.2.-Lesiones,4323.0,
    1.3.-Malos tratos ámbito familiar,1830.0,
    1.4.-Otros contra las personas,5774.0,
    2. CONTRA LA LIBERTAD,2420.0,
    2.1.-Malos tratos habituales en el ámbito familiar,1500.0,
    2.2.-Otros contra la libertad,920.0,
    3. LIBERTAD SEXUAL,362.0,
    3.1.-Agresión sexual,74.0,
    3.2.-Agresión sexual con penetración,36.0,
    3.3.-Corrupción de menores o incapacitados,11.0,
    3.4.-Pornografía de menores,26.0,
    3.5.-Otros contra la libertad e indemnidad sexual,215.0,
    4. RELACIONES FAMILIARES,283.0,
    5. PATRIMONIO,70760.0,
    5.1.-Hurtos,32683.0,
    5.2.-Robos con fuerza en las cosas,18670.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,7872.0,
    5.2.2.-Robos con fuerza en viviendas,4391.0,
    5.2.3.-Robos con fuerza en establecimientos,2167.0,
    5.3.-Robos con violencia o intimidación,3163.0,
    5.3.1.-Robos con violencia en vía pública,2333.0,
    5.3.2.-Robos con violencia en viviendas,140.0,
    5.3.3.-Robos con violencia en establecimientos,409.0,
    5.4.-Sustracción de vehículos,2713.0,
    5.5.-Estafas,3620.0,
    5.5.1.-Estafas bancarias,195.0,
    5.6.-Daños,8696.0,
    5.7.-Contra la propiedad intelectual/industrial,89.0,
    5.8.-Blanqueo de capitales,9.0,
    5.9.-Otros contra el patrimonio,1117.0,
    6. SEGURIDAD COLECTIVA,3804.0,
    6.1.-Tráfico de drogas,366.0,
    6.2.-Contra la seguridad vial,3355.0,
    6.3.-Otros contra la seguridad colectiva,83.0,
    7. FALSEDADES,548.0,
    8. ADMÓN. PÚBLICA,13.0,
    9. ADMÓN. JUSTICIA,1343.0,
    10. ORDEN PÚBLICO,1260.0,
    11. LEGISLACIÓN ESPECIAL,17.0,
    12. OTRAS INFRACCIONES PENALES,274.0,
    TOTAL INFRACCIONES PENALES,93079.0,
Soria,
    1. CONTRA LAS PERSONAS,474.0,
    1.1.-Homicidios dolosos/asesinatos,1.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,0.0,
    1.2.-Lesiones,207.0,
    1.3.-Malos tratos ámbito familiar,95.0,
    1.4.-Otros contra las personas,171.0,
    2. CONTRA LA LIBERTAD,53.0,
    2.1.-Malos tratos habituales en el ámbito familiar,19.0,
    2.2.-Otros contra la libertad,34.0,
    3. LIBERTAD SEXUAL,10.0,
    3.1.-Agresión sexual,3.0,
    3.2.-Agresión sexual con penetración,1.0,
    3.3.-Corrupción de menores o incapacitados,0.0,
    3.4.-Pornografía de menores,0.0,
    3.5.-Otros contra la libertad e indemnidad sexual,6.0,
    4. RELACIONES FAMILIARES,21.0,
    5. PATRIMONIO,1943.0,
    5.1.-Hurtos,818.0,
    5.2.-Robos con fuerza en las cosas,424.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,33.0,
    5.2.2.-Robos con fuerza en viviendas,90.0,
    5.2.3.-Robos con fuerza en establecimientos,74.0,
    5.3.-Robos con violencia o intimidación,34.0,
    5.3.1.-Robos con violencia en vía pública,20.0,
    5.3.2.-Robos con violencia en viviendas,4.0,
    5.3.3.-Robos con violencia en establecimientos,4.0,
    5.4.-Sustracción de vehículos,26.0,
    5.5.-Estafas,157.0,
    5.5.1.-Estafas bancarias,15.0,
    5.6.-Daños,450.0,
    5.7.-Contra la propiedad intelectual/industrial,0.0,
    5.8.-Blanqueo de capitales,0.0,
    5.9.-Otros contra el patrimonio,34.0,
    6. SEGURIDAD COLECTIVA,155.0,
    6.1.-Tráfico de drogas,10.0,
    6.2.-Contra la seguridad vial,141.0,
    6.3.-Otros contra la seguridad colectiva,4.0,
    7. FALSEDADES,23.0,
    8. ADMÓN. PÚBLICA,1.0,
    9. ADMÓN. JUSTICIA,49.0,
    10. ORDEN PÚBLICO,61.0,
    11. LEGISLACIÓN ESPECIAL,0.0,
    12. OTRAS INFRACCIONES PENALES,19.0,
    TOTAL INFRACCIONES PENALES,2809.0,
Tarragona,
    1. CONTRA LAS PERSONAS,4474.0,
    1.1.-Homicidios dolosos/asesinatos,30.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,12.0,
    1.2.-Lesiones,1549.0,
    1.3.-Malos tratos ámbito familiar,786.0,
    1.4.-Otros contra las personas,2109.0,
    2. CONTRA LA LIBERTAD,1443.0,
    2.1.-Malos tratos habituales en el ámbito familiar,434.0,
    2.2.-Otros contra la libertad,1009.0,
    3. LIBERTAD SEXUAL,175.0,
    3.1.-Agresión sexual,17.0,
    3.2.-Agresión sexual con penetración,22.0,
    3.3.-Corrupción de menores o incapacitados,0.0,
    3.4.-Pornografía de menores,13.0,
    3.5.-Otros contra la libertad e indemnidad sexual,123.0,
    4. RELACIONES FAMILIARES,408.0,
    5. PATRIMONIO,35312.0,
    5.1.-Hurtos,12724.0,
    5.2.-Robos con fuerza en las cosas,11904.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,3382.0,
    5.2.2.-Robos con fuerza en viviendas,4520.0,
    5.2.3.-Robos con fuerza en establecimientos,2.0,
    5.3.-Robos con violencia o intimidación,1618.0,
    5.3.1.-Robos con violencia en vía pública,10.0,
    5.3.2.-Robos con violencia en viviendas,93.0,
    5.3.3.-Robos con violencia en establecimientos,2.0,
    5.4.-Sustracción de vehículos,705.0,
    5.5.-Estafas,2545.0,
    5.5.1.-Estafas bancarias,1025.0,
    5.6.-Daños,4495.0,
    5.7.-Contra la propiedad intelectual/industrial,178.0,
    5.8.-Blanqueo de capitales,5.0,
    5.9.-Otros contra el patrimonio,1138.0,
    6. SEGURIDAD COLECTIVA,1645.0,
    6.1.-Tráfico de drogas,216.0,
    6.2.-Contra la seguridad vial,1386.0,
    6.3.-Otros contra la seguridad colectiva,43.0,
    7. FALSEDADES,507.0,
    8. ADMÓN. PÚBLICA,7.0,
    9. ADMÓN. JUSTICIA,491.0,
    10. ORDEN PÚBLICO,567.0,
    11. LEGISLACIÓN ESPECIAL,30.0,
    12. OTRAS INFRACCIONES PENALES,131.0,
    TOTAL INFRACCIONES PENALES,45190.0,
Teruel,
    1. CONTRA LAS PERSONAS,476.0,
    1.1.-Homicidios dolosos/asesinatos,0.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,0.0,
    1.2.-Lesiones,210.0,
    1.3.-Malos tratos ámbito familiar,94.0,
    1.4.-Otros contra las personas,172.0,
    2. CONTRA LA LIBERTAD,88.0,
    2.1.-Malos tratos habituales en el ámbito familiar,46.0,
    2.2.-Otros contra la libertad,42.0,
    3. LIBERTAD SEXUAL,4.0,
    3.1.-Agresión sexual,1.0,
    3.2.-Agresión sexual con penetración,1.0,
    3.3.-Corrupción de menores o incapacitados,1.0,
    3.4.-Pornografía de menores,0.0,
    3.5.-Otros contra la libertad e indemnidad sexual,1.0,
    4. RELACIONES FAMILIARES,6.0,
    5. PATRIMONIO,2445.0,
    5.1.-Hurtos,862.0,
    5.2.-Robos con fuerza en las cosas,787.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,63.0,
    5.2.2.-Robos con fuerza en viviendas,265.0,
    5.2.3.-Robos con fuerza en establecimientos,130.0,
    5.3.-Robos con violencia o intimidación,25.0,
    5.3.1.-Robos con violencia en vía pública,12.0,
    5.3.2.-Robos con violencia en viviendas,2.0,
    5.3.3.-Robos con violencia en establecimientos,3.0,
    5.4.-Sustracción de vehículos,36.0,
    5.5.-Estafas,163.0,
    5.5.1.-Estafas bancarias,18.0,
    5.6.-Daños,546.0,
    5.7.-Contra la propiedad intelectual/industrial,0.0,
    5.8.-Blanqueo de capitales,0.0,
    5.9.-Otros contra el patrimonio,26.0,
    6. SEGURIDAD COLECTIVA,214.0,
    6.1.-Tráfico de drogas,18.0,
    6.2.-Contra la seguridad vial,192.0,
    6.3.-Otros contra la seguridad colectiva,4.0,
    7. FALSEDADES,25.0,
    8. ADMÓN. PÚBLICA,3.0,
    9. ADMÓN. JUSTICIA,34.0,
    10. ORDEN PÚBLICO,57.0,
    11. LEGISLACIÓN ESPECIAL,0.0,
    12. OTRAS INFRACCIONES PENALES,16.0,
    TOTAL INFRACCIONES PENALES,3368.0,
Toledo,
    1. CONTRA LAS PERSONAS,4236.0,
    1.1.-Homicidios dolosos/asesinatos,13.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,7.0,
    1.2.-Lesiones,1397.0,
    1.3.-Malos tratos ámbito familiar,788.0,
    1.4.-Otros contra las personas,2038.0,
    2. CONTRA LA LIBERTAD,473.0,
    2.1.-Malos tratos habituales en el ámbito familiar,167.0,
    2.2.-Otros contra la libertad,306.0,
    3. LIBERTAD SEXUAL,65.0,
    3.1.-Agresión sexual,11.0,
    3.2.-Agresión sexual con penetración,15.0,
    3.3.-Corrupción de menores o incapacitados,2.0,
    3.4.-Pornografía de menores,1.0,
    3.5.-Otros contra la libertad e indemnidad sexual,36.0,
    4. RELACIONES FAMILIARES,121.0,
    5. PATRIMONIO,20543.0,
    5.1.-Hurtos,6043.0,
    5.2.-Robos con fuerza en las cosas,8448.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,1373.0,
    5.2.2.-Robos con fuerza en viviendas,3434.0,
    5.2.3.-Robos con fuerza en establecimientos,1000.0,
    5.3.-Robos con violencia o intimidación,510.0,
    5.3.1.-Robos con violencia en vía pública,305.0,
    5.3.2.-Robos con violencia en viviendas,47.0,
    5.3.3.-Robos con violencia en establecimientos,73.0,
    5.4.-Sustracción de vehículos,589.0,
    5.5.-Estafas,1526.0,
    5.5.1.-Estafas bancarias,155.0,
    5.6.-Daños,2876.0,
    5.7.-Contra la propiedad intelectual/industrial,21.0,
    5.8.-Blanqueo de capitales,2.0,
    5.9.-Otros contra el patrimonio,528.0,
    6. SEGURIDAD COLECTIVA,1497.0,
    6.1.-Tráfico de drogas,141.0,
    6.2.-Contra la seguridad vial,1331.0,
    6.3.-Otros contra la seguridad colectiva,25.0,
    7. FALSEDADES,275.0,
    8. ADMÓN. PÚBLICA,3.0,
    9. ADMÓN. JUSTICIA,367.0,
    10. ORDEN PÚBLICO,437.0,
    11. LEGISLACIÓN ESPECIAL,0.0,
    12. OTRAS INFRACCIONES PENALES,114.0,
    TOTAL INFRACCIONES PENALES,28131.0,
Valencia/València,
    1. CONTRA LAS PERSONAS,16344.0,
    1.1.-Homicidios dolosos/asesinatos,70.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,32.0,
    1.2.-Lesiones,5916.0,
    1.3.-Malos tratos ámbito familiar,4266.0,
    1.4.-Otros contra las personas,6092.0,
    2. CONTRA LA LIBERTAD,2245.0,
    2.1.-Malos tratos habituales en el ámbito familiar,1004.0,
    2.2.-Otros contra la libertad,1241.0,
    3. LIBERTAD SEXUAL,591.0,
    3.1.-Agresión sexual,118.0,
    3.2.-Agresión sexual con penetración,68.0,
    3.3.-Corrupción de menores o incapacitados,23.0,
    3.4.-Pornografía de menores,42.0,
    3.5.-Otros contra la libertad e indemnidad sexual,340.0,
    4. RELACIONES FAMILIARES,431.0,
    5. PATRIMONIO,111545.0,
    5.1.-Hurtos,44556.0,
    5.2.-Robos con fuerza en las cosas,29864.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,9755.0,
    5.2.2.-Robos con fuerza en viviendas,11960.0,
    5.2.3.-Robos con fuerza en establecimientos,3102.0,
    5.3.-Robos con violencia o intimidación,6901.0,
    5.3.1.-Robos con violencia en vía pública,4771.0,
    5.3.2.-Robos con violencia en viviendas,519.0,
    5.3.3.-Robos con violencia en establecimientos,726.0,
    5.4.-Sustracción de vehículos,2627.0,
    5.5.-Estafas,6207.0,
    5.5.1.-Estafas bancarias,653.0,
    5.6.-Daños,19318.0,
    5.7.-Contra la propiedad intelectual/industrial,128.0,
    5.8.-Blanqueo de capitales,9.0,
    5.9.-Otros contra el patrimonio,1935.0,
    6. SEGURIDAD COLECTIVA,4358.0,
    6.1.-Tráfico de drogas,744.0,
    6.2.-Contra la seguridad vial,3253.0,
    6.3.-Otros contra la seguridad colectiva,361.0,
    7. FALSEDADES,1172.0,
    8. ADMÓN. PÚBLICA,24.0,
    9. ADMÓN. JUSTICIA,2221.0,
    10. ORDEN PÚBLICO,2265.0,
    11. LEGISLACIÓN ESPECIAL,0.0,
    12. OTRAS INFRACCIONES PENALES,230.0,
    TOTAL INFRACCIONES PENALES,141426.0,
Valladolid,
    1. CONTRA LAS PERSONAS,3306.0,
    1.1.-Homicidios dolosos/asesinatos,4.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,2.0,
    1.2.-Lesiones,1214.0,
    1.3.-Malos tratos ámbito familiar,529.0,
    1.4.-Otros contra las personas,1559.0,
    2. CONTRA LA LIBERTAD,253.0,
    2.1.-Malos tratos habituales en el ámbito familiar,93.0,
    2.2.-Otros contra la libertad,160.0,
    3. LIBERTAD SEXUAL,81.0,
    3.1.-Agresión sexual,17.0,
    3.2.-Agresión sexual con penetración,14.0,
    3.3.-Corrupción de menores o incapacitados,2.0,
    3.4.-Pornografía de menores,6.0,
    3.5.-Otros contra la libertad e indemnidad sexual,42.0,
    4. RELACIONES FAMILIARES,109.0,
    5. PATRIMONIO,15584.0,
    5.1.-Hurtos,7621.0,
    5.2.-Robos con fuerza en las cosas,3059.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,534.0,
    5.2.2.-Robos con fuerza en viviendas,875.0,
    5.2.3.-Robos con fuerza en establecimientos,582.0,
    5.3.-Robos con violencia o intimidación,280.0,
    5.3.1.-Robos con violencia en vía pública,155.0,
    5.3.2.-Robos con violencia en viviendas,37.0,
    5.3.3.-Robos con violencia en establecimientos,46.0,
    5.4.-Sustracción de vehículos,193.0,
    5.5.-Estafas,1308.0,
    5.5.1.-Estafas bancarias,56.0,
    5.6.-Daños,2737.0,
    5.7.-Contra la propiedad intelectual/industrial,13.0,
    5.8.-Blanqueo de capitales,0.0,
    5.9.-Otros contra el patrimonio,373.0,
    6. SEGURIDAD COLECTIVA,609.0,
    6.1.-Tráfico de drogas,59.0,
    6.2.-Contra la seguridad vial,542.0,
    6.3.-Otros contra la seguridad colectiva,8.0,
    7. FALSEDADES,77.0,
    8. ADMÓN. PÚBLICA,2.0,
    9. ADMÓN. JUSTICIA,265.0,
    10. ORDEN PÚBLICO,323.0,
    11. LEGISLACIÓN ESPECIAL,0.0,
    12. OTRAS INFRACCIONES PENALES,57.0,
    TOTAL INFRACCIONES PENALES,20666.0,
Bizkaia,
    1. CONTRA LAS PERSONAS,7401.0,
    1.1.-Homicidios dolosos/asesinatos,19.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,7.0,
    1.2.-Lesiones,2972.0,
    1.3.-Malos tratos ámbito familiar,372.0,
    1.4.-Otros contra las personas,4038.0,
    2. CONTRA LA LIBERTAD,2759.0,
    2.1.-Malos tratos habituales en el ámbito familiar,1830.0,
    2.2.-Otros contra la libertad,929.0,
    3. LIBERTAD SEXUAL,199.0,
    3.1.-Agresión sexual,52.0,
    3.2.-Agresión sexual con penetración,36.0,
    3.3.-Corrupción de menores o incapacitados,9.0,
    3.4.-Pornografía de menores,24.0,
    3.5.-Otros contra la libertad e indemnidad sexual,78.0,
    4. RELACIONES FAMILIARES,319.0,
    5. PATRIMONIO,39489.0,
    5.1.-Hurtos,16822.0,
    5.2.-Robos con fuerza en las cosas,9391.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,28.0,
    5.2.2.-Robos con fuerza en viviendas,2876.0,
    5.2.3.-Robos con fuerza en establecimientos,1346.0,
    5.3.-Robos con violencia o intimidación,2948.0,
    5.3.1.-Robos con violencia en vía pública,1974.0,
    5.3.2.-Robos con violencia en viviendas,431.0,
    5.3.3.-Robos con violencia en establecimientos,251.0,
    5.4.-Sustracción de vehículos,479.0,
    5.5.-Estafas,3281.0,
    5.5.1.-Estafas bancarias,25.0,
    5.6.-Daños,5789.0,
    5.7.-Contra la propiedad intelectual/industrial,15.0,
    5.8.-Blanqueo de capitales,1.0,
    5.9.-Otros contra el patrimonio,763.0,
    6. SEGURIDAD COLECTIVA,1536.0,
    6.1.-Tráfico de drogas,206.0,
    6.2.-Contra la seguridad vial,1300.0,
    6.3.-Otros contra la seguridad colectiva,30.0,
    7. FALSEDADES,348.0,
    8. ADMÓN. PÚBLICA,10.0,
    9. ADMÓN. JUSTICIA,785.0,
    10. ORDEN PÚBLICO,1044.0,
    11. LEGISLACIÓN ESPECIAL,0.0,
    12. OTRAS INFRACCIONES PENALES,254.0,
    TOTAL INFRACCIONES PENALES,54144.0,
Zamora,
    1. CONTRA LAS PERSONAS,865.0,
    1.1.-Homicidios dolosos/asesinatos,5.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,2.0,
    1.2.-Lesiones,368.0,
    1.3.-Malos tratos ámbito familiar,183.0,
    1.4.-Otros contra las personas,309.0,
    2. CONTRA LA LIBERTAD,43.0,
    2.1.-Malos tratos habituales en el ámbito familiar,10.0,
    2.2.-Otros contra la libertad,33.0,
    3. LIBERTAD SEXUAL,13.0,
    3.1.-Agresión sexual,2.0,
    3.2.-Agresión sexual con penetración,4.0,
    3.3.-Corrupción de menores o incapacitados,1.0,
    3.4.-Pornografía de menores,0.0,
    3.5.-Otros contra la libertad e indemnidad sexual,6.0,
    4. RELACIONES FAMILIARES,6.0,
    5. PATRIMONIO,3424.0,
    5.1.-Hurtos,1529.0,
    5.2.-Robos con fuerza en las cosas,881.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,115.0,
    5.2.2.-Robos con fuerza en viviendas,197.0,
    5.2.3.-Robos con fuerza en establecimientos,204.0,
    5.3.-Robos con violencia o intimidación,77.0,
    5.3.1.-Robos con violencia en vía pública,46.0,
    5.3.2.-Robos con violencia en viviendas,6.0,
    5.3.3.-Robos con violencia en establecimientos,11.0,
    5.4.-Sustracción de vehículos,63.0,
    5.5.-Estafas,227.0,
    5.5.1.-Estafas bancarias,9.0,
    5.6.-Daños,562.0,
    5.7.-Contra la propiedad intelectual/industrial,13.0,
    5.8.-Blanqueo de capitales,0.0,
    5.9.-Otros contra el patrimonio,72.0,
    6. SEGURIDAD COLECTIVA,390.0,
    6.1.-Tráfico de drogas,28.0,
    6.2.-Contra la seguridad vial,351.0,
    6.3.-Otros contra la seguridad colectiva,11.0,
    7. FALSEDADES,32.0,
    8. ADMÓN. PÚBLICA,1.0,
    9. ADMÓN. JUSTICIA,78.0,
    10. ORDEN PÚBLICO,101.0,
    11. LEGISLACIÓN ESPECIAL,0.0,
    12. OTRAS INFRACCIONES PENALES,7.0,
    TOTAL INFRACCIONES PENALES,4960.0,
Zaragoza,
    1. CONTRA LAS PERSONAS,4682.0,
    1.1.-Homicidios dolosos/asesinatos,14.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,6.0,
    1.2.-Lesiones,1713.0,
    1.3.-Malos tratos ámbito familiar,1302.0,
    1.4.-Otros contra las personas,1653.0,
    2. CONTRA LA LIBERTAD,725.0,
    2.1.-Malos tratos habituales en el ámbito familiar,271.0,
    2.2.-Otros contra la libertad,454.0,
    3. LIBERTAD SEXUAL,190.0,
    3.1.-Agresión sexual,39.0,
    3.2.-Agresión sexual con penetración,26.0,
    3.3.-Corrupción de menores o incapacitados,6.0,
    3.4.-Pornografía de menores,16.0,
    3.5.-Otros contra la libertad e indemnidad sexual,103.0,
    4. RELACIONES FAMILIARES,125.0,
    5. PATRIMONIO,29354.0,
    5.1.-Hurtos,13740.0,
    5.2.-Robos con fuerza en las cosas,6069.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,1618.0,
    5.2.2.-Robos con fuerza en viviendas,1750.0,
    5.2.3.-Robos con fuerza en establecimientos,991.0,
    5.3.-Robos con violencia o intimidación,1367.0,
    5.3.1.-Robos con violencia en vía pública,917.0,
    5.3.2.-Robos con violencia en viviendas,116.0,
    5.3.3.-Robos con violencia en establecimientos,204.0,
    5.4.-Sustracción de vehículos,475.0,
    5.5.-Estafas,2117.0,
    5.5.1.-Estafas bancarias,77.0,
    5.6.-Daños,5076.0,
    5.7.-Contra la propiedad intelectual/industrial,52.0,
    5.8.-Blanqueo de capitales,5.0,
    5.9.-Otros contra el patrimonio,453.0,
    6. SEGURIDAD COLECTIVA,858.0,
    6.1.-Tráfico de drogas,191.0,
    6.2.-Contra la seguridad vial,525.0,
    6.3.-Otros contra la seguridad colectiva,142.0,
    7. FALSEDADES,265.0,
    8. ADMÓN. PÚBLICA,2.0,
    9. ADMÓN. JUSTICIA,480.0,
    10. ORDEN PÚBLICO,547.0,
    11. LEGISLACIÓN ESPECIAL,2.0,
    12. OTRAS INFRACCIONES PENALES,104.0,
    TOTAL INFRACCIONES PENALES,37334.0,
Ceuta,
    1. CONTRA LAS PERSONAS,812.0,
    1.1.-Homicidios dolosos/asesinatos,11.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,0.0,
    1.2.-Lesiones,370.0,
    1.3.-Malos tratos ámbito familiar,118.0,
    1.4.-Otros contra las personas,313.0,
    2. CONTRA LA LIBERTAD,175.0,
    2.1.-Malos tratos habituales en el ámbito familiar,98.0,
    2.2.-Otros contra la libertad,77.0,
    3. LIBERTAD SEXUAL,15.0,
    3.1.-Agresión sexual,7.0,
    3.2.-Agresión sexual con penetración,0.0,
    3.3.-Corrupción de menores o incapacitados,0.0,
    3.4.-Pornografía de menores,0.0,
    3.5.-Otros contra la libertad e indemnidad sexual,8.0,
    4. RELACIONES FAMILIARES,74.0,
    5. PATRIMONIO,3433.0,
    5.1.-Hurtos,1243.0,
    5.2.-Robos con fuerza en las cosas,667.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,385.0,
    5.2.2.-Robos con fuerza en viviendas,115.0,
    5.2.3.-Robos con fuerza en establecimientos,87.0,
    5.3.-Robos con violencia o intimidación,165.0,
    5.3.1.-Robos con violencia en vía pública,141.0,
    5.3.2.-Robos con violencia en viviendas,5.0,
    5.3.3.-Robos con violencia en establecimientos,5.0,
    5.4.-Sustracción de vehículos,653.0,
    5.5.-Estafas,137.0,
    5.5.1.-Estafas bancarias,8.0,
    5.6.-Daños,486.0,
    5.7.-Contra la propiedad intelectual/industrial,14.0,
    5.8.-Blanqueo de capitales,0.0,
    5.9.-Otros contra el patrimonio,68.0,
    6. SEGURIDAD COLECTIVA,1806.0,
    6.1.-Tráfico de drogas,1417.0,
    6.2.-Contra la seguridad vial,378.0,
    6.3.-Otros contra la seguridad colectiva,11.0,
    7. FALSEDADES,325.0,
    8. ADMÓN. PÚBLICA,2.0,
    9. ADMÓN. JUSTICIA,157.0,
    10. ORDEN PÚBLICO,174.0,
    11. LEGISLACIÓN ESPECIAL,0.0,
    12. OTRAS INFRACCIONES PENALES,79.0,
    TOTAL INFRACCIONES PENALES,7052.0,
Melilla,
    1. CONTRA LAS PERSONAS,887.0,
    1.1.-Homicidios dolosos/asesinatos,9.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,4.0,
    1.2.-Lesiones,452.0,
    1.3.-Malos tratos ámbito familiar,242.0,
    1.4.-Otros contra las personas,184.0,
    2. CONTRA LA LIBERTAD,87.0,
    2.1.-Malos tratos habituales en el ámbito familiar,5.0,
    2.2.-Otros contra la libertad,82.0,
    3. LIBERTAD SEXUAL,26.0,
    3.1.-Agresión sexual,17.0,
    3.2.-Agresión sexual con penetración,2.0,
    3.3.-Corrupción de menores o incapacitados,0.0,
    3.4.-Pornografía de menores,0.0,
    3.5.-Otros contra la libertad e indemnidad sexual,7.0,
    4. RELACIONES FAMILIARES,21.0,
    5. PATRIMONIO,2770.0,
    5.1.-Hurtos,1250.0,
    5.2.-Robos con fuerza en las cosas,592.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,328.0,
    5.2.2.-Robos con fuerza en viviendas,103.0,
    5.2.3.-Robos con fuerza en establecimientos,54.0,
    5.3.-Robos con violencia o intimidación,256.0,
    5.3.1.-Robos con violencia en vía pública,210.0,
    5.3.2.-Robos con violencia en viviendas,6.0,
    5.3.3.-Robos con violencia en establecimientos,16.0,
    5.4.-Sustracción de vehículos,191.0,
    5.5.-Estafas,69.0,
    5.5.1.-Estafas bancarias,15.0,
    5.6.-Daños,363.0,
    5.7.-Contra la propiedad intelectual/industrial,12.0,
    5.8.-Blanqueo de capitales,1.0,
    5.9.-Otros contra el patrimonio,36.0,
    6. SEGURIDAD COLECTIVA,314.0,
    6.1.-Tráfico de drogas,167.0,
    6.2.-Contra la seguridad vial,132.0,
    6.3.-Otros contra la seguridad colectiva,15.0,
    7. FALSEDADES,244.0,
    8. ADMÓN. PÚBLICA,3.0,
    9. ADMÓN. JUSTICIA,69.0,
