"Reported criminal offences by type of offence, region and time"

" "," ","2019Q3"
"Nature of the offence, total"
" ","All Denmark",119055
" ","Region Hovedstaden",44422
" ","Copenhagen",22843
" ","Frederiksberg",1779
" ","Dragør",159
" ","Tårnby",1963
" ","Albertslund",651
" ","Ballerup",1002
" ","Brøndby",669
" ","Gentofte",1352
" ","Gladsaxe",1047
" ","Glostrup",497
" ","Herlev",601
" ","Hvidovre",1063
" ","Høje-Taastrup",948
" ","Ishøj",435
" ","Lyngby-Taarbæk",1031
" ","Rødovre",769
" ","Vallensbæk",242
" ","Allerød",455
" ","Egedal",354
" ","Fredensborg",403
" ","Frederikssund",680
" ","Furesø",490
" ","Gribskov",695
" ","Halsnæs",490
" ","Helsingør",1112
" ","Hillerød",805
" ","Hørsholm",552
" ","Rudersdal",888
" ","Bornholm",447
" ","Christiansø",0
" ","Region Sjælland",13989
" ","Greve",854
" ","Køge",865
" ","Lejre",245
" ","Roskilde",2375
" ","Solrød",270
" ","Faxe",479
" ","Guldborgsund",1173
" ","Holbæk",990
" ","Kalundborg",546
" ","Lolland",1055
" ","Næstved",1195
" ","Odsherred",527
" ","Ringsted",442
" ","Slagelse",1580
" ","Sorø",401
" ","Stevns",225
" ","Vordingborg",767
" ","Region Syddanmark",19375
" ","Assens",496
" ","Faaborg-Midtfyn",524
" ","Kerteminde",290
" ","Langeland",198
" ","Middelfart",561
" ","Nordfyns",307
" ","Nyborg",554
" ","Odense",3571
" ","Svendborg",745
" ","Ærø",41
" ","Billund",629
" ","Esbjerg",2178
" ","Fanø",43
" ","Fredericia",1100
" ","Haderslev",683
" ","Kolding",1587
" ","Sønderborg",1014
" ","Tønder",684
" ","Varde",604
" ","Vejen",496
" ","Vejle",1874
" ","Aabenraa",1196
" ","Region Midtjylland",23443
" ","Favrskov",445
" ","Hedensted",654
" ","Horsens",1482
" ","Norddjurs",511
" ","Odder",185
" ","Randers",1703
" ","Samsø",76
" ","Silkeborg",1060
" ","Skanderborg",775
" ","Syddjurs",540
