"Reported criminal offences by type of offence, region and time"

" "," ","2019Q1"
"Nature of the offence, total"
" ","All Denmark",116996
" ","Region Hovedstaden",44467
" ","Copenhagen",22844
" ","Frederiksberg",1597
" ","Dragør",158
" ","Tårnby",1811
" ","Albertslund",694
" ","Ballerup",975
" ","Brøndby",823
" ","Gentofte",1258
" ","Gladsaxe",1056
" ","Glostrup",674
" ","Herlev",681
" ","Hvidovre",994
" ","Høje-Taastrup",1170
" ","Ishøj",555
" ","Lyngby-Taarbæk",1144
" ","Rødovre",766
" ","Vallensbæk",247
" ","Allerød",391
" ","Egedal",356
" ","Fredensborg",429
" ","Frederikssund",566
" ","Furesø",515
" ","Gribskov",595
" ","Halsnæs",458
" ","Helsingør",1004
" ","Hillerød",906
" ","Hørsholm",522
" ","Rudersdal",867
" ","Bornholm",411
" ","Christiansø",0
" ","Region Sjælland",13990
" ","Greve",794
" ","Køge",934
" ","Lejre",307
" ","Roskilde",1351
" ","Solrød",300
" ","Faxe",400
" ","Guldborgsund",1317
" ","Holbæk",1149
" ","Kalundborg",613
" ","Lolland",1562
" ","Næstved",1382
" ","Odsherred",525
" ","Ringsted",519
" ","Slagelse",1580
" ","Sorø",409
" ","Stevns",184
" ","Vordingborg",664
" ","Region Syddanmark",19703
" ","Assens",532
" ","Faaborg-Midtfyn",531
" ","Kerteminde",272
" ","Langeland",181
" ","Middelfart",496
" ","Nordfyns",323
" ","Nyborg",595
" ","Odense",3904
" ","Svendborg",714
" ","Ærø",51
" ","Billund",451
" ","Esbjerg",2188
" ","Fanø",47
" ","Fredericia",1014
" ","Haderslev",789
" ","Kolding",1628
" ","Sønderborg",979
" ","Tønder",597
" ","Varde",605
" ","Vejen",610
" ","Vejle",1778
" ","Aabenraa",1418
" ","Region Midtjylland",21939
" ","Favrskov",414
" ","Hedensted",423
" ","Horsens",1400
" ","Norddjurs",631
" ","Odder",205
" ","Randers",1774
" ","Samsø",14
" ","Silkeborg",1174
" ","Skanderborg",590
" ","Syddjurs",438
" ","Aarhus",7242
" ","Herning",1498
" ","Holstebro",1216
" ","Ikast-Brande",2322
" ","Lemvig",158
" ","Ringkøbing-Skjern",487
" ","Skive",506
" ","Struer",330
" ","Viborg",1117
" ","Region Nordjylland",8291
" ","Brønderslev",358
" ","Frederikshavn",908
" ","Hjørring",842
" ","Jammerbugt",491
" ","Læsø",15
" ","Mariagerfjord",474
" ","Morsø",228
" ","Rebild",238
" ","Thisted",506
" ","Vesthimmerlands",433
" ","Aalborg",3798
" ","Unknown municipality",8606
"Penal Code, total"
" ","All Denmark",83522
" ","Region Hovedstaden",33187
" ","Copenhagen",17180
" ","Frederiksberg",1388
" ","Dragør",133
" ","Tårnby",899
" ","Albertslund",430
" ","Ballerup",700
" ","Brøndby",595
" ","Gentofte",1072
" ","Gladsaxe",857
" ","Glostrup",512
" ","Herlev",512
" ","Hvidovre",781
" ","Høje-Taastrup",814
" ","Ishøj",396
" ","Lyngby-Taarbæk",1004
" ","Rødovre",597
" ","Vallensbæk",156
" ","Allerød",226
" ","Egedal",298
" ","Fredensborg",309
" ","Frederikssund",406
" ","Furesø",405
" ","Gribskov",434
" ","Halsnæs",351
" ","Helsingør",765
" ","Hillerød",752
" ","Hørsholm",315
" ","Rudersdal",685
" ","Bornholm",215
" ","Christiansø",0
" ","Region Sjælland",9622
" ","Greve",534
" ","Køge",670
" ","Lejre",158
" ","Roskilde",962
" ","Solrød",195
" ","Faxe",260
" ","Guldborgsund",927
" ","Holbæk",792
" ","Kalundborg",409
" ","Lolland",1051
" ","Næstved",1001
" ","Odsherred",386
" ","Ringsted",358
" ","Slagelse",1108
" ","Sorø",279
" ","Stevns",90
" ","Vordingborg",442
" ","Region Syddanmark",13806
" ","Assens",392
" ","Faaborg-Midtfyn",399
" ","Kerteminde",202
" ","Langeland",121
" ","Middelfart",368
" ","Nordfyns",236
" ","Nyborg",402
" ","Odense",3126
" ","Svendborg",486
" ","Ærø",34
" ","Billund",236
" ","Esbjerg",1469
" ","Fanø",45
" ","Fredericia",747
" ","Haderslev",565
" ","Kolding",1214
" ","Sønderborg",709
" ","Tønder",362
" ","Varde",404
" ","Vejen",344
" ","Vejle",1288
" ","Aabenraa",657
" ","Region Midtjylland",14482
" ","Favrskov",319
" ","Hedensted",285
" ","Horsens",972
" ","Norddjurs",460
" ","Odder",162
" ","Randers",1094
" ","Samsø",9
" ","Silkeborg",811
" ","Skanderborg",472
" ","Syddjurs",309
" ","Aarhus",5510
" ","Herning",1010
" ","Holstebro",925
" ","Ikast-Brande",408
" ","Lemvig",88
" ","Ringkøbing-Skjern",358
" ","Skive",341
" ","Struer",244
" ","Viborg",705
" ","Region Nordjylland",5610
" ","Brønderslev",235
" ","Frederikshavn",628
" ","Hjørring",644
" ","Jammerbugt",348
" ","Læsø",7
" ","Mariagerfjord",316
" ","Morsø",178
" ","Rebild",156
" ","Thisted",333
" ","Vesthimmerlands",314
" ","Aalborg",2451
" ","Unknown municipality",6815
"Penal code, unspecified"
" ","All Denmark",0
" ","Region Hovedstaden",0
" ","Copenhagen",0
" ","Frederiksberg",0
" ","Dragør",0
" ","Tårnby",0
" ","Albertslund",0
" ","Ballerup",0
" ","Brøndby",0
" ","Gentofte",0
