"Reported criminal offences by type of offence, region and time"

" "," ","2018Q1"
"Nature of the offence, total"
" ","All Denmark",112380
" ","Region Hovedstaden",42745
" ","Copenhagen",21091
" ","Frederiksberg",1864
" ","Dragør",124
" ","Tårnby",1768
" ","Albertslund",510
" ","Ballerup",934
" ","Brøndby",1038
" ","Gentofte",1384
" ","Gladsaxe",941
" ","Glostrup",705
" ","Herlev",641
" ","Hvidovre",1048
" ","Høje-Taastrup",1119
" ","Ishøj",441
" ","Lyngby-Taarbæk",1273
" ","Rødovre",772
" ","Vallensbæk",183
" ","Allerød",500
" ","Egedal",453
" ","Fredensborg",479
" ","Frederikssund",528
" ","Furesø",566
" ","Gribskov",538
" ","Halsnæs",372
" ","Helsingør",1092
" ","Hillerød",774
" ","Hørsholm",341
" ","Rudersdal",948
" ","Bornholm",318
" ","Christiansø",0
" ","Region Sjælland",14583
" ","Greve",831
" ","Køge",1032
" ","Lejre",292
" ","Roskilde",1453
" ","Solrød",252
" ","Faxe",416
" ","Guldborgsund",1051
" ","Holbæk",950
" ","Kalundborg",592
" ","Lolland",785
" ","Næstved",1098
" ","Odsherred",601
" ","Ringsted",561
" ","Slagelse",3376
" ","Sorø",427
" ","Stevns",204
" ","Vordingborg",662
" ","Region Syddanmark",19323
" ","Assens",491
" ","Faaborg-Midtfyn",602
" ","Kerteminde",192
" ","Langeland",112
" ","Middelfart",466
" ","Nordfyns",304
" ","Nyborg",487
" ","Odense",3548
" ","Svendborg",798
" ","Ærø",124
" ","Billund",418
" ","Esbjerg",1944
" ","Fanø",59
" ","Fredericia",1171
" ","Haderslev",824
" ","Kolding",2031
" ","Sønderborg",936
" ","Tønder",518
" ","Varde",753
" ","Vejen",459
" ","Vejle",1850
" ","Aabenraa",1236
" ","Region Midtjylland",21810
" ","Favrskov",566
" ","Hedensted",515
" ","Horsens",1502
" ","Norddjurs",506
" ","Odder",256
" ","Randers",1407
" ","Samsø",30
" ","Silkeborg",1265
" ","Skanderborg",661
" ","Syddjurs",548
" ","Aarhus",7653
" ","Herning",1505
" ","Holstebro",795
" ","Ikast-Brande",1758
" ","Lemvig",129
" ","Ringkøbing-Skjern",578
" ","Skive",549
" ","Struer",224
" ","Viborg",1363
" ","Region Nordjylland",8442
" ","Brønderslev",428
" ","Frederikshavn",995
" ","Hjørring",975
" ","Jammerbugt",511
" ","Læsø",14
" ","Mariagerfjord",518
" ","Morsø",193
" ","Rebild",291
" ","Thisted",542
" ","Vesthimmerlands",448
" ","Aalborg",3527
" ","Unknown municipality",5477
"Penal Code, total"
" ","All Denmark",82896
" ","Region Hovedstaden",33896
" ","Copenhagen",16774
" ","Frederiksberg",1686
" ","Dragør",103
" ","Tårnby",884
" ","Albertslund",360
" ","Ballerup",758
" ","Brøndby",781
" ","Gentofte",1245
" ","Gladsaxe",775
" ","Glostrup",577
" ","Herlev",548
" ","Hvidovre",825
" ","Høje-Taastrup",799
" ","Ishøj",338
" ","Lyngby-Taarbæk",1173
" ","Rødovre",631
" ","Vallensbæk",157
" ","Allerød",291
" ","Egedal",374
" ","Fredensborg",395
" ","Frederikssund",420
" ","Furesø",496
