"Geregistreerde criminaliteit; soort misdrijf, regio"
"Onderwerp: |Totaal geregistreerde misdrijven"
""
"Soort misdrijf";"Misdrijven, totaal";"Misdrijven, totaal";"Misdrijven, totaal";"1 Vermogensmisdrijven";"1 Vermogensmisdrijven";"1 Vermogensmisdrijven";"1.1 Diefstal/verduistering en inbraak";"1.1 Diefstal/verduistering en inbraak";"1.1 Diefstal/verduistering en inbraak";"1.1.1 Diefstal en inbraak met geweld";"1.1.1 Diefstal en inbraak met geweld";"1.1.1 Diefstal en inbraak met geweld";"1.1.2 Diefstal en inbraak zonder geweld";"1.1.2 Diefstal en inbraak zonder geweld";"1.1.2 Diefstal en inbraak zonder geweld";"1.2 Bedrog";"1.2 Bedrog";"1.2 Bedrog";"1.2.1 Oplichting";"1.2.1 Oplichting";"1.2.1 Oplichting";"1.2.2 Flessentrekkerij";"1.2.2 Flessentrekkerij";"1.2.2 Flessentrekkerij";"1.2.3 Bedrog (overig)";"1.2.3 Bedrog (overig)";"1.2.3 Bedrog (overig)";"1.3 Valsheidsmisdrijf";"1.3 Valsheidsmisdrijf";"1.3 Valsheidsmisdrijf";"1.3.1 Muntmisdrijf";"1.3.1 Muntmisdrijf";"1.3.1 Muntmisdrijf";"1.3.2 Valsheid in zegels en merken";"1.3.2 Valsheid in zegels en merken";"1.3.2 Valsheid in zegels en merken";"1.3.3 Valsheid in geschriften";"1.3.3 Valsheid in geschriften";"1.3.3 Valsheid in geschriften";"1.4 Heling";"1.4 Heling";"1.4 Heling";"1.5 Afpersing en afdreiging";"1.5 Afpersing en afdreiging";"1.5 Afpersing en afdreiging";"1.6 Bankbreuk";"1.6 Bankbreuk";"1.6 Bankbreuk";"1.7 Witwassen";"1.7 Witwassen";"1.7 Witwassen";"1.8 Vermogensmisdrijf (overig)";"1.8 Vermogensmisdrijf (overig)";"1.8 Vermogensmisdrijf (overig)";"2 Vernielingen, misdr.openb.orde/gezag";"2 Vernielingen, misdr.openb.orde/gezag";"2 Vernielingen, misdr.openb.orde/gezag";"2.1 Vernieling en beschadiging";"2.1 Vernieling en beschadiging";"2.1 Vernieling en beschadiging";"2.1.1 Vernieling aan auto";"2.1.1 Vernieling aan auto";"2.1.1 Vernieling aan auto";"2.1.2 Vernieling aan openbaar gebouw";"2.1.2 Vernieling aan openbaar gebouw";"2.1.2 Vernieling aan openbaar gebouw";"2.1.3 Vernieling middel openb.vervoer";"2.1.3 Vernieling middel openb.vervoer";"2.1.3 Vernieling middel openb.vervoer";"2.1.4 Dierenmishandeling";"2.1.4 Dierenmishandeling";"2.1.4 Dierenmishandeling";"2.1.5 Vernieling, beschadiging (overig)";"2.1.5 Vernieling, beschadiging (overig)";"2.1.5 Vernieling, beschadiging (overig)";"2.2 Openbare orde misdrijf";"2.2 Openbare orde misdrijf";"2.2 Openbare orde misdrijf";"2.2.1 Openlijke geweldpleging";"2.2.1 Openlijke geweldpleging";"2.2.1 Openlijke geweldpleging";"2.2.1.1 Openlijk geweld tegen persoon";"2.2.1.1 Openlijk geweld tegen persoon";"2.2.1.1 Openlijk geweld tegen persoon";"2.2.1.2 Openlijk geweld tegen goed";"2.2.1.2 Openlijk geweld tegen goed";"2.2.1.2 Openlijk geweld tegen goed";"2.2.2 Huisvredebreuk";"2.2.2 Huisvredebreuk";"2.2.2 Huisvredebreuk";"2.2.3 Lokaalvredebreuk";"2.2.3 Lokaalvredebreuk";"2.2.3 Lokaalvredebreuk";"2.2.4 Computervredebreuk";"2.2.4 Computervredebreuk";"2.2.4 Computervredebreuk";"2.2.5 Discriminatie";"2.2.5 Discriminatie";"2.2.5 Discriminatie";"2.2.6 Openbare orde misdrijf (overig)";"2.2.6 Openbare orde misdrijf (overig)";"2.2.6 Openbare orde misdrijf (overig)";"2.3 Brandstichting/ontploffing";"2.3 Brandstichting/ontploffing";"2.3 Brandstichting/ontploffing";"2.4 Openbaar gezag misdrijf";"2.4 Openbaar gezag misdrijf";"2.4 Openbaar gezag misdrijf";"2.4.1 Niet opvolgen van ambtelijk bevel";"2.4.1 Niet opvolgen van ambtelijk bevel";"2.4.1 Niet opvolgen van ambtelijk bevel";"2.4.2 Wederspannigheid";"2.4.2 Wederspannigheid";"2.4.2 Wederspannigheid";"2.4.3 Valse aangifte";"2.4.3 Valse aangifte";"2.4.3 Valse aangifte";"2.4.5 Verblijf ongewenste vreemdeling";"2.4.5 Verblijf ongewenste vreemdeling";"2.4.5 Verblijf ongewenste vreemdeling";"2.4.6 Openbaar gezag misdrijf (overig)";"2.4.6 Openbaar gezag misdrijf (overig)";"2.4.6 Openbaar gezag misdrijf (overig)";"3 Gewelds- en seksuele misdrijven";"3 Gewelds- en seksuele misdrijven";"3 Gewelds- en seksuele misdrijven";"3.1 Mishandeling";"3.1 Mishandeling";"3.1 Mishandeling";"3.2 Bedreiging en stalking";"3.2 Bedreiging en stalking";"3.2 Bedreiging en stalking";"3.2.1 Bedreiging";"3.2.1 Bedreiging";"3.2.1 Bedreiging";"3.2.2 Stalking";"3.2.2 Stalking";"3.2.2 Stalking";"3.3 Seksueel misdrijf";"3.3 Seksueel misdrijf";"3.3 Seksueel misdrijf";"3.3.1 Aanranding";"3.3.1 Aanranding";"3.3.1 Aanranding";"3.3.2 Verkrachting";"3.3.2 Verkrachting";"3.3.2 Verkrachting";"3.3.3 Schennis der eerbaarheid";"3.3.3 Schennis der eerbaarheid";"3.3.3 Schennis der eerbaarheid";"3.3.4 Ontucht met minderjarige";"3.3.4 Ontucht met minderjarige";"3.3.4 Ontucht met minderjarige";"3.3.5 Pornografie";"3.3.5 Pornografie";"3.3.5 Pornografie";"3.3.6 Ontucht met misbruik van gezag";"3.3.6 Ontucht met misbruik van gezag";"3.3.6 Ontucht met misbruik van gezag";"3.3.7 Seksueel misdrijf (overig)";"3.3.7 Seksueel misdrijf (overig)";"3.3.7 Seksueel misdrijf (overig)";"3.4 Levensmisdrijf";"3.4 Levensmisdrijf";"3.4 Levensmisdrijf";"3.5 Vrijheidsbeneming/gijzeling";"3.5 Vrijheidsbeneming/gijzeling";"3.5 Vrijheidsbeneming/gijzeling";"3.6 Mensenhandel, mensensmokkel";"3.6 Mensenhandel, mensensmokkel";"3.6 Mensenhandel, mensensmokkel";"3.7 Geweldsmisdrijf (overig)";"3.7 Geweldsmisdrijf (overig)";"3.7 Geweldsmisdrijf (overig)";"4 Misdrijven WvSr (overig)";"4 Misdrijven WvSr (overig)";"4 Misdrijven WvSr (overig)";"5 Verkeersmisdrijven";"5 Verkeersmisdrijven";"5 Verkeersmisdrijven";"5.1 Verlaten plaats ongeval";"5.1 Verlaten plaats ongeval";"5.1 Verlaten plaats ongeval";"5.2 Rijden onder invloed";"5.2 Rijden onder invloed";"5.2 Rijden onder invloed";"5.3 Rijden tijdens ontzegging";"5.3 Rijden tijdens ontzegging";"5.3 Rijden tijdens ontzegging";"5.4 Rijden tijdens rijverbod";"5.4 Rijden tijdens rijverbod";"5.4 Rijden tijdens rijverbod";"5.5 Voeren vals kenteken";"5.5 Voeren vals kenteken";"5.5 Voeren vals kenteken";"5.6 Joyriding";"5.6 Joyriding";"5.6 Joyriding";"5.7 Weigeren blaastest/bloedonderzoek";"5.7 Weigeren blaastest/bloedonderzoek";"5.7 Weigeren blaastest/bloedonderzoek";"5.8 Verkeersmisdrijf (overig)";"5.8 Verkeersmisdrijf (overig)";"5.8 Verkeersmisdrijf (overig)";"6 Drugsmisdrijven";"6 Drugsmisdrijven";"6 Drugsmisdrijven";"6.1 Harddrugs";"6.1 Harddrugs";"6.1 Harddrugs";"6.2 Softdrugs";"6.2 Softdrugs";"6.2 Softdrugs";"6.3 Drugsmisdrijf (overig)";"6.3 Drugsmisdrijf (overig)";"6.3 Drugsmisdrijf (overig)";"7 (Vuur)wapenmisdrijven";"7 (Vuur)wapenmisdrijven";"7 (Vuur)wapenmisdrijven";"9 Misdrijven overige wetten";"9 Misdrijven overige wetten";"9 Misdrijven overige wetten";"9.1 Militair misdrijf";"9.1 Militair misdrijf";"9.1 Militair misdrijf";"9.2 Misdrijf (overig)";"9.2 Misdrijf (overig)";"9.2 Misdrijf (overig)"
"Brummen";"625";"550";"520";"415";"330";"290";"355";"265";"210";"0";"5";"0";"350";"260";"210";"40";"50";"55";"40";"50";"50";"0";"0";"0";"0";"0";"5";"20";"10";"25";"0";"0";"0";"0";"0";"0";"20";"10";"25";"0";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"90";"75";"95";"85";"70";"70";"25";"25";"30";"5";"5";"0";"0";"0";"0";"0";"0";"0";"50";"40";"40";"5";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"5";"5";"10";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"55";"45";"50";"35";"20";"25";"15";"20";"10";"15";"15";"10";"0";"5";"0";"5";"5";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"0";"0";"0";"0";"0";"5";"0";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"10";"10";"50";"80";"70";"40";"65";"40";"5";"5";"15";"5";"10";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"5";"5";"5";"0";"0";"0";"5";"5";"5";"0";"0";"0";"0";"0";"5";"5";"10";"0";"0";"0";"0";"5";"10";"0"
"Buren";"765";"640";"590";"405";"315";"325";"315";"225";"225";"5";"0";"0";"310";"220";"225";"55";"55";"65";"50";"50";"60";"0";"0";"0";"5";"5";"0";"35";"35";"30";"0";"0";"0";"0";"0";"0";"30";"30";"30";"0";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"105";"90";"65";"90";"80";"55";"40";"45";"20";"0";"0";"0";"0";"5";"5";"0";"0";"0";"45";"30";"30";"10";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"90";"75";"80";"55";"35";"45";"25";"25";"25";"20";"20";"20";"5";"5";"5";"5";"5";"5";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"15";"5";"130";"125";"105";"70";"85";"80";"45";"30";"20";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"5";"0";"10";"15";"5";"5";"5";"0";"10";"10";"0";"0";"0";"0";"5";"0";"5";"10";"5";"5";"0";"0";"0";"10";"5";"5"
"Culemborg";"1635";"1380";"960";"1035";"775";"515";"900";"655";"400";"5";"5";"5";"895";"650";"395";"85";"70";"70";"80";"60";"65";"0";"0";"0";"5";"10";"5";"40";"40";"40";"5";"5";"0";"0";"0";"0";"35";"40";"35";"5";"5";"5";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"280";"255";"155";"210";"195";"115";"120";"125";"50";"0";"0";"0";"0";"0";"0";"0";"0";"0";"90";"65";"65";"10";"15";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"0";"0";"0";"0";"0";"5";"0";"60";"45";"30";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"135";"115";"115";"70";"65";"65";"50";"40";"30";"40";"40";"25";"10";"5";"5";"10";"5";"15";"5";"5";"5";"0";"0";"5";"0";"0";"0";"0";"0";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"65";"10";"155";"140";"145";"120";"115";"105";"25";"10";"30";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"5";"5";"20";"20";"5";"10";"10";"0";"10";"10";"0";"0";"0";"5";"5";"0";"5";"5";"0";"0";"0";"0";"5";"5";"0"
"Doesburg";"495";"415";"375";"240";"210";"190";"200";"170";"150";"0";"0";"0";"195";"170";"150";"25";"25";"30";"25";"25";"25";"0";"0";"0";"0";"0";"0";"15";"15";"10";"0";"0";"0";"0";"0";"0";"10";"10";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"175";"100";"70";"165";"80";"65";"105";"20";"35";"0";"0";"0";"0";"0";"0";"0";"0";"0";"65";"55";"35";"5";"15";"0";"5";"10";"0";"5";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30";"50";"45";"15";"25";"15";"5";"15";"15";"5";"10";"15";"0";"5";"0";"5";"5";"10";"0";"0";"5";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"5";"5";"5";"45";"40";"55";"40";"30";"40";"5";"10";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"10";"0";"0";"0";"0";"5";"10";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"5";"0";"0"
"Doetinchem";"2350";"2180";"2130";"1285";"1165";"1125";"1045";"970";"840";"10";"15";"15";"1035";"950";"825";"150";"115";"165";"140";"110";"155";"0";"0";"0";"10";"5";"10";"75";"55";"90";"5";"5";"5";"0";"0";"0";"70";"50";"85";"10";"20";"25";"5";"5";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"410";"340";"335";"320";"280";"265";"125";"115";"110";"10";"10";"5";"5";"0";"0";"0";"0";"0";"185";"160";"150";"75";"40";"40";"45";"20";"20";"35";"20";"15";"5";"5";"5";"15";"5";"10";"5";"0";"0";"0";"10";"0";"0";"0";"0";"5";"5";"5";"10";"5";"10";"10";"15";"25";"5";"10";"5";"5";"5";"10";"0";"0";"0";"0";"0";"0";"0";"5";"5";"280";"305";"265";"155";"165";"125";"90";"95";"95";"85";"85";"85";"5";"10";"10";"20";"35";"35";"0";"15";"10";"0";"5";"5";"5";"5";"5";"0";"0";"5";"0";"0";"0";"0";"0";"5";"5";"5";"5";"10";"5";"5";"0";"0";"0";"0";"0";"5";"5";"5";"0";"65";"45";"50";"265";"265";"290";"190";"170";"175";"60";"70";"90";"10";"10";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"10";"10";"15";"25";"35";"45";"15";"10";"20";"15";"20";"30";"0";"0";"0";"10";"15";"10";"5";"10";"5";"0";"0";"0";"5";"10";"5"
"Druten";"680";"530";"475";"345";"265";"265";"280";"220";"185";"5";"0";"0";"275";"215";"185";"40";"30";"45";"40";"30";"45";"0";"0";"0";"0";"0";"0";"15";"10";"20";"0";"5";"0";"0";"0";"0";"15";"10";"20";"0";"0";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"195";"145";"65";"185";"135";"50";"115";"40";"25";"0";"0";"0";"20";"15";"0";"0";"0";"0";"50";"80";"25";"5";"5";"5";"5";"0";"5";"5";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"5";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"55";"45";"45";"25";"25";"20";"15";"15";"10";"10";"15";"10";"5";"0";"0";"10";"0";"10";"0";"0";"5";"0";"0";"5";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"10";"5";"65";"55";"80";"45";"40";"55";"15";"10";"25";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"10";"5";"10";"0";"0";"5";"5";"5";"5";"0";"0";"0";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Duiven";"915";"880";"865";"585";"570";"480";"475";"460";"355";"0";"5";"5";"470";"460";"350";"60";"70";"60";"55";"70";"55";"0";"0";"0";"5";"0";"5";"40";"35";"65";"0";"0";"5";"0";"0";"0";"35";"30";"60";"5";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"110";"80";"85";"100";"70";"75";"55";"50";"40";"0";"0";"0";"0";"0";"0";"0";"0";"0";"40";"20";"35";"0";"5";"5";"0";"5";"5";"0";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"60";"60";"70";"25";"25";"35";"15";"15";"25";"10";"15";"20";"5";"0";"0";"10";"10";"10";"0";"0";"5";"0";"0";"0";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"10";"145";"140";"205";"110";"105";"145";"20";"20";"50";"5";"5";"5";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"5";"10";"10";"10";"0";"5";"0";"5";"5";"5";"0";"0";"0";"5";"5";"5";"0";"10";"5";"0";"0";"0";"0";"10";"5"
"Ede";"5375";"4895";"4910";"3430";"3210";"3125";"3000";"2730";"2605";"20";"30";"30";"2980";"2700";"2575";"280";"250";"290";"270";"245";"280";"0";"0";"0";"15";"5";"10";"110";"190";"185";"10";"5";"10";"0";"0";"0";"100";"185";"175";"30";"30";"35";"5";"5";"10";"0";"0";"0";"5";"0";"0";"0";"0";"0";"680";"545";"530";"535";"445";"395";"285";"210";"205";"5";"0";"5";"10";"5";"5";"0";"0";"0";"235";"225";"185";"65";"55";"50";"30";"20";"20";"20";"20";"15";"10";"5";"5";"15";"15";"15";"0";"5";"0";"10";"10";"10";"5";"0";"0";"5";"10";"0";"55";"30";"35";"30";"15";"45";"15";"10";"20";"10";"5";"25";"5";"0";"0";"0";"0";"0";"0";"0";"5";"535";"395";"430";"275";"195";"225";"165";"120";"120";"160";"110";"110";"10";"10";"10";"70";"55";"65";"15";"15";"20";"20";"10";"15";"15";"10";"5";"5";"5";"10";"0";"5";"0";"5";"0";"0";"10";"10";"10";"15";"15";"10";"0";"5";"0";"5";"0";"0";"5";"5";"5";"95";"65";"85";"570";"605";"670";"405";"400";"465";"105";"160";"155";"15";"20";"15";"0";"0";"0";"5";"0";"5";"5";"0";"0";"0";"0";"5";"40";"20";"20";"25";"30";"20";"10";"15";"10";"10";"10";"5";"0";"0";"0";"15";"15";"30";"20";"30";"20";"0";"0";"0";"20";"30";"20"
"Elburg";"685";"595";"545";"360";"295";"260";"280";"205";"170";"0";"0";"0";"280";"205";"170";"50";"55";"65";"50";"50";"65";"0";"0";"0";"0";"0";"0";"20";"25";"20";"0";"0";"0";"0";"0";"0";"20";"25";"20";"5";"5";"5";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"105";"90";"80";"95";"80";"75";"45";"40";"35";"0";"0";"0";"0";"0";"5";"0";"0";"0";"50";"40";"40";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"65";"60";"45";"30";"25";"25";"20";"20";"15";"15";"20";"10";"5";"0";"0";"10";"10";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"10";"5";"110";"120";"145";"55";"75";"80";"35";"35";"50";"10";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"5";"5";"15";"10";"10";"10";"5";"5";"5";"5";"5";"0";"0";"0";"5";"5";"0";"5";"5";"5";"0";"0";"0";"5";"5";"5"
"Epe";"1175";"1160";"950";"685";"605";"495";"565";"480";"375";"5";"0";"5";"560";"480";"375";"75";"70";"70";"70";"65";"70";"0";"0";"0";"5";"5";"5";"30";"40";"35";"0";"0";"0";"0";"0";"0";"30";"40";"35";"10";"10";"5";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"175";"180";"140";"155";"145";"115";"45";"45";"35";"5";"5";"0";"0";"0";"0";"0";"0";"0";"110";"95";"80";"10";"15";"5";"0";"5";"5";"0";"0";"0";"0";"5";"0";"5";"5";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"5";"20";"10";"5";"5";"5";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"90";"130";"95";"45";"75";"55";"30";"40";"30";"30";"30";"25";"0";"10";"5";"5";"10";"10";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"15";"25";"15";"155";"160";"160";"95";"115";"115";"40";"35";"40";"10";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"5";"5";"30";"40";"40";"20";"25";"20";"10";"15";"20";"0";"0";"0";"10";"15";"5";"10";"5";"5";"0";"0";"0";"10";"5";"5"
"Ermelo";"1355";"1065";"1045";"760";"545";"540";"635";"430";"405";"15";"5";"5";"620";"425";"400";"65";"45";"90";"65";"45";"85";"0";"0";"0";"0";"5";"0";"40";"55";"35";"0";"0";"5";"0";"0";"0";"35";"50";"30";"10";"5";"10";"10";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"180";"155";"135";"155";"125";"115";"65";"45";"55";"5";"5";"0";"0";"5";"0";"0";"0";"0";"85";"75";"60";"10";"15";"10";"5";"5";"5";"5";"5";"5";"0";"0";"0";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"10";"10";"5";"5";"5";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"185";"170";"155";"90";"90";"90";"65";"50";"35";"60";"50";"30";"5";"0";"5";"15";"15";"25";"5";"5";"10";"5";"5";"5";"0";"0";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"10";"5";"0";"0";"0";"0";"0";"0";"0";"5";"0";"30";"15";"15";"170";"150";"175";"90";"85";"110";"50";"45";"55";"5";"10";"5";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"15";"10";"10";"25";"20";"20";"15";"10";"15";"10";"10";"5";"0";"0";"0";"5";"5";"5";"5";"0";"5";"0";"0";"0";"5";"0";"5"
"Geldermalsen";"1180";"1115";"915";"715";"680";"540";"615";"570";"425";"5";"5";"5";"610";"565";"420";"60";"60";"65";"60";"55";"60";"0";"0";"0";"0";"5";"5";"35";"40";"40";"0";"5";"0";"5";"0";"0";"30";"35";"40";"5";"5";"5";"5";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"165";"150";"105";"145";"135";"95";"70";"50";"35";"5";"0";"0";"0";"0";"0";"0";"0";"0";"70";"85";"60";"15";"10";"5";"10";"5";"0";"10";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"110";"75";"100";"65";"50";"50";"30";"20";"30";"25";"10";"25";"10";"5";"5";"10";"5";"15";"5";"0";"5";"0";"0";"0";"5";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"15";"5";"155";"170";"150";"105";"120";"125";"35";"35";"20";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"5";"0";"15";"20";"10";"10";"10";"5";"5";"5";"5";"0";"0";"0";"5";"5";"5";"5";"5";"0";"0";"0";"0";"5";"5";"0"
"Groesbeek";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Bron: CBS"
