"Geregistreerde criminaliteit; soort misdrijf, regio"
"Onderwerp: |Totaal geregistreerde misdrijven"
""
"Soort misdrijf";"Misdrijven, totaal";"Misdrijven, totaal";"Misdrijven, totaal";"1 Vermogensmisdrijven";"1 Vermogensmisdrijven";"1 Vermogensmisdrijven";"1.1 Diefstal/verduistering en inbraak";"1.1 Diefstal/verduistering en inbraak";"1.1 Diefstal/verduistering en inbraak";"1.1.1 Diefstal en inbraak met geweld";"1.1.1 Diefstal en inbraak met geweld";"1.1.1 Diefstal en inbraak met geweld";"1.1.2 Diefstal en inbraak zonder geweld";"1.1.2 Diefstal en inbraak zonder geweld";"1.1.2 Diefstal en inbraak zonder geweld";"1.2 Bedrog";"1.2 Bedrog";"1.2 Bedrog";"1.2.1 Oplichting";"1.2.1 Oplichting";"1.2.1 Oplichting";"1.2.2 Flessentrekkerij";"1.2.2 Flessentrekkerij";"1.2.2 Flessentrekkerij";"1.2.3 Bedrog (overig)";"1.2.3 Bedrog (overig)";"1.2.3 Bedrog (overig)";"1.3 Valsheidsmisdrijf";"1.3 Valsheidsmisdrijf";"1.3 Valsheidsmisdrijf";"1.3.1 Muntmisdrijf";"1.3.1 Muntmisdrijf";"1.3.1 Muntmisdrijf";"1.3.2 Valsheid in zegels en merken";"1.3.2 Valsheid in zegels en merken";"1.3.2 Valsheid in zegels en merken";"1.3.3 Valsheid in geschriften";"1.3.3 Valsheid in geschriften";"1.3.3 Valsheid in geschriften";"1.4 Heling";"1.4 Heling";"1.4 Heling";"1.5 Afpersing en afdreiging";"1.5 Afpersing en afdreiging";"1.5 Afpersing en afdreiging";"1.6 Bankbreuk";"1.6 Bankbreuk";"1.6 Bankbreuk";"1.7 Witwassen";"1.7 Witwassen";"1.7 Witwassen";"1.8 Vermogensmisdrijf (overig)";"1.8 Vermogensmisdrijf (overig)";"1.8 Vermogensmisdrijf (overig)";"2 Vernielingen, misdr.openb.orde/gezag";"2 Vernielingen, misdr.openb.orde/gezag";"2 Vernielingen, misdr.openb.orde/gezag";"2.1 Vernieling en beschadiging";"2.1 Vernieling en beschadiging";"2.1 Vernieling en beschadiging";"2.1.1 Vernieling aan auto";"2.1.1 Vernieling aan auto";"2.1.1 Vernieling aan auto";"2.1.2 Vernieling aan openbaar gebouw";"2.1.2 Vernieling aan openbaar gebouw";"2.1.2 Vernieling aan openbaar gebouw";"2.1.3 Vernieling middel openb.vervoer";"2.1.3 Vernieling middel openb.vervoer";"2.1.3 Vernieling middel openb.vervoer";"2.1.4 Dierenmishandeling";"2.1.4 Dierenmishandeling";"2.1.4 Dierenmishandeling";"2.1.5 Vernieling, beschadiging (overig)";"2.1.5 Vernieling, beschadiging (overig)";"2.1.5 Vernieling, beschadiging (overig)";"2.2 Openbare orde misdrijf";"2.2 Openbare orde misdrijf";"2.2 Openbare orde misdrijf";"2.2.1 Openlijke geweldpleging";"2.2.1 Openlijke geweldpleging";"2.2.1 Openlijke geweldpleging";"2.2.1.1 Openlijk geweld tegen persoon";"2.2.1.1 Openlijk geweld tegen persoon";"2.2.1.1 Openlijk geweld tegen persoon";"2.2.1.2 Openlijk geweld tegen goed";"2.2.1.2 Openlijk geweld tegen goed";"2.2.1.2 Openlijk geweld tegen goed";"2.2.2 Huisvredebreuk";"2.2.2 Huisvredebreuk";"2.2.2 Huisvredebreuk";"2.2.3 Lokaalvredebreuk";"2.2.3 Lokaalvredebreuk";"2.2.3 Lokaalvredebreuk";"2.2.4 Computervredebreuk";"2.2.4 Computervredebreuk";"2.2.4 Computervredebreuk";"2.2.5 Discriminatie";"2.2.5 Discriminatie";"2.2.5 Discriminatie";"2.2.6 Openbare orde misdrijf (overig)";"2.2.6 Openbare orde misdrijf (overig)";"2.2.6 Openbare orde misdrijf (overig)";"2.3 Brandstichting/ontploffing";"2.3 Brandstichting/ontploffing";"2.3 Brandstichting/ontploffing";"2.4 Openbaar gezag misdrijf";"2.4 Openbaar gezag misdrijf";"2.4 Openbaar gezag misdrijf";"2.4.1 Niet opvolgen van ambtelijk bevel";"2.4.1 Niet opvolgen van ambtelijk bevel";"2.4.1 Niet opvolgen van ambtelijk bevel";"2.4.2 Wederspannigheid";"2.4.2 Wederspannigheid";"2.4.2 Wederspannigheid";"2.4.3 Valse aangifte";"2.4.3 Valse aangifte";"2.4.3 Valse aangifte";"2.4.5 Verblijf ongewenste vreemdeling";"2.4.5 Verblijf ongewenste vreemdeling";"2.4.5 Verblijf ongewenste vreemdeling";"2.4.6 Openbaar gezag misdrijf (overig)";"2.4.6 Openbaar gezag misdrijf (overig)";"2.4.6 Openbaar gezag misdrijf (overig)";"3 Gewelds- en seksuele misdrijven";"3 Gewelds- en seksuele misdrijven";"3 Gewelds- en seksuele misdrijven";"3.1 Mishandeling";"3.1 Mishandeling";"3.1 Mishandeling";"3.2 Bedreiging en stalking";"3.2 Bedreiging en stalking";"3.2 Bedreiging en stalking";"3.2.1 Bedreiging";"3.2.1 Bedreiging";"3.2.1 Bedreiging";"3.2.2 Stalking";"3.2.2 Stalking";"3.2.2 Stalking";"3.3 Seksueel misdrijf";"3.3 Seksueel misdrijf";"3.3 Seksueel misdrijf";"3.3.1 Aanranding";"3.3.1 Aanranding";"3.3.1 Aanranding";"3.3.2 Verkrachting";"3.3.2 Verkrachting";"3.3.2 Verkrachting";"3.3.3 Schennis der eerbaarheid";"3.3.3 Schennis der eerbaarheid";"3.3.3 Schennis der eerbaarheid";"3.3.4 Ontucht met minderjarige";"3.3.4 Ontucht met minderjarige";"3.3.4 Ontucht met minderjarige";"3.3.5 Pornografie";"3.3.5 Pornografie";"3.3.5 Pornografie";"3.3.6 Ontucht met misbruik van gezag";"3.3.6 Ontucht met misbruik van gezag";"3.3.6 Ontucht met misbruik van gezag";"3.3.7 Seksueel misdrijf (overig)";"3.3.7 Seksueel misdrijf (overig)";"3.3.7 Seksueel misdrijf (overig)";"3.4 Levensmisdrijf";"3.4 Levensmisdrijf";"3.4 Levensmisdrijf";"3.5 Vrijheidsbeneming/gijzeling";"3.5 Vrijheidsbeneming/gijzeling";"3.5 Vrijheidsbeneming/gijzeling";"3.6 Mensenhandel, mensensmokkel";"3.6 Mensenhandel, mensensmokkel";"3.6 Mensenhandel, mensensmokkel";"3.7 Geweldsmisdrijf (overig)";"3.7 Geweldsmisdrijf (overig)";"3.7 Geweldsmisdrijf (overig)";"4 Misdrijven WvSr (overig)";"4 Misdrijven WvSr (overig)";"4 Misdrijven WvSr (overig)";"5 Verkeersmisdrijven";"5 Verkeersmisdrijven";"5 Verkeersmisdrijven";"5.1 Verlaten plaats ongeval";"5.1 Verlaten plaats ongeval";"5.1 Verlaten plaats ongeval";"5.2 Rijden onder invloed";"5.2 Rijden onder invloed";"5.2 Rijden onder invloed";"5.3 Rijden tijdens ontzegging";"5.3 Rijden tijdens ontzegging";"5.3 Rijden tijdens ontzegging";"5.4 Rijden tijdens rijverbod";"5.4 Rijden tijdens rijverbod";"5.4 Rijden tijdens rijverbod";"5.5 Voeren vals kenteken";"5.5 Voeren vals kenteken";"5.5 Voeren vals kenteken";"5.6 Joyriding";"5.6 Joyriding";"5.6 Joyriding";"5.7 Weigeren blaastest/bloedonderzoek";"5.7 Weigeren blaastest/bloedonderzoek";"5.7 Weigeren blaastest/bloedonderzoek";"5.8 Verkeersmisdrijf (overig)";"5.8 Verkeersmisdrijf (overig)";"5.8 Verkeersmisdrijf (overig)";"6 Drugsmisdrijven";"6 Drugsmisdrijven";"6 Drugsmisdrijven";"6.1 Harddrugs";"6.1 Harddrugs";"6.1 Harddrugs";"6.2 Softdrugs";"6.2 Softdrugs";"6.2 Softdrugs";"6.3 Drugsmisdrijf (overig)";"6.3 Drugsmisdrijf (overig)";"6.3 Drugsmisdrijf (overig)";"7 (Vuur)wapenmisdrijven";"7 (Vuur)wapenmisdrijven";"7 (Vuur)wapenmisdrijven";"9 Misdrijven overige wetten";"9 Misdrijven overige wetten";"9 Misdrijven overige wetten";"9.1 Militair misdrijf";"9.1 Militair misdrijf";"9.1 Militair misdrijf";"9.2 Misdrijf (overig)";"9.2 Misdrijf (overig)";"9.2 Misdrijf (overig)"
"Haren";"695";"585";"520";"475";"325";"290";"415";"265";"215";"5";"5";"0";"410";"260";"215";"40";"30";"40";"35";"25";"40";"0";"0";"0";"5";"5";"0";"20";"30";"30";"0";"0";"0";"0";"0";"0";"15";"30";"30";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"85";"90";"65";"70";"75";"45";"35";"35";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"35";"40";"25";"10";"10";"15";"0";"0";"5";"0";"0";"5";"0";"0";"0";"5";"0";"5";"0";"5";"0";"5";"5";"10";"0";"0";"0";"0";"0";"0";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"80";"50";"20";"30";"25";"25";"30";"15";"15";"25";"15";"5";"5";"0";"5";"15";"10";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"5";"5";"5";"75";"75";"100";"55";"40";"70";"20";"25";"25";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"0";"5";"5";"5";"0";"0";"0";"5";"5";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Hoogezand-Sappemeer";"1420";"1180";"";"760";"565";"";"630";"460";"";"10";"5";"";"615";"455";"";"85";"65";"";"80";"60";"";"0";"0";"";"5";"5";"";"40";"35";"";"5";"0";"";"0";"0";"";"35";"35";"";"5";"0";"";"0";"5";"";"0";"0";"";"0";"5";"";"0";"0";"";"240";"205";"";"220";"180";"";"95";"80";"";"5";"0";"";"0";"0";"";"0";"0";"";"120";"100";"";"10";"20";"";"0";"5";"";"0";"5";"";"0";"0";"";"0";"5";"";"0";"0";"";"5";"0";"";"0";"5";"";"0";"0";"";"5";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"195";"185";"";"100";"90";"";"60";"60";"";"50";"50";"";"10";"10";"";"30";"15";"";"10";"5";"";"5";"5";"";"0";"5";"";"5";"0";"";"0";"0";"";"5";"0";"";"10";"5";"";"5";"10";"";"0";"0";"";"0";"0";"";"0";"0";"";"15";"20";"";"170";"170";"";"120";"105";"";"40";"50";"";"5";"10";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"5";"";"25";"20";"";"5";"5";"";"20";"20";"";"0";"0";"";"5";"5";"";"10";"5";"";"0";"0";"";"10";"5";""
"Leek";"645";"565";"450";"375";"335";"230";"300";"260";"155";"5";"0";"0";"295";"260";"155";"45";"35";"50";"45";"35";"50";"0";"0";"0";"0";"0";"0";"25";"30";"25";"0";"5";"5";"0";"0";"0";"25";"25";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"100";"70";"70";"90";"60";"65";"30";"30";"30";"0";"0";"0";"0";"0";"0";"0";"0";"0";"60";"25";"35";"5";"5";"5";"5";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"55";"50";"55";"25";"30";"25";"15";"10";"20";"15";"10";"15";"0";"0";"5";"10";"10";"10";"0";"0";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"5";"90";"95";"75";"55";"55";"50";"25";"30";"15";"10";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"5";"10";"5";"5";"5";"0";"5";"10";"5";"5";"0";"0";"0";"0";"0";"5";"5";"5";"0";"0";"0";"0";"5";"5";"0"
"Loppersum";"230";"185";"170";"120";"70";"80";"75";"45";"55";"0";"0";"0";"75";"45";"55";"25";"15";"10";"25";"15";"10";"0";"0";"0";"0";"0";"0";"15";"10";"10";"0";"0";"0";"0";"0";"0";"15";"10";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"40";"35";"35";"35";"35";"30";"10";"10";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"25";"25";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30";"30";"20";"15";"15";"5";"5";"10";"5";"5";"10";"5";"0";"0";"0";"0";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"35";"35";"35";"25";"25";"20";"10";"10";"5";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"5";"0"
"De Marne";"250";"215";"225";"125";"90";"100";"85";"60";"70";"0";"0";"0";"85";"60";"70";"30";"25";"20";"25";"25";"20";"0";"0";"0";"5";"0";"0";"5";"10";"10";"0";"0";"0";"0";"0";"0";"5";"10";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"55";"45";"50";"45";"40";"40";"20";"15";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"30";"30";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"35";"30";"30";"15";"20";"20";"15";"10";"5";"15";"10";"5";"0";"0";"0";"5";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"5";"20";"40";"35";"15";"25";"25";"5";"5";"5";"0";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"5";"5";"5";"0";"0";"5";"5";"5";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"5";"0";"0"
"Marum";"255";"260";"230";"140";"120";"115";"105";"75";"85";"0";"0";"0";"105";"75";"85";"30";"35";"20";"30";"35";"20";"0";"0";"0";"0";"0";"0";"5";"5";"5";"0";"0";"0";"0";"0";"0";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"40";"50";"45";"35";"40";"30";"10";"10";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"25";"25";"5";"10";"10";"5";"10";"5";"0";"10";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"40";"35";"25";"25";"20";"15";"5";"5";"10";"5";"5";"10";"0";"0";"0";"5";"5";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30";"45";"35";"10";"20";"20";"10";"20";"15";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"5";"5";"5";"5";"0";"0";"0";"5";"0";"5";"0";"0";"0";"0";"0";"0";"0";"5";"5";"0";"0";"0";"0";"5";"5"
"Menterwolde";"310";"295";"";"140";"115";"";"100";"65";"";"0";"0";"";"100";"65";"";"30";"30";"";"30";"25";"";"0";"0";"";"0";"5";"";"10";"15";"";"0";"0";"";"0";"0";"";"10";"15";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"75";"65";"";"70";"65";"";"35";"25";"";"0";"0";"";"0";"0";"";"0";"0";"";"35";"35";"";"0";"5";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"5";"";"0";"0";"";"0";"0";"";"5";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"50";"55";"";"20";"30";"";"20";"20";"";"15";"15";"";"0";"5";"";"10";"0";"";"0";"0";"";"5";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"5";"5";"";"0";"0";"";"0";"0";"";"0";"0";"";"5";"5";"";"30";"40";"";"20";"25";"";"5";"10";"";"0";"5";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"5";"10";"";"0";"0";"";"5";"5";"";"0";"0";"";"0";"5";"";"0";"0";"";"0";"0";"";"0";"0";""
"Midden-Groningen";"";"";"1845";"";"";"845";"";"";"590";"";"";"5";"";"";"585";"";"";"150";"";"";"145";"";"";"0";"";"";"5";"";"";"80";"";"";"5";"";"";"0";"";"";"75";"";"";"15";"";"";"10";"";"";"0";"";"";"0";"";"";"0";"";"";"325";"";"";"255";"";"";"85";"";"";"5";"";"";"0";"";"";"0";"";"";"165";"";"";"30";"";"";"5";"";"";"5";"";"";"0";"";"";"10";"";"";"5";"";"";"10";"";"";"0";"";"";"0";"";"";"30";"";"";"10";"";"";"10";"";"";"0";"";"";"0";"";"";"0";"";"";"0";"";"";"285";"";"";"140";"";"";"95";"";"";"85";"";"";"10";"";"";"30";"";"";"0";"";"";"10";"";"";"0";"";"";"5";"";"";"0";"";"";"0";"";"";"15";"";"";"10";"";"";"0";"";"";"0";"";"";"5";"";"";"30";"";"";"305";"";"";"190";"";"";"95";"";"";"10";"";"";"0";"";"";"0";"";"";"0";"";"";"0";"";"";"5";"";"";"40";"";"";"5";"";"";"30";"";"";"0";"";"";"10";"";"";"10";"";"";"0";"";"";"10"
"Oldambt";"1655";"1555";"1480";"870";"755";"735";"700";"605";"580";"5";"0";"10";"695";"600";"570";"100";"95";"80";"95";"80";"75";"0";"0";"0";"5";"15";"5";"65";"50";"60";"0";"0";"5";"0";"0";"0";"65";"45";"55";"5";"5";"5";"0";"5";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"235";"260";"235";"200";"220";"195";"70";"95";"70";"0";"5";"5";"0";"0";"0";"0";"0";"0";"125";"120";"120";"20";"20";"20";"5";"10";"5";"5";"5";"0";"0";"5";"0";"10";"0";"5";"0";"0";"0";"0";"5";"10";"0";"0";"0";"0";"0";"0";"10";"15";"15";"5";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"265";"255";"200";"145";"150";"95";"85";"70";"60";"75";"60";"55";"10";"10";"5";"25";"25";"25";"5";"5";"5";"0";"5";"5";"0";"0";"5";"5";"5";"5";"0";"0";"0";"0";"5";"0";"10";"10";"5";"5";"10";"10";"0";"0";"0";"0";"0";"0";"5";"0";"5";"15";"25";"15";"220";"210";"245";"130";"135";"135";"65";"60";"85";"15";"10";"15";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"5";"35";"35";"35";"15";"15";"10";"20";"20";"20";"0";"0";"5";"5";"5";"10";"10";"10";"5";"0";"0";"0";"10";"10";"5"
"Pekela";"460";"410";"415";"220";"200";"175";"180";"145";"120";"0";"0";"0";"180";"145";"120";"35";"25";"25";"30";"25";"25";"0";"0";"0";"5";"5";"0";"10";"20";"25";"0";"0";"0";"0";"0";"0";"10";"20";"25";"0";"0";"0";"0";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"90";"90";"95";"80";"80";"70";"20";"35";"30";"0";"0";"0";"0";"0";"0";"0";"0";"0";"60";"45";"40";"5";"10";"10";"0";"5";"5";"0";"5";"5";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"5";"0";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"95";"55";"65";"45";"25";"25";"35";"20";"25";"35";"20";"20";"5";"0";"5";"5";"5";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"10";"10";"10";"35";"40";"50";"20";"20";"35";"10";"10";"15";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"10";"10";"0";"0";"5";"5";"10";"10";"0";"0";"0";"0";"0";"5";"5";"0";"5";"0";"0";"0";"5";"0";"5"
"Slochteren";"355";"260";"";"170";"130";"";"125";"85";"";"0";"0";"";"125";"80";"";"30";"25";"";"30";"25";"";"0";"0";"";"0";"0";"";"15";"15";"";"0";"0";"";"0";"0";"";"10";"15";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"60";"30";"";"55";"25";"";"20";"10";"";"0";"0";"";"0";"0";"";"0";"0";"";"30";"10";"";"5";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"5";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"50";"35";"";"25";"15";"";"15";"15";"";"15";"15";"";"0";"5";"";"5";"5";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"5";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"5";"5";"";"55";"50";"";"35";"20";"";"15";"20";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"5";"";"5";"5";"";"0";"5";"";"0";"5";"";"0";"0";"";"0";"0";"";"10";"0";"";"0";"0";"";"10";"0";""
"Stadskanaal";"1205";"1115";"990";"685";"550";"525";"560";"430";"405";"5";"5";"5";"555";"425";"400";"80";"75";"65";"80";"70";"60";"0";"0";"0";"5";"5";"0";"35";"30";"45";"5";"5";"0";"0";"0";"0";"30";"25";"40";"5";"10";"5";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"155";"210";"155";"140";"150";"125";"60";"70";"50";"0";"5";"5";"0";"0";"0";"0";"0";"0";"80";"75";"75";"10";"30";"20";"5";"20";"10";"5";"20";"10";"0";"0";"0";"0";"5";"0";"0";"5";"0";"0";"5";"5";"0";"0";"0";"0";"0";"0";"10";"25";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"175";"150";"135";"95";"70";"70";"45";"55";"45";"45";"50";"45";"0";"5";"0";"25";"20";"10";"5";"0";"5";"0";"0";"5";"5";"0";"0";"5";"5";"0";"5";"0";"0";"0";"0";"0";"5";"10";"0";"10";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"10";"10";"160";"150";"135";"105";"90";"85";"50";"45";"40";"0";"10";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"5";"15";"25";"20";"5";"5";"5";"10";"20";"10";"0";"0";"0";"5";"10";"10";"5";"10";"5";"0";"0";"0";"5";"10";"5"
"Veendam";"1085";"890";"1015";"525";"415";"455";"405";"285";"345";"5";"0";"0";"400";"285";"345";"85";"70";"60";"80";"65";"55";"0";"0";"0";"5";"5";"5";"30";"50";"50";"5";"0";"0";"0";"0";"0";"25";"50";"50";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"185";"140";"190";"160";"125";"150";"60";"60";"45";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";"65";"100";"10";"10";"20";"5";"5";"5";"5";"5";"5";"0";"0";"0";"0";"5";"10";"0";"0";"0";"5";"0";"5";"0";"0";"0";"0";"0";"0";"10";"0";"10";"5";"5";"10";"0";"0";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"205";"185";"185";"110";"95";"110";"70";"65";"55";"65";"60";"50";"5";"5";"5";"20";"15";"15";"0";"0";"5";"0";"0";"0";"5";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"5";"10";"5";"5";"5";"15";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"15";"20";"115";"110";"145";"85";"65";"80";"25";"35";"55";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"0";"25";"10";"15";"5";"0";"5";"20";"10";"10";"0";"0";"0";"5";"5";"5";"0";"5";"0";"0";"0";"0";"0";"5";"0"
"Vlagtwedde";"1110";"720";"";"740";"380";"";"670";"320";"";"5";"5";"";"660";"315";"";"45";"30";"";"35";"25";"";"0";"0";"";"5";"0";"";"20";"25";"";"0";"0";"";"0";"0";"";"20";"20";"";"5";"5";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"125";"90";"";"100";"65";"";"40";"25";"";"0";"5";"";"0";"0";"";"0";"0";"";"55";"35";"";"25";"20";"";"5";"0";"";"5";"0";"";"0";"0";"";"5";"10";"";"10";"5";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"10";"";"0";"5";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"150";"140";"";"50";"60";"";"60";"40";"";"60";"35";"";"0";"0";"";"20";"20";"";"5";"5";"";"5";"5";"";"5";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"5";"5";"";"0";"0";"";"0";"0";"";"20";"20";"";"0";"0";"";"5";"10";"";"70";"80";"";"50";"50";"";"20";"25";"";"0";"5";"";"0";"0";"";"0";"0";"";"0";"0";"";"0";"0";"";"5";"5";"";"10";"10";"";"0";"0";"";"5";"10";"";"0";"0";"";"5";"5";"";"0";"5";"";"0";"0";"";"0";"5";""
"Westerwolde";"";"";"1045";"";"";"625";"";"";"545";"";"";"10";"";"";"530";"";"";"50";"";"";"45";"";"";"0";"";"";"0";"";"";"20";"";"";"0";"";"";"0";"";"";"15";"";"";"10";"";"";"0";"";"";"0";"";"";"0";"";"";"0";"";"";"135";"";"";"95";"";"";"40";"";"";"0";"";"";"0";"";"";"0";"";"";"55";"";"";"25";"";"";"10";"";"";"10";"";"";"0";"";"";"5";"";"";"5";"";"";"5";"";"";"0";"";"";"0";"";"";"10";"";"";"5";"";"";"0";"";"";"0";"";"";"0";"";"";"0";"";"";"0";"";"";"160";"";"";"85";"";"";"35";"";"";"35";"";"";"0";"";"";"20";"";"";"5";"";"";"5";"";"";"0";"";"";"0";"";"";"5";"";"";"0";"";"";"5";"";"";"5";"";"";"0";"";"";"10";"";"";"0";"";"";"15";"";"";"95";"";"";"60";"";"";"25";"";"";"5";"";"";"0";"";"";"0";"";"";"0";"";"";"0";"";"";"0";"";"";"5";"";"";"0";"";"";"5";"";"";"0";"";"";"5";"";"";"5";"";"";"0";"";"";"5"
