"Geregistreerde criminaliteit; soort misdrijf, regio"
"Onderwerp: |Totaal geregistreerde misdrijven"
""
"Soort misdrijf";"Misdrijven, totaal";"Misdrijven, totaal";"Misdrijven, totaal";"1 Vermogensmisdrijven";"1 Vermogensmisdrijven";"1 Vermogensmisdrijven";"1.1 Diefstal/verduistering en inbraak";"1.1 Diefstal/verduistering en inbraak";"1.1 Diefstal/verduistering en inbraak";"1.1.1 Diefstal en inbraak met geweld";"1.1.1 Diefstal en inbraak met geweld";"1.1.1 Diefstal en inbraak met geweld";"1.1.2 Diefstal en inbraak zonder geweld";"1.1.2 Diefstal en inbraak zonder geweld";"1.1.2 Diefstal en inbraak zonder geweld";"1.2 Bedrog";"1.2 Bedrog";"1.2 Bedrog";"1.2.1 Oplichting";"1.2.1 Oplichting";"1.2.1 Oplichting";"1.2.2 Flessentrekkerij";"1.2.2 Flessentrekkerij";"1.2.2 Flessentrekkerij";"1.2.3 Bedrog (overig)";"1.2.3 Bedrog (overig)";"1.2.3 Bedrog (overig)";"1.3 Valsheidsmisdrijf";"1.3 Valsheidsmisdrijf";"1.3 Valsheidsmisdrijf";"1.3.1 Muntmisdrijf";"1.3.1 Muntmisdrijf";"1.3.1 Muntmisdrijf";"1.3.2 Valsheid in zegels en merken";"1.3.2 Valsheid in zegels en merken";"1.3.2 Valsheid in zegels en merken";"1.3.3 Valsheid in geschriften";"1.3.3 Valsheid in geschriften";"1.3.3 Valsheid in geschriften";"1.4 Heling";"1.4 Heling";"1.4 Heling";"1.5 Afpersing en afdreiging";"1.5 Afpersing en afdreiging";"1.5 Afpersing en afdreiging";"1.6 Bankbreuk";"1.6 Bankbreuk";"1.6 Bankbreuk";"1.7 Witwassen";"1.7 Witwassen";"1.7 Witwassen";"1.8 Vermogensmisdrijf (overig)";"1.8 Vermogensmisdrijf (overig)";"1.8 Vermogensmisdrijf (overig)";"2 Vernielingen, misdr.openb.orde/gezag";"2 Vernielingen, misdr.openb.orde/gezag";"2 Vernielingen, misdr.openb.orde/gezag";"2.1 Vernieling en beschadiging";"2.1 Vernieling en beschadiging";"2.1 Vernieling en beschadiging";"2.1.1 Vernieling aan auto";"2.1.1 Vernieling aan auto";"2.1.1 Vernieling aan auto";"2.1.2 Vernieling aan openbaar gebouw";"2.1.2 Vernieling aan openbaar gebouw";"2.1.2 Vernieling aan openbaar gebouw";"2.1.3 Vernieling middel openb.vervoer";"2.1.3 Vernieling middel openb.vervoer";"2.1.3 Vernieling middel openb.vervoer";"2.1.4 Dierenmishandeling";"2.1.4 Dierenmishandeling";"2.1.4 Dierenmishandeling";"2.1.5 Vernieling, beschadiging (overig)";"2.1.5 Vernieling, beschadiging (overig)";"2.1.5 Vernieling, beschadiging (overig)";"2.2 Openbare orde misdrijf";"2.2 Openbare orde misdrijf";"2.2 Openbare orde misdrijf";"2.2.1 Openlijke geweldpleging";"2.2.1 Openlijke geweldpleging";"2.2.1 Openlijke geweldpleging";"2.2.1.1 Openlijk geweld tegen persoon";"2.2.1.1 Openlijk geweld tegen persoon";"2.2.1.1 Openlijk geweld tegen persoon";"2.2.1.2 Openlijk geweld tegen goed";"2.2.1.2 Openlijk geweld tegen goed";"2.2.1.2 Openlijk geweld tegen goed";"2.2.2 Huisvredebreuk";"2.2.2 Huisvredebreuk";"2.2.2 Huisvredebreuk";"2.2.3 Lokaalvredebreuk";"2.2.3 Lokaalvredebreuk";"2.2.3 Lokaalvredebreuk";"2.2.4 Computervredebreuk";"2.2.4 Computervredebreuk";"2.2.4 Computervredebreuk";"2.2.5 Discriminatie";"2.2.5 Discriminatie";"2.2.5 Discriminatie";"2.2.6 Openbare orde misdrijf (overig)";"2.2.6 Openbare orde misdrijf (overig)";"2.2.6 Openbare orde misdrijf (overig)";"2.3 Brandstichting/ontploffing";"2.3 Brandstichting/ontploffing";"2.3 Brandstichting/ontploffing";"2.4 Openbaar gezag misdrijf";"2.4 Openbaar gezag misdrijf";"2.4 Openbaar gezag misdrijf";"2.4.1 Niet opvolgen van ambtelijk bevel";"2.4.1 Niet opvolgen van ambtelijk bevel";"2.4.1 Niet opvolgen van ambtelijk bevel";"2.4.2 Wederspannigheid";"2.4.2 Wederspannigheid";"2.4.2 Wederspannigheid";"2.4.3 Valse aangifte";"2.4.3 Valse aangifte";"2.4.3 Valse aangifte";"2.4.5 Verblijf ongewenste vreemdeling";"2.4.5 Verblijf ongewenste vreemdeling";"2.4.5 Verblijf ongewenste vreemdeling";"2.4.6 Openbaar gezag misdrijf (overig)";"2.4.6 Openbaar gezag misdrijf (overig)";"2.4.6 Openbaar gezag misdrijf (overig)";"3 Gewelds- en seksuele misdrijven";"3 Gewelds- en seksuele misdrijven";"3 Gewelds- en seksuele misdrijven";"3.1 Mishandeling";"3.1 Mishandeling";"3.1 Mishandeling";"3.2 Bedreiging en stalking";"3.2 Bedreiging en stalking";"3.2 Bedreiging en stalking";"3.2.1 Bedreiging";"3.2.1 Bedreiging";"3.2.1 Bedreiging";"3.2.2 Stalking";"3.2.2 Stalking";"3.2.2 Stalking";"3.3 Seksueel misdrijf";"3.3 Seksueel misdrijf";"3.3 Seksueel misdrijf";"3.3.1 Aanranding";"3.3.1 Aanranding";"3.3.1 Aanranding";"3.3.2 Verkrachting";"3.3.2 Verkrachting";"3.3.2 Verkrachting";"3.3.3 Schennis der eerbaarheid";"3.3.3 Schennis der eerbaarheid";"3.3.3 Schennis der eerbaarheid";"3.3.4 Ontucht met minderjarige";"3.3.4 Ontucht met minderjarige";"3.3.4 Ontucht met minderjarige";"3.3.5 Pornografie";"3.3.5 Pornografie";"3.3.5 Pornografie";"3.3.6 Ontucht met misbruik van gezag";"3.3.6 Ontucht met misbruik van gezag";"3.3.6 Ontucht met misbruik van gezag";"3.3.7 Seksueel misdrijf (overig)";"3.3.7 Seksueel misdrijf (overig)";"3.3.7 Seksueel misdrijf (overig)";"3.4 Levensmisdrijf";"3.4 Levensmisdrijf";"3.4 Levensmisdrijf";"3.5 Vrijheidsbeneming/gijzeling";"3.5 Vrijheidsbeneming/gijzeling";"3.5 Vrijheidsbeneming/gijzeling";"3.6 Mensenhandel, mensensmokkel";"3.6 Mensenhandel, mensensmokkel";"3.6 Mensenhandel, mensensmokkel";"3.7 Geweldsmisdrijf (overig)";"3.7 Geweldsmisdrijf (overig)";"3.7 Geweldsmisdrijf (overig)";"4 Misdrijven WvSr (overig)";"4 Misdrijven WvSr (overig)";"4 Misdrijven WvSr (overig)";"5 Verkeersmisdrijven";"5 Verkeersmisdrijven";"5 Verkeersmisdrijven";"5.1 Verlaten plaats ongeval";"5.1 Verlaten plaats ongeval";"5.1 Verlaten plaats ongeval";"5.2 Rijden onder invloed";"5.2 Rijden onder invloed";"5.2 Rijden onder invloed";"5.3 Rijden tijdens ontzegging";"5.3 Rijden tijdens ontzegging";"5.3 Rijden tijdens ontzegging";"5.4 Rijden tijdens rijverbod";"5.4 Rijden tijdens rijverbod";"5.4 Rijden tijdens rijverbod";"5.5 Voeren vals kenteken";"5.5 Voeren vals kenteken";"5.5 Voeren vals kenteken";"5.6 Joyriding";"5.6 Joyriding";"5.6 Joyriding";"5.7 Weigeren blaastest/bloedonderzoek";"5.7 Weigeren blaastest/bloedonderzoek";"5.7 Weigeren blaastest/bloedonderzoek";"5.8 Verkeersmisdrijf (overig)";"5.8 Verkeersmisdrijf (overig)";"5.8 Verkeersmisdrijf (overig)";"6 Drugsmisdrijven";"6 Drugsmisdrijven";"6 Drugsmisdrijven";"6.1 Harddrugs";"6.1 Harddrugs";"6.1 Harddrugs";"6.2 Softdrugs";"6.2 Softdrugs";"6.2 Softdrugs";"6.3 Drugsmisdrijf (overig)";"6.3 Drugsmisdrijf (overig)";"6.3 Drugsmisdrijf (overig)";"7 (Vuur)wapenmisdrijven";"7 (Vuur)wapenmisdrijven";"7 (Vuur)wapenmisdrijven";"9 Misdrijven overige wetten";"9 Misdrijven overige wetten";"9 Misdrijven overige wetten";"9.1 Militair misdrijf";"9.1 Militair misdrijf";"9.1 Militair misdrijf";"9.2 Misdrijf (overig)";"9.2 Misdrijf (overig)";"9.2 Misdrijf (overig)"
"Oostzaan";"500";"455";"390";"260";"260";"215";"230";"220";"165";"0";"0";"0";"225";"220";"165";"20";"25";"25";"20";"25";"20";"0";"0";"0";"0";"0";"0";"5";"10";"15";"0";"0";"0";"0";"0";"0";"5";"10";"15";"0";"0";"5";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"55";"60";"40";"55";"55";"35";"15";"25";"15";"0";"5";"0";"5";"0";"0";"0";"0";"0";"35";"25";"20";"0";"5";"5";"0";"0";"5";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"45";"30";"30";"25";"20";"20";"20";"5";"10";"15";"5";"10";"5";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"95";"85";"90";"35";"35";"40";"45";"45";"35";"10";"5";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"0";"30";"5";"5";"30";"0";"0";"5";"0";"0";"0";"0";"0";"10";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Opmeer";"335";"260";"260";"200";"145";"145";"160";"110";"105";"5";"0";"0";"155";"110";"105";"30";"20";"25";"30";"20";"25";"0";"0";"0";"5";"0";"0";"5";"15";"10";"0";"0";"0";"0";"0";"0";"5";"15";"10";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"35";"25";"40";"30";"20";"15";"10";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"20";"15";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"45";"25";"30";"20";"15";"15";"15";"5";"5";"15";"5";"5";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"5";"30";"45";"50";"20";"30";"35";"10";"10";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"5";"5";"0";"0";"0";"0";"5";"5";"0"
"Ouder-Amstel";"1170";"1005";"850";"640";"645";"525";"525";"555";"430";"5";"20";"20";"520";"535";"410";"60";"50";"35";"35";"30";"25";"0";"0";"0";"20";"15";"10";"45";"30";"55";"0";"0";"0";"0";"0";"5";"45";"30";"55";"5";"5";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"260";"130";"60";"255";"115";"45";"40";"35";"30";"0";"0";"0";"180";"60";"0";"0";"0";"0";"35";"20";"15";"5";"10";"10";"0";"5";"0";"0";"5";"0";"0";"0";"0";"0";"5";"5";"0";"0";"0";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"85";"75";"55";"40";"40";"30";"30";"20";"10";"30";"20";"10";"5";"0";"0";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"5";"10";"5";"10";"165";"130";"185";"105";"90";"130";"40";"30";"45";"5";"10";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"5";"5";"5";"10";"10";"5";"5";"5";"0";"5";"5";"0";"0";"0";"5";"5";"5";"0";"5";"0";"0";"0";"0";"0";"5";"0"
"Purmerend";"3445";"2865";"2865";"1880";"1525";"1475";"1570";"1230";"1110";"45";"25";"45";"1525";"1205";"1065";"215";"195";"205";"210";"185";"195";"0";"0";"0";"5";"5";"10";"75";"85";"125";"5";"10";"5";"0";"0";"0";"70";"75";"115";"15";"15";"30";"5";"5";"10";"0";"0";"0";"5";"5";"0";"0";"0";"0";"550";"515";"430";"465";"420";"345";"225";"200";"155";"0";"5";"5";"0";"0";"0";"0";"0";"0";"235";"220";"185";"50";"55";"40";"15";"20";"5";"10";"15";"5";"0";"5";"0";"20";"10";"10";"0";"0";"0";"10";"25";"20";"5";"0";"0";"0";"0";"0";"20";"25";"30";"15";"10";"15";"10";"5";"5";"0";"5";"5";"5";"0";"5";"0";"0";"0";"0";"0";"0";"425";"335";"380";"230";"195";"220";"130";"90";"110";"120";"85";"100";"15";"5";"10";"50";"30";"30";"15";"5";"5";"5";"5";"10";"10";"0";"0";"5";"5";"5";"5";"0";"0";"5";"5";"5";"10";"10";"5";"5";"10";"10";"0";"0";"5";"0";"0";"5";"5";"0";"5";"40";"25";"35";"475";"415";"470";"300";"270";"280";"135";"105";"155";"10";"10";"15";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"5";"25";"25";"15";"40";"25";"50";"15";"5";"15";"25";"20";"30";"0";"0";"0";"20";"20";"25";"15";"10";"10";"0";"0";"0";"15";"10";"10"
"Schagen";"1695";"1320";"1470";"885";"645";"675";"725";"510";"525";"10";"5";"5";"710";"505";"520";"115";"80";"105";"110";"80";"100";"0";"0";"0";"10";"0";"5";"40";"45";"35";"5";"5";"0";"0";"0";"0";"35";"40";"35";"0";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"275";"225";"250";"230";"185";"195";"120";"85";"95";"5";"0";"0";"0";"0";"0";"0";"0";"0";"110";"95";"100";"35";"30";"40";"20";"15";"15";"15";"10";"15";"0";"5";"0";"0";"5";"5";"0";"0";"0";"10";"15";"10";"0";"0";"0";"5";"0";"5";"5";"5";"10";"5";"5";"5";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"215";"175";"170";"110";"95";"105";"75";"50";"45";"60";"45";"35";"10";"5";"10";"20";"15";"15";"5";"5";"5";"5";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"5";"5";"5";"5";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"5";"0";"20";"15";"15";"270";"230";"305";"170";"140";"185";"80";"65";"90";"10";"5";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"10";"15";"15";"15";"25";"30";"5";"5";"10";"15";"20";"20";"0";"0";"0";"5";"0";"15";"10";"5";"15";"0";"0";"0";"10";"5";"15"
"Schermer";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Stede Broec";"810";"630";"635";"480";"320";"385";"375";"255";"295";"5";"5";"5";"370";"250";"295";"70";"45";"55";"70";"45";"55";"0";"0";"0";"0";"0";"0";"25";"15";"25";"0";"0";"0";"0";"0";"0";"25";"15";"20";"10";"0";"5";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"110";"100";"75";"85";"80";"60";"40";"40";"25";"0";"5";"0";"0";"0";"0";"0";"0";"0";"45";"35";"35";"15";"15";"10";"5";"5";"0";"5";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"5";"10";"5";"0";"0";"0";"0";"0";"0";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"95";"95";"70";"55";"50";"45";"25";"25";"20";"20";"20";"15";"5";"5";"5";"10";"10";"5";"0";"5";"0";"0";"5";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"5";"5";"0";"10";"5";"5";"105";"100";"90";"75";"70";"60";"25";"25";"25";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"5";"5";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"5";"5";"0";"0";"5";"5";"0";"0";"0";"0";"5";"5"
"Texel";"505";"435";"420";"220";"170";"150";"175";"115";"95";"0";"0";"0";"175";"115";"95";"30";"35";"35";"30";"30";"35";"0";"0";"0";"0";"0";"0";"10";"15";"15";"0";"0";"0";"0";"0";"0";"10";"15";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"95";"65";"55";"70";"50";"35";"35";"25";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"35";"25";"20";"15";"15";"20";"10";"5";"5";"10";"5";"5";"0";"0";"0";"0";"5";"5";"0";"0";"0";"0";"5";"5";"0";"0";"0";"0";"0";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"70";"55";"75";"30";"35";"40";"25";"15";"25";"20";"10";"20";"0";"0";"5";"15";"5";"10";"5";"0";"5";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"10";"10";"105";"120";"125";"70";"80";"80";"30";"30";"40";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"5";"5";"10";"5";"0";"5";"5";"5";"5";"0";"0";"0";"0";"5";"0";"0";"10";"5";"5";"0";"0";"0";"10";"5";"5"
"Uitgeest";"530";"390";"385";"325";"230";"240";"275";"180";"185";"0";"0";"0";"275";"180";"185";"35";"30";"40";"35";"30";"40";"0";"0";"0";"0";"0";"0";"10";"10";"15";"0";"0";"0";"0";"0";"0";"10";"10";"10";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"105";"65";"50";"95";"50";"35";"40";"30";"15";"5";"0";"0";"0";"0";"0";"0";"0";"0";"50";"20";"20";"5";"10";"15";"5";"5";"10";"5";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"0";"0";"0";"0";"0";"0";"5";"5";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"40";"35";"25";"25";"25";"15";"10";"10";"0";"5";"5";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"50";"55";"65";"30";"35";"40";"15";"15";"15";"0";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"5";"0";"0"
"Uithoorn";"1080";"1020";"905";"555";"535";"460";"420";"410";"355";"5";"10";"5";"415";"405";"350";"85";"70";"65";"80";"65";"60";"0";"0";"0";"5";"5";"5";"50";"45";"40";"0";"0";"5";"0";"0";"0";"45";"40";"35";"0";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"190";"170";"135";"160";"155";"115";"65";"45";"55";"5";"5";"0";"0";"15";"5";"0";"0";"0";"90";"90";"55";"20";"15";"15";"10";"0";"5";"5";"0";"5";"0";"0";"0";"0";"0";"5";"0";"0";"0";"5";"10";"5";"0";"0";"0";"0";"0";"0";"10";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"140";"125";"110";"85";"55";"55";"45";"50";"45";"40";"45";"45";"5";"5";"0";"10";"10";"0";"0";"0";"0";"5";"5";"0";"0";"0";"0";"5";"5";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"5";"5";"5";"0";"0";"5";"0";"0";"0";"0";"0";"0";"10";"10";"15";"165";"165";"165";"125";"115";"115";"35";"45";"40";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"10";"10";"20";"0";"0";"5";"10";"10";"15";"0";"0";"0";"5";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Velsen";"3105";"2660";"2505";"1610";"1435";"1220";"1340";"1135";"975";"15";"15";"15";"1320";"1120";"960";"185";"170";"165";"175";"160";"165";"0";"0";"0";"10";"5";"0";"50";"110";"70";"5";"5";"5";"0";"0";"0";"45";"105";"65";"30";"15";"5";"5";"5";"5";"0";"0";"0";"0";"5";"0";"0";"0";"0";"500";"400";"395";"425";"325";"310";"230";"170";"150";"5";"5";"0";"0";"0";"0";"0";"0";"0";"185";"150";"155";"55";"50";"55";"30";"20";"15";"30";"15";"15";"0";"5";"0";"10";"5";"10";"0";"0";"0";"10";"25";"25";"0";"0";"0";"0";"5";"5";"15";"15";"25";"5";"5";"5";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"330";"245";"290";"180";"145";"155";"100";"65";"75";"90";"55";"65";"10";"10";"10";"25";"30";"40";"5";"5";"10";"5";"5";"5";"5";"5";"10";"5";"5";"5";"0";"5";"0";"0";"0";"5";"5";"5";"5";"10";"5";"10";"0";"0";"0";"5";"0";"5";"5";"0";"0";"40";"30";"15";"555";"490";"545";"365";"295";"325";"155";"155";"180";"10";"20";"25";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"20";"15";"15";"30";"30";"20";"15";"20";"15";"15";"10";"5";"0";"0";"0";"25";"15";"15";"20";"15";"5";"0";"0";"0";"20";"15";"5"
"Waterland";"520";"440";"400";"285";"250";"215";"235";"195";"165";"0";"0";"5";"230";"195";"160";"40";"35";"35";"40";"30";"35";"0";"0";"0";"0";"0";"0";"10";"15";"10";"0";"0";"0";"0";"0";"0";"10";"15";"10";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"110";"80";"70";"105";"65";"55";"45";"25";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"60";"40";"35";"0";"10";"10";"0";"5";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"10";"0";"0";"0";"0";"0";"0";"0";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"35";"40";"20";"25";"20";"15";"10";"10";"10";"10";"10";"5";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"85";"70";"80";"60";"50";"60";"20";"10";"20";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"5";"0";"0";"5";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Weesp";"845";"725";"725";"540";"480";"445";"465";"390";"370";"15";"10";"5";"455";"380";"365";"50";"55";"50";"45";"45";"45";"0";"0";"0";"5";"10";"0";"20";"25";"25";"0";"0";"0";"0";"0";"0";"15";"25";"25";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"110";"90";"120";"95";"80";"110";"40";"40";"45";"0";"0";"0";"0";"0";"0";"0";"0";"0";"55";"45";"65";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"65";"55";"55";"45";"35";"40";"15";"15";"10";"15";"15";"10";"0";"0";"0";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"15";"10";"10";"105";"75";"85";"85";"55";"65";"15";"15";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"5";"5";"5";"0";"0";"0";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"5";"0"
"Wervershoof";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Wieringen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
