"Geregistreerde criminaliteit; soort misdrijf, regio"
"Onderwerp: |Totaal geregistreerde misdrijven"
""
"Soort misdrijf";"Misdrijven, totaal";"Misdrijven, totaal";"Misdrijven, totaal";"1 Vermogensmisdrijven";"1 Vermogensmisdrijven";"1 Vermogensmisdrijven";"1.1 Diefstal/verduistering en inbraak";"1.1 Diefstal/verduistering en inbraak";"1.1 Diefstal/verduistering en inbraak";"1.1.1 Diefstal en inbraak met geweld";"1.1.1 Diefstal en inbraak met geweld";"1.1.1 Diefstal en inbraak met geweld";"1.1.2 Diefstal en inbraak zonder geweld";"1.1.2 Diefstal en inbraak zonder geweld";"1.1.2 Diefstal en inbraak zonder geweld";"1.2 Bedrog";"1.2 Bedrog";"1.2 Bedrog";"1.2.1 Oplichting";"1.2.1 Oplichting";"1.2.1 Oplichting";"1.2.2 Flessentrekkerij";"1.2.2 Flessentrekkerij";"1.2.2 Flessentrekkerij";"1.2.3 Bedrog (overig)";"1.2.3 Bedrog (overig)";"1.2.3 Bedrog (overig)";"1.3 Valsheidsmisdrijf";"1.3 Valsheidsmisdrijf";"1.3 Valsheidsmisdrijf";"1.3.1 Muntmisdrijf";"1.3.1 Muntmisdrijf";"1.3.1 Muntmisdrijf";"1.3.2 Valsheid in zegels en merken";"1.3.2 Valsheid in zegels en merken";"1.3.2 Valsheid in zegels en merken";"1.3.3 Valsheid in geschriften";"1.3.3 Valsheid in geschriften";"1.3.3 Valsheid in geschriften";"1.4 Heling";"1.4 Heling";"1.4 Heling";"1.5 Afpersing en afdreiging";"1.5 Afpersing en afdreiging";"1.5 Afpersing en afdreiging";"1.6 Bankbreuk";"1.6 Bankbreuk";"1.6 Bankbreuk";"1.7 Witwassen";"1.7 Witwassen";"1.7 Witwassen";"1.8 Vermogensmisdrijf (overig)";"1.8 Vermogensmisdrijf (overig)";"1.8 Vermogensmisdrijf (overig)";"2 Vernielingen, misdr.openb.orde/gezag";"2 Vernielingen, misdr.openb.orde/gezag";"2 Vernielingen, misdr.openb.orde/gezag";"2.1 Vernieling en beschadiging";"2.1 Vernieling en beschadiging";"2.1 Vernieling en beschadiging";"2.1.1 Vernieling aan auto";"2.1.1 Vernieling aan auto";"2.1.1 Vernieling aan auto";"2.1.2 Vernieling aan openbaar gebouw";"2.1.2 Vernieling aan openbaar gebouw";"2.1.2 Vernieling aan openbaar gebouw";"2.1.3 Vernieling middel openb.vervoer";"2.1.3 Vernieling middel openb.vervoer";"2.1.3 Vernieling middel openb.vervoer";"2.1.4 Dierenmishandeling";"2.1.4 Dierenmishandeling";"2.1.4 Dierenmishandeling";"2.1.5 Vernieling, beschadiging (overig)";"2.1.5 Vernieling, beschadiging (overig)";"2.1.5 Vernieling, beschadiging (overig)";"2.2 Openbare orde misdrijf";"2.2 Openbare orde misdrijf";"2.2 Openbare orde misdrijf";"2.2.1 Openlijke geweldpleging";"2.2.1 Openlijke geweldpleging";"2.2.1 Openlijke geweldpleging";"2.2.1.1 Openlijk geweld tegen persoon";"2.2.1.1 Openlijk geweld tegen persoon";"2.2.1.1 Openlijk geweld tegen persoon";"2.2.1.2 Openlijk geweld tegen goed";"2.2.1.2 Openlijk geweld tegen goed";"2.2.1.2 Openlijk geweld tegen goed";"2.2.2 Huisvredebreuk";"2.2.2 Huisvredebreuk";"2.2.2 Huisvredebreuk";"2.2.3 Lokaalvredebreuk";"2.2.3 Lokaalvredebreuk";"2.2.3 Lokaalvredebreuk";"2.2.4 Computervredebreuk";"2.2.4 Computervredebreuk";"2.2.4 Computervredebreuk";"2.2.5 Discriminatie";"2.2.5 Discriminatie";"2.2.5 Discriminatie";"2.2.6 Openbare orde misdrijf (overig)";"2.2.6 Openbare orde misdrijf (overig)";"2.2.6 Openbare orde misdrijf (overig)";"2.3 Brandstichting/ontploffing";"2.3 Brandstichting/ontploffing";"2.3 Brandstichting/ontploffing";"2.4 Openbaar gezag misdrijf";"2.4 Openbaar gezag misdrijf";"2.4 Openbaar gezag misdrijf";"2.4.1 Niet opvolgen van ambtelijk bevel";"2.4.1 Niet opvolgen van ambtelijk bevel";"2.4.1 Niet opvolgen van ambtelijk bevel";"2.4.2 Wederspannigheid";"2.4.2 Wederspannigheid";"2.4.2 Wederspannigheid";"2.4.3 Valse aangifte";"2.4.3 Valse aangifte";"2.4.3 Valse aangifte";"2.4.5 Verblijf ongewenste vreemdeling";"2.4.5 Verblijf ongewenste vreemdeling";"2.4.5 Verblijf ongewenste vreemdeling";"2.4.6 Openbaar gezag misdrijf (overig)";"2.4.6 Openbaar gezag misdrijf (overig)";"2.4.6 Openbaar gezag misdrijf (overig)";"3 Gewelds- en seksuele misdrijven";"3 Gewelds- en seksuele misdrijven";"3 Gewelds- en seksuele misdrijven";"3.1 Mishandeling";"3.1 Mishandeling";"3.1 Mishandeling";"3.2 Bedreiging en stalking";"3.2 Bedreiging en stalking";"3.2 Bedreiging en stalking";"3.2.1 Bedreiging";"3.2.1 Bedreiging";"3.2.1 Bedreiging";"3.2.2 Stalking";"3.2.2 Stalking";"3.2.2 Stalking";"3.3 Seksueel misdrijf";"3.3 Seksueel misdrijf";"3.3 Seksueel misdrijf";"3.3.1 Aanranding";"3.3.1 Aanranding";"3.3.1 Aanranding";"3.3.2 Verkrachting";"3.3.2 Verkrachting";"3.3.2 Verkrachting";"3.3.3 Schennis der eerbaarheid";"3.3.3 Schennis der eerbaarheid";"3.3.3 Schennis der eerbaarheid";"3.3.4 Ontucht met minderjarige";"3.3.4 Ontucht met minderjarige";"3.3.4 Ontucht met minderjarige";"3.3.5 Pornografie";"3.3.5 Pornografie";"3.3.5 Pornografie";"3.3.6 Ontucht met misbruik van gezag";"3.3.6 Ontucht met misbruik van gezag";"3.3.6 Ontucht met misbruik van gezag";"3.3.7 Seksueel misdrijf (overig)";"3.3.7 Seksueel misdrijf (overig)";"3.3.7 Seksueel misdrijf (overig)";"3.4 Levensmisdrijf";"3.4 Levensmisdrijf";"3.4 Levensmisdrijf";"3.5 Vrijheidsbeneming/gijzeling";"3.5 Vrijheidsbeneming/gijzeling";"3.5 Vrijheidsbeneming/gijzeling";"3.6 Mensenhandel, mensensmokkel";"3.6 Mensenhandel, mensensmokkel";"3.6 Mensenhandel, mensensmokkel";"3.7 Geweldsmisdrijf (overig)";"3.7 Geweldsmisdrijf (overig)";"3.7 Geweldsmisdrijf (overig)";"4 Misdrijven WvSr (overig)";"4 Misdrijven WvSr (overig)";"4 Misdrijven WvSr (overig)";"5 Verkeersmisdrijven";"5 Verkeersmisdrijven";"5 Verkeersmisdrijven";"5.1 Verlaten plaats ongeval";"5.1 Verlaten plaats ongeval";"5.1 Verlaten plaats ongeval";"5.2 Rijden onder invloed";"5.2 Rijden onder invloed";"5.2 Rijden onder invloed";"5.3 Rijden tijdens ontzegging";"5.3 Rijden tijdens ontzegging";"5.3 Rijden tijdens ontzegging";"5.4 Rijden tijdens rijverbod";"5.4 Rijden tijdens rijverbod";"5.4 Rijden tijdens rijverbod";"5.5 Voeren vals kenteken";"5.5 Voeren vals kenteken";"5.5 Voeren vals kenteken";"5.6 Joyriding";"5.6 Joyriding";"5.6 Joyriding";"5.7 Weigeren blaastest/bloedonderzoek";"5.7 Weigeren blaastest/bloedonderzoek";"5.7 Weigeren blaastest/bloedonderzoek";"5.8 Verkeersmisdrijf (overig)";"5.8 Verkeersmisdrijf (overig)";"5.8 Verkeersmisdrijf (overig)";"6 Drugsmisdrijven";"6 Drugsmisdrijven";"6 Drugsmisdrijven";"6.1 Harddrugs";"6.1 Harddrugs";"6.1 Harddrugs";"6.2 Softdrugs";"6.2 Softdrugs";"6.2 Softdrugs";"6.3 Drugsmisdrijf (overig)";"6.3 Drugsmisdrijf (overig)";"6.3 Drugsmisdrijf (overig)";"7 (Vuur)wapenmisdrijven";"7 (Vuur)wapenmisdrijven";"7 (Vuur)wapenmisdrijven";"9 Misdrijven overige wetten";"9 Misdrijven overige wetten";"9 Misdrijven overige wetten";"9.1 Militair misdrijf";"9.1 Militair misdrijf";"9.1 Militair misdrijf";"9.2 Misdrijf (overig)";"9.2 Misdrijf (overig)";"9.2 Misdrijf (overig)"
"Perioden";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*";"2016";"2017*";"2018*"
"Regio's";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal"
"Almere";"11360";"10035";"10130";"6610";"5810";"5845";"5430";"4770";"4660";"185";"150";"150";"5245";"4620";"4510";"615";"510";"585";"580";"475";"565";"0";"0";"0";"40";"35";"20";"455";"430";"475";"45";"30";"35";"0";"0";"0";"410";"395";"440";"60";"70";"70";"35";"25";"35";"0";"0";"5";"10";"0";"10";"0";"0";"0";"1490";"1230";"1110";"1205";"1005";"895";"460";"400";"380";"5";"20";"20";"140";"135";"45";"0";"0";"0";"600";"455";"450";"175";"145";"120";"60";"55";"40";"50";"50";"35";"10";"5";"5";"25";"20";"30";"5";"5";"5";"35";"40";"30";"10";"5";"5";"40";"20";"10";"45";"40";"30";"60";"35";"65";"25";"5";"25";"15";"15";"25";"10";"10";"10";"0";"0";"0";"10";"5";"10";"1370";"1225";"1170";"765";"685";"615";"435";"415";"380";"405";"395";"340";"30";"25";"35";"95";"85";"110";"25";"15";"40";"25";"25";"10";"10";"10";"15";"10";"10";"15";"5";"5";"5";"10";"10";"10";"10";"10";"20";"40";"25";"45";"5";"10";"5";"10";"5";"5";"20";"5";"10";"160";"160";"190";"1355";"1305";"1530";"830";"855";"1010";"390";"325";"425";"60";"60";"50";"5";"0";"0";"0";"5";"5";"5";"0";"5";"10";"10";"15";"60";"50";"25";"280";"220";"165";"115";"100";"50";"160";"120";"105";"0";"0";"5";"65";"50";"90";"35";"35";"35";"0";"0";"0";"35";"35";"35"
"Dronten";"1735";"1575";"1315";"1000";"795";"710";"840";"660";"560";"15";"5";"10";"825";"650";"550";"115";"90";"100";"105";"85";"95";"0";"0";"0";"10";"5";"5";"40";"45";"45";"5";"0";"5";"0";"0";"0";"35";"45";"45";"5";"0";"5";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"205";"225";"190";"170";"185";"155";"65";"85";"75";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";"100";"80";"30";"25";"20";"15";"10";"5";"10";"10";"5";"5";"0";"0";"5";"5";"5";"0";"5";"0";"5";"5";"5";"0";"0";"0";"0";"0";"0";"5";"10";"10";"0";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"150";"130";"135";"75";"80";"75";"40";"30";"40";"35";"25";"35";"5";"5";"5";"20";"15";"15";"10";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"5";"0";"0";"0";"5";"0";"10";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"15";"15";"180";"160";"180";"100";"95";"105";"50";"40";"65";"10";"10";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"10";"5";"170";"230";"65";"150";"205";"50";"20";"20";"15";"0";"0";"0";"5";"15";"10";"5";"10";"10";"0";"0";"0";"5";"10";"10"
"Lelystad";"4600";"4230";"4085";"2630";"2490";"2265";"2205";"2140";"1850";"45";"50";"35";"2160";"2085";"1810";"225";"200";"220";"210";"195";"210";"0";"0";"0";"10";"10";"10";"145";"125";"150";"15";"20";"15";"0";"0";"0";"130";"105";"135";"40";"15";"40";"10";"10";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"645";"530";"570";"500";"410";"465";"180";"165";"170";"10";"5";"5";"0";"0";"0";"0";"0";"0";"310";"240";"285";"85";"65";"75";"30";"30";"40";"25";"20";"35";"5";"10";"5";"15";"10";"15";"10";"5";"0";"15";"10";"10";"5";"0";"0";"10";"15";"5";"50";"40";"20";"10";"15";"15";"5";"10";"5";"5";"0";"5";"0";"5";"5";"0";"0";"0";"0";"0";"5";"590";"525";"515";"305";"310";"295";"205";"155";"165";"195";"145";"155";"10";"10";"5";"45";"40";"40";"15";"10";"10";"5";"5";"5";"0";"10";"5";"10";"0";"5";"5";"0";"0";"5";"5";"5";"5";"10";"10";"25";"10";"10";"0";"0";"0";"0";"5";"5";"5";"5";"0";"65";"80";"90";"530";"450";"465";"290";"220";"235";"165";"165";"185";"50";"45";"30";"0";"0";"0";"5";"0";"0";"0";"5";"0";"5";"5";"5";"10";"15";"10";"95";"95";"135";"20";"15";"35";"75";"75";"100";"0";"0";"0";"25";"30";"30";"20";"25";"20";"0";"0";"0";"20";"25";"20"
"Noordoostpolder";"1695";"1675";"1565";"950";"820";"805";"780";"655";"615";"10";"10";"10";"770";"645";"605";"115";"90";"115";"115";"90";"115";"0";"0";"0";"5";"0";"0";"40";"65";"55";"5";"5";"5";"0";"0";"0";"35";"60";"50";"10";"5";"10";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"280";"295";"240";"235";"250";"165";"120";"95";"65";"5";"5";"0";"0";"5";"5";"0";"0";"0";"115";"145";"95";"25";"35";"45";"5";"5";"10";"5";"5";"5";"0";"0";"5";"5";"5";"5";"5";"5";"0";"5";"15";"25";"0";"5";"0";"0";"0";"0";"15";"15";"20";"5";"0";"10";"0";"0";"5";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"5";"175";"190";"180";"105";"110";"85";"40";"60";"60";"40";"55";"55";"0";"5";"10";"15";"15";"20";"5";"0";"0";"5";"5";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"5";"10";"5";"5";"0";"0";"0";"0";"0";"0";"5";"0";"5";"15";"20";"20";"235";"305";"270";"155";"210";"180";"50";"65";"65";"10";"10";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"15";"5";"25";"20";"30";"5";"5";"10";"20";"15";"20";"0";"0";"0";"5";"15";"10";"10";"10";"15";"0";"0";"0";"10";"10";"15"
"Urk";"455";"415";"405";"210";"155";"125";"155";"100";"80";"0";"0";"0";"155";"100";"80";"45";"40";"35";"45";"40";"35";"0";"0";"0";"0";"0";"0";"10";"10";"5";"0";"0";"0";"0";"0";"0";"10";"10";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"115";"105";"130";"100";"90";"85";"50";"30";"35";"0";"5";"0";"0";"0";"0";"0";"0";"0";"45";"55";"45";"5";"5";"5";"5";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"10";"35";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"40";"40";"15";"20";"25";"5";"10";"10";"5";"10";"10";"0";"0";"0";"5";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"5";"5";"100";"100";"100";"55";"80";"60";"40";"20";"30";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"5";"5";"5";"5";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Zeewolde";"980";"750";"730";"565";"365";"420";"460";"290";"310";"5";"0";"0";"455";"290";"310";"65";"40";"65";"65";"40";"60";"0";"0";"0";"0";"0";"5";"35";"30";"40";"5";"0";"10";"0";"0";"0";"30";"30";"30";"5";"0";"5";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"140";"125";"100";"115";"100";"80";"55";"40";"35";"0";"5";"5";"0";"0";"0";"0";"0";"0";"60";"60";"40";"20";"20";"15";"5";"10";"5";"0";"10";"5";"5";"0";"0";"5";"0";"0";"0";"0";"0";"5";"5";"5";"0";"0";"0";"5";"0";"5";"5";"0";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"90";"100";"45";"50";"50";"25";"20";"30";"15";"20";"25";"15";"0";"5";"0";"10";"10";"5";"5";"0";"0";"0";"0";"5";"0";"0";"0";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"15";"15";"5";"135";"135";"150";"85";"80";"70";"30";"30";"65";"5";"15";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"10";"5";"30";"10";"5";"20";"0";"0";"10";"10";"0";"0";"0";"0";"5";"0";"5";"5";"5";"5";"0";"0";"0";"5";"5";"5"
"Bron: CBS"
